date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,225,277,289,344,906,6
1/10/2021,376,464,485,585,2176,32
1/11/2021,412,513,549,636,2360,35
1/12/2021,438,540,609,705,2582,36
1/13/2021,457,562,632,773,2745,37
1/14/2021,489,608,671,858,2949,45
1/15/2021,521,653,729,938,3193,46
1/16/2021,525,654,730,940,3201,46
1/17/2021,527,655,730,941,3203,46
1/18/2021,540,666,760,967,3227,46
1/19/2021,571,693,800,1048,3382,47
1/2/2021,226,277,289,344,907,6
1/20/2021,595,731,854,1132,3530,53
1/21/2021,679,808,955,1280,3722,69
1/22/2021,747,864,1004,1380,3848,85
1/23/2021,752,866,1007,1385,3973,119
1/24/2021,753,867,1007,1386,3986,121
1/25/2021,765,882,1033,1436,4100,123
1/26/2021,792,901,1062,1489,4241,125
1/27/2021,813,920,1088,1528,4401,138
1/28/2021,960,1008,1197,1651,4612,189
1/29/2021,1034,1055,1263,1746,4845,247
1/3/2021,226,277,289,345,909,6
1/30/2021,1046,1074,1314,1775,4865,247
1/31/2021,1046,1075,1316,1776,4873,247
1/4/2021,242,297,308,374,1036,6
1/5/2021,285,331,347,407,1260,6
1/6/2021,297,353,366,435,1602,25
1/7/2021,336,422,452,532,1976,31
1/8/2021,375,463,484,580,2173,32
1/9/2021,376,464,484,585,2176,32
10/1/2021,5710,4389,4830,7060,14424,6394
10/10/2021,5752,4428,4857,7086,14464,6429
10/11/2021,5761,4435,4858,7094,14476,6443
10/12/2021,5771,4438,4862,7101,14484,6446
10/13/2021,5782,4440,4869,7109,14494,6454
10/14/2021,5796,4444,4872,7118,14507,6458
10/15/2021,5805,4453,4875,7127,14517,6465
10/16/2021,5810,4454,4876,7131,14519,6466
10/17/2021,5811,4454,4877,7132,14519,6466
10/18/2021,5821,4460,4879,7138,14531,6469
10/19/2021,5832,4465,4883,7151,14543,6476
10/2/2021,5711,4391,4833,7064,14431,6394
10/20/2021,5838,4466,4886,7156,14558,6481
10/21/2021,5843,4471,4889,7158,14573,6486
10/22/2021,5860,4474,4900,7164,14590,6490
10/23/2021,5861,4476,4901,7164,14596,6491
10/24/2021,5861,4479,4901,7165,14597,6493
10/25/2021,5866,4481,4903,7173,14611,6495
10/3/2021,5712,4392,4833,7064,14432,6394
10/4/2021,5720,4397,4835,7069,14436,6401
10/5/2021,5727,4401,4838,7073,14443,6408
10/6/2021,5732,4408,4844,7076,14454,6412
10/7/2021,5739,4412,4848,7080,14461,6420
10/8/2021,5746,4424,4856,7083,14464,6429
10/9/2021,5750,4426,4857,7086,14464,6429
12/10/2020,1,,,1,1,1
12/11/2020,1,,,1,1,1
12/12/2020,1,,,1,1,1
12/13/2020,1,,,1,1,1
12/14/2020,1,,,2,1,1
12/15/2020,1,1,1,2,1,1
12/16/2020,7,6,8,7,2,1
12/17/2020,14,26,29,25,8,1
12/18/2020,24,41,44,38,21,1
12/19/2020,25,41,44,39,21,1
12/2/2020,,,,,,1
12/20/2020,25,41,44,41,21,1
12/21/2020,26,41,44,43,24,2
12/22/2020,29,53,60,51,62,2
12/23/2020,59,84,83,83,111,2
12/24/2020,72,101,98,98,157,2
12/25/2020,74,102,99,98,157,2
12/26/2020,74,102,100,98,157,2
12/27/2020,75,102,100,98,157,2
12/28/2020,113,153,158,173,275,2
12/29/2020,136,198,214,238,460,3
12/3/2020,,,,,,1
12/30/2020,177,238,257,291,647,4
12/31/2020,222,274,289,341,826,6
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,,1,,1
12/7/2020,1,,,1,,1
12/8/2020,1,,,1,,1
12/9/2020,1,,,1,,1
2/1/2021,1064,1098,1348,1859,5133,260
2/10/2021,1272,1344,1753,2505,6833,456
2/11/2021,1393,1429,1825,2608,7093,494
2/12/2021,1456,1478,1873,2682,7344,511
2/13/2021,1659,1580,1966,2761,7451,549
2/14/2021,1662,1581,1969,2767,7481,551
2/15/2021,1670,1586,1975,2782,7571,552
2/16/2021,1698,1609,2008,2820,7856,574
2/17/2021,1747,1652,2060,2865,8098,657
2/18/2021,1783,1681,2094,2923,8305,677
2/19/2021,1833,1711,2131,2970,8389,692
2/2/2021,1080,1112,1376,1889,5373,267
