Category,value
tests,13029256
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,2230414
20 - 44 years,5543744
45 - 54 years,1717935
55 - 64 years,1592240
65 years and older,1915636
Unknown,29287
positive,0.0971728546894773
