date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,938,871,641,482,230,7
1/10/2021,1286,1207,929,711,506,10
1/11/2021,1346,1294,994,749,847,10
1/12/2021,1409,1363,1070,802,1169,11
1/13/2021,1494,1437,1145,864,1505,11
1/14/2021,1514,1454,1174,887,1593,11
1/15/2021,1543,1469,1195,915,1683,11
1/16/2021,1547,1470,1199,916,1688,11
1/17/2021,1549,1473,1200,917,1692,11
1/18/2021,1557,1480,1209,921,1709,11
1/19/2021,1600,1507,1239,950,1822,16
1/2/2021,940,872,641,484,231,7
1/20/2021,1615,1514,1248,962,1852,17
1/21/2021,1736,1705,1421,1062,2374,20
1/22/2021,1844,1799,1504,1142,3036,21
1/23/2021,1873,1838,1529,1173,3071,22
1/24/2021,1874,1840,1532,1176,3082,22
1/25/2021,1909,1913,1596,1225,3239,22
1/26/2021,2040,2055,1737,1361,3393,30
1/27/2021,2179,2210,1853,1457,3597,30
1/28/2021,2336,2361,2041,1675,4294,31
1/29/2021,2494,2493,2205,1815,5378,33
1/3/2021,942,872,641,484,231,7
1/30/2021,2534,2524,2243,1887,6239,33
1/31/2021,2535,2525,2243,1888,6255,33
1/4/2021,998,927,681,516,269,7
1/5/2021,1086,1020,747,561,303,7
1/6/2021,1200,1135,841,626,373,10
1/7/2021,1246,1174,899,664,404,10
1/8/2021,1279,1203,925,705,495,10
1/9/2021,1281,1204,929,709,500,10
10/1/2021,30596,17716,17860,19724,31676,15885
10/2/2021,30617,17722,17870,19729,31681,15907
10/3/2021,30624,17725,17875,19730,31683,15915
10/4/2021,30665,17744,17894,19740,31691,15939
10/5/2021,30706,17771,17911,19753,31706,15971
10/6/2021,30760,17806,17926,19763,31718,16010
10/7/2021,30796,17816,17939,19771,31724,16039
10/8/2021,30816,17828,17944,19772,31731,16048
12/1/2020,1,1,2,,2,
12/10/2020,1,2,4,,3,
12/11/2020,1,2,4,,3,
12/12/2020,1,2,6,,3,
12/13/2020,1,2,6,,3,
12/14/2020,1,2,6,,3,
12/15/2020,1,2,6,,3,
12/16/2020,3,3,7,1,4,
12/17/2020,9,8,11,7,7,
12/18/2020,9,8,12,7,7,
12/19/2020,9,8,13,7,9,
12/2/2020,1,1,2,,2,
12/20/2020,9,10,13,8,9,
12/21/2020,74,47,51,25,24,
12/22/2020,251,247,174,136,57,1
12/23/2020,440,462,331,254,98,4
12/24/2020,501,516,389,294,105,4
12/25/2020,501,516,389,294,105,4
12/26/2020,525,551,404,313,111,4
12/27/2020,525,551,404,313,112,4
12/28/2020,668,663,482,362,139,6
12/29/2020,765,754,539,410,172,7
12/3/2020,1,1,3,,2,
12/30/2020,902,853,621,463,207,7
12/31/2020,934,868,635,477,215,7
12/4/2020,1,1,4,,2,
12/5/2020,1,1,4,,2,
12/6/2020,1,1,4,,2,
12/7/2020,1,1,4,,2,
12/8/2020,1,1,4,,3,
12/9/2020,1,1,4,,3,
2/1/2021,2578,2550,2265,1912,6860,35
2/10/2021,2915,2854,2641,2357,9968,50
2/11/2021,3043,2970,2772,2511,10982,61
2/12/2021,3099,3020,2830,2566,12066,62
2/13/2021,3126,3043,2847,2600,12714,64
2/14/2021,3131,3047,2847,2601,12720,64
2/15/2021,3137,3051,2851,2608,12758,64
2/16/2021,3162,3055,2860,2612,12803,66
2/17/2021,3200,3091,2910,2671,12857,67
2/18/2021,3229,3113,2926,2689,12987,67
2/19/2021,3298,3185,3011,2784,13135,69
2/2/2021,2609,2585,2299,1968,7555,39
2/20/2021,3338,3206,3035,2819,13185,73
2/21/2021,3339,3207,3038,2819,13196,73
2/22/2021,3342,3210,3039,2821,13205,73
2/23/2021,3383,3264,3075,2875,13383,77
2/24/2021,3404,3297,3099,2917,14387,80
2/25/2021,3477,3352,3167,2994,15381,82
2/26/2021,3537,3410,3210,3094,16384,84
2/27/2021,3566,3436,3226,3128,16749,87
2/28/2021,3586,3461,3263,3158,16868,87
2/3/2021,2733,2719,2468,2136,8253,42
2/4/2021,2782,2761,2525,2198,8577,45
2/5/2021,2819,2791,2557,2229,8708,47
2/6/2021,2830,2792,2558,2234,8731,48
2/7/2021,2831,2793,2559,2235,8749,48
2/8/2021,2851,2816,2577,2264,8852,48
2/9/2021,2872,2836,2611,2305,8893,48
3/1/2021,3613,3485,3280,3187,17022,89
3/10/2021,4574,4291,4277,4993,20045,117
3/11/2021,4794,4400,4397,5223,20367,127
3/12/2021,4847,4459,4512,5848,20715,131
3/13/2021,4923,4515,4561,5972,20865,132
3/14/2021,4935,4520,4571,6038,20932,132
3/15/2021,5059,4620,4700,6241,21039,137
3/16/2021,5300,4837,4938,6586,21217,147
3/17/2021,5881,5063,5144,6860,21775,155
3/18/2021,6256,5297,5489,7796,22559,176
3/19/2021,6600,5591,5885,8732,23176,195
3/2/2021,3643,3500,3308,3220,17146,91
3/20/2021,6683,5649,5973,9067,23487,202
3/21/2021,6700,5659,5994,9106,23519,204
3/22/2021,6733,5709,6033,9204,23596,209
3/23/2021,6983,5915,6260,9492,23739,227
3/24/2021,7499,6227,6633,9865,23995,290
3/25/2021,7999,6475,6911,10197,24165,327
3/26/2021,8285,6655,7177,10446,24364,371
3/27/2021,8326,6668,7200,10479,24397,376
3/28/2021,8347,6679,7214,10498,24410,377
3/29/2021,8617,6835,7407,10687,24586,493
3/3/2021,3669,3533,3338,3268,17309,94
3/30/2021,9429,7352,8108,11307,24968,683
3/31/2021,10326,7853,8738,11751,25295,887
3/4/2021,3778,3651,3466,3468,17647,99
3/5/2021,4098,3900,3755,3921,18549,108
3/6/2021,4115,3911,3769,3993,18622,108
3/7/2021,4126,3920,3782,4048,18669,110
3/8/2021,4152,3944,3817,4197,19129,111
3/9/2021,4370,4146,4053,4539,19682,114
4/1/2021,11008,8227,9198,12143,25609,1098
4/10/2021,14683,10314,11356,14250,27277,2234
