date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,335,321,272,280,203,3
1/10/2021,457,454,383,389,633,6
1/11/2021,469,468,404,406,831,6
1/12/2021,475,474,409,416,1044,6
1/13/2021,494,507,431,440,1356,6
1/14/2021,499,515,444,451,1604,6
1/15/2021,504,522,454,461,2031,6
1/16/2021,520,527,462,473,2387,6
1/17/2021,523,528,465,474,2400,6
1/18/2021,526,533,472,483,2576,6
1/19/2021,543,545,484,498,2781,6
1/2/2021,336,324,275,283,206,3
1/20/2021,552,560,499,522,3158,6
1/21/2021,558,574,512,543,3535,6
1/22/2021,571,582,520,551,3702,6
1/23/2021,597,619,555,585,4060,6
1/24/2021,607,623,562,605,4132,6
1/25/2021,629,642,598,649,4319,6
1/26/2021,651,685,647,707,4535,8
1/27/2021,680,722,689,754,4918,8
1/28/2021,730,760,744,829,5532,9
1/29/2021,771,804,813,898,5899,10
1/3/2021,348,338,286,297,231,3
1/30/2021,773,809,815,903,5917,10
1/31/2021,778,812,819,911,5944,10
1/4/2021,354,347,291,299,252,3
1/5/2021,373,374,305,314,261,3
1/6/2021,394,393,323,339,277,4
1/7/2021,402,399,334,347,307,4
1/8/2021,432,432,363,370,337,5
1/9/2021,450,452,383,387,630,6
10/1/2021,12515,8477,8104,11059,22596,6146
10/2/2021,12523,8478,8108,11062,22597,6153
10/3/2021,12527,8479,8110,11062,22597,6154
10/4/2021,12548,8483,8126,11065,22603,6161
10/5/2021,12576,8494,8136,11071,22606,6170
10/6/2021,12598,8511,8154,11078,22615,6178
10/7/2021,12622,8523,8162,11088,22624,6192
10/8/2021,12629,8535,8173,11097,22636,6210
12/1/2020,,1,,1,1,
12/10/2020,,1,,1,1,
12/11/2020,,1,,1,1,
12/12/2020,,1,,1,1,
12/13/2020,,1,,1,1,
12/14/2020,,1,,1,1,
12/15/2020,,1,1,1,1,
12/16/2020,,1,2,1,1,
12/17/2020,,1,7,4,4,
12/18/2020,1,3,8,7,4,
12/19/2020,1,5,10,8,5,
12/2/2020,,1,,1,1,
12/20/2020,1,5,10,8,5,
12/21/2020,3,6,11,12,7,
12/22/2020,72,81,62,60,18,
12/23/2020,179,179,153,151,43,1
12/24/2020,209,208,178,166,53,1
12/25/2020,209,208,178,166,53,1
12/26/2020,211,213,180,177,54,1
12/27/2020,211,213,180,177,54,1
12/28/2020,227,228,199,196,66,1
12/29/2020,244,247,211,215,73,1
12/3/2020,,1,,1,1,
12/30/2020,288,285,245,248,128,1
12/31/2020,333,318,270,279,186,3
12/4/2020,,1,,1,1,
12/5/2020,,1,,1,1,
12/6/2020,,1,,1,1,
12/7/2020,,1,,1,1,
12/8/2020,,1,,1,1,
12/9/2020,,1,,1,1,
2/1/2021,786,828,830,930,6103,10
2/10/2021,1048,1066,1075,1226,8013,19
2/11/2021,1165,1179,1209,1385,9044,22
2/12/2021,1236,1237,1273,1463,9718,27
2/13/2021,1260,1252,1297,1494,9902,28
2/14/2021,1260,1253,1297,1494,9914,28
2/15/2021,1263,1264,1311,1509,10068,28
2/16/2021,1270,1270,1320,1532,10299,30
2/17/2021,1276,1278,1334,1556,10475,30
2/18/2021,1281,1290,1350,1579,10665,30
2/19/2021,1285,1295,1362,1594,10848,31
2/2/2021,793,840,841,947,6245,11
2/20/2021,1290,1301,1371,1601,10860,31
2/21/2021,1291,1301,1374,1605,10866,31
2/22/2021,1293,1305,1380,1613,10901,31
2/23/2021,1295,1305,1381,1614,10946,31
2/24/2021,1327,1327,1409,1637,11177,32
2/25/2021,1367,1350,1460,1738,11922,34
2/26/2021,1404,1379,1499,1817,12375,36
2/27/2021,1464,1434,1560,1905,12687,38
2/28/2021,1466,1436,1562,1907,12717,38
2/3/2021,819,869,866,976,6514,12
2/4/2021,839,887,882,1003,6776,13
2/5/2021,874,927,940,1042,6964,14
2/6/2021,877,928,946,1055,7047,14
2/7/2021,878,931,947,1057,7064,14
2/8/2021,888,940,957,1072,7178,15
2/9/2021,923,975,1001,1125,7477,16
3/1/2021,1468,1444,1570,1936,12948,41
3/10/2021,1723,1718,1915,3834,15624,57
3/11/2021,1775,1769,1982,4065,15916,60
3/12/2021,1813,1806,2010,4236,16096,63
3/13/2021,1836,1829,2034,4370,16250,64
3/14/2021,1838,1831,2035,4379,16266,64
3/15/2021,1898,1872,2076,4679,16491,66
