Category,value
tests,648879
YUMA,12132
YAVAPAI,18481
SANTA CRUZ,2078
PINAL,39763
PIMA,62573
NAVAJO,5098
MOHAVE,13921
MARICOPA,460214
LA PAZ,1799
GREENLEE,275
GRAHAM,1531
GILA,5699
COCONINO,8018
COCHISE,6190
APACHE,1427
Unknown,597
65 years and older,158216
55 - 64 years,127548
45 - 54 years,116635
20 - 44 years,218320
Less than 20 years,27563
positive,0.1747336560437308
