Category,value
tests,475770
Yuma,10210
Yavapai,12034
Santa Cruz,1809
Pinal,30306
Pima,50100
Navajo,3905
Mohave,9648
Maricopa,329053
La Paz,1548
Greenlee,190
Graham,1066
Gila,4589
Coconino,5990
Cochise,5170
Apache,1106
Unknown,396
65 years and older,112864
55 - 64 years,90494
45 - 54 years,84196
20 - 44 years,166101
Less than 20 years,21719
positive,0.1479328246841961
