date,Navajo_cume,Navajo
2020-12-16 00:00:00,4,
2020-12-17 00:00:00,13,9
2020-12-18 00:00:00,33,20
2020-12-21 00:00:00,38,5
2020-12-22 00:00:00,126,88
2020-12-23 00:00:00,295,169
2020-12-24 00:00:00,396,101
2020-12-28 00:00:00,753,357
2020-12-29 00:00:00,1000,247
2020-12-30 00:00:00,1271,271
2020-12-31 00:00:00,1548,277
2021-01-01 00:00:00,1595,47
2021-01-03 00:00:00,1596,1
2021-01-04 00:00:00,1811,215
2021-01-05 00:00:00,2116,305
2021-01-06 00:00:00,2472,356
2021-01-07 00:00:00,3095,623
2021-01-08 00:00:00,3432,337
2021-01-11 00:00:00,3846,414
2021-01-12 00:00:00,4292,446
2021-01-13 00:00:00,4583,291
2021-01-14 00:00:00,4964,381
2021-01-15 00:00:00,5278,314
2021-01-16 00:00:00,5279,1
2021-01-18 00:00:00,5463,184
2021-01-19 00:00:00,5895,432
2021-01-20 00:00:00,6387,492
2021-01-21 00:00:00,7000,613
2021-01-22 00:00:00,7378,378
2021-01-23 00:00:00,7505,127
2021-01-24 00:00:00,7511,6
2021-01-25 00:00:00,7927,416
2021-01-26 00:00:00,8330,403
2021-01-27 00:00:00,8813,483
2021-01-28 00:00:00,9698,885
2021-01-29 00:00:00,10210,512
2021-01-30 00:00:00,10352,142
2021-02-01 00:00:00,10893,541
2021-02-02 00:00:00,11457,564
2021-02-03 00:00:00,12428,971
2021-02-04 00:00:00,13158,730
2021-02-05 00:00:00,13518,360
2021-02-06 00:00:00,13686,168
2021-02-07 00:00:00,13687,1
2021-02-08 00:00:00,14316,629
2021-02-09 00:00:00,15044,728
2021-02-10 00:00:00,15589,545
2021-02-11 00:00:00,16288,699
2021-02-12 00:00:00,16918,630
2021-02-13 00:00:00,17041,123
2021-02-14 00:00:00,17081,40
2021-02-15 00:00:00,17273,192
2021-02-16 00:00:00,17972,699
2021-02-17 00:00:00,18657,685
2021-02-18 00:00:00,19175,518
2021-02-19 00:00:00,19432,257
2021-02-20 00:00:00,19474,42
2021-02-21 00:00:00,19493,19
2021-02-22 00:00:00,19696,203
2021-02-23 00:00:00,20086,390
2021-02-24 00:00:00,20547,461
2021-02-25 00:00:00,21351,804
2021-02-26 00:00:00,21807,456
2021-02-27 00:00:00,22193,386
2021-02-28 00:00:00,22213,20
2021-03-01 00:00:00,22612,399
2021-03-02 00:00:00,23061,449
2021-03-03 00:00:00,23803,742
2021-03-04 00:00:00,24514,711
2021-03-05 00:00:00,24730,216
2021-03-06 00:00:00,24805,75
2021-03-07 00:00:00,24835,30
2021-03-08 00:00:00,25148,313
2021-03-09 00:00:00,25510,362
2021-03-10 00:00:00,26247,737
2021-03-11 00:00:00,26968,721
2021-03-12 00:00:00,27466,498
2021-03-13 00:00:00,27616,150
2021-03-14 00:00:00,27678,62
2021-03-15 00:00:00,28244,566
2021-03-16 00:00:00,28729,485
2021-03-17 00:00:00,29344,615
2021-03-18 00:00:00,30286,942
2021-03-19 00:00:00,30671,385
2021-03-20 00:00:00,30745,74
2021-03-21 00:00:00,30803,58
2021-03-22 00:00:00,31029,226
2021-03-23 00:00:00,31593,564
2021-03-24 00:00:00,32384,791
2021-03-25 00:00:00,33279,895
2021-03-26 00:00:00,33745,466
2021-03-27 00:00:00,33837,92
2021-03-28 00:00:00,33889,52
2021-03-29 00:00:00,34354,465
2021-03-30 00:00:00,34664,310
2021-03-31 00:00:00,35491,827
2021-04-01 00:00:00,35871,380
2021-04-02 00:00:00,36166,295
2021-04-03 00:00:00,36237,71
2021-04-04 00:00:00,36273,36
2021-04-05 00:00:00,36603,330
2021-04-06 00:00:00,36938,335
2021-04-07 00:00:00,37262,324
2021-04-08 00:00:00,37996,734
2021-04-09 00:00:00,38285,289
2021-04-10 00:00:00,38471,186
2021-04-11 00:00:00,38541,70
2021-04-12 00:00:00,39113,572
2021-04-13 00:00:00,39332,219
2021-04-14 00:00:00,39718,386
2021-04-15 00:00:00,40220,502
2021-04-16 00:00:00,40528,308
2021-04-17 00:00:00,40620,92
2021-04-18 00:00:00,40674,54
2021-04-19 00:00:00,41047,373
2021-04-20 00:00:00,41361,314
2021-04-21 00:00:00,41752,391
2021-04-22 00:00:00,42102,350
2021-04-23 00:00:00,42296,194
2021-04-24 00:00:00,42355,59
2021-04-25 00:00:00,42386,31
2021-04-26 00:00:00,42578,192
2021-04-27 00:00:00,42723,145
2021-04-28 00:00:00,42883,160
