date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2020-10-29 00:00:00,24,,,,,,,2.0,,8.0,,,9.0,5.0,,
2020-10-28 00:00:00,339,5.0,22.0,,2.0,2.0,30.0,11.0,2.0,250.0,2.0,,3.0,2.0,8.0,
2020-10-27 00:00:00,889,7.0,29.0,12.0,10.0,11.0,109.0,10.0,16.0,625.0,3.0,,13.0,11.0,31.0,2.0
2020-10-26 00:00:00,1397,19.0,57.0,25.0,22.0,65.0,130.0,49.0,33.0,836.0,,1.0,18.0,29.0,84.0,29.0
2020-10-25 00:00:00,565,5.0,5.0,11.0,5.0,38.0,61.0,18.0,11.0,386.0,,,5.0,12.0,7.0,1.0
2020-10-24 00:00:00,947,13.0,19.0,9.0,6.0,41.0,107.0,23.0,9.0,671.0,,,8.0,7.0,31.0,3.0
2020-10-23 00:00:00,1139,16.0,53.0,26.0,11.0,50.0,129.0,30.0,28.0,659.0,3.0,1.0,40.0,22.0,52.0,19.0
2020-10-22 00:00:00,1247,10.0,80.0,18.0,4.0,61.0,171.0,24.0,22.0,739.0,3.0,2.0,8.0,28.0,69.0,8.0
2020-10-21 00:00:00,1307,38.0,57.0,26.0,8.0,50.0,155.0,37.0,22.0,777.0,2.0,14.0,19.0,26.0,63.0,13.0
2020-10-20 00:00:00,1190,13.0,50.0,13.0,2.0,62.0,138.0,32.0,14.0,751.0,2.0,1.0,14.0,23.0,55.0,20.0
2020-10-19 00:00:00,1339,30.0,77.0,26.0,8.0,56.0,119.0,41.0,14.0,823.0,,6.0,27.0,18.0,80.0,14.0
2020-10-18 00:00:00,638,8.0,17.0,3.0,1.0,29.0,56.0,11.0,6.0,445.0,,4.0,15.0,23.0,8.0,12.0
2020-10-17 00:00:00,696,11.0,27.0,12.0,3.0,31.0,66.0,26.0,9.0,451.0,,,5.0,8.0,31.0,16.0
2020-10-16 00:00:00,988,7.0,40.0,17.0,7.0,50.0,83.0,39.0,13.0,653.0,3.0,1.0,7.0,24.0,33.0,11.0
2020-10-15 00:00:00,902,7.0,51.0,14.0,5.0,58.0,79.0,16.0,12.0,549.0,3.0,2.0,21.0,25.0,52.0,8.0
2020-10-14 00:00:00,964,12.0,35.0,11.0,6.0,69.0,91.0,26.0,16.0,566.0,2.0,,17.0,45.0,56.0,12.0
2020-10-13 00:00:00,1000,20.0,44.0,9.0,8.0,62.0,61.0,31.0,17.0,641.0,5.0,2.0,14.0,45.0,32.0,9.0
2020-10-12 00:00:00,935,4.0,43.0,14.0,8.0,52.0,87.0,27.0,25.0,546.0,3.0,2.0,25.0,28.0,50.0,21.0
2020-10-11 00:00:00,465,5.0,18.0,8.0,7.0,36.0,60.0,6.0,6.0,293.0,1.0,,3.0,7.0,11.0,4.0
2020-10-10 00:00:00,515,5.0,15.0,2.0,1.0,24.0,42.0,21.0,3.0,353.0,,,2.0,12.0,31.0,4.0
2020-10-09 00:00:00,778,10.0,42.0,15.0,12.0,54.0,60.0,13.0,11.0,469.0,10.0,1.0,10.0,25.0,39.0,7.0
2020-10-08 00:00:00,756,5.0,32.0,17.0,5.0,44.0,78.0,15.0,3.0,467.0,5.0,2.0,6.0,26.0,40.0,11.0
2020-10-07 00:00:00,800,25.0,46.0,12.0,5.0,31.0,79.0,12.0,11.0,499.0,10.0,,11.0,21.0,31.0,7.0
2020-10-06 00:00:00,826,27.0,37.0,15.0,6.0,52.0,71.0,16.0,5.0,533.0,3.0,,17.0,6.0,26.0,12.0
2020-10-05 00:00:00,800,18.0,49.0,10.0,4.0,31.0,103.0,15.0,4.0,482.0,3.0,1.0,8.0,10.0,46.0,16.0
2020-10-04 00:00:00,366,5.0,7.0,13.0,1.0,22.0,31.0,2.0,6.0,267.0,,,1.0,5.0,2.0,4.0
2020-10-03 00:00:00,435,,8.0,3.0,3.0,27.0,41.0,4.0,7.0,321.0,,,4.0,7.0,9.0,1.0
2020-10-02 00:00:00,661,13.0,23.0,19.0,5.0,41.0,102.0,9.0,13.0,375.0,10.0,,7.0,13.0,28.0,3.0
2020-10-01 00:00:00,611,10.0,27.0,7.0,8.0,35.0,104.0,6.0,9.0,346.0,4.0,1.0,10.0,13.0,27.0,4.0
2020-09-30 00:00:00,655,15.0,18.0,17.0,6.0,35.0,76.0,8.0,9.0,400.0,1.0,,8.0,24.0,35.0,3.0
2020-09-29 00:00:00,628,26.0,25.0,16.0,4.0,28.0,68.0,8.0,8.0,345.0,,,12.0,57.0,28.0,3.0
2020-09-28 00:00:00,651,14.0,41.0,14.0,2.0,42.0,108.0,6.0,12.0,339.0,2.0,,13.0,21.0,32.0,5.0
2020-09-27 00:00:00,264,5.0,4.0,5.0,3.0,17.0,34.0,2.0,2.0,170.0,1.0,,2.0,13.0,5.0,1.0
2020-09-26 00:00:00,396,11.0,1.0,8.0,2.0,15.0,36.0,4.0,10.0,258.0,,,18.0,9.0,23.0,1.0
2020-09-25 00:00:00,554,16.0,20.0,11.0,7.0,40.0,78.0,7.0,8.0,310.0,,,6.0,8.0,39.0,4.0
2020-09-24 00:00:00,550,3.0,23.0,5.0,7.0,29.0,86.0,5.0,10.0,317.0,3.0,,1.0,5.0,54.0,2.0
2020-09-23 00:00:00,639,15.0,18.0,10.0,3.0,33.0,100.0,12.0,9.0,369.0,,,6.0,4.0,57.0,3.0
2020-09-22 00:00:00,632,14.0,32.0,11.0,2.0,37.0,100.0,7.0,16.0,338.0,1.0,,5.0,15.0,49.0,5.0
2020-09-21 00:00:00,681,23.0,26.0,10.0,2.0,35.0,167.0,8.0,13.0,318.0,1.0,1.0,6.0,11.0,51.0,9.0
2020-09-20 00:00:00,298,6.0,7.0,2.0,1.0,19.0,49.0,1.0,8.0,187.0,,,3.0,7.0,7.0,1.0
2020-09-19 00:00:00,343,5.0,5.0,3.0,1.0,28.0,30.0,4.0,6.0,215.0,,,7.0,11.0,27.0,1.0
2020-09-18 00:00:00,543,6.0,28.0,8.0,1.0,13.0,128.0,6.0,5.0,306.0,,,4.0,7.0,29.0,2.0
2020-09-17 00:00:00,650,13.0,21.0,10.0,2.0,30.0,152.0,12.0,12.0,325.0,2.0,,1.0,9.0,60.0,1.0
2020-09-16 00:00:00,736,5.0,34.0,12.0,5.0,10.0,226.0,9.0,5.0,344.0,1.0,,4.0,11.0,67.0,3.0
2020-09-15 00:00:00,768,9.0,28.0,9.0,3.0,14.0,281.0,7.0,9.0,320.0,,,2.0,10.0,73.0,3.0
2020-09-14 00:00:00,871,12.0,27.0,12.0,6.0,24.0,353.0,9.0,14.0,334.0,1.0,,2.0,8.0,56.0,13.0
2020-09-13 00:00:00,232,10.0,8.0,2.0,3.0,11.0,61.0,4.0,3.0,120.0,,,,2.0,6.0,2.0
2020-09-12 00:00:00,357,8.0,7.0,4.0,1.0,10.0,109.0,2.0,9.0,171.0,,,,3.0,33.0,
2020-09-11 00:00:00,532,5.0,29.0,4.0,2.0,21.0,186.0,4.0,7.0,235.0,,,4.0,3.0,28.0,4.0
2020-09-10 00:00:00,631,4.0,24.0,9.0,,18.0,233.0,12.0,11.0,271.0,,,,7.0,41.0,1.0
2020-09-09 00:00:00,599,3.0,15.0,9.0,4.0,24.0,208.0,2.0,5.0,279.0,,,2.0,9.0,35.0,4.0
2020-09-08 00:00:00,711,3.0,25.0,10.0,1.0,17.0,309.0,16.0,2.0,273.0,5.0,,6.0,7.0,36.0,1.0
2020-09-07 00:00:00,146,6.0,3.0,9.0,1.0,8.0,20.0,3.0,1.0,87.0,1.0,,1.0,4.0,1.0,1.0
2020-09-06 00:00:00,190,1.0,3.0,3.0,,16.0,38.0,7.0,3.0,106.0,3.0,,,9.0,1.0,
2020-09-05 00:00:00,206,4.0,2.0,5.0,,4.0,39.0,6.0,4.0,128.0,,,2.0,7.0,3.0,2.0
2020-09-04 00:00:00,420,1.0,8.0,5.0,,12.0,108.0,12.0,3.0,235.0,,,7.0,5.0,20.0,4.0
2020-09-03 00:00:00,515,2.0,17.0,16.0,5.0,22.0,166.0,6.0,7.0,244.0,,,8.0,8.0,12.0,2.0
2020-09-02 00:00:00,595,14.0,23.0,4.0,,14.0,189.0,5.0,5.0,313.0,1.0,,5.0,5.0,15.0,2.0
2020-09-01 00:00:00,687,1.0,14.0,9.0,7.0,75.0,165.0,5.0,22.0,344.0,1.0,,13.0,17.0,11.0,3.0
2020-08-31 00:00:00,741,8.0,25.0,13.0,1.0,22.0,157.0,13.0,16.0,451.0,,,11.0,5.0,11.0,8.0
2020-08-30 00:00:00,237,3.0,6.0,3.0,4.0,13.0,34.0,7.0,9.0,152.0,,,,2.0,4.0,
2020-08-29 00:00:00,273,3.0,4.0,10.0,,7.0,51.0,3.0,7.0,179.0,,,4.0,2.0,2.0,1.0
2020-08-28 00:00:00,556,10.0,23.0,13.0,2.0,18.0,94.0,10.0,9.0,345.0,5.0,,3.0,5.0,15.0,4.0
2020-08-27 00:00:00,585,2.0,29.0,8.0,2.0,85.0,95.0,7.0,16.0,325.0,1.0,,4.0,1.0,4.0,6.0
2020-08-26 00:00:00,760,6.0,40.0,8.0,3.0,22.0,107.0,9.0,20.0,512.0,2.0,,7.0,3.0,17.0,4.0
2020-08-25 00:00:00,576,,17.0,12.0,5.0,74.0,94.0,9.0,17.0,330.0,1.0,,1.0,7.0,6.0,3.0
2020-08-24 00:00:00,777,5.0,45.0,17.0,5.0,201.0,80.0,21.0,14.0,367.0,,,4.0,3.0,12.0,3.0
2020-08-23 00:00:00,258,,9.0,2.0,1.0,10.0,44.0,6.0,11.0,156.0,,,3.0,10.0,5.0,1.0
2020-08-22 00:00:00,334,,4.0,5.0,1.0,10.0,37.0,1.0,12.0,248.0,,,5.0,5.0,4.0,2.0
2020-08-21 00:00:00,509,6.0,27.0,12.0,7.0,29.0,62.0,28.0,16.0,281.0,1.0,,13.0,10.0,14.0,3.0
2020-08-20 00:00:00,519,9.0,19.0,9.0,2.0,28.0,93.0,5.0,27.0,293.0,,1.0,12.0,9.0,9.0,3.0
2020-08-19 00:00:00,828,3.0,17.0,15.0,1.0,291.0,121.0,5.0,16.0,311.0,,,13.0,6.0,19.0,10.0
2020-08-18 00:00:00,608,14.0,43.0,17.0,6.0,66.0,96.0,7.0,18.0,298.0,1.0,,12.0,12.0,11.0,7.0
2020-08-17 00:00:00,645,5.0,54.0,19.0,3.0,42.0,94.0,13.0,30.0,335.0,,,7.0,16.0,19.0,8.0
2020-08-16 00:00:00,264,5.0,5.0,1.0,,19.0,39.0,1.0,6.0,171.0,2.0,,4.0,7.0,4.0,
2020-08-15 00:00:00,483,3.0,6.0,7.0,2.0,24.0,75.0,7.0,7.0,335.0,,,7.0,6.0,3.0,1.0
2020-08-14 00:00:00,657,17.0,40.0,13.0,6.0,29.0,96.0,12.0,22.0,391.0,,,5.0,10.0,15.0,1.0
2020-08-13 00:00:00,679,8.0,42.0,23.0,2.0,48.0,125.0,10.0,30.0,365.0,,,5.0,8.0,6.0,7.0
2020-08-12 00:00:00,739,10.0,51.0,18.0,6.0,25.0,133.0,5.0,14.0,432.0,,,10.0,16.0,11.0,8.0
2020-08-11 00:00:00,977,2.0,85.0,27.0,4.0,28.0,290.0,14.0,27.0,469.0,1.0,,13.0,4.0,11.0,2.0
2020-08-10 00:00:00,921,12.0,56.0,29.0,10.0,34.0,190.0,15.0,39.0,483.0,,,8.0,12.0,20.0,13.0
2020-08-09 00:00:00,353,3.0,4.0,8.0,1.0,17.0,42.0,7.0,13.0,250.0,1.0,,2.0,3.0,1.0,1.0
2020-08-08 00:00:00,532,1.0,7.0,12.0,1.0,32.0,84.0,3.0,6.0,359.0,,,4.0,2.0,11.0,10.0
2020-08-07 00:00:00,976,2.0,66.0,17.0,10.0,189.0,127.0,16.0,31.0,466.0,,,7.0,15.0,24.0,6.0
2020-08-06 00:00:00,932,22.0,50.0,28.0,11.0,42.0,109.0,19.0,24.0,571.0,2.0,,6.0,13.0,21.0,14.0
2020-08-05 00:00:00,979,8.0,49.0,18.0,5.0,54.0,150.0,11.0,26.0,612.0,1.0,,10.0,11.0,20.0,4.0
2020-08-04 00:00:00,1063,7.0,71.0,20.0,5.0,58.0,136.0,11.0,30.0,670.0,,,15.0,21.0,8.0,11.0
2020-08-03 00:00:00,1278,15.0,89.0,23.0,6.0,82.0,168.0,26.0,35.0,697.0,1.0,,8.0,9.0,24.0,95.0
2020-08-02 00:00:00,549,4.0,9.0,10.0,2.0,30.0,44.0,10.0,26.0,372.0,15.0,,9.0,6.0,10.0,2.0
2020-08-01 00:00:00,758,2.0,12.0,12.0,12.0,29.0,104.0,9.0,9.0,553.0,,,6.0,7.0,1.0,2.0
2020-07-31 00:00:00,1190,25.0,53.0,27.0,7.0,49.0,171.0,18.0,30.0,753.0,3.0,,3.0,13.0,19.0,19.0
2020-07-30 00:00:00,1708,20.0,77.0,27.0,8.0,91.0,639.0,21.0,42.0,712.0,1.0,1.0,5.0,21.0,22.0,21.0
2020-07-29 00:00:00,1317,14.0,68.0,33.0,7.0,73.0,171.0,27.0,41.0,829.0,2.0,,5.0,21.0,16.0,10.0
2020-07-28 00:00:00,1642,22.0,105.0,17.0,5.0,78.0,175.0,22.0,44.0,1114.0,2.0,,16.0,25.0,7.0,10.0
