date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,227,280,298,355,933,6
1/1/2022,6684,4994,5483,7737,15739,9087
1/10/2021,374,475,507,608,2243,30
1/11/2021,413,522,576,659,2486,33
1/12/2021,440,549,640,728,2738,34
1/13/2021,459,574,667,801,2939,34
1/14/2021,493,623,707,888,3167,42
1/15/2021,527,672,767,974,3436,43
1/16/2021,531,673,768,976,3444,43
1/17/2021,533,674,768,977,3446,43
1/18/2021,546,685,796,1005,3469,43
1/19/2021,577,712,839,1086,3627,44
1/2/2021,227,281,298,355,934,6
1/2/2022,6687,4995,5483,7737,15739,9087
1/20/2021,606,756,899,1192,3790,50
1/21/2021,707,848,1014,1364,4006,64
1/22/2021,779,905,1068,1471,4136,77
1/23/2021,784,909,1071,1476,4261,111
1/24/2021,785,910,1071,1477,4273,113
1/25/2021,798,926,1098,1527,4392,114
1/26/2021,833,947,1129,1582,4534,116
1/27/2021,862,975,1171,1632,4706,129
1/28/2021,1016,1066,1286,1768,4927,177
1/29/2021,1099,1114,1362,1876,5169,232
1/3/2021,227,281,298,356,936,6
1/30/2021,1110,1134,1412,1905,5190,232
1/31/2021,1110,1135,1415,1906,5199,232
1/4/2021,243,301,317,388,1074,6
1/5/2021,286,336,358,425,1306,6
1/6/2021,297,360,379,455,1656,25
1/7/2021,335,430,467,554,2033,30
1/8/2021,373,474,506,603,2240,30
1/9/2021,374,475,506,608,2243,30
10/1/2021,5948,4545,5023,7210,14942,6371
10/10/2021,5989,4581,5047,7233,14979,6413
10/11/2021,5999,4588,5048,7241,14991,6426
10/12/2021,6009,4590,5051,7245,14996,6431
10/13/2021,6022,4592,5056,7249,15005,6444
10/14/2021,6034,4597,5060,7255,15015,6449
10/15/2021,6043,4606,5063,7262,15023,6459
10/16/2021,6047,4606,5064,7265,15026,6460
10/17/2021,6048,4606,5065,7265,15026,6460
10/18/2021,6058,4610,5066,7271,15037,6464
10/19/2021,6067,4616,5069,7280,15048,6472
10/2/2021,5950,4547,5024,7215,14950,6371
10/20/2021,6073,4618,5071,7287,15066,6483
10/21/2021,6079,4626,5074,7290,15079,6489
10/22/2021,6099,4635,5084,7295,15092,6499
10/23/2021,6101,4636,5085,7295,15097,6502
10/24/2021,6102,4637,5085,7297,15102,6504
10/25/2021,6111,4640,5090,7306,15121,6507
10/26/2021,6117,4647,5099,7310,15143,6514
10/27/2021,6129,4652,5105,7321,15160,6527
10/28/2021,6150,4669,5123,7341,15192,6533
10/29/2021,6165,4681,5131,7356,15211,6548
10/3/2021,5951,4547,5024,7215,14950,6371
10/30/2021,6170,4684,5134,7359,15215,6551
10/31/2021,6173,4684,5134,7359,15217,6551
10/4/2021,5958,4552,5026,7219,14956,6380
10/5/2021,5965,4556,5029,7223,14963,6388
10/6/2021,5971,4564,5034,7224,14970,6393
10/7/2021,5976,4567,5038,7228,14976,6402
10/8/2021,5983,4577,5046,7231,14979,6413
10/9/2021,5987,4579,5047,7233,14979,6413
11/1/2021,6181,4688,5141,7364,15226,6552
11/10/2021,6240,4727,5195,7421,15349,7490
11/11/2021,6247,4735,5197,7430,15358,7515
11/12/2021,6255,4739,5205,7435,15366,7661
11/13/2021,6260,4741,5206,7442,15371,7672
