date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,159,153,164,209,205,4
1/1/2022,2944,2108,2670,4876,12158,1597
1/10/2021,305,340,412,525,1038,14
1/11/2021,319,357,429,557,1116,14
1/12/2021,327,361,438,572,1151,14
1/13/2021,332,367,448,580,1188,14
1/14/2021,342,382,466,611,1335,14
1/15/2021,398,427,509,664,1372,20
1/16/2021,398,428,510,665,1374,20
1/17/2021,398,428,510,665,1377,20
1/18/2021,401,436,514,690,1444,20
1/19/2021,413,440,524,705,1500,21
1/2/2021,175,169,187,245,307,7
1/20/2021,423,449,545,735,1605,22
1/21/2021,438,461,553,770,1814,22
1/22/2021,453,470,560,782,1878,23
1/23/2021,457,475,562,788,1992,23
1/24/2021,457,475,563,789,2001,23
1/25/2021,472,483,574,808,2066,23
1/26/2021,478,486,574,810,2080,23
1/27/2021,491,503,584,820,2253,27
1/28/2021,511,529,617,876,2500,27
1/29/2021,537,548,647,909,2615,30
1/3/2021,176,169,187,247,307,7
1/30/2021,570,560,658,925,2735,37
1/31/2021,570,560,658,926,2739,37
1/4/2021,190,185,220,285,356,7
1/5/2021,211,218,278,345,491,8
1/6/2021,222,244,316,402,627,10
1/7/2021,269,308,358,463,838,13
1/8/2021,300,339,405,523,1019,14
1/9/2021,305,340,412,525,1038,14
10/1/2021,2624,1924,2488,4552,11613,1141
10/10/2021,2646,1938,2499,4569,11638,1152
10/11/2021,2647,1941,2501,4569,11643,1155
10/12/2021,2651,1943,2503,4571,11649,1156
10/13/2021,2655,1946,2504,4573,11657,1158
10/14/2021,2660,1949,2509,4581,11661,1160
10/15/2021,2667,1950,2513,4588,11662,1160
10/16/2021,2668,1950,2513,4589,11662,1160
10/17/2021,2670,1950,2513,4589,11664,1160
10/18/2021,2674,1951,2514,4592,11670,1160
10/19/2021,2677,1954,2517,4596,11670,1161
10/2/2021,2624,1926,2489,4553,11614,1141
