date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,168,155,194,243,283,3
1/10/2021,235,234,313,418,885,10
1/11/2021,247,249,328,443,1398,11
1/12/2021,258,264,350,480,1673,11
1/13/2021,269,288,388,531,1869,13
1/14/2021,308,324,416,602,2221,16
1/15/2021,328,344,449,644,2405,21
1/16/2021,328,344,450,647,2419,21
1/17/2021,328,344,451,647,2419,21
1/18/2021,335,351,463,657,2445,21
1/19/2021,353,371,482,695,2536,22
1/2/2021,173,158,195,244,284,3
1/20/2021,481,444,606,942,2679,61
1/21/2021,595,540,736,1136,2860,113
1/22/2021,652,601,805,1244,2985,125
1/23/2021,654,602,806,1246,3004,127
1/24/2021,654,602,806,1247,3006,127
1/25/2021,660,616,814,1261,3070,127
1/26/2021,673,629,829,1287,3164,133
1/27/2021,715,666,879,1363,3272,149
1/28/2021,823,759,1038,1569,3433,155
1/29/2021,869,808,1091,1645,3495,162
1/3/2021,173,158,195,244,284,3
1/30/2021,871,808,1091,1647,3496,169
1/31/2021,873,809,1091,1676,3505,173
1/4/2021,181,162,206,258,348,3
1/5/2021,189,177,226,282,426,6
1/6/2021,200,197,250,318,630,10
1/7/2021,211,219,284,383,801,10
1/8/2021,235,234,313,417,871,10
1/9/2021,235,234,313,418,884,10
10/1/2021,4150,2683,2901,3808,5748,5374
10/10/2021,4194,2715,2934,3852,5796,5397
10/11/2021,4195,2718,2935,3852,5804,5398
10/12/2021,4202,2725,2936,3855,5806,5401
10/13/2021,4203,2726,2939,3858,5812,5404
10/14/2021,4207,2729,2941,3861,5819,5408
10/15/2021,4210,2730,2943,3866,5821,5410
10/16/2021,4213,2731,2943,3868,5822,5410
10/17/2021,4214,2732,2943,3868,5822,5411
10/18/2021,4217,2737,2950,3873,5827,5418
10/19/2021,4225,2740,2953,3876,5835,5420
10/2/2021,4152,2684,2903,3811,5752,5375
10/20/2021,4231,2746,2953,3884,5846,5422
10/21/2021,4234,2751,2959,3889,5847,5425
10/22/2021,4238,2755,2960,3892,5852,5431
10/23/2021,4240,2757,2967,3900,5866,5432
10/24/2021,4241,2759,2967,3901,5870,5433
10/25/2021,4246,2761,2973,3907,5878,5438
10/26/2021,4256,2762,2978,3912,5886,5443
10/27/2021,4262,2773,2981,3921,5890,5455
10/28/2021,4269,2776,2985,3930,5898,5458
10/29/2021,4274,2779,2988,3938,5903,5459
10/3/2021,4154,2685,2906,3813,5753,5375
10/30/2021,4274,2781,2988,3940,5905,5460
10/31/2021,4280,2783,2990,3942,5908,5460
10/4/2021,4161,2689,2907,3818,5759,5384
10/5/2021,4167,2695,2912,3824,5762,5385
10/6/2021,4170,2698,2920,3830,5768,5389
10/7/2021,4179,2707,2926,3839,5782,5391
10/8/2021,4185,2711,2931,3844,5787,5397
10/9/2021,4191,2714,2934,3852,5795,5397
11/1/2021,4289,2790,2995,3951,5919,5464
11/10/2021,4342,2826,3040,4013,5975,5989
11/11/2021,4346,2832,3045,4016,5976,6078
11/12/2021,4349,2836,3053,4018,5981,6296
11/13/2021,4359,2842,3058,4029,5995,6332
11/14/2021,4371,2845,3064,4030,6000,6379
11/15/2021,4375,2848,3071,4036,6006,6454
11/16/2021,4385,2856,3080,4043,6009,6565
11/17/2021,4393,2867,3089,4056,6019,6651
11/18/2021,4405,2877,3097,4057,6034,6724
11/19/2021,4415,2878,3100,4068,6041,6841
11/2/2021,4291,2796,3007,3963,5930,5467
11/20/2021,4426,2890,3110,4080,6045,6881
11/21/2021,4437,2894,3112,4082,6048,6908
11/22/2021,4444,2902,3117,4093,6057,7059
11/23/2021,4453,2908,3124,4099,6067,7135
11/24/2021,4461,2912,3133,4103,6070,7193
11/25/2021,4461,2912,3133,4103,6070,7193
11/26/2021,4471,2915,3140,4107,6074,7237
11/27/2021,4472,2916,3141,4110,6074,7247
11/28/2021,4474,2919,3142,4113,6076,7272
11/29/2021,4480,2924,3149,4116,6082,7309
11/3/2021,4295,2799,3019,3975,5936,5491
11/30/2021,4494,2940,3156,4128,6089,7357
11/4/2021,4306,2804,3028,3989,5942,5610
11/5/2021,4314,2805,3030,3995,5948,5641
11/6/2021,4321,2810,3031,3996,5949,5706
11/7/2021,4324,2815,3034,3999,5952,5781
11/8/2021,4332,2819,3036,4006,5960,5844
11/9/2021,4340,2821,3036,4009,5966,5878
12/1/2020,,,2,,,
12/1/2021,4504,2946,3160,4139,6097,7401
12/10/2020,2,2,3,3,,1
12/10/2021,4590,3002,3205,4186,6149,7817
12/11/2020,2,2,3,3,,1
12/11/2021,4596,3014,3209,4193,6153,7846
12/12/2020,2,2,3,3,,1
12/12/2021,4601,3018,3209,4195,6153,7857
12/13/2020,2,2,3,3,1,1
12/13/2021,4607,3022,3214,4198,6156,7878
12/14/2020,2,2,3,3,1,1
12/14/2021,4617,3030,3218,4202,6160,7909
12/15/2020,3,3,3,5,1,1
12/15/2021,4624,3034,3220,4206,6161,7952
12/16/2020,7,9,9,18,3,1
