date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-12,3,2
2020-12-16,5,2
2020-12-18,7,2
2020-12-21,19,12
2020-12-22,79,60
2020-12-23,289,210
2020-12-24,423,134
2020-12-26,588,165
2020-12-27,649,61
2020-12-28,918,269
2020-12-29,1300,382
2020-12-30,1638,338
2020-12-31,1913,275
2021-01-01,1986,73
2021-01-02,2035,49
2021-01-03,2061,26
2021-01-04,2254,193
2021-01-05,2387,133
2021-01-06,2641,254
2021-01-07,2894,253
2021-01-08,3156,262
2021-01-09,3212,56
2021-01-10,3263,51
2021-01-11,3461,198
2021-01-12,3748,287
2021-01-13,4054,306
2021-01-14,4442,388
2021-01-15,4856,414
2021-01-16,5215,359
2021-01-17,5246,31
2021-01-18,5623,377
2021-01-19,5965,342
2021-01-20,6534,569
2021-01-21,6992,458
2021-01-22,7412,420
2021-01-23,8225,813
2021-01-24,8841,616
2021-01-25,9405,564
2021-01-26,10035,630
2021-01-27,10847,812
2021-01-28,11761,914
2021-01-29,12300,539
2021-01-30,12762,462
2021-01-31,13291,529
2021-02-01,13980,689
2021-02-02,14600,620
2021-02-03,15762,1162
2021-02-04,16477,715
2021-02-05,17140,663
2021-02-06,17481,341
2021-02-07,17669,188
2021-02-08,18073,404
2021-02-09,18523,450
2021-02-10,19489,966
2021-02-11,20135,646
2021-02-12,21046,911
2021-02-13,21548,502
2021-02-14,21658,110
2021-02-15,22203,545
2021-02-16,22777,574
2021-02-17,23319,542
2021-02-18,23711,392
2021-02-19,24130,419
2021-02-20,24293,163
2021-02-21,24356,63
2021-02-22,24679,323
2021-02-23,24926,247
2021-02-24,25679,753
2021-02-25,26703,1024
2021-02-26,27605,902
2021-02-27,28441,836
2021-02-28,28975,534
2021-03-01,29870,895
2021-03-02,30831,961
2021-03-03,33095,2264
2021-03-04,34603,1508
2021-03-05,36165,1562
2021-03-06,36992,827
2021-03-07,37423,431
2021-03-08,38233,810
2021-03-09,39205,972
2021-03-10,41142,1937
2021-03-11,42738,1596
2021-03-12,44152,1414
2021-03-13,44980,828
2021-03-14,45350,370
2021-03-15,46158,808
2021-03-16,47165,1007
2021-03-17,48971,1806
2021-03-18,50293,1322
2021-03-19,51489,1196
2021-03-20,52663,1174
2021-03-21,53218,555
2021-03-22,54481,1263
2021-03-23,55715,1234
2021-03-24,57253,1538
2021-03-25,58675,1422
2021-03-26,60221,1546
2021-03-27,61237,1016
2021-03-28,62054,817
2021-03-29,63598,1544
2021-03-30,65121,1523
2021-03-31,67370,2249
2021-04-01,69112,1742
2021-04-02,70627,1515
2021-04-03,71350,723
2021-04-04,71642,292
2021-04-05,72854,1212
2021-04-06,74222,1368
2021-04-07,75917,1695
2021-04-08,77412,1495
2021-04-09,79019,1607
2021-04-10,79991,972
2021-04-11,80425,434
2021-04-12,82422,1997
2021-04-13,83494,1072
2021-04-14,85223,1729
2021-04-15,86734,1511
2021-04-16,87997,1263
2021-04-17,88884,887
2021-04-18,89317,433
2021-04-19,90345,1028
2021-04-20,91521,1176
2021-04-21,92895,1374
2021-04-22,94165,1270
2021-04-23,95471,1306
2021-04-24,96266,795
2021-04-25,96599,333
2021-04-26,97796,1197
2021-04-27,99149,1353
2021-04-28,100403,1254
2021-04-29,101572,1169
2021-04-30,102798,1226
2021-05-01,103467,669
2021-05-02,103708,241
2021-05-03,104528,820
2021-05-04,105389,861
2021-05-05,106332,943
2021-05-06,107143,811
2021-05-07,107986,843
2021-05-08,108579,593
2021-05-09,108716,137
2021-05-10,109301,585
2021-05-11,109910,609
2021-05-12,110447,537
2021-05-13,111223,776
2021-05-14,111912,689
2021-05-15,112325,413
2021-05-16,112495,170
2021-05-17,113734,1239
2021-05-18,114332,598
2021-05-19,114994,662
2021-05-20,115683,689
2021-05-21,116362,679
2021-05-22,116729,367
2021-05-23,116857,128
2021-05-24,117303,446
2021-05-25,117754,451
2021-05-26,118125,371
2021-05-27,118520,395
2021-05-28,119045,525
2021-05-29,119179,134
2021-05-30,119249,70
2021-05-31,119324,75
2021-06-01,119780,456
2021-06-02,120137,357
2021-06-03,120482,345
2021-06-04,120893,411
2021-06-05,121100,207
2021-06-06,121175,75
2021-06-07,121586,411
2021-06-08,121860,274
2021-06-09,122282,422
2021-06-10,122629,347
2021-06-11,123074,445
2021-06-12,123346,272
2021-06-13,123433,87
2021-06-14,123747,314
2021-06-15,124097,350
2021-06-16,124415,318
2021-06-17,124671,256
2021-06-18,125024,353
2021-06-19,125203,179
2021-06-20,125293,90
2021-06-21,125528,235
2021-06-22,125784,256
2021-06-23,126048,264
2021-06-24,126269,221
2021-06-25,126590,321
2021-06-26,126732,142
2021-06-27,126800,68
2021-06-28,127010,210
2021-06-29,127243,233
2021-06-30,127505,262
2021-07-01,127746,241
2021-07-02,128057,311
2021-07-03,128154,97
2021-07-04,128178,24
2021-07-05,128368,190
2021-07-06,128571,203
2021-07-07,128782,211
2021-07-08,129011,229
2021-07-09,129292,281
2021-07-10,129479,187
2021-07-11,129547,68
2021-07-12,129778,231
2021-07-13,129989,211
2021-07-14,130197,208
2021-07-15,130375,178
2021-07-16,130692,317
2021-07-17,130877,185
2021-07-18,130961,84
2021-07-19,131231,270
2021-07-20,131496,265
2021-07-21,131797,301
2021-07-22,132104,307
2021-07-23,132517,413
2021-07-24,132724,207
2021-07-25,132828,104
2021-07-26,133113,285
2021-07-27,133414,301
2021-07-28,133713,299
2021-07-29,133999,286
2021-07-30,134437,438
2021-07-31,134671,234
2021-08-01,134761,90
2021-08-02,135067,306
2021-08-03,135345,278
2021-08-04,135649,304
2021-08-05,135929,280
2021-08-06,136412,483
2021-08-07,136636,224
2021-08-08,136774,138
2021-08-09,137143,369
2021-08-10,137431,288
2021-08-11,137716,285
2021-08-12,138013,297
2021-08-13,138490,477
2021-08-14,138749,259
2021-08-15,138902,153
2021-08-16,139280,378
2021-08-17,139640,360
2021-08-18,139952,312
2021-08-19,140276,324
2021-08-20,140829,553
2021-08-21,141061,232
2021-08-22,141205,144
2021-08-23,141530,325
2021-08-24,141823,293
2021-08-25,142181,358
2021-08-26,142499,318
2021-08-27,142932,433
2021-08-28,143173,241
2021-08-29,143311,138
2021-08-30,143671,360
2021-08-31,143921,250
2021-09-01,144157,236
2021-09-02,144386,229
2021-09-03,144772,386
2021-09-04,144954,182
2021-09-05,145054,100
2021-09-06,145118,64
2021-09-07,145404,286
2021-09-08,145659,255
2021-09-09,145917,258
2021-09-10,146234,317
2021-09-11,146420,186
2021-09-12,146502,82
2021-09-13,146811,309
2021-09-14,147080,269
2021-09-15,147262,182
2021-09-16,147546,284
2021-09-17,147919,373
2021-09-18,148083,164
2021-09-19,148137,54
2021-09-20,148334,197
2021-09-21,148562,228
2021-09-22,148750,188
2021-09-23,148965,215
2021-09-24,149267,302
2021-09-25,149412,145
2021-09-26,149489,77
2021-09-27,149737,248
2021-09-28,150013,276
2021-09-29,150255,242
2021-09-30,150439,184
2021-10-01,150728,289
2021-10-02,150872,144
2021-10-03,150915,43
2021-10-04,151098,183
2021-10-05,151308,210
2021-10-06,151471,163
2021-10-07,151639,168
2021-10-08,151881,242
2021-10-09,151987,106
2021-10-10,152038,51
2021-10-11,152251,213
2021-10-12,152405,154
2021-10-13,152551,146
2021-10-14,152748,197
2021-10-15,152967,219
2021-10-16,153080,113
2021-10-17,153131,51
2021-10-18,153294,163
2021-10-19,153507,213
2021-10-20,153636,129
2021-10-21,153818,182
2021-10-22,154407,589
2021-10-23,154901,494
2021-10-24,155127,226
2021-10-25,156013,886
2021-10-26,156736,723
2021-10-27,157489,753
2021-10-28,158257,768
2021-10-29,158997,740
2021-10-30,159341,344
2021-10-31,159512,171
2021-11-01,160161,649
2021-11-02,160726,565
2021-11-03,161327,601
2021-11-04,161997,670
2021-11-05,162718,721
2021-11-06,163105,387
2021-11-07,163249,144
2021-11-08,163955,706
2021-11-09,164538,583
2021-11-10,165202,664
2021-11-11,165874,672
2021-11-12,166623,749
2021-11-13,166946,323
2021-11-14,167103,157
2021-11-15,167746,643
2021-11-16,168348,602
2021-11-17,168964,616
2021-11-18,169635,671
2021-11-19,170474,839
2021-11-20,170901,427
2021-11-21,171158,257
2021-11-22,171785,627
2021-11-23,172461,676
2021-11-24,172913,452
2021-11-25,172915,2
2021-11-26,173389,474
2021-11-27,173726,337
2021-11-28,173943,217
2021-11-29,174624,681
2021-11-30,175344,720
2021-12-01,176069,725
2021-12-02,176768,699
2021-12-03,177608,840
2021-12-04,178032,424
2021-12-05,178256,224
2021-12-06,178936,680
2021-12-07,179586,650
2021-12-08,180203,617
2021-12-09,180897,694
2021-12-10,181683,786
2021-12-11,182106,423
2021-12-12,182395,289
2021-12-13,182947,552
2021-12-14,183378,431
2021-12-15,183883,505
2021-12-16,184404,521
2021-12-17,185129,725
2021-12-18,185445,316
2021-12-19,185637,192
2021-12-20,186367,730
2021-12-21,187020,653
2021-12-22,187666,646
2021-12-23,188158,492
2021-12-24,188276,118
2021-12-26,188409,133
2021-12-27,188889,480
2021-12-28,189334,445
2021-12-29,189784,450
2021-12-30,190247,463
2021-12-31,190465,218
2022-01-01,190485,20
2022-01-02,190630,145
2022-01-03,191070,440
2022-01-04,191457,387
2022-01-05,191845,388
2022-01-06,192264,419
2022-01-07,192821,557
2022-01-08,193081,260
2022-01-09,193170,89
2022-01-10,193491,321
2022-01-11,193804,313
2022-01-12,194139,335
2022-01-13,194437,298
2022-01-14,194933,496
2022-01-15,195104,171
2022-01-16,195165,61
2022-01-17,195260,95
