date,Pinal_cume,Pinal
2020-12-01,5,
2020-12-03,6,1
2020-12-09,7,1
2020-12-16,13,6
2020-12-17,50,37
2020-12-18,84,34
2020-12-19,111,27
2020-12-20,122,11
2020-12-21,273,151
2020-12-22,523,250
2020-12-23,898,375
2020-12-24,967,69
2020-12-26,1281,314
2020-12-27,1357,76
2020-12-28,1796,439
2020-12-29,2427,631
2020-12-30,3283,856
2020-12-31,3828,545
2021-01-01,3909,81
2021-01-02,4427,518
2021-01-03,4597,170
2021-01-04,5182,585
2021-01-05,5813,631
2021-01-06,6603,790
2021-01-07,7352,749
2021-01-08,8242,890
2021-01-09,8563,321
2021-01-10,8644,81
2021-01-11,9242,598
2021-01-12,10093,851
2021-01-13,11269,1176
2021-01-14,12492,1223
2021-01-15,13601,1109
2021-01-16,14635,1034
2021-01-17,14845,210
2021-01-18,15530,685
2021-01-19,16673,1143
2021-01-20,18216,1543
2021-01-21,19833,1617
2021-01-22,21511,1678
2021-01-23,22908,1397
2021-01-24,23335,427
2021-01-25,24553,1218
2021-01-26,25918,1365
2021-01-27,27729,1811
2021-01-28,29617,1888
2021-01-29,31580,1963
2021-01-30,32968,1388
2021-01-31,33317,349
2021-02-01,35065,1748
2021-02-02,37137,2072
2021-02-03,39423,2286
2021-02-04,41739,2316
2021-02-05,44520,2781
2021-02-06,46671,2151
2021-02-07,47200,529
2021-02-08,49274,2074
2021-02-09,51723,2449
2021-02-10,54806,3083
2021-02-11,58018,3212
2021-02-12,61766,3748
2021-02-13,65326,3560
2021-02-14,66026,700
2021-02-15,67521,1495
2021-02-16,69643,2122
2021-02-17,71990,2347
2021-02-18,74466,2476
2021-02-19,76452,1986
2021-02-20,78246,1794
2021-02-21,78763,517
2021-02-22,80237,1474
2021-02-23,82199,1962
2021-02-24,85033,2834
2021-02-25,88762,3729
2021-02-26,92742,3980
2021-02-27,95123,2381
2021-02-28,96051,928
2021-03-01,99212,3161
2021-03-02,102779,3567
2021-03-03,107035,4256
2021-03-04,111242,4207
2021-03-05,114906,3664
2021-03-06,118012,3106
2021-03-07,119174,1162
2021-03-08,122301,3127
2021-03-09,125696,3395
2021-03-10,129338,3642
2021-03-11,134162,4824
2021-03-12,138494,4332
2021-03-13,141192,2698
2021-03-14,142426,1234
2021-03-15,145237,2811
2021-03-16,148736,3499
2021-03-17,152545,3809
2021-03-18,156552,4007
2021-03-19,160099,3547
2021-03-20,162553,2454
2021-03-21,164058,1505
2021-03-22,166871,2813
2021-03-23,170073,3202
2021-03-24,174150,4077
2021-03-25,178290,4140
2021-03-26,182819,4529
2021-03-27,185101,2282
2021-03-28,187019,1918
2021-03-29,190574,3555
2021-03-30,194394,3820
2021-03-31,198676,4282
2021-04-01,203187,4511
2021-04-02,206118,2931
2021-04-03,208567,2449
2021-04-04,209397,830
2021-04-05,212395,2998
2021-04-06,216005,3610
2021-04-07,219831,3826
2021-04-08,223493,3662
2021-04-09,226760,3267
2021-04-10,229069,2309
2021-04-11,230311,1242
2021-04-12,233293,2982
2021-04-13,235950,2657
2021-04-14,238942,2992
2021-04-15,242009,3067
2021-04-16,245468,3459
2021-04-17,247179,1711
2021-04-18,248490,1311
2021-04-19,251417,2927
2021-04-20,254742,3325
2021-04-21,258624,3882
2021-04-22,261558,2934
2021-04-23,263951,2393
2021-04-24,266060,2109
2021-04-25,267580,1520
2021-04-26,270017,2437
2021-04-27,272747,2730
2021-04-28,275237,2490
2021-04-29,277273,2036
2021-04-30,279445,2172
2021-05-01,280834,1389
2021-05-02,281740,906
2021-05-03,283442,1702
2021-05-04,285545,2103
2021-05-05,287624,2079
2021-05-06,289269,1645
2021-05-07,290980,1711
2021-05-08,292413,1433
2021-05-09,293051,638
2021-05-10,294471,1420
2021-05-11,296060,1589
2021-05-12,298105,2045
2021-05-13,300159,2054
2021-05-14,302262,2103
2021-05-15,303830,1568
2021-05-16,304808,978
2021-05-17,306448,1640
2021-05-18,307996,1548
2021-05-19,309970,1974
2021-05-20,311702,1732
2021-05-21,313333,1631
2021-05-22,314854,1521
2021-05-23,315385,531
2021-05-24,316537,1152
2021-05-25,317786,1249
2021-05-26,319162,1376
2021-05-27,320425,1263
2021-05-28,321931,1506
2021-05-29,322658,727
2021-05-30,323064,406
2021-05-31,323318,254
2021-06-01,324494,1176
2021-06-02,325646,1152
2021-06-03,326772,1126
2021-06-04,328123,1351
2021-06-05,329186,1063
2021-06-06,329660,474
2021-06-07,330660,1000
2021-06-08,331602,942
2021-06-09,332811,1209
2021-06-10,333907,1096
2021-06-11,335180,1273
2021-06-12,336097,917
2021-06-13,336566,469
2021-06-14,337487,921
2021-06-15,338418,931
2021-06-16,339282,864
2021-06-17,340288,1006
2021-06-18,341494,1206
2021-06-19,342176,682
2021-06-20,342569,393
2021-06-21,343292,723
2021-06-22,344069,777
2021-06-23,345014,945
2021-06-24,345771,757
2021-06-25,346737,966
2021-06-26,347273,536
2021-06-27,347708,435
2021-06-28,348350,642
2021-06-29,349086,736
2021-06-30,349840,754
2021-07-01,350555,715
2021-07-02,351398,843
2021-07-03,351962,564
2021-07-04,352079,117
2021-07-05,352687,608
2021-07-06,353353,666
2021-07-07,354038,685
2021-07-08,354698,660
2021-07-09,355476,778
2021-07-10,355937,461
2021-07-11,356176,239
2021-07-12,356854,678
2021-07-13,357544,690
2021-07-14,358142,598
2021-07-15,358725,583
2021-07-16,359522,797
2021-07-17,360107,585
2021-07-18,360501,394
2021-07-19,361245,744
2021-07-20,362016,771
2021-07-21,362942,926
2021-07-22,363746,804
2021-07-23,364773,1027
2021-07-24,365519,746
2021-07-25,366039,520
2021-07-26,366874,835
2021-07-27,367691,817
2021-07-28,368635,944
2021-07-29,369499,864
2021-07-30,370681,1182
2021-07-31,371494,813
2021-08-01,372004,510
2021-08-02,372826,822
2021-08-03,373645,819
2021-08-04,374552,907
2021-08-05,375451,899
2021-08-06,376722,1271
2021-08-07,377539,817
2021-08-08,378014,475
2021-08-09,378955,941
2021-08-10,379836,881
2021-08-11,380728,892
2021-08-12,381681,953
2021-08-13,382942,1261
2021-08-14,383901,959
2021-08-15,384467,566
2021-08-16,385632,1165
2021-08-17,386694,1062
2021-08-18,387897,1203
2021-08-19,388841,944
2021-08-20,390124,1283
2021-08-21,390990,866
2021-08-22,391585,595
2021-08-23,392777,1192
2021-08-24,393761,984
2021-08-25,394810,1049
2021-08-26,395664,854
2021-08-27,396890,1226
2021-08-28,397765,875
2021-08-29,398296,531
2021-08-30,399302,1006
2021-08-31,400194,892
2021-09-01,401155,961
2021-09-02,401915,760
2021-09-03,403207,1292
2021-09-04,403899,692
2021-09-05,404319,420
2021-09-06,404519,200
2021-09-07,405410,891
2021-09-08,406226,816
2021-09-09,406948,722
2021-09-10,408133,1185
2021-09-11,408961,828
2021-09-12,409400,439
2021-09-13,410365,965
2021-09-14,411210,845
2021-09-15,411888,678
2021-09-16,412607,719
2021-09-17,413688,1081
2021-09-18,414420,732
2021-09-19,414781,361
2021-09-20,415365,584
2021-09-21,416023,658
2021-09-22,416733,710
2021-09-23,417422,689
2021-09-24,418499,1077
2021-09-25,419293,794
2021-09-26,419724,431
2021-09-27,420682,958
2021-09-28,421631,949
2021-09-29,422621,990
2021-09-30,423567,946
2021-10-01,424644,1077
2021-10-02,425297,653
2021-10-03,425664,367
2021-10-04,426596,932
2021-10-05,427514,918
2021-10-06,428428,914
2021-10-07,429340,912
2021-10-08,430251,911
2021-10-09,430914,663
2021-10-10,431269,355
2021-10-11,432201,932
2021-10-12,432756,555
2021-10-13,433385,629
2021-10-14,434154,769
2021-10-15,435064,910
2021-10-16,435581,517
2021-10-17,435914,333
2021-10-18,436634,720
2021-10-19,437283,649
2021-10-20,437950,667
2021-10-21,438675,725
2021-10-22,440265,1590
2021-10-23,441301,1036
2021-10-24,441897,596
2021-10-25,443512,1615
2021-10-26,445020,1508
2021-10-27,446580,1560
2021-10-28,448265,1685
2021-10-29,449990,1725
2021-10-30,450737,747
2021-10-31,451183,446
2021-11-01,452705,1522
2021-11-02,454193,1488
2021-11-03,455608,1415
2021-11-04,457100,1492
2021-11-05,459009,1909
2021-11-06,460555,1546
2021-11-07,461074,519
2021-11-08,462708,1634
2021-11-09,464278,1570
2021-11-10,465913,1635
2021-11-11,467369,1456
2021-11-12,469157,1788
2021-11-13,470103,946
2021-11-14,470610,507
2021-11-15,472108,1498
2021-11-16,473518,1410
2021-11-17,475197,1679
2021-11-18,476866,1669
2021-11-19,478645,1779
2021-11-20,479917,1272
2021-11-21,480425,508
2021-11-22,482068,1643
2021-11-23,483903,1835
2021-11-24,485358,1455
2021-11-25,485367,9
2021-11-26,486458,1091
2021-11-27,487089,631
2021-11-28,487556,467
2021-11-29,489088,1532
2021-11-30,490824,1736
2021-12-01,492693,1869
2021-12-02,494585,1892
2021-12-03,496535,1950
2021-12-04,497447,912
2021-12-05,497976,529
2021-12-06,499729,1753
2021-12-07,501879,2150
2021-12-08,503840,1961
2021-12-09,505875,2035
2021-12-10,507930,2055
2021-12-11,509070,1140
2021-12-12,509562,492
2021-12-13,510970,1408
2021-12-14,512170,1200
2021-12-15,513705,1535
2021-12-16,515499,1794
2021-12-17,516995,1496
2021-12-18,517851,856
2021-12-19,518381,530
2021-12-20,520163,1782
2021-12-21,521722,1559
2021-12-22,523419,1697
2021-12-23,524796,1377
2021-12-24,525214,418
2021-12-25,525221,7
2021-12-26,525643,422
2021-12-27,526916,1273
2021-12-28,528389,1473
2021-12-29,529804,1415
2021-12-30,531252,1448
2021-12-31,531884,632
2022-01-01,532001,117
2022-01-02,532477,476
2022-01-03,533670,1193
2022-01-04,534980,1310
2022-01-05,536361,1381
2022-01-06,537847,1486
2022-01-07,539605,1758
2022-01-08,540494,889
2022-01-09,540925,431
2022-01-10,542258,1333
2022-01-11,543577,1319
2022-01-12,544986,1409
2022-01-13,546224,1238
2022-01-14,547614,1390
2022-01-15,548358,744
2022-01-16,548693,335
2022-01-17,548966,273
