date,Coconino_cume,Coconino
2020-12-01,1,
2020-12-02,2,1
2020-12-03,3,1
2020-12-12,4,1
2020-12-15,14,10
2020-12-16,146,132
2020-12-17,276,130
2020-12-18,479,203
2020-12-19,524,45
2020-12-20,530,6
2020-12-21,538,8
2020-12-22,595,57
2020-12-23,902,307
2020-12-24,1227,325
2020-12-25,1326,99
2020-12-26,1395,69
2020-12-27,1475,80
2020-12-28,1678,203
2020-12-29,2008,330
2020-12-30,2435,427
2020-12-31,2666,231
2021-01-01,2785,119
2021-01-02,2860,75
2021-01-03,2865,5
2021-01-04,3214,349
2021-01-05,3583,369
2021-01-06,4030,447
2021-01-07,4627,597
2021-01-08,5234,607
2021-01-09,5332,98
2021-01-10,5341,9
2021-01-11,5705,364
2021-01-12,6268,563
2021-01-13,6835,567
2021-01-14,7500,665
2021-01-15,8647,1147
2021-01-16,8819,172
2021-01-17,8856,37
2021-01-18,9188,332
2021-01-19,9784,596
2021-01-20,11339,1555
2021-01-21,12273,934
2021-01-22,13262,989
2021-01-23,13757,495
2021-01-24,13789,32
2021-01-25,14509,720
2021-01-26,15214,705
2021-01-27,16664,1450
2021-01-28,18109,1445
2021-01-29,19180,1071
2021-01-30,19549,369
2021-01-31,19595,46
2021-02-01,20744,1149
2021-02-02,21720,976
2021-02-03,23509,1789
2021-02-04,25669,2160
2021-02-05,27933,2264
2021-02-06,29646,1713
2021-02-07,29737,91
2021-02-08,30848,1111
2021-02-09,31953,1105
2021-02-10,34779,2826
2021-02-11,36499,1720
2021-02-12,39189,2690
2021-02-13,40803,1614
2021-02-14,40875,72
2021-02-15,42184,1309
2021-02-16,44012,1828
2021-02-17,46724,2712
2021-02-18,47893,1169
2021-02-19,49262,1369
2021-02-20,50272,1010
2021-02-21,50307,35
2021-02-22,50845,538
2021-02-23,51598,753
2021-02-24,53769,2171
2021-02-25,55660,1891
2021-02-26,57518,1858
2021-02-27,59245,1727
2021-02-28,59384,139
2021-03-01,61278,1894
2021-03-02,63099,1821
2021-03-03,64935,1836
2021-03-04,67127,2192
2021-03-05,68931,1804
2021-03-06,69889,958
2021-03-07,70004,115
2021-03-08,71163,1159
2021-03-09,72250,1087
2021-03-10,75165,2915
2021-03-11,77157,1992
2021-03-12,79717,2560
2021-03-13,80962,1245
2021-03-14,81066,104
2021-03-15,82401,1335
2021-03-16,84297,1896
2021-03-17,86011,1714
2021-03-18,87357,1346
2021-03-19,88783,1426
2021-03-20,89702,919
2021-03-21,89795,93
2021-03-22,90576,781
2021-03-23,92024,1448
2021-03-24,93599,1575
2021-03-25,95317,1718
2021-03-26,97291,1974
2021-03-27,97841,550
2021-03-28,97998,157
2021-03-29,99618,1620
2021-03-30,101215,1597
2021-03-31,102803,1588
2021-04-01,104112,1309
2021-04-02,105513,1401
2021-04-03,106037,524
2021-04-04,106135,98
2021-04-05,106988,853
2021-04-06,108186,1198
2021-04-07,109209,1023
2021-04-08,110453,1244
2021-04-09,111658,1205
2021-04-10,112228,570
2021-04-11,112342,114
2021-04-12,112870,528
2021-04-13,113747,877
2021-04-14,114683,936
2021-04-15,115588,905
2021-04-16,116668,1080
2021-04-17,117010,342
2021-04-18,117093,83
2021-04-19,118068,975
2021-04-20,119003,935
2021-04-21,119936,933
2021-04-22,120909,973
2021-04-23,122030,1121
2021-04-24,122392,362
2021-04-25,122567,175
2021-04-26,123162,595
2021-04-27,123990,828
2021-04-28,124819,829
2021-04-29,125608,789
2021-04-30,126382,774
2021-05-01,126795,413
2021-05-02,126893,98
2021-05-03,127345,452
2021-05-04,127921,576
2021-05-05,128531,610
2021-05-06,128965,434
2021-05-07,129591,626
2021-05-08,129805,214
2021-05-09,129892,87
2021-05-10,130368,476
2021-05-11,130679,311
2021-05-12,131156,477
2021-05-13,131954,798
2021-05-14,133049,1095
2021-05-15,133514,465
2021-05-16,133594,80
2021-05-17,134103,509
2021-05-18,134455,352
2021-05-19,135135,680
2021-05-20,135581,446
2021-05-21,136169,588
2021-05-22,136557,388
2021-05-23,136626,69
2021-05-24,136857,231
2021-05-25,137088,231
2021-05-26,137651,563
2021-05-27,137943,292
2021-05-28,138403,460
2021-05-29,138534,131
2021-05-30,138582,48
2021-05-31,138617,35
2021-06-01,138836,219
2021-06-02,139320,484
2021-06-03,139719,399
2021-06-04,140373,654
2021-06-05,140709,336
2021-06-06,140772,63
2021-06-07,141079,307
2021-06-08,141266,187
2021-06-09,141942,676
2021-06-10,142294,352
2021-06-11,142793,499
2021-06-12,142985,192
2021-06-13,143027,42
2021-06-14,143388,361
2021-06-15,143549,161
2021-06-16,143923,374
2021-06-17,144160,237
2021-06-18,144481,321
2021-06-19,144640,159
2021-06-20,144686,46
2021-06-21,144830,144
2021-06-22,144965,135
2021-06-23,145268,303
2021-06-24,145453,185
2021-06-25,145744,291
2021-06-26,145849,105
2021-06-27,145902,53
2021-06-28,146097,195
2021-06-29,146242,145
2021-06-30,146498,256
2021-07-01,146659,161
2021-07-02,146933,274
2021-07-03,147020,87
2021-07-04,147030,10
2021-07-05,147118,88
2021-07-06,147276,158
2021-07-07,147528,252
2021-07-08,147674,146
2021-07-09,147897,223
2021-07-10,148096,199
2021-07-11,148128,32
2021-07-12,148299,171
2021-07-13,148422,123
2021-07-14,148602,180
2021-07-15,148815,213
2021-07-16,149076,261
2021-07-17,149173,97
2021-07-18,149214,41
2021-07-19,149396,182
2021-07-20,149583,187
2021-07-21,149805,222
2021-07-22,149978,173
2021-07-23,150200,222
2021-07-24,150320,120
2021-07-25,150371,51
2021-07-26,150597,226
2021-07-27,150769,172
2021-07-28,151044,275
2021-07-29,151257,213
2021-07-30,151534,277
2021-07-31,151660,126
2021-08-01,151722,62
2021-08-02,151985,263
2021-08-03,152186,201
2021-08-04,152511,325
2021-08-05,152709,198
2021-08-06,153027,318
2021-08-07,153364,337
2021-08-08,153431,67
2021-08-09,153642,211
2021-08-10,153794,152
2021-08-11,154092,298
2021-08-12,154357,265
2021-08-13,154644,287
2021-08-14,154797,153
2021-08-15,154892,95
2021-08-16,155105,213
2021-08-17,155286,181
2021-08-18,155613,327
2021-08-19,155874,261
2021-08-20,156166,292
2021-08-21,156334,168
2021-08-22,156389,55
2021-08-23,156629,240
2021-08-24,156848,219
2021-08-25,157139,291
2021-08-26,157396,257
2021-08-27,157744,348
2021-08-28,157914,170
2021-08-29,158009,95
2021-08-30,158202,193
2021-08-31,158373,171
2021-09-01,158637,264
2021-09-02,158804,167
2021-09-03,159070,266
2021-09-04,159176,106
2021-09-05,159232,56
2021-09-06,159250,18
2021-09-07,159461,211
2021-09-08,159688,227
2021-09-09,159862,174
2021-09-10,160043,181
2021-09-11,160305,262
2021-09-12,160406,101
2021-09-13,160569,163
2021-09-14,160726,157
2021-09-15,160930,204
2021-09-16,161074,144
2021-09-17,161289,215
2021-09-18,161437,148
2021-09-19,161535,98
2021-09-20,161650,115
2021-09-21,161779,129
2021-09-22,161967,188
2021-09-23,162101,134
2021-09-24,162297,196
2021-09-25,162487,190
2021-09-26,162574,87
2021-09-27,162731,157
2021-09-28,162923,192
2021-09-29,163271,348
2021-09-30,163587,316
2021-10-01,163991,404
2021-10-02,164242,251
2021-10-03,164344,102
2021-10-04,164595,251
2021-10-05,164858,263
2021-10-06,165143,285
2021-10-07,165470,327
2021-10-08,165770,300
2021-10-09,165877,107
2021-10-10,165938,61
2021-10-11,166035,97
2021-10-12,166181,146
2021-10-13,166411,230
2021-10-14,166586,175
2021-10-15,166825,239
2021-10-16,166895,70
2021-10-17,166959,64
2021-10-18,167139,180
2021-10-19,167313,174
2021-10-20,167541,228
2021-10-21,167697,156
2021-10-22,168279,582
2021-10-23,168621,342
2021-10-24,168816,195
2021-10-25,169435,619
2021-10-26,170041,606
2021-10-27,170993,952
2021-10-28,171645,652
2021-10-29,172728,1083
2021-10-30,173226,498
2021-10-31,173424,198
2021-11-01,173952,528
2021-11-02,174437,485
2021-11-03,175230,793
2021-11-04,175832,602
2021-11-05,176842,1010
2021-11-06,177774,932
2021-11-07,178079,305
2021-11-08,178751,672
2021-11-09,179486,735
2021-11-10,180403,917
2021-11-11,180919,516
2021-11-12,182244,1325
2021-11-13,182771,527
2021-11-14,183062,291
2021-11-15,183745,683
2021-11-16,184502,757
2021-11-17,185315,813
2021-11-18,185985,670
2021-11-19,187242,1257
2021-11-20,187839,597
2021-11-21,188180,341
2021-11-22,188887,707
2021-11-23,189603,716
2021-11-24,190173,570
2021-11-26,190648,475
2021-11-27,190925,277
2021-11-28,191103,178
2021-11-29,191810,707
2021-11-30,192611,801
2021-12-01,193543,932
2021-12-02,194135,592
2021-12-03,195286,1151
2021-12-04,196106,820
2021-12-05,196514,408
2021-12-06,197076,562
2021-12-07,197590,514
2021-12-08,198483,893
2021-12-09,199534,1051
2021-12-10,200839,1305
2021-12-11,201447,608
2021-12-12,201780,333
2021-12-13,202370,590
2021-12-14,202894,524
2021-12-15,203403,509
2021-12-16,204048,645
2021-12-17,205191,1143
2021-12-18,205732,541
2021-12-19,206065,333
2021-12-20,206658,593
2021-12-21,207189,531
2021-12-22,207904,715
2021-12-23,208353,449
2021-12-24,208433,80
2021-12-26,208564,131
2021-12-27,209125,561
2021-12-28,209700,575
2021-12-29,210198,498
2021-12-30,210707,509
2021-12-31,210846,139
2022-01-01,210883,37
2022-01-02,210978,95
2022-01-03,211463,485
2022-01-04,211809,346
2022-01-05,212372,563
2022-01-06,212993,621
2022-01-07,213806,813
2022-01-08,214316,510
2022-01-09,214559,243
2022-01-10,214850,291
2022-01-11,215190,340
2022-01-12,215666,476
2022-01-13,215904,238
2022-01-14,216703,799
2022-01-15,216996,293
2022-01-16,217156,160
2022-01-17,217222,66
