date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,221,276,286,338,902,6
1/10/2021,373,461,480,579,2167,32
1/11/2021,409,510,545,629,2348,35
1/12/2021,435,537,605,699,2566,36
1/13/2021,455,558,627,766,2725,37
1/14/2021,487,604,665,851,2925,45
1/15/2021,519,649,722,931,3166,46
1/16/2021,523,650,723,933,3174,46
1/17/2021,525,651,723,934,3176,46
1/18/2021,538,662,753,960,3200,46
1/19/2021,569,689,792,1041,3353,47
1/2/2021,222,276,286,338,903,6
1/20/2021,592,726,845,1125,3501,53
1/21/2021,673,802,945,1269,3692,69
1/22/2021,741,858,994,1369,3816,85
1/23/2021,746,860,997,1374,3941,119
1/24/2021,747,861,997,1375,3954,121
1/25/2021,759,875,1022,1425,4068,123
1/26/2021,786,894,1051,1477,4208,125
1/27/2021,807,913,1075,1515,4368,138
1/28/2021,954,1000,1184,1637,4579,189
1/29/2021,1028,1047,1249,1731,4812,247
1/3/2021,222,276,286,339,905,6
1/30/2021,1040,1066,1300,1760,4832,247
1/31/2021,1040,1067,1302,1761,4840,247
1/4/2021,237,295,304,367,1032,6
1/5/2021,280,329,343,401,1255,6
1/6/2021,293,351,362,429,1596,25
1/7/2021,332,420,448,526,1968,31
1/8/2021,372,460,479,574,2164,32
1/9/2021,373,461,479,579,2167,32
10/1/2021,5687,4365,4790,7033,14361,6379
10/10/2021,5719,4398,4814,7055,14391,6402
10/11/2021,5726,4403,4815,7061,14400,6411
10/12/2021,5735,4406,4818,7066,14408,6413
10/13/2021,5742,4407,4823,7071,14413,6417
10/14/2021,5751,4409,4825,7078,14425,6418
10/15/2021,5753,4414,4828,7084,14431,6422
10/2/2021,5688,4367,4793,7037,14367,6379
10/3/2021,5689,4368,4793,7037,14368,6379
10/4/2021,5695,4373,4795,7043,14370,6385
10/5/2021,5699,4377,4797,7046,14374,6389
10/6/2021,5704,4383,4803,7048,14384,6393
10/7/2021,5710,4386,4807,7051,14390,6398
10/8/2021,5714,4394,4813,7053,14391,6402
10/9/2021,5717,4396,4814,7055,14391,6402
12/10/2020,1,,,1,1,1
12/11/2020,1,,,1,1,1
12/12/2020,1,,,1,1,1
12/13/2020,1,,,1,1,1
12/14/2020,1,,,2,1,1
12/15/2020,1,1,1,2,1,1
12/16/2020,6,6,8,6,2,1
12/17/2020,12,25,29,23,7,1
12/18/2020,22,40,42,36,20,1
12/19/2020,23,40,42,37,20,1
12/2/2020,,,,,,1
12/20/2020,23,40,42,39,20,1
12/21/2020,24,40,42,40,23,2
12/22/2020,27,52,58,48,61,2
12/23/2020,56,83,81,79,110,2
12/24/2020,69,100,96,94,156,2
12/25/2020,71,101,97,94,156,2
12/26/2020,71,101,98,94,156,2
12/27/2020,72,101,98,94,156,2
12/28/2020,110,152,156,169,274,2
12/29/2020,132,198,211,232,459,3
12/3/2020,,,,,,1
12/30/2020,173,238,254,285,645,4
12/31/2020,218,273,286,335,822,6
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,,1,,1
12/7/2020,1,,,1,,1
12/8/2020,1,,,1,,1
12/9/2020,1,,,1,,1
2/1/2021,1057,1087,1334,1845,5098,260
2/10/2021,1262,1331,1730,2487,6793,455
2/11/2021,1383,1417,1801,2590,7053,493
2/12/2021,1446,1466,1846,2664,7304,510
2/13/2021,1649,1568,1939,2743,7411,548
2/14/2021,1652,1569,1942,2749,7441,550
2/15/2021,1660,1574,1948,2764,7531,551
2/16/2021,1688,1597,1981,2802,7816,573
2/17/2021,1737,1640,2032,2847,8058,656
2/18/2021,1773,1669,2066,2905,8265,676
2/19/2021,1822,1699,2102,2952,8349,691
2/2/2021,1072,1101,1362,1874,5338,267
2/20/2021,1855,1714,2117,2966,8370,711
2/21/2021,1857,1715,2119,2967,8382,714
