"POSTCODE","ConfirmedCases","ConfirmedCaseCount","LowCase","HighCase","population","hh_pop","med_inc","med_age","per1k_low","per1k_high","ALAND10","NUMHospitals","SQMILE","pop_density","zip_class","HasHospital"
"86556","Data Suppressed","Data Suppressed",0,0,2073,446,23636,23.1,0,0,624166041,0,240.991855722342,1.85068494809989,"Rural",FALSE
"86030","Data Suppressed","Data Suppressed",0,0,1531,387,43482,34.6,0,0,610455337,0,235.698123312732,1.64193076533968,"Rural",FALSE
"86445","0","0",0,0,221,148,54444,63.7,0,0,758064337,0,292.690276833816,0.505653968423527,"Rural",FALSE
"86036","1-5","1-5",1,5,400,177,47188,50.5,5.64971751412429,28.2485875706215,2575611694,0,994.449234634388,0.177987969456354,"Rural",FALSE
"86028","0","0",0,0,0,0,NA,NA,NA,NA,453663187,0,175.16033575438,0,"Rural",FALSE
"00015","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"00197","Data Suppressed","Data Suppressed",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"00199","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"00014","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"86052","0","0",0,0,255,0,NA,42.9,NA,NA,2613913491,0,1009.23764113235,0,"Rural",FALSE
