date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,333,322,276,282,205,3
1/10/2021,454,457,386,391,636,6
1/11/2021,466,472,407,408,834,6
1/12/2021,472,478,412,418,1047,6
1/13/2021,491,511,434,443,1359,6
1/14/2021,496,519,447,454,1607,6
1/15/2021,501,526,457,464,2034,6
1/16/2021,516,532,465,476,2391,6
1/17/2021,519,533,468,477,2404,6
1/18/2021,522,538,475,486,2580,6
1/19/2021,539,550,487,501,2785,6
1/2/2021,334,325,279,285,208,3
1/20/2021,548,565,502,525,3163,6
1/21/2021,554,579,515,546,3542,6
1/22/2021,567,587,523,554,3710,6
1/23/2021,593,624,557,589,4068,6
1/24/2021,603,628,563,610,4140,6
1/25/2021,624,648,599,653,4328,6
1/26/2021,646,692,647,711,4544,7
1/27/2021,675,729,689,757,4927,7
1/28/2021,725,767,743,833,5540,8
1/29/2021,766,812,812,901,5908,8
1/3/2021,346,339,290,299,233,3
1/30/2021,768,817,814,906,5926,8
1/31/2021,773,820,818,913,5953,8
1/4/2021,352,348,295,301,254,3
1/5/2021,371,375,309,316,263,3
1/6/2021,392,394,327,340,280,4
1/7/2021,400,400,337,349,310,4
1/8/2021,430,433,366,372,340,5
1/9/2021,448,453,386,389,633,6
10/1/2021,12515,8515,8104,11034,22715,6088
10/10/2021,12661,8595,8193,11086,22769,6166
10/11/2021,12675,8607,8201,11091,22777,6176
10/12/2021,12695,8613,8206,11096,22780,6188
10/13/2021,12713,8631,8211,11099,22784,6200
10/14/2021,12747,8649,8230,11116,22795,6212
10/15/2021,12765,8664,8242,11130,22802,6218
10/16/2021,12797,8691,8256,11139,22806,6774
10/17/2021,12806,8693,8261,11140,22810,6781
10/18/2021,12825,8716,8273,11150,22819,6793
10/19/2021,12843,8724,8284,11162,22827,6800
10/2/2021,12523,8516,8108,11037,22716,6095
10/20/2021,12850,8736,8289,11167,22832,6805
10/21/2021,12861,8747,8297,11181,22840,6812
10/22/2021,12892,8778,8315,11193,22862,6831
10/23/2021,12903,8779,8316,11198,22871,6836
10/24/2021,12908,8780,8319,11203,22880,6837
10/25/2021,12922,8790,8330,11210,22911,6841
10/26/2021,12937,8811,8344,11218,22928,6847
10/27/2021,12952,8827,8357,11230,22954,6849
10/28/2021,12973,8841,8372,11241,22991,6860
10/29/2021,12994,8855,8386,11256,23022,6876
10/3/2021,12527,8517,8110,11037,22716,6096
10/30/2021,12999,8858,8391,11262,23029,6881
10/31/2021,13003,8860,8392,11263,23034,6881
10/4/2021,12548,8522,8126,11041,22724,6103
10/5/2021,12579,8536,8136,11049,22728,6113
10/6/2021,12600,8553,8156,11057,22738,6121
10/7/2021,12624,8565,8168,11068,22748,6138
10/8/2021,12639,8584,8183,11083,22765,6158
10/9/2021,12655,8591,8189,11085,22767,6166
11/1/2021,13019,8870,8400,11272,23061,6890
11/2/2021,13040,8878,8410,11280,23071,6901
11/3/2021,13045,8888,8415,11285,23077,6907
12/1/2020,,1,,1,1,
12/10/2020,,1,,1,1,
12/11/2020,,1,,1,1,
12/12/2020,,1,,1,1,
12/13/2020,,1,,1,1,
12/14/2020,,1,,1,1,
12/15/2020,,1,1,1,1,
12/16/2020,,1,2,1,1,
12/17/2020,,1,7,4,4,
12/18/2020,1,3,8,8,4,
12/19/2020,1,5,10,9,5,
12/2/2020,,1,,1,1,
12/20/2020,1,5,10,9,5,
12/21/2020,3,7,11,13,7,
12/22/2020,72,82,62,62,18,
12/23/2020,179,181,153,152,43,1
12/24/2020,209,210,178,167,53,1
12/25/2020,209,210,178,167,53,1
12/26/2020,211,215,180,178,54,1
12/27/2020,211,215,180,178,54,1
12/28/2020,227,230,200,197,66,1
12/29/2020,243,249,213,216,73,1
12/3/2020,,1,,1,1,
12/30/2020,287,285,249,250,128,1
12/31/2020,331,319,273,280,187,3
12/4/2020,,1,,1,1,
12/5/2020,,1,,1,1,
