date,Graham_cume,Graham
2020-12-17,80,
2020-12-18,147,67
2020-12-20,148,1
2020-12-21,195,47
2020-12-22,241,46
2020-12-23,372,131
2020-12-24,433,61
2020-12-26,443,10
2020-12-27,446,3
2020-12-28,601,155
2020-12-29,754,153
2020-12-30,873,119
2020-12-31,959,86
2021-01-01,966,7
2021-01-02,969,3
2021-01-04,1111,142
2021-01-05,1226,115
2021-01-06,1348,122
2021-01-07,1590,242
2021-01-08,1860,270
2021-01-09,1862,2
2021-01-11,1999,137
2021-01-12,2166,167
2021-01-13,2377,211
2021-01-14,2673,296
2021-01-15,3286,613
2021-01-16,3345,59
2021-01-17,3348,3
2021-01-18,3493,145
2021-01-19,3787,294
2021-01-20,4075,288
2021-01-21,4335,260
2021-01-22,4617,282
2021-01-23,4860,243
2021-01-24,4863,3
2021-01-25,5045,182
2021-01-26,5220,175
2021-01-27,5505,285
2021-01-28,5806,301
2021-01-29,6216,410
2021-01-30,6317,101
2021-01-31,6318,1
2021-02-01,6499,181
2021-02-02,6702,203
2021-02-03,6972,270
2021-02-04,7248,276
2021-02-05,7597,349
2021-02-06,7863,266
2021-02-07,7864,1
2021-02-08,8078,214
2021-02-09,8293,215
2021-02-10,8563,270
2021-02-11,8969,406
2021-02-12,9704,735
2021-02-13,9928,224
2021-02-15,10103,175
2021-02-16,10310,207
2021-02-17,10543,233
2021-02-18,10952,409
2021-02-19,11310,358
2021-02-20,11639,329
2021-02-21,11640,1
2021-02-22,11798,158
2021-02-23,12036,238
2021-02-24,12373,337
2021-02-25,12720,347
2021-02-26,13038,318
2021-02-27,13076,38
2021-02-28,13088,12
2021-03-01,13297,209
2021-03-02,13563,266
2021-03-03,13896,333
2021-03-04,14174,278
2021-03-05,14387,213
2021-03-06,14655,268
2021-03-07,14658,3
2021-03-08,14837,179
2021-03-09,15084,247
2021-03-10,15432,348
2021-03-11,15761,329
2021-03-12,16204,443
2021-03-13,16473,269
2021-03-14,16476,3
2021-03-15,16737,261
2021-03-16,16928,191
2021-03-17,17230,302
2021-03-18,17494,264
2021-03-19,17692,198
2021-03-20,17712,20
2021-03-21,17717,5
2021-03-22,17913,196
2021-03-23,18179,266
2021-03-24,18491,312
2021-03-25,18761,270
2021-03-26,19015,254
2021-03-27,19136,121
2021-03-28,19140,4
2021-03-29,19374,234
2021-03-30,19577,203
2021-03-31,19942,365
2021-04-01,20250,308
2021-04-02,20373,123
2021-04-03,20394,21
2021-04-04,20404,10
2021-04-05,20572,168
2021-04-06,20810,238
2021-04-07,21199,389
2021-04-08,21533,334
2021-04-09,21679,146
2021-04-10,21819,140
2021-04-11,21827,8
2021-04-12,21940,113
2021-04-13,22101,161
2021-04-14,22367,266
2021-04-15,22537,170
2021-04-16,22724,187
2021-04-17,22752,28
2021-04-18,22755,3
2021-04-19,22869,114
2021-04-20,23074,205
2021-04-21,23327,253
2021-04-22,23566,239
2021-04-23,23750,184
2021-04-24,23863,113
2021-04-25,23868,5
2021-04-26,24032,164
2021-04-27,24199,167
2021-04-28,24400,201
2021-04-29,24640,240
2021-04-30,24713,73
2021-05-01,24740,27
2021-05-02,24745,5
2021-05-03,24816,71
2021-05-04,24945,129
2021-05-05,25177,232
2021-05-06,25389,212
2021-05-07,25466,77
2021-05-08,25517,51
2021-05-09,25518,1
2021-05-10,25562,44
2021-05-11,25639,77
2021-05-12,25802,163
2021-05-13,25958,156
2021-05-14,26078,120
2021-05-15,26100,22
2021-05-16,26106,6
2021-05-17,26197,91
2021-05-18,26287,90
2021-05-19,26447,160
2021-05-20,26596,149
2021-05-21,26706,110
2021-05-22,26769,63
2021-05-23,26773,4
2021-05-24,26840,67
2021-05-25,26923,83
2021-05-26,26988,65
2021-05-27,27081,93
2021-05-28,27168,87
2021-05-29,27177,9
2021-05-30,27181,4
2021-05-31,27189,8
2021-06-01,27271,82
2021-06-02,27353,82
2021-06-03,27426,73
2021-06-04,27517,91
2021-06-05,27534,17
2021-06-06,27544,10
2021-06-07,27580,36
2021-06-08,27635,55
2021-06-09,27670,35
2021-06-10,27804,134
2021-06-11,27847,43
2021-06-12,27882,35
2021-06-13,27885,3
2021-06-14,27964,79
2021-06-15,28019,55
2021-06-16,28066,47
2021-06-17,28127,61
2021-06-18,28202,75
2021-06-19,28220,18
2021-06-20,28227,7
2021-06-21,28268,41
2021-06-22,28314,46
2021-06-23,28346,32
2021-06-24,28393,47
2021-06-25,28457,64
2021-06-26,28471,14
2021-06-27,28473,2
2021-06-28,28532,59
2021-06-29,28582,50
2021-06-30,28655,73
2021-07-01,28704,49
2021-07-02,28746,42
2021-07-03,28769,23
2021-07-05,28797,28
2021-07-06,28832,35
2021-07-07,28889,57
2021-07-08,28967,78
2021-07-09,29024,57
2021-07-10,29049,25
2021-07-11,29055,6
2021-07-12,29101,46
2021-07-13,29146,45
2021-07-14,29206,60
2021-07-15,29268,62
2021-07-16,29329,61
2021-07-17,29345,16
2021-07-18,29353,8
2021-07-19,29423,70
2021-07-20,29493,70
2021-07-21,29569,76
2021-07-22,29674,105
2021-07-23,29790,116
2021-07-24,29835,45
2021-07-25,29841,6
2021-07-26,29970,129
2021-07-27,30070,100
2021-07-28,30157,87
2021-07-29,30255,98
2021-07-30,30353,98
2021-07-31,30393,40
2021-08-01,30404,11
2021-08-02,30478,74
2021-08-03,30536,58
2021-08-04,30673,137
2021-08-05,30776,103
2021-08-06,30883,107
2021-08-07,30909,26
2021-08-08,30920,11
2021-08-09,31017,97
2021-08-10,31079,62
2021-08-11,31179,100
2021-08-12,31325,146
2021-08-13,31484,159
2021-08-14,31507,23
2021-08-15,31518,11
2021-08-16,31625,107
2021-08-17,31757,132
2021-08-18,31880,123
2021-08-19,32060,180
2021-08-20,32279,219
2021-08-21,32474,195
2021-08-22,32489,15
2021-08-23,32678,189
2021-08-24,32823,145
2021-08-25,33008,185
2021-08-26,33219,211
2021-08-27,33464,245
2021-08-28,33508,44
2021-08-29,33571,63
2021-08-30,33744,173
2021-08-31,33850,106
2021-09-01,33956,106
2021-09-02,34088,132
2021-09-03,34250,162
2021-09-04,34284,34
2021-09-05,34293,9
2021-09-06,34307,14
2021-09-07,34384,77
2021-09-08,34492,108
2021-09-09,34631,139
2021-09-10,34791,160
2021-09-11,34855,64
2021-09-12,34874,19
2021-09-13,34970,96
2021-09-14,35075,105
2021-09-15,35159,84
2021-09-16,35277,118
2021-09-17,35420,143
2021-09-18,35489,69
2021-09-19,35495,6
2021-09-20,35578,83
2021-09-21,35638,60
2021-09-22,35739,101
2021-09-23,35887,148
2021-09-24,35990,103
2021-09-25,36016,26
2021-09-26,36021,5
2021-09-27,36079,58
2021-09-28,36135,56
2021-09-29,36219,84
2021-09-30,36334,115
2021-10-01,36415,81
2021-10-02,36436,21
2021-10-03,36444,8
2021-10-04,36493,49
2021-10-05,36553,60
2021-10-06,36602,49
2021-10-07,36693,91
2021-10-08,36761,68
2021-10-09,36790,29
2021-10-10,36802,12
2021-10-11,36860,58
2021-10-12,36922,62
2021-10-13,36987,65
2021-10-14,37065,78
2021-10-15,37135,70
2021-10-16,37174,39
2021-10-17,37180,6
2021-10-18,37221,41
2021-10-19,37256,35
2021-10-20,37303,47
2021-10-21,37385,82
2021-10-22,37458,73
2021-10-23,37499,41
2021-10-24,37511,12
2021-10-25,37581,70
2021-10-26,37654,73
2021-10-27,37725,71
2021-10-28,37894,169
2021-10-29,38002,108
2021-10-30,38127,125
2021-10-31,38139,12
2021-11-01,38255,116
2021-11-02,38325,70
2021-11-03,38392,67
