date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,177,183,163,188,244,5
1/10/2021,272,303,301,313,525,7
1/11/2021,279,315,309,328,571,7
1/12/2021,288,322,323,356,637,10
1/13/2021,299,331,335,373,735,10
1/14/2021,315,362,361,422,858,11
1/15/2021,423,477,468,548,987,30
1/16/2021,426,477,469,548,1042,30
1/17/2021,427,477,469,548,1044,30
1/18/2021,440,481,483,560,1119,30
1/19/2021,447,495,491,580,1172,31
1/2/2021,178,183,163,189,245,5
1/20/2021,471,506,507,601,1252,31
1/21/2021,486,514,517,624,1385,32
1/22/2021,554,570,553,665,1450,36
1/23/2021,560,581,563,672,1658,36
1/24/2021,561,581,565,672,1658,36
1/25/2021,575,591,581,690,1703,37
1/26/2021,584,597,585,703,1773,37
1/27/2021,610,611,608,720,1884,39
1/28/2021,634,641,646,750,1968,39
1/29/2021,679,671,666,784,2189,48
1/3/2021,178,183,163,189,245,5
1/30/2021,714,696,688,791,2195,51
1/31/2021,714,696,688,792,2195,51
1/4/2021,197,216,198,208,280,6
1/5/2021,209,230,214,224,334,6
1/6/2021,227,255,230,247,370,7
1/7/2021,250,270,252,264,464,7
1/8/2021,272,303,301,313,524,7
1/9/2021,272,303,301,313,525,7
10/1/2021,3732,2810,2685,3182,5101,1693
10/10/2021,3781,2842,2707,3193,5115,1717
10/11/2021,3789,2850,2708,3193,5116,1719
10/12/2021,3792,2856,2713,3194,5118,1722
10/13/2021,3797,2856,2717,3198,5119,1726
10/14/2021,3807,2861,2722,3198,5119,1728
10/15/2021,3818,2869,2726,3201,5121,1730
10/16/2021,3825,2870,2727,3202,5122,1732
10/17/2021,3828,2870,2727,3202,5122,1732
10/18/2021,3835,2880,2730,3202,5123,1734
10/19/2021,3840,2881,2733,3203,5124,1736
10/2/2021,3733,2811,2685,3183,5102,1693
10/20/2021,3844,2883,2733,3204,5124,1740
10/21/2021,3851,2890,2735,3206,5126,1746
10/22/2021,3859,2893,2737,3210,5128,1756
10/23/2021,3863,2894,2737,3211,5128,1760
10/24/2021,3864,2894,2737,3213,5128,1762
10/25/2021,3873,2895,2738,3216,5130,1763
10/26/2021,3880,2897,2739,3216,5132,1765
10/27/2021,3885,2899,2739,3216,5134,1766
10/28/2021,3895,2914,2745,3218,5136,1778
10/29/2021,3902,2916,2749,3222,5139,1784
10/3/2021,3734,2813,2685,3183,5102,1693
10/30/2021,3906,2916,2751,3223,5140,1786
10/31/2021,3907,2916,2751,3223,5140,1786
10/4/2021,3737,2822,2689,3185,5103,1696
10/5/2021,3746,2824,2692,3186,5105,1698
10/6/2021,3754,2827,2699,3187,5107,1698
10/7/2021,3767,2834,2702,3189,5110,1709
10/8/2021,3774,2839,2705,3189,5114,1714
10/9/2021,3779,2840,2706,3192,5114,1717
11/1/2021,3908,2916,2752,3223,5142,1789
11/2/2021,3910,2918,2752,3223,5144,1793
11/3/2021,3911,2920,2752,3223,5146,1793
12/17/2020,23,18,10,19,9,1
12/18/2020,40,35,21,36,14,1
12/19/2020,40,35,21,36,14,1
12/20/2020,40,35,21,36,14,2
12/21/2020,55,45,30,45,18,2
12/22/2020,60,59,38,58,24,2
12/23/2020,91,90,73,82,34,2
12/24/2020,109,100,80,98,44,2
12/25/2020,109,100,80,98,44,2
12/26/2020,110,102,82,99,48,2
12/27/2020,111,102,83,99,48,2
12/28/2020,131,123,100,126,112,4
12/29/2020,152,148,124,141,180,4
12/30/2020,163,170,145,168,217,5
12/31/2020,177,181,162,188,241,5
2/1/2021,724,704,699,797,2247,52
2/10/2021,865,775,791,895,3026,69
2/11/2021,885,802,827,928,3095,71
2/12/2021,922,828,850,975,3164,77
2/13/2021,927,833,851,990,3307,77
2/14/2021,927,833,851,990,3307,77
2/15/2021,932,836,856,993,3339,77
2/16/2021,949,848,867,1011,3377,80
2/17/2021,963,859,876,1021,3422,81
2/18/2021,1000,900,920,1049,3460,91
2/19/2021,1036,925,941,1074,3486,93
2/2/2021,734,712,711,808,2310,53
2/20/2021,1046,930,948,1083,3500,109
2/21/2021,1046,930,948,1083,3500,109
2/22/2021,1060,936,958,1094,3522,112
2/23/2021,1078,950,971,1111,3559,114
2/24/2021,1102,964,987,1130,3592,117
2/25/2021,1127,985,1005,1154,3642,118
2/26/2021,1135,997,1016,1173,3676,118
2/27/2021,1141,1007,1018,1175,3679,119
2/28/2021,1141,1007,1019,1175,3687,119
2/3/2021,746,723,717,815,2443,54
2/4/2021,751,729,725,826,2537,55
2/5/2021,768,738,744,850,2612,56
2/6/2021,801,751,756,862,2803,59
