date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11608,13057,12230,9866,6091,99
1/10/2021,19760,20083,19090,16044,11901,197
1/11/2021,20991,21189,20318,17019,13741,229
1/12/2021,22961,23162,22333,18702,18559,308
1/13/2021,24958,25286,24550,20377,24113,370
1/14/2021,26885,27405,26824,22289,30141,406
1/15/2021,29075,29411,28951,24081,35046,461
1/16/2021,30433,30599,30224,25255,38231,489
1/17/2021,31392,31495,31183,26223,41374,513
1/18/2021,32433,32428,32331,27349,46562,541
1/19/2021,33699,33639,33645,28649,52838,600
1/2/2021,13129,14431,13476,10953,6847,119
1/20/2021,34979,34911,35266,30192,59835,638
1/21/2021,36451,36404,37124,32058,67986,683
1/22/2021,39306,39031,40074,35077,75920,769
1/23/2021,41900,41088,42556,37560,80771,839
1/24/2021,43163,42265,43833,38970,85901,878
1/25/2021,44464,43416,45262,40552,93374,920
1/26/2021,46119,44862,46987,42436,104231,971
1/27/2021,47586,46172,48492,44082,114602,1005
1/28/2021,48790,47256,49715,45502,125446,1034
1/29/2021,50817,48916,51438,47332,136141,1095
1/3/2021,13860,15010,13990,11391,7092,134
1/30/2021,52544,50323,53026,48898,141148,1150
1/31/2021,53161,50869,53664,49581,144810,1174
1/4/2021,14882,15941,14944,12191,7964,140
1/5/2021,15826,16784,15804,13004,8748,155
1/6/2021,16990,17745,16764,13932,9498,163
1/7/2021,17898,18552,17585,14715,10257,174
1/8/2021,18703,19230,18241,15287,10755,178
1/9/2021,19387,19777,18781,15744,11572,193
10/1/2021,491456,348720,361673,382406,619381,215784
10/10/2021,496926,351619,364032,384184,621781,218509
10/11/2021,497744,352048,364384,384478,622197,218904
10/12/2021,498110,352225,364554,384605,622377,219115
10/13/2021,498689,352533,364836,384821,622717,219388
10/14/2021,499405,352878,365160,385070,623067,219666
10/15/2021,500296,353325,365556,385346,623349,220001
10/16/2021,500908,353568,365777,385521,623494,220247
