date,Maricopa_cume,Maricopa
2020-12-01,167,
2020-12-02,184,17
2020-12-03,193,9
2020-12-04,198,5
2020-12-05,200,2
2020-12-07,209,9
2020-12-08,216,7
2020-12-09,224,8
2020-12-10,239,15
2020-12-11,247,8
2020-12-12,251,4
2020-12-13,259,8
2020-12-14,272,13
2020-12-15,308,36
2020-12-16,361,53
2020-12-17,1618,1257
2020-12-18,3288,1670
2020-12-19,4946,1658
2020-12-20,5951,1005
2020-12-21,9116,3165
2020-12-22,13204,4088
2020-12-23,17904,4700
2020-12-24,19461,1557
2020-12-25,19466,5
2020-12-26,24411,4945
2020-12-27,26645,2234
2020-12-28,31802,5157
2020-12-29,39565,7763
2020-12-30,48102,8537
2020-12-31,52117,4015
2021-01-01,53572,1455
2021-01-02,59616,6044
2021-01-03,62167,2551
2021-01-04,66841,4674
2021-01-05,71171,4330
2021-01-06,76063,4892
2021-01-07,81381,5318
2021-01-08,85957,4576
2021-01-09,90588,4631
2021-01-10,93199,2611
2021-01-11,102736,9537
2021-01-12,118681,15945
2021-01-13,135886,17205
2021-01-14,152502,16616
2021-01-15,167811,15309
2021-01-16,179314,11503
2021-01-17,187675,8361
2021-01-18,200446,12771
2021-01-19,218047,17601
2021-01-20,236832,18785
2021-01-21,256617,19785
2021-01-22,278716,22099
2021-01-23,297643,18927
2021-01-24,309956,12313
2021-01-25,326163,16207
2021-01-26,348347,22184
2021-01-27,368706,20359
2021-01-28,387646,18940
2021-01-29,409117,21471
2021-01-30,424621,15504
2021-01-31,432687,8066
2021-02-01,450944,18257
2021-02-02,473179,22235
2021-02-03,495276,22097
2021-02-04,520506,25230
2021-02-05,543200,22694
2021-02-06,567196,23996
2021-02-07,580102,12906
2021-02-08,603750,23648
2021-02-09,631122,27372
2021-02-10,657217,26095
2021-02-11,683646,26429
2021-02-12,719225,35579
2021-02-13,747180,27955
2021-02-14,760418,13238
2021-02-15,779977,19559
2021-02-16,807649,27672
2021-02-17,836204,28555
