date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,168,155,202,248,284,3
1/1/2022,4769,3124,3320,4316,6282,8377
1/10/2021,235,234,322,425,889,10
1/10/2022,4823,3160,3354,4335,6301,8654
1/11/2021,247,249,337,451,1406,11
1/11/2022,4830,3167,3357,4337,6309,8679
1/12/2021,258,264,359,488,1682,11
1/12/2022,4841,3170,3364,4346,6313,8730
1/13/2021,269,288,397,540,1882,13
1/13/2022,4848,3171,3366,4351,6321,8752
1/14/2021,308,324,425,613,2238,16
1/14/2022,4849,3172,3368,4354,6321,8753
1/15/2021,328,344,458,655,2426,21
1/16/2021,328,344,459,658,2440,21
1/17/2021,328,344,460,658,2440,21
1/18/2021,335,351,472,668,2466,21
1/19/2021,354,371,491,708,2558,22
1/2/2021,173,158,203,249,285,3
1/2/2022,4771,3125,3320,4316,6282,8385
1/20/2021,483,444,615,955,2701,61
1/21/2021,596,542,746,1150,2884,113
1/22/2021,653,602,816,1257,3010,125
1/23/2021,655,603,817,1260,3029,127
1/24/2021,655,603,817,1261,3031,127
1/25/2021,662,618,825,1275,3095,127
1/26/2021,675,630,841,1301,3190,133
1/27/2021,719,667,891,1378,3299,148
1/28/2021,827,759,1051,1585,3462,154
1/29/2021,873,810,1104,1661,3524,161
1/3/2021,173,158,203,249,285,3
1/3/2022,4782,3131,3323,4317,6283,8421
1/30/2021,875,810,1104,1663,3525,168
1/31/2021,877,811,1104,1695,3536,172
1/4/2021,181,162,214,263,349,3
1/4/2022,4790,3139,3329,4319,6284,8452
1/5/2021,189,177,235,287,428,6
1/5/2022,4801,3142,3332,4321,6287,8493
1/6/2021,200,197,259,323,634,10
1/6/2022,4802,3145,3335,4326,6289,8527
1/7/2021,211,219,293,389,805,10
1/7/2022,4806,3149,3341,4331,6296,8599
1/8/2021,235,234,322,424,875,10
1/8/2022,4813,3151,3344,4333,6297,8613
1/9/2021,235,234,322,425,888,10
1/9/2022,4819,3153,3348,4334,6299,8625
10/1/2021,4211,2718,2953,3862,5820,5390
10/10/2021,4254,2750,2989,3907,5872,5418
10/11/2021,4255,2755,2990,3907,5880,5419
10/12/2021,4262,2762,2991,3909,5882,5422
10/13/2021,4263,2764,2994,3912,5889,5425
10/14/2021,4266,2767,2996,3915,5896,5429
10/15/2021,4269,2768,2998,3920,5898,5431
10/16/2021,4272,2769,2998,3922,5899,5431
10/17/2021,4273,2770,2998,3922,5899,5432
10/18/2021,4276,2775,3005,3927,5904,5439
10/19/2021,4284,2778,3008,3930,5913,5441
10/2/2021,4212,2720,2955,3865,5824,5391
10/20/2021,4290,2784,3008,3938,5924,5443
10/21/2021,4293,2789,3014,3943,5925,5446
10/22/2021,4297,2794,3016,3946,5930,5452
10/23/2021,4299,2796,3023,3954,5944,5453
10/24/2021,4300,2798,3023,3955,5948,5454
10/25/2021,4306,2800,3029,3961,5956,5459
10/26/2021,4317,2801,3034,3966,5965,5464
10/27/2021,4324,2811,3038,3975,5968,5475
10/28/2021,4331,2814,3042,3984,5976,5478
10/29/2021,4337,2817,3045,3992,5980,5479
10/3/2021,4214,2721,2958,3867,5825,5391
10/30/2021,4337,2819,3045,3994,5983,5480
10/31/2021,4343,2820,3047,3996,5986,5480
10/4/2021,4221,2725,2959,3872,5831,5400
10/5/2021,4227,2730,2965,3878,5835,5401
10/6/2021,4230,2733,2974,3885,5841,5407
10/7/2021,4239,2742,2980,3894,5858,5409
10/8/2021,4245,2746,2986,3899,5864,5418
10/9/2021,4251,2749,2989,3907,5871,5418
11/1/2021,4351,2827,3051,4004,5998,5484
11/10/2021,4404,2863,3097,4068,6055,6009
11/11/2021,4408,2869,3102,4071,6056,6098
11/12/2021,4411,2873,3110,4073,6061,6316
11/13/2021,4421,2879,3115,4083,6076,6352
11/14/2021,4433,2882,3121,4084,6081,6399
11/15/2021,4437,2885,3128,4091,6086,6474
11/16/2021,4447,2893,3137,4098,6089,6584
11/17/2021,4455,2903,3146,4112,6098,6670
11/18/2021,4467,2913,3155,4113,6113,6743
11/19/2021,4477,2915,3158,4124,6120,6860
11/2/2021,4353,2833,3064,4016,6010,5487
11/20/2021,4488,2926,3169,4136,6124,6900
11/21/2021,4499,2930,3171,4138,6127,6927
11/22/2021,4506,2938,3176,4149,6136,7078
11/23/2021,4514,2944,3183,4155,6147,7154
11/24/2021,4521,2948,3192,4159,6150,7212
11/25/2021,4521,2948,3192,4159,6150,7212
11/26/2021,4531,2951,3199,4163,6154,7256
11/27/2021,4532,2952,3200,4166,6154,7266
11/28/2021,4535,2955,3201,4169,6155,7291
11/29/2021,4541,2960,3208,4172,6161,7328
11/3/2021,4357,2836,3076,4028,6016,5511
11/30/2021,4555,2977,3215,4182,6168,7376
11/4/2021,4368,2841,3085,4042,6022,5630
11/5/2021,4376,2842,3087,4048,6028,5661
11/6/2021,4383,2847,3088,4049,6029,5726
11/7/2021,4386,2851,3091,4052,6032,5801
11/8/2021,4394,2855,3093,4060,6041,5864
11/9/2021,4402,2858,3093,4064,6047,5898
12/1/2020,,,2,,,
12/1/2021,4565,2983,3219,4193,6176,7420
12/10/2020,2,2,3,3,,1
12/10/2021,4652,3041,3263,4241,6228,7844
12/11/2020,2,2,3,3,,1
12/11/2021,4658,3054,3267,4248,6232,7873
12/12/2020,2,2,3,3,,1
12/12/2021,4663,3058,3267,4250,6232,7884
12/13/2020,2,2,3,3,1,1
12/13/2021,4670,3062,3272,4253,6235,7905
12/14/2020,2,2,3,3,1,1
12/14/2021,4680,3070,3276,4257,6238,7936
12/15/2020,3,3,4,6,1,1
12/15/2021,4687,3073,3279,4261,6239,7979
12/16/2020,7,9,12,19,3,1
12/16/2021,4691,3078,3282,4263,6247,8001
12/17/2020,14,21,27,33,3,1
12/17/2021,4692,3080,3288,4268,6249,8020
12/18/2020,21,27,35,42,11,1
12/18/2021,4696,3082,3289,4272,6252,8027
12/19/2020,21,27,36,42,11,1
12/19/2021,4701,3083,3290,4274,6252,8036
12/2/2020,,1,2,,,
12/2/2021,4576,2992,3222,4196,6188,7445
12/20/2020,21,27,36,42,11,1
12/20/2021,4706,3086,3292,4282,6256,8064
12/21/2020,25,28,39,50,12,1
12/21/2021,4716,3088,3296,4287,6260,8084
12/22/2020,27,31,44,53,12,1
12/22/2021,4723,3096,3302,4290,6263,8147
12/23/2020,65,59,71,104,40,1
12/23/2021,4728,3101,3305,4295,6271,8159
12/24/2020,68,60,72,106,42,1
12/24/2021,4730,3102,3305,4295,6272,8159
12/25/2020,68,60,72,107,43,1
12/25/2021,4730,3102,3305,4296,6272,8159
12/26/2020,68,60,74,107,43,1
12/26/2021,4732,3104,3305,4296,6272,8160
12/27/2020,68,60,74,107,43,1
12/27/2021,4737,3111,3312,4300,6273,8206
12/28/2020,84,67,83,123,69,1
12/28/2021,4749,3114,3316,4304,6277,8254
12/29/2020,125,123,150,182,178,1
12/29/2021,4761,3116,3317,4307,6281,8313
12/3/2020,1,1,2,1,,
12/3/2021,4587,2998,3225,4205,6192,7575
12/30/2020,153,139,180,220,220,3
12/30/2021,4764,3124,3319,4315,6282,8373
12/31/2020,168,155,202,248,281,3
12/31/2021,4769,3124,3320,4316,6282,8377
12/4/2020,1,1,2,2,,
12/4/2021,4601,3007,3229,4211,6196,7602
12/5/2020,1,1,2,2,,
12/5/2021,4605,3011,3232,4213,6196,7617
12/6/2020,1,1,2,2,,
12/6/2021,4615,3012,3240,4219,6205,7648
12/7/2020,1,1,3,2,,1
