date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,178,180,162,195,246,5
1/1/2022,4245,3076,2889,3349,5372,2606
1/10/2021,273,296,303,317,533,6
1/10/2022,4291,3093,2901,3363,5385,2724
1/11/2021,280,308,311,331,581,6
1/11/2022,4292,3096,2901,3363,5386,2746
1/12/2021,290,315,325,359,647,8
1/12/2022,4299,3099,2903,3366,5388,2763
1/13/2021,300,325,337,376,745,8
1/13/2022,4309,3104,2910,3368,5391,2789
1/14/2021,315,357,363,423,869,9
1/14/2022,4311,3105,2910,3368,5391,2794
1/15/2021,425,471,472,547,1002,24
1/16/2021,428,471,473,547,1057,24
1/17/2021,429,471,473,547,1059,24
1/18/2021,441,476,487,561,1138,24
1/19/2021,448,491,495,581,1190,25
1/2/2021,179,180,162,196,247,5
1/2/2022,4245,3076,2891,3349,5372,2607
1/20/2021,472,502,511,600,1272,25
1/21/2021,487,510,520,624,1407,26
1/22/2021,555,566,555,665,1473,30
1/23/2021,561,577,565,672,1682,30
1/24/2021,562,577,567,672,1682,30
1/25/2021,575,588,582,690,1728,31
1/26/2021,584,594,586,703,1799,31
1/27/2021,610,608,609,721,1910,33
1/28/2021,634,637,647,750,1995,33
1/29/2021,679,669,665,784,2216,40
1/3/2021,179,180,162,196,247,5
1/3/2022,4251,3079,2892,3350,5374,2617
1/30/2021,714,693,688,792,2222,43
1/31/2021,714,693,688,793,2222,43
1/4/2021,198,214,196,215,283,5
1/4/2022,4252,3081,2892,3352,5375,2631
1/5/2021,210,228,212,231,337,5
1/5/2022,4258,3082,2893,3354,5375,2644
1/6/2021,228,252,229,252,375,6
1/6/2022,4269,3086,2894,3356,5379,2660
1/7/2021,251,266,251,270,469,6
1/7/2022,4277,3090,2896,3356,5382,2702
1/8/2021,273,296,303,317,532,6
1/8/2022,4280,3092,2898,3359,5383,2714
1/9/2021,273,296,303,317,533,6
1/9/2022,4283,3092,2898,3359,5383,2715
10/1/2021,3766,2819,2690,3189,5194,1646
10/10/2021,3813,2850,2712,3199,5209,1668
10/11/2021,3820,2857,2714,3199,5210,1670
10/12/2021,3823,2863,2718,3200,5212,1673
10/13/2021,3828,2863,2722,3204,5213,1679
10/14/2021,3837,2869,2727,3204,5213,1681
10/15/2021,3849,2875,2732,3207,5215,1682
10/16/2021,3855,2876,2733,3208,5216,1684
10/17/2021,3857,2877,2733,3208,5216,1684
10/18/2021,3864,2886,2737,3208,5217,1686
10/19/2021,3869,2888,2740,3209,5218,1688
10/2/2021,3766,2820,2690,3189,5195,1647
10/20/2021,3874,2890,2740,3210,5218,1692
10/21/2021,3880,2896,2741,3212,5220,1698
10/22/2021,3887,2899,2744,3217,5222,1708
10/23/2021,3890,2900,2744,3218,5222,1713
10/24/2021,3891,2900,2744,3220,5222,1715
10/25/2021,3899,2902,2745,3223,5224,1716
10/26/2021,3907,2904,2748,3223,5227,1719
10/27/2021,3912,2906,2748,3223,5230,1720
10/28/2021,3923,2921,2755,3226,5232,1732
10/29/2021,3930,2923,2759,3229,5235,1738
10/3/2021,3766,2822,2690,3189,5195,1647
10/30/2021,3935,2923,2761,3230,5236,1739
10/31/2021,3936,2923,2761,3230,5236,1739
10/4/2021,3769,2831,2694,3191,5196,1649
10/5/2021,3776,2834,2697,3192,5198,1651
10/6/2021,3784,2836,2704,3193,5200,1651
10/7/2021,3798,2842,2707,3195,5204,1661
10/8/2021,3804,2847,2710,3195,5208,1666
10/9/2021,3810,2848,2711,3198,5208,1668
11/1/2021,3938,2923,2762,3230,5237,1742
11/10/2021,3983,2941,2776,3242,5261,1834
11/11/2021,3984,2942,2778,3243,5262,1843
11/12/2021,3990,2946,2782,3247,5264,1862
11/13/2021,3992,2948,2782,3247,5265,1875
11/14/2021,3993,2948,2783,3247,5267,1876
11/15/2021,3999,2950,2785,3250,5271,1888
11/16/2021,4005,2953,2786,3250,5274,1904
11/17/2021,4010,2957,2790,3255,5275,1927
11/18/2021,4016,2960,2794,3259,5278,1987
11/19/2021,4025,2965,2803,3265,5282,2039
11/2/2021,3942,2925,2762,3230,5239,1746
11/20/2021,4027,2966,2804,3265,5284,2042
11/21/2021,4033,2967,2804,3267,5285,2044
11/22/2021,4043,2971,2807,3269,5286,2061
11/23/2021,4049,2977,2809,3269,5289,2074
11/24/2021,4056,2983,2811,3270,5289,2086
11/25/2021,4056,2983,2811,3270,5289,2086
11/26/2021,4062,2983,2813,3270,5291,2097
11/27/2021,4064,2983,2815,3270,5291,2097
11/28/2021,4065,2983,2815,3271,5291,2097
11/29/2021,4070,2987,2818,3278,5292,2107
11/3/2021,3944,2927,2762,3230,5246,1749
11/30/2021,4083,2994,2822,3286,5297,2120
11/4/2021,3953,2927,2765,3231,5251,1753
11/5/2021,3965,2930,2769,3235,5252,1792
11/6/2021,3967,2932,2770,3236,5253,1796
11/7/2021,3967,2933,2771,3237,5253,1797
11/8/2021,3971,2936,2773,3238,5256,1812
11/9/2021,3978,2937,2773,3238,5258,1824
12/1/2021,4089,2999,2825,3288,5300,2144
12/10/2021,4156,3030,2856,3315,5339,2295
12/11/2021,4158,3031,2856,3316,5339,2296
12/12/2021,4159,3033,2857,3316,5339,2297
12/13/2021,4163,3035,2861,3318,5345,2302
12/14/2021,4168,3040,2862,3320,5347,2312
12/15/2021,4174,3044,2865,3321,5347,2322
12/16/2021,4182,3050,2868,3325,5353,2399
12/17/2020,23,17,11,19,9,1
12/17/2021,4189,3056,2872,3327,5355,2426
12/18/2020,39,35,21,37,14,1
12/18/2021,4190,3056,2872,3328,5356,2426
12/19/2020,39,35,21,37,14,1
12/19/2021,4191,3057,2872,3328,5356,2433
12/2/2021,4101,3005,2829,3291,5309,2172
12/20/2020,39,35,21,37,14,2
12/20/2021,4199,3057,2877,3328,5356,2442
12/21/2020,55,45,30,46,18,2
12/21/2021,4205,3060,2879,3333,5360,2454
12/22/2020,60,59,37,60,24,2
12/22/2021,4212,3062,2882,3336,5363,2473
12/23/2020,91,90,72,84,34,2
