date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,624,985,956,763,546,6
1/1/2022,41713,33313,34514,39730,81405,25914
1/10/2021,1165,1716,1767,1502,2324,15
1/10/2022,42228,33607,34779,40071,81889,26969
1/11/2021,1213,1797,1854,1569,2504,20
1/11/2022,42289,33626,34813,40105,81948,27111
1/12/2021,1300,1914,1980,1667,2789,20
1/12/2022,42353,33656,34841,40129,81981,27259
1/13/2021,1409,2055,2130,1845,3196,22
1/13/2022,42427,33688,34880,40178,82034,27373
1/14/2021,1508,2237,2289,1998,3718,23
1/14/2022,42481,33711,34896,40193,82051,27477
1/15/2021,1628,2396,2470,2132,4103,24
1/16/2021,1687,2485,2572,2224,4727,26
1/17/2021,1707,2514,2617,2260,4783,26
1/18/2021,1776,2626,2698,2359,5012,28
1/19/2021,1849,2703,2784,2448,5529,30
1/2/2021,705,1103,1086,869,627,7
1/2/2022,41734,33327,34526,39751,81442,25942
1/20/2021,1924,2830,2892,2571,6306,35
1/21/2021,2016,2963,3065,2741,7059,39
1/22/2021,2164,3131,3250,2933,7820,42
1/23/2021,2245,3299,3412,3091,8416,45
1/24/2021,2282,3332,3474,3121,8577,47
1/25/2021,2361,3405,3563,3249,9184,49
1/26/2021,2434,3488,3663,3367,9759,50
1/27/2021,2546,3615,3823,3558,10490,51
1/28/2021,2625,3729,3943,3709,11511,51
1/29/2021,2738,3851,4084,3893,12526,59
1/3/2021,733,1148,1133,893,650,8
1/3/2022,41793,33361,34561,39807,81521,26039
1/30/2021,2808,3940,4220,4050,13320,62
1/31/2021,2844,3962,4252,4079,13474,64
1/4/2021,796,1247,1226,982,882,9
1/4/2022,41861,33398,34595,39860,81607,26187
1/5/2021,890,1359,1315,1079,1118,10
1/5/2022,41928,33435,34623,39905,81672,26372
1/6/2021,1004,1486,1456,1206,1387,12
1/6/2022,42001,33467,34672,39943,81745,26518
1/7/2021,1068,1573,1567,1315,1724,14
1/7/2022,42094,33521,34707,39990,81807,26693
1/8/2021,1123,1656,1707,1453,2166,15
1/8/2022,42137,33548,34722,40014,81822,26839
1/9/2021,1155,1701,1752,1490,2303,15
1/9/2022,42163,33558,34730,40026,81834,26877
10/1/2021,36080,29874,31647,36904,76477,17987
10/10/2021,36771,30305,31950,37111,76732,18332
10/11/2021,36869,30371,31997,37142,76773,18394
10/12/2021,36946,30414,32029,37162,76797,18422
10/13/2021,37033,30458,32063,37179,76820,18454
10/14/2021,37110,30504,32095,37212,76840,18478
10/15/2021,37210,30562,32139,37252,76875,18526
10/16/2021,37275,30595,32168,37269,76889,18550
10/17/2021,37313,30626,32189,37282,76898,18565
10/18/2021,37390,30678,32231,37310,76937,18588
10/19/2021,37452,30713,32258,37337,76960,18629
10/2/2021,36131,29914,31681,36934,76491,18029
10/20/2021,37508,30755,32298,37369,76995,18650
10/21/2021,37596,30798,32332,37397,77024,18683
10/22/2021,37695,30861,32380,37432,77078,18716
10/23/2021,37767,30918,32410,37449,77110,18744
