date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,337,326,284,287,224,2
1/1/2022,14498,9989,9446,12347,24958,11950
1/10/2021,455,465,396,400,659,4
1/10/2022,14690,10120,9578,12460,25066,12338
1/11/2021,467,480,420,419,858,4
1/11/2022,14717,10134,9587,12471,25072,12362
1/12/2021,474,488,428,429,1075,5
1/12/2022,14746,10147,9600,12491,25084,12416
1/13/2021,494,522,452,456,1392,5
1/13/2022,14782,10180,9626,12518,25107,12582
1/14/2021,499,530,466,467,1644,5
1/14/2022,14807,10206,9641,12536,25120,12669
1/15/2021,504,537,476,478,2070,5
1/16/2021,520,543,484,490,2428,5
1/17/2021,523,544,487,492,2442,5
1/18/2021,526,549,494,501,2620,5
1/19/2021,544,561,511,518,2835,5
1/2/2021,338,329,288,290,226,2
1/2/2022,14505,9996,9449,12354,24960,11969
1/20/2021,556,576,527,542,3215,6
1/21/2021,562,591,539,565,3594,6
1/22/2021,577,599,547,574,3760,6
1/23/2021,603,634,583,609,4118,6
1/24/2021,613,638,589,630,4192,6
1/25/2021,639,661,630,679,4383,6
1/26/2021,662,705,679,738,4602,7
1/27/2021,690,743,724,785,4992,7
1/28/2021,742,784,777,864,5618,8
1/29/2021,784,831,846,937,6002,8
1/3/2021,349,343,300,305,250,2
1/3/2022,14531,10010,9464,12372,24975,11995
1/30/2021,786,836,848,942,6019,8
1/31/2021,791,839,851,950,6047,8
1/4/2021,355,352,305,307,271,2
1/4/2022,14550,10030,9479,12384,24993,12042
1/5/2021,375,379,319,322,283,2
1/5/2022,14575,10037,9491,12396,25006,12086
1/6/2021,397,396,339,347,301,2
1/6/2022,14602,10055,9501,12412,25022,12152
1/7/2021,404,403,348,357,331,2
1/7/2022,14655,10088,9546,12441,25050,12256
1/8/2021,434,436,376,381,361,3
1/8/2022,14666,10102,9555,12445,25056,12289
1/9/2021,449,460,396,398,656,4
1/9/2022,14674,10108,9562,12450,25059,12297
10/1/2021,12655,8609,8204,11101,23316,5982
10/10/2021,12805,8695,8300,11154,23371,6060
10/11/2021,12821,8705,8309,11159,23379,6070
10/12/2021,12843,8711,8315,11165,23383,6082
10/13/2021,12864,8733,8321,11168,23387,6093
10/14/2021,12895,8752,8338,11185,23399,6104
10/15/2021,12915,8767,8350,11200,23407,6111
10/16/2021,12948,8798,8367,11209,23411,6705
10/17/2021,12956,8801,8373,11210,23414,6710
10/18/2021,12975,8824,8387,11219,23423,6722
10/19/2021,12991,8832,8398,11231,23430,6728
10/2/2021,12663,8609,8208,11104,23317,5988
10/20/2021,12999,8844,8404,11238,23438,6732
10/21/2021,13009,8856,8412,11252,23447,6739
10/22/2021,13041,8885,8430,11265,23470,6755
10/23/2021,13052,8886,8430,11269,23478,6760
10/24/2021,13057,8888,8433,11274,23489,6761
10/25/2021,13073,8898,8444,11281,23517,6765
10/26/2021,13086,8919,8457,11291,23540,6771
10/27/2021,13102,8937,8470,11303,23562,6773
10/28/2021,13122,8953,8484,11312,23600,6782
10/29/2021,13143,8968,8502,11327,23641,6811
10/3/2021,12668,8611,8210,11105,23317,5989
10/30/2021,13149,8972,8507,11333,23650,6816
10/31/2021,13155,8974,8508,11335,23655,6816
10/4/2021,12689,8615,8226,11109,23324,5997
10/5/2021,12722,8629,8237,11117,23328,6006
10/6/2021,12743,8647,8257,11125,23340,6011
10/7/2021,12768,8664,8273,11137,23349,6029
10/8/2021,12785,8684,8291,11150,23367,6052
10/9/2021,12801,8691,8296,11153,23369,6060
11/1/2021,13177,8985,8517,11346,23684,6825
11/10/2021,13374,9120,8649,11464,23891,7250
11/11/2021,13397,9143,8669,11479,23922,7352
11/12/2021,13440,9184,8702,11511,23972,7609
11/13/2021,13477,9223,8729,11526,23988,8234
11/14/2021,13493,9230,8740,11536,23991,8297
11/15/2021,13510,9254,8752,11550,24012,8397
11/16/2021,13535,9272,8764,11568,24035,8531
11/17/2021,13560,9286,8783,11583,24060,8816
11/18/2021,13582,9301,8799,11605,24095,8894
11/19/2021,13612,9329,8834,11631,24130,9015
11/2/2021,13203,9000,8529,11357,23708,6836
11/20/2021,13621,9351,8849,11638,24140,9365
11/21/2021,13627,9365,8863,11640,24146,9386
11/22/2021,13652,9380,8875,11661,24158,9441
11/23/2021,13675,9400,8891,11677,24190,9502
11/24/2021,13708,9421,8904,11696,24217,9577
11/25/2021,13708,9421,8904,11696,24217,9577
11/26/2021,13721,9426,8916,11714,24226,9632
11/27/2021,13737,9449,8925,11725,24236,9716
11/28/2021,13751,9459,8929,11736,24245,9737
11/29/2021,13782,9485,8946,11758,24274,9855
11/3/2021,13217,9017,8540,11366,23727,6843
11/30/2021,13814,9512,8956,11786,24302,9929
11/4/2021,13246,9034,8556,11386,23773,6888
11/5/2021,13294,9055,8588,11410,23805,7050
11/6/2021,13303,9060,8596,11419,23811,7084
11/7/2021,13313,9062,8598,11421,23818,7096
11/8/2021,13333,9081,8610,11438,23841,7122
11/9/2021,13350,9100,8631,11453,23869,7181
12/1/2020,,1,,1,2,
12/1/2021,13855,9541,8990,11823,24333,10013
12/10/2020,,1,,1,2,
12/10/2021,14091,9704,9177,12006,24600,10866
12/11/2020,,1,,1,2,
12/11/2021,14105,9721,9186,12015,24617,10967
12/12/2020,,1,,1,2,
12/12/2021,14116,9735,9197,12019,24624,10978
12/13/2020,,1,,1,2,
12/13/2021,14141,9752,9215,12037,24645,11024
12/14/2020,,1,,1,2,
12/14/2021,14171,9766,9228,12056,24657,11060
12/15/2020,,1,,2,2,
12/15/2021,14201,9782,9242,12085,24684,11101
12/16/2020,,1,1,2,2,
12/16/2021,14236,9804,9258,12126,24716,11167
12/17/2020,,1,6,5,5,
12/17/2021,14283,9841,9290,12159,24766,11300
12/18/2020,1,3,7,9,5,
12/18/2021,14293,9846,9293,12169,24775,11335
12/19/2020,1,5,9,10,6,
12/19/2021,14307,9853,9301,12179,24781,11343
12/2/2020,,1,,1,2,
12/2/2021,13887,9571,9018,11853,24375,10134
12/20/2020,1,5,10,10,6,
12/20/2021,14327,9871,9324,12197,24809,11504
12/21/2020,3,7,11,14,8,
12/21/2021,14353,9883,9333,12211,24832,11528
12/22/2020,69,86,61,63,22,
12/22/2021,14375,9899,9349,12230,24851,11699
12/23/2020,176,185,153,155,47,1
12/23/2021,14397,9919,9361,12254,24879,11747
12/24/2020,206,213,179,170,57,1
12/24/2021,14404,9924,9371,12262,24890,11759
12/25/2020,206,213,179,170,57,1
12/25/2021,14404,9924,9371,12262,24890,11759
12/26/2020,208,218,181,181,58,1
12/26/2021,14414,9927,9374,12268,24892,11768
12/27/2020,208,218,181,181,58,1
12/27/2021,14431,9938,9381,12277,24904,11795
12/28/2020,224,233,202,201,70,1
12/28/2021,14443,9948,9393,12304,24911,11829
12/29/2020,240,252,216,220,77,1
12/29/2021,14461,9963,9406,12321,24932,11868
12/3/2020,,1,,1,2,
12/3/2021,13938,9599,9056,11886,24430,10283
12/30/2020,284,288,253,254,135,1
12/30/2021,14486,9980,9434,12341,24956,11930
12/31/2020,335,322,281,285,204,2
12/31/2021,14493,9987,9443,12345,24958,11950
12/4/2020,,1,,1,2,
12/4/2021,13953,9615,9068,11895,24435,10377
12/5/2020,,1,,1,2,
12/5/2021,13964,9623,9072,11900,24441,10389
12/6/2020,,1,,1,2,
12/6/2021,13981,9635,9086,11914,24455,10429
12/7/2020,,1,,1,2,
12/7/2021,14003,9648,9105,11934,24476,10471
12/8/2020,,1,,1,2,
12/8/2021,14018,9661,9125,11946,24498,10623
12/9/2020,,1,,1,2,
12/9/2021,14043,9683,9144,11972,24543,10716
2/1/2021,802,856,865,970,6215,9
2/10/2021,1063,1095,1113,1272,8165,15
2/11/2021,1175,1210,1248,1431,9207,18
2/12/2021,1246,1267,1314,1509,9885,22
2/13/2021,1270,1282,1337,1541,10073,23
2/14/2021,1270,1283,1337,1542,10085,23
2/15/2021,1273,1294,1351,1556,10243,23
2/16/2021,1283,1302,1360,1583,10485,25
2/17/2021,1290,1309,1375,1608,10665,25
2/18/2021,1295,1322,1392,1632,10857,25
2/19/2021,1300,1327,1404,1647,11040,25
2/2/2021,810,868,877,988,6361,10
2/20/2021,1305,1333,1413,1654,11053,25
2/21/2021,1307,1333,1415,1659,11062,25
2/22/2021,1309,1338,1422,1669,11098,25
2/23/2021,1312,1339,1423,1671,11145,25
2/24/2021,1346,1361,1452,1696,11377,25
2/25/2021,1386,1385,1501,1790,12140,26
2/26/2021,1428,1418,1537,1876,12612,28
2/27/2021,1487,1471,1598,1962,12928,30
2/28/2021,1490,1473,1600,1965,12958,30
2/3/2021,835,897,903,1018,6638,11
2/4/2021,856,914,920,1045,6904,12
2/5/2021,891,952,978,1085,7099,13
2/6/2021,894,955,984,1098,7182,13
2/7/2021,895,958,985,1100,7200,13
2/8/2021,906,967,995,1115,7315,13
2/9/2021,940,1001,1041,1168,7619,14
3/1/2021,1493,1481,1612,2007,13204,33
3/10/2021,1744,1751,1967,3855,16000,49
3/11/2021,1797,1799,2037,4080,16303,51
3/12/2021,1836,1835,2064,4253,16493,53
3/13/2021,1859,1858,2088,4386,16656,54
3/14/2021,1861,1860,2089,4395,16673,54
3/15/2021,1918,1902,2130,4692,16914,56
3/16/2021,1979,1955,2214,4893,17117,64
3/17/2021,2023,2004,2277,5105,17367,74
3/18/2021,2162,2086,2443,5414,17753,84
3/19/2021,2234,2149,2565,5665,18020,95
3/2/2021,1500,1494,1627,2048,13449,33
3/20/2021,2292,2204,2771,5986,18266,97
3/21/2021,2296,2211,2785,5994,18278,97
3/22/2021,2326,2256,2887,6163,18410,100
3/23/2021,2365,2287,2957,6241,18482,108
3/24/2021,2445,2356,3049,6407,18625,127
3/25/2021,2778,2622,3325,6680,18877,171
3/26/2021,2980,2729,3476,6852,19044,198
3/27/2021,3115,2862,3615,6921,19089,210
3/28/2021,3121,2867,3617,6925,19096,213
3/29/2021,3181,2903,3665,7027,19167,224
3/3/2021,1535,1535,1677,2170,13973,37
3/30/2021,3289,2972,3722,7084,19224,248
3/31/2021,3437,3083,3917,7183,19344,268
3/4/2021,1591,1596,1754,2681,14599,39
3/5/2021,1623,1626,1793,2903,14976,43
3/6/2021,1635,1639,1824,3160,15439,43
3/7/2021,1637,1642,1832,3178,15460,44
3/8/2021,1648,1654,1844,3305,15627,44
3/9/2021,1702,1720,1932,3661,15822,47
4/1/2021,3632,3267,4078,7366,19524,298
4/10/2021,5047,4249,4946,8220,20386,554
4/11/2021,5073,4257,4954,8235,20396,565
4/12/2021,5179,4341,5018,8308,20489,584
4/13/2021,5244,4382,5066,8351,20551,599
4/14/2021,5340,4465,5113,8400,20596,608
4/15/2021,5497,4643,5247,8501,20691,620
4/16/2021,5598,4723,5325,8576,20763,631
4/17/2021,5642,4760,5351,8604,20789,638
4/18/2021,5650,4763,5355,8607,20792,644
4/19/2021,5719,4794,5411,8659,20832,654
4/2/2021,3825,3394,4213,7469,19641,326
4/20/2021,5767,4831,5444,8702,20888,661
4/21/2021,5879,4901,5495,8764,20941,680
4/22/2021,5988,4992,5568,8838,20994,702
4/23/2021,6090,5054,5637,8879,21030,717
4/24/2021,6134,5078,5661,8899,21051,736
4/25/2021,6138,5084,5666,8902,21055,740
4/26/2021,6179,5116,5709,8937,21100,758
4/27/2021,6218,5142,5738,8974,21130,770
4/28/2021,6293,5185,5805,9014,21178,781
4/29/2021,6394,5260,5873,9066,21253,796
4/3/2021,3940,3481,4277,7514,19684,345
4/30/2021,6460,5296,5908,9108,21310,808
4/4/2021,3948,3484,4280,7521,19687,354
4/5/2021,4006,3535,4336,7587,19757,369
4/6/2021,4179,3618,4408,7672,19874,403
4/7/2021,4457,3870,4591,7848,20024,442
4/8/2021,4701,4043,4741,8018,20211,481
4/9/2021,4906,4158,4877,8130,20318,528
5/1/2021,6487,5318,5921,9123,21325,821
5/10/2021,6782,5530,6120,9318,21519,1084
5/11/2021,6812,5544,6139,9326,21539,1117
5/12/2021,6844,5565,6161,9356,21570,1162
5/13/2021,6927,5610,6197,9385,21622,1251
5/14/2021,6966,5638,6218,9421,21648,1352
5/15/2021,6986,5645,6237,9432,21659,1489
5/16/2021,7000,5658,6243,9434,21661,1503
5/17/2021,7051,5695,6266,9456,21693,1581
5/18/2021,7114,5734,6291,9484,21721,1652
5/19/2021,7207,5791,6341,9535,21778,1759
5/2/2021,6491,5322,5923,9124,21332,826
5/20/2021,7279,5840,6380,9576,21819,1915
5/21/2021,7335,5884,6416,9608,21840,2011
5/22/2021,7409,5929,6459,9623,21852,2069
5/23/2021,7424,5935,6463,9625,21856,2077
5/24/2021,7474,5958,6485,9649,21872,2136
5/25/2021,7510,5983,6503,9665,21891,2190
5/26/2021,7548,6010,6523,9687,21917,2275
5/27/2021,7617,6042,6557,9715,21945,2369
5/28/2021,7695,6073,6599,9746,21960,2430
5/29/2021,7711,6081,6606,9751,21960,2441
5/3/2021,6511,5346,5943,9149,21353,832
5/30/2021,7718,6089,6608,9756,21964,2454
5/31/2021,7726,6092,6611,9757,21965,2470
5/4/2021,6550,5377,5969,9172,21374,837
5/5/2021,6597,5403,6005,9216,21404,886
5/6/2021,6661,5464,6044,9262,21465,951
5/7/2021,6719,5492,6085,9282,21495,1002
5/8/2021,6750,5506,6100,9298,21504,1044
5/9/2021,6757,5511,6106,9298,21508,1048
6/1/2021,7759,6121,6625,9779,21981,2503
6/10/2021,8040,6298,6763,9908,22106,2902
6/11/2021,8059,6310,6776,9918,22121,2950
6/12/2021,8074,6319,6781,9921,22127,2981
6/13/2021,8084,6322,6782,9924,22129,2982
6/14/2021,8102,6334,6797,9933,22131,3008
6/15/2021,8127,6348,6806,9940,22142,3048
6/16/2021,8157,6363,6816,9948,22152,3081
6/17/2021,8192,6385,6835,9970,22164,3124
6/18/2021,8240,6410,6857,9986,22183,3150
6/19/2021,8271,6438,6871,9989,22185,3173
6/2/2021,7815,6151,6652,9810,22003,2572
6/20/2021,8274,6439,6873,9991,22186,3173
6/21/2021,8297,6450,6879,9995,22198,3194
6/22/2021,8311,6461,6883,10006,22202,3214
6/23/2021,8344,6477,6895,10017,22217,3263
6/24/2021,8384,6493,6911,10035,22229,3299
6/25/2021,8431,6511,6932,10050,22233,3347
6/26/2021,8446,6519,6933,10052,22235,3368
6/27/2021,8457,6523,6937,10054,22238,3370
6/28/2021,8476,6531,6946,10062,22245,3406
6/29/2021,8497,6541,6950,10069,22258,3439
6/3/2021,7861,6188,6676,9845,22028,2653
6/30/2021,8890,6727,6981,10089,22267,3486
6/4/2021,7905,6211,6690,9858,22049,2716
6/5/2021,7922,6218,6698,9861,22052,2730
6/6/2021,7927,6222,6700,9862,22052,2735
6/7/2021,7958,6242,6716,9876,22063,2783
6/8/2021,7977,6257,6727,9888,22076,2820
6/9/2021,8003,6273,6739,9895,22085,2865
7/1/2021,9445,6905,7017,10106,22288,3537
7/10/2021,9644,7019,7097,10184,22356,3792
7/11/2021,9645,7021,7097,10185,22358,3800
7/12/2021,9658,7032,7104,10192,22370,3841
7/13/2021,9672,7040,7109,10201,22376,3862
7/14/2021,9961,7165,7152,10213,22384,3914
7/15/2021,10280,7332,7214,10236,22399,3963
7/16/2021,10307,7350,7221,10254,22414,4009
7/17/2021,10315,7351,7228,10261,22419,4023
7/18/2021,10317,7354,7233,10265,22421,4028
7/19/2021,10348,7358,7245,10275,22434,4054
7/2/2021,9484,6922,7029,10120,22301,3601
7/20/2021,10372,7366,7259,10285,22440,4088
7/21/2021,10395,7376,7262,10299,22456,4134
7/22/2021,10434,7395,7279,10318,22481,4162
7/23/2021,10477,7418,7294,10344,22496,4230
7/24/2021,10503,7427,7300,10353,22499,4259
7/25/2021,10514,7432,7303,10356,22501,4265
