date,Yavapai_cume,Yavapai
2020-12-01,1,
2020-12-06,2,1
2020-12-12,3,1
2020-12-16,6,3
2020-12-17,10,4
2020-12-19,13,3
2020-12-20,16,3
2020-12-21,19,3
2020-12-22,385,366
2020-12-23,827,442
2020-12-24,877,50
2020-12-25,893,16
2020-12-26,931,38
2020-12-27,945,14
2020-12-28,1022,77
2020-12-29,1326,304
2020-12-30,2076,750
2020-12-31,2218,142
2021-01-01,2247,29
2021-01-02,2367,120
2021-01-03,2372,5
2021-01-04,2415,43
2021-01-05,2487,72
2021-01-06,2578,91
2021-01-07,3242,664
2021-01-08,3983,741
2021-01-09,4168,185
2021-01-10,4177,9
2021-01-11,4256,79
2021-01-12,4477,221
2021-01-13,4948,471
2021-01-14,5277,329
2021-01-15,5389,112
2021-01-16,5688,299
2021-01-17,5719,31
2021-01-18,5924,205
2021-01-19,6666,742
2021-01-20,7613,947
2021-01-21,9042,1429
2021-01-22,10718,1676
2021-01-23,12137,1419
2021-01-24,13472,1335
2021-01-25,14325,853
2021-01-26,14823,498
2021-01-27,16576,1753
2021-01-28,18539,1963
2021-01-29,20315,1776
2021-01-30,21266,951
2021-01-31,22182,916
2021-02-01,24139,1957
2021-02-02,26354,2215
2021-02-03,28829,2475
2021-02-04,30755,1926
2021-02-05,32619,1864
2021-02-06,33873,1254
2021-02-07,34880,1007
2021-02-08,36422,1542
2021-02-09,37976,1554
2021-02-10,40096,2120
2021-02-11,41746,1650
2021-02-12,43301,1555
2021-02-13,44595,1294
2021-02-14,45598,1003
2021-02-15,46376,778
2021-02-16,47843,1467
2021-02-17,48807,964
2021-02-18,49396,589
2021-02-19,49969,573
2021-02-20,50254,285
2021-02-21,50470,216
2021-02-22,50768,298
2021-02-23,52202,1434
2021-02-24,55192,2990
2021-02-25,57996,2804
2021-02-26,61144,3148
2021-02-27,62321,1177
2021-02-28,63471,1150
2021-03-01,66048,2577
2021-03-02,68329,2281
2021-03-03,71007,2678
2021-03-04,72689,1682
2021-03-05,74689,2000
2021-03-06,76326,1637
2021-03-07,77905,1579
2021-03-08,80439,2534
2021-03-09,83273,2834
2021-03-10,86160,2887
2021-03-11,88178,2018
2021-03-12,90015,1837
2021-03-13,91771,1756
2021-03-14,93460,1689
2021-03-15,95508,2048
2021-03-16,97688,2180
2021-03-17,99513,1825
2021-03-18,100793,1280
2021-03-19,102058,1265
2021-03-20,103034,976
2021-03-21,103319,285
2021-03-22,104440,1121
2021-03-23,105559,1119
2021-03-24,107003,1444
2021-03-25,108459,1456
2021-03-26,109937,1478
2021-03-27,110816,879
2021-03-28,111027,211
2021-03-29,112056,1029
2021-03-30,113144,1088
2021-03-31,114308,1164
2021-04-01,115689,1381
2021-04-02,117028,1339
2021-04-03,117842,814
2021-04-04,118053,211
2021-04-05,119435,1382
2021-04-06,121049,1614
2021-04-07,122585,1536
2021-04-08,124403,1818
2021-04-09,126314,1911
2021-04-10,127122,808
2021-04-11,127791,669
2021-04-12,129054,1263
2021-04-13,129866,812
2021-04-14,131418,1552
2021-04-15,133118,1700
2021-04-16,134622,1504
2021-04-17,136287,1665
2021-04-18,137044,757
2021-04-19,138617,1573
2021-04-20,139490,873
2021-04-21,140784,1294
2021-04-22,142285,1501
2021-04-23,143747,1462
2021-04-24,144976,1229
2021-04-25,145477,501
2021-04-26,146654,1177
2021-04-27,147501,847
2021-04-28,148593,1092
2021-04-29,149440,847
2021-04-30,150422,982
2021-05-01,151029,607
2021-05-02,151246,217
2021-05-03,151978,732
2021-05-04,152863,885
2021-05-05,153503,640
2021-05-06,154102,599
2021-05-07,154705,603
2021-05-08,155166,461
2021-05-09,155325,159
2021-05-10,155924,599
2021-05-11,156446,522
2021-05-12,157151,705
2021-05-13,157702,551
2021-05-14,158434,732
2021-05-15,158899,465
2021-05-16,159081,182
2021-05-17,159513,432
2021-05-18,160016,503
2021-05-19,160597,581
2021-05-20,161272,675
2021-05-21,161783,511
2021-05-22,162056,273
2021-05-23,162241,185
2021-05-24,162630,389
2021-05-25,163014,384
2021-05-26,163427,413
2021-05-27,163793,366
2021-05-28,164225,432
2021-05-29,164420,195
2021-05-30,164564,144
2021-05-31,164663,99
2021-06-01,165068,405
2021-06-02,165467,399
2021-06-03,165886,419
2021-06-04,166326,440
2021-06-05,166530,204
2021-06-06,166670,140
2021-06-07,166960,290
2021-06-08,167297,337
2021-06-09,167619,322
2021-06-10,167926,307
2021-06-11,168279,353
2021-06-12,168492,213
2021-06-13,168610,118
2021-06-14,168860,250
2021-06-15,169155,295
2021-06-16,169454,299
2021-06-17,169702,248
2021-06-18,170031,329
2021-06-19,170166,135
2021-06-20,170243,77
2021-06-21,170423,180
2021-06-22,170669,246
2021-06-23,170942,273
2021-06-24,171152,210
2021-06-25,171424,272
2021-06-26,171544,120
2021-06-27,171625,81
2021-06-28,171820,195
2021-06-29,172009,189
2021-06-30,172270,261
2021-07-01,172504,234
2021-07-02,172764,260
2021-07-03,172890,126
2021-07-04,172905,15
2021-07-05,173054,149
2021-07-06,173250,196
2021-07-07,173495,245
2021-07-08,173682,187
2021-07-09,173910,228
2021-07-10,174040,130
2021-07-11,174099,59
2021-07-12,174251,152
2021-07-13,174416,165
2021-07-14,174586,170
2021-07-15,174765,179
2021-07-16,175068,303
2021-07-17,175235,167
2021-07-18,175335,100
2021-07-19,175568,233
2021-07-20,175818,250
2021-07-21,176139,321
2021-07-22,176422,283
2021-07-23,176725,303
2021-07-24,176970,245
2021-07-25,177116,146
2021-07-26,177383,267
2021-07-27,177685,302
2021-07-28,177976,291
2021-07-29,178225,249
2021-07-30,178704,479
2021-07-31,178928,224
2021-08-01,179069,141
2021-08-02,179332,263
2021-08-03,179616,284
2021-08-04,179921,305
2021-08-05,180227,306
2021-08-06,180634,407
2021-08-07,180906,272
2021-08-08,181061,155
2021-08-09,181369,308
2021-08-10,181618,249
2021-08-11,181886,268
2021-08-12,182260,374
2021-08-13,182762,502
2021-08-14,183084,322
2021-08-15,183263,179
2021-08-16,183632,369
2021-08-17,184021,389
2021-08-18,184409,388
2021-08-19,184784,375
2021-08-20,185280,496
2021-08-21,185536,256
2021-08-22,185693,157
2021-08-23,186009,316
2021-08-24,186341,332
2021-08-25,186757,416
2021-08-26,187110,353
2021-08-27,187608,498
2021-08-28,187850,242
2021-08-29,188026,176
2021-08-30,188342,316
2021-08-31,188636,294
2021-09-01,188987,351
2021-09-02,189230,243
2021-09-03,189666,436
2021-09-04,189897,231
2021-09-05,190039,142
2021-09-06,190098,59
2021-09-07,190388,290
2021-09-08,190695,307
2021-09-09,190938,243
2021-09-10,191425,487
2021-09-11,191618,193
2021-09-12,191768,150
2021-09-13,192023,255
2021-09-14,192269,246
2021-09-15,192466,197
2021-09-16,192708,242
2021-09-17,193066,358
2021-09-18,193239,173
2021-09-19,193336,97
2021-09-20,193505,169
2021-09-21,193715,210
2021-09-22,193976,261
2021-09-23,194217,241
2021-09-24,194595,378
2021-09-25,194805,210
2021-09-26,194888,83
2021-09-27,195141,253
2021-09-28,195353,212
2021-09-29,195610,257
2021-09-30,195868,258
2021-10-01,196175,307
2021-10-02,196310,135
2021-10-03,196364,54
2021-10-04,196572,208
2021-10-05,196788,216
2021-10-06,197016,228
2021-10-07,197174,158
2021-10-08,197434,260
2021-10-09,197554,120
2021-10-10,197625,71
2021-10-11,197824,199
2021-10-12,197962,138
2021-10-13,198160,198
2021-10-14,198383,223
2021-10-15,198628,245
2021-10-16,198731,103
2021-10-17,198817,86
2021-10-18,199002,185
2021-10-19,199183,181
2021-10-20,199389,206
2021-10-21,199589,200
2021-10-22,200370,781
2021-10-23,200821,451
2021-10-24,201118,297
2021-10-25,202113,995
2021-10-26,203098,985
2021-10-27,204169,1071
2021-10-28,205327,1158
2021-10-29,206392,1065
2021-10-30,206719,327
2021-10-31,206946,227
2021-11-01,207718,772
2021-11-02,208518,800
2021-11-03,209450,932
2021-11-04,210384,934
2021-11-05,211528,1144
2021-11-06,212003,475
2021-11-07,212333,330
2021-11-08,213372,1039
2021-11-09,214520,1148
2021-11-10,215565,1045
2021-11-11,216580,1015
2021-11-12,217971,1391
2021-11-13,218359,388
2021-11-14,218672,313
2021-11-15,219643,971
2021-11-16,220632,989
2021-11-17,221748,1116
2021-11-18,222999,1251
2021-11-19,224214,1215
2021-11-20,224766,552
2021-11-21,225103,337
2021-11-22,226209,1106
2021-11-23,227286,1077
2021-11-24,228049,763
2021-11-26,228522,473
2021-11-27,228935,413
2021-11-28,229261,326
2021-11-29,230030,769
2021-11-30,230751,721
2021-12-01,231703,952
2021-12-02,232898,1195
2021-12-03,233996,1098
2021-12-04,234436,440
2021-12-05,234739,303
2021-12-06,235620,881
2021-12-07,236479,859
2021-12-08,237524,1045
2021-12-09,238372,848
2021-12-10,239365,993
2021-12-11,239707,342
2021-12-12,239977,270
2021-12-13,240615,638
2021-12-14,240859,244
