date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,225,279,299,351,928,6
1/10/2021,371,474,508,606,2232,31
1/11/2021,410,522,576,659,2473,34
1/12/2021,437,549,640,730,2723,35
1/13/2021,456,573,667,804,2920,36
1/14/2021,488,621,707,892,3142,44
1/15/2021,523,669,767,978,3409,45
1/16/2021,527,670,768,980,3417,45
1/17/2021,529,671,768,981,3419,45
1/18/2021,542,682,797,1008,3442,45
1/19/2021,573,709,840,1088,3598,46
1/2/2021,225,280,299,351,929,6
1/20/2021,601,753,901,1194,3759,52
1/21/2021,703,842,1018,1365,3973,67
1/22/2021,775,900,1071,1472,4103,80
1/23/2021,780,903,1074,1477,4228,114
1/24/2021,781,904,1074,1478,4241,116
1/25/2021,794,918,1101,1528,4358,117
1/26/2021,829,939,1132,1583,4500,119
1/27/2021,859,966,1174,1633,4671,132
1/28/2021,1011,1058,1289,1769,4892,182
1/29/2021,1094,1105,1365,1876,5134,238
1/3/2021,225,280,299,352,931,6
1/30/2021,1105,1125,1416,1904,5155,238
1/31/2021,1105,1126,1419,1905,5164,238
1/4/2021,241,300,319,384,1066,6
1/5/2021,283,335,359,421,1297,6
1/6/2021,294,359,380,453,1645,25
1/7/2021,333,428,469,552,2022,30
1/8/2021,370,473,507,601,2229,31
1/9/2021,371,474,507,606,2232,31
10/1/2021,5920,4514,5002,7214,14845,6390
10/10/2021,5961,4551,5028,7237,14882,6432
10/11/2021,5971,4558,5029,7245,14894,6445
10/12/2021,5980,4560,5032,7249,14899,6450
10/13/2021,5991,4562,5037,7253,14908,6463
10/14/2021,6004,4567,5041,7259,14918,6468
10/15/2021,6012,4575,5044,7266,14926,6478
10/16/2021,6016,4575,5045,7270,14928,6479
10/17/2021,6017,4575,5046,7270,14928,6479
10/18/2021,6027,4579,5047,7276,14938,6483
10/19/2021,6038,4585,5050,7286,14949,6491
10/2/2021,5922,4516,5004,7219,14853,6390
10/20/2021,6044,4587,5052,7293,14967,6502
10/21/2021,6050,4595,5055,7296,14980,6508
10/22/2021,6071,4605,5065,7301,14993,6518
10/23/2021,6073,4607,5066,7301,14998,6521
10/24/2021,6074,4608,5066,7303,15003,6523
10/25/2021,6083,4612,5071,7312,15022,6526
10/26/2021,6089,4620,5079,7316,15045,6533
10/27/2021,6100,4625,5085,7327,15061,6546
10/28/2021,6120,4642,5103,7348,15091,6552
10/29/2021,6135,4653,5111,7363,15110,6567
10/3/2021,5923,4516,5004,7219,14853,6390
10/30/2021,6140,4656,5113,7366,15114,6570
10/31/2021,6143,4656,5113,7366,15116,6570
10/4/2021,5930,4521,5006,7223,14859,6399
10/5/2021,5937,4525,5009,7227,14866,6407
10/6/2021,5943,4533,5015,7228,14873,6412
10/7/2021,5948,4537,5019,7232,14879,6421
10/8/2021,5955,4547,5027,7235,14882,6432
10/9/2021,5959,4549,5028,7237,14882,6432
11/1/2021,6151,4660,5120,7371,15125,6571
11/10/2021,6205,4696,5171,7427,15238,7508
11/11/2021,6212,4703,5173,7435,15247,7533
11/12/2021,6220,4707,5181,7440,15255,7679
11/13/2021,6225,4709,5182,7447,15260,7690
11/14/2021,6229,4710,5183,7451,15263,7695
11/15/2021,6248,4720,5192,7464,15281,7749
11/16/2021,6260,4723,5196,7470,15298,7784
11/17/2021,6281,4735,5212,7482,15305,7890
11/18/2021,6287,4737,5214,7485,15318,7910
11/19/2021,6302,4745,5228,7499,15328,8003
11/2/2021,6160,4666,5125,7378,15141,6574
11/20/2021,6313,4749,5232,7506,15336,8065
11/21/2021,6313,4749,5235,7508,15342,8067
11/22/2021,6323,4761,5248,7513,15352,8130
11/23/2021,6337,4766,5251,7519,15359,8154
11/24/2021,6344,4771,5256,7526,15365,8177
11/25/2021,6344,4771,5256,7526,15365,8177
11/26/2021,6351,4780,5262,7527,15371,8203
11/27/2021,6356,4780,5264,7530,15372,8213
11/28/2021,6360,4782,5264,7533,15375,8219
11/29/2021,6376,4791,5279,7543,15396,8250
11/3/2021,6165,4670,5133,7389,15157,6582
11/30/2021,6392,4808,5301,7552,15407,8292
11/4/2021,6173,4672,5138,7398,15173,6604
11/5/2021,6178,4674,5149,7403,15186,6664
11/6/2021,6182,4679,5158,7408,15206,6729
11/7/2021,6182,4684,5160,7409,15211,6742
11/8/2021,6190,4687,5166,7416,15222,6855
11/9/2021,6196,4692,5169,7422,15232,6950
12/1/2021,6397,4813,5305,7560,15415,8363
12/10/2020,1,,1,2,1,1
12/10/2021,6489,4850,5358,7625,15487,8565
12/11/2020,1,,1,2,1,1
12/11/2021,6495,4855,5360,7633,15492,8597
12/12/2020,1,,1,2,1,1
12/12/2021,6499,4855,5363,7633,15497,8606
12/13/2020,1,,1,2,1,1
12/13/2021,6518,4870,5372,7637,15510,8624
12/14/2020,1,,1,3,1,1
12/14/2021,6521,4874,5375,7645,15514,8628
12/15/2020,2,1,3,3,1,1
12/16/2020,9,5,12,9,2,1
12/17/2020,16,24,35,27,9,1
12/18/2020,26,41,50,41,24,1
12/19/2020,27,41,50,42,24,1
12/2/2020,,,,,,1
12/2/2021,6406,4818,5314,7570,15423,8381
12/20/2020,27,41,50,44,24,1
12/21/2020,28,41,50,46,27,2
12/22/2020,31,52,67,56,65,2
12/23/2020,61,82,92,88,114,2
12/24/2020,74,100,106,104,160,2
12/25/2020,76,101,107,104,160,2
12/26/2020,76,101,108,105,160,2
12/27/2020,77,101,108,105,160,2
12/28/2020,114,153,166,181,278,2
12/29/2020,135,198,222,243,468,3
12/3/2020,,,,,,1
12/3/2021,6422,4825,5318,7583,15433,8449
12/30/2020,176,239,265,296,659,4
12/31/2020,221,276,299,347,847,6
12/4/2020,,,,1,,1
12/4/2021,6439,4830,5327,7591,15457,8490
12/5/2020,,,,1,,1
12/5/2021,6442,4833,5330,7592,15459,8493
12/6/2020,,,1,1,,1
12/6/2021,6452,4838,5336,7599,15465,8505
12/7/2020,1,,1,1,,1
12/7/2021,6460,4841,5340,7604,15466,8515
12/8/2020,1,,1,1,,1
12/8/2021,6466,4844,5348,7612,15471,8530
12/9/2020,1,,1,1,,1
12/9/2021,6475,4845,5352,7618,15480,8547
2/1/2021,1133,1158,1458,1999,5430,251
2/10/2021,1370,1419,1876,2676,7153,447
2/11/2021,1492,1504,1952,2778,7416,486
2/12/2021,1556,1554,1999,2853,7669,501
2/13/2021,1763,1658,2092,2931,7777,534
2/14/2021,1766,1659,2094,2938,7807,536
2/15/2021,1773,1665,2100,2953,7897,537
2/16/2021,1801,1688,2132,2989,8182,559
2/17/2021,1851,1731,2182,3037,8424,642
2/18/2021,1888,1760,2216,3095,8630,661
2/19/2021,1938,1790,2252,3143,8714,676
2/2/2021,1151,1177,1488,2033,5673,258
2/20/2021,1972,1807,2266,3158,8735,696
2/21/2021,1977,1808,2268,3159,8747,699
2/22/2021,2032,1848,2308,3195,8804,710
2/23/2021,2103,1889,2341,3262,8932,744
2/24/2021,2141,1910,2361,3307,9059,753
2/25/2021,2187,1960,2411,3383,9349,883
2/26/2021,2248,2001,2460,3416,9470,965
2/27/2021,2263,2011,2468,3432,9510,967
2/28/2021,2266,2011,2472,3436,9516,969
2/3/2021,1176,1206,1524,2101,5986,261
2/4/2021,1195,1234,1571,2157,6206,281
2/5/2021,1210,1252,1603,2284,6368,288
2/6/2021,1269,1316,1755,2534,6481,388
2/7/2021,1269,1316,1756,2534,6489,389
2/8/2021,1299,1357,1796,2561,6686,402
2/9/2021,1309,1380,1825,2611,6896,413
3/1/2021,2307,2034,2495,3464,9610,978
3/10/2021,2558,2192,2710,3974,10575,1135
3/11/2021,2592,2226,2730,4094,10773,1142
3/12/2021,2621,2237,2747,4168,10876,1147
3/13/2021,2631,2240,2755,4188,10909,1150
3/14/2021,2631,2241,2756,4196,10924,1151
3/15/2021,2657,2265,2809,4351,11091,1162
3/16/2021,2685,2282,2835,4392,11170,1168
3/17/2021,2727,2322,2881,4500,11284,1171
3/18/2021,2774,2354,2918,4641,11497,1197
3/19/2021,2800,2378,2947,4711,11587,1206
3/2/2021,2344,2055,2515,3510,9732,986
3/20/2021,2810,2382,2950,4720,11612,1211
3/21/2021,2812,2382,2954,4723,11629,1215
3/22/2021,2846,2411,2976,4773,11709,1220
3/23/2021,2887,2454,3031,4892,11922,1255
3/24/2021,2940,2514,3085,4988,12043,1288
3/25/2021,2980,2538,3126,5061,12151,1323
3/26/2021,3011,2567,3172,5122,12213,1361
3/27/2021,3051,2588,3190,5139,12228,1367
3/28/2021,3059,2590,3192,5145,12231,1369
3/29/2021,3105,2622,3235,5201,12317,1376
3/3/2021,2365,2074,2551,3578,9897,1028
3/30/2021,3150,2644,3261,5253,12377,1390
3/31/2021,3213,2690,3307,5319,12456,1418
3/4/2021,2387,2085,2567,3649,10122,1076
3/5/2021,2413,2101,2587,3694,10188,1092
3/6/2021,2462,2126,2626,3741,10220,1100
3/7/2021,2463,2128,2631,3753,10230,1102
3/8/2021,2475,2136,2643,3801,10323,1107
3/9/2021,2517,2162,2672,3868,10406,1118
4/1/2021,3256,2722,3362,5377,12540,1432
4/10/2021,3556,2937,3578,5644,12934,1576
4/11/2021,3561,2942,3583,5653,12945,1580
4/12/2021,3596,2989,3627,5683,12998,1588
4/13/2021,3618,3007,3652,5713,13045,1611
4/14/2021,3657,3034,3670,5743,13081,1621
4/15/2021,3701,3059,3702,5772,13113,1636
4/16/2021,3739,3083,3721,5801,13130,1651
4/17/2021,3749,3090,3727,5811,13144,1652
