date,Maricopa_cume,Maricopa
2020-12-01 00:00:00,61,
2020-12-02 00:00:00,70,9
2020-12-03 00:00:00,75,5
2020-12-04 00:00:00,76,1
2020-12-07 00:00:00,80,4
2020-12-08 00:00:00,83,3
2020-12-09 00:00:00,87,4
2020-12-10 00:00:00,97,10
2020-12-11 00:00:00,101,4
2020-12-12 00:00:00,103,2
2020-12-13 00:00:00,104,1
2020-12-14 00:00:00,109,5
2020-12-15 00:00:00,122,13
2020-12-16 00:00:00,163,41
2020-12-17 00:00:00,1416,1253
2020-12-18 00:00:00,3076,1660
2020-12-19 00:00:00,4760,1684
2020-12-20 00:00:00,5733,973
2020-12-21 00:00:00,8997,3264
2020-12-22 00:00:00,13256,4259
2020-12-23 00:00:00,18076,4820
2020-12-24 00:00:00,19639,1563
2020-12-25 00:00:00,19640,1
2020-12-26 00:00:00,24758,5118
2020-12-27 00:00:00,27076,2318
2020-12-28 00:00:00,32371,5295
2020-12-29 00:00:00,40336,7965
2020-12-30 00:00:00,49150,8814
2020-12-31 00:00:00,52924,3774
2021-01-01 00:00:00,53514,590
2021-01-02 00:00:00,59735,6221
2021-01-03 00:00:00,62432,2697
2021-01-04 00:00:00,67092,4660
2021-01-05 00:00:00,71474,4382
2021-01-06 00:00:00,76495,5021
2021-01-07 00:00:00,81781,5286
2021-01-08 00:00:00,86354,4573
2021-01-09 00:00:00,91004,4650
2021-01-10 00:00:00,93727,2723
2021-01-11 00:00:00,102725,8998
2021-01-12 00:00:00,113505,10780
2021-01-13 00:00:00,125064,11559
2021-01-14 00:00:00,136523,11459
2021-01-15 00:00:00,146367,9844
2021-01-16 00:00:00,152763,6396
2021-01-17 00:00:00,155496,2733
2021-01-18 00:00:00,162332,6836
2021-01-19 00:00:00,174605,12273
2021-01-20 00:00:00,188164,13559
2021-01-21 00:00:00,202454,14290
2021-01-22 00:00:00,219767,17313
2021-01-23 00:00:00,233689,13922
2021-01-24 00:00:00,240856,7167
2021-01-25 00:00:00,252446,11590
2021-01-26 00:00:00,269334,16888
2021-01-27 00:00:00,285148,15814
2021-01-28 00:00:00,299414,14266
2021-01-29 00:00:00,316779,17365
2021-01-30 00:00:00,328162,11383
2021-01-31 00:00:00,331657,3495
2021-02-01 00:00:00,340757,9100
2021-02-02 00:00:00,355193,14436
2021-02-03 00:00:00,369503,14310
2021-02-04 00:00:00,386284,16781
2021-02-05 00:00:00,401449,15165
2021-02-06 00:00:00,415919,14470
2021-02-07 00:00:00,418409,2490
2021-02-08 00:00:00,429708,11299
2021-02-09 00:00:00,447739,18031
2021-02-10 00:00:00,464303,16564
2021-02-11 00:00:00,481509,17206
2021-02-12 00:00:00,508317,26808
2021-02-13 00:00:00,528045,19728
2021-02-14 00:00:00,531930,3885
2021-02-15 00:00:00,541367,9437
2021-02-16 00:00:00,559509,18142
2021-02-17 00:00:00,579056,19547
2021-02-18 00:00:00,599144,20088
2021-02-19 00:00:00,619931,20787
2021-02-20 00:00:00,636117,16186
2021-02-21 00:00:00,639157,3040
2021-02-22 00:00:00,648672,9515
2021-02-23 00:00:00,668136,19464
2021-02-24 00:00:00,689628,21492
2021-02-25 00:00:00,709490,19862
2021-02-26 00:00:00,736230,26740
2021-02-27 00:00:00,755506,19276
2021-02-28 00:00:00,759639,4133
2021-03-01 00:00:00,774441,14802
2021-03-02 00:00:00,791798,17357
2021-03-03 00:00:00,810222,18424
2021-03-04 00:00:00,829432,19210
2021-03-05 00:00:00,849619,20187
2021-03-06 00:00:00,864413,14794
2021-03-07 00:00:00,869222,4809
2021-03-08 00:00:00,886347,17125
2021-03-09 00:00:00,906135,19788
2021-03-10 00:00:00,929067,22932
2021-03-11 00:00:00,952850,23783
2021-03-12 00:00:00,982580,29730
2021-03-13 00:00:00,1000430,17850
2021-03-14 00:00:00,1007685,7255
2021-03-15 00:00:00,1025605,17920
2021-03-16 00:00:00,1046165,20560
2021-03-17 00:00:00,1069932,23767
2021-03-18 00:00:00,1093962,24030
2021-03-19 00:00:00,1115639,21677
2021-03-20 00:00:00,1134172,18533
2021-03-21 00:00:00,1143229,9057
2021-03-22 00:00:00,1160388,17159
2021-03-23 00:00:00,1178895,18507
2021-03-24 00:00:00,1201272,22377
2021-03-25 00:00:00,1225954,24682
2021-03-26 00:00:00,1248946,22992
2021-03-27 00:00:00,1266168,17222
2021-03-28 00:00:00,1274965,8797
2021-03-29 00:00:00,1296012,21047
2021-03-30 00:00:00,1318514,22502
2021-03-31 00:00:00,1346120,27606
2021-04-01 00:00:00,1375525,29405
2021-04-02 00:00:00,1400204,24679
2021-04-03 00:00:00,1414451,14247
2021-04-04 00:00:00,1421098,6647
2021-04-05 00:00:00,1445782,24684
2021-04-06 00:00:00,1474304,28522
2021-04-07 00:00:00,1507098,32794
2021-04-08 00:00:00,1541813,34715
2021-04-09 00:00:00,1571094,29281
2021-04-10 00:00:00,1590302,19208
2021-04-11 00:00:00,1600406,10104
2021-04-12 00:00:00,1621951,21545
2021-04-13 00:00:00,1641967,20016
2021-04-14 00:00:00,1664135,22168
2021-04-15 00:00:00,1687893,23758
2021-04-16 00:00:00,1710704,22811
2021-04-17 00:00:00,1726527,15823
2021-04-18 00:00:00,1734941,8414
2021-04-19 00:00:00,1755609,20668
2021-04-20 00:00:00,1776724,21115
2021-04-21 00:00:00,1802834,26110
2021-04-22 00:00:00,1828415,25581
2021-04-23 00:00:00,1851059,22644
2021-04-24 00:00:00,1865511,14452
2021-04-25 00:00:00,1873503,7992
2021-04-26 00:00:00,1893781,20278
2021-04-27 00:00:00,1914499,20718
2021-04-28 00:00:00,1937202,22703
2021-04-29 00:00:00,1957677,20475
2021-04-30 00:00:00,1980556,22879
2021-05-01 00:00:00,1994501,13945
2021-05-02 00:00:00,2002358,7857
2021-05-03 00:00:00,2017167,14809
2021-05-04 00:00:00,2035940,18773
2021-05-05 00:00:00,2053544,17604
2021-05-06 00:00:00,2071551,18007
2021-05-07 00:00:00,2089976,18425
2021-05-08 00:00:00,2102967,12991
2021-05-09 00:00:00,2107886,4919
2021-05-10 00:00:00,2121867,13981
2021-05-11 00:00:00,2136890,15023
2021-05-12 00:00:00,2153814,16924
2021-05-13 00:00:00,2174436,20622
2021-05-14 00:00:00,2193751,19315
2021-05-15 00:00:00,2207671,13920
2021-05-16 00:00:00,2216514,8843
2021-05-17 00:00:00,2234382,17868
2021-05-18 00:00:00,2250968,16586
2021-05-19 00:00:00,2273005,22037
2021-05-20 00:00:00,2290359,17354
2021-05-21 00:00:00,2309812,19453
2021-05-22 00:00:00,2324106,14294
2021-05-23 00:00:00,2331149,7043
2021-05-24 00:00:00,2345435,14286
2021-05-25 00:00:00,2358281,12846
2021-05-26 00:00:00,2370778,12497
2021-05-27 00:00:00,2382956,12178
2021-05-28 00:00:00,2396042,13086
2021-05-29 00:00:00,2403953,7911
2021-05-30 00:00:00,2408881,4928
2021-05-31 00:00:00,2411400,2519
2021-06-01 00:00:00,2423792,12392
2021-06-02 00:00:00,2434325,10533
2021-06-03 00:00:00,2447311,12986
2021-06-04 00:00:00,2461327,14016
2021-06-05 00:00:00,2471655,10328
2021-06-06 00:00:00,2477984,6329
2021-06-07 00:00:00,2489820,11836
2021-06-08 00:00:00,2500727,10907
2021-06-09 00:00:00,2510912,10185
2021-06-10 00:00:00,2522936,12024
2021-06-11 00:00:00,2538590,15654
2021-06-12 00:00:00,2548897,10307
2021-06-13 00:00:00,2553906,5009
2021-06-14 00:00:00,2564775,10869
2021-06-15 00:00:00,2574773,9998
2021-06-16 00:00:00,2584148,9375
2021-06-17 00:00:00,2593078,8930
2021-06-18 00:00:00,2604280,11202
2021-06-19 00:00:00,2610800,6520
2021-06-20 00:00:00,2614544,3744
2021-06-21 00:00:00,2621441,6897
2021-06-22 00:00:00,2629352,7911
2021-06-23 00:00:00,2636950,7598
2021-06-24 00:00:00,2644287,7337
2021-06-25 00:00:00,2653491,9204
2021-06-26 00:00:00,2659905,6414
2021-06-27 00:00:00,2662514,2609
2021-06-28 00:00:00,2668172,5658
2021-06-29 00:00:00,2675454,7282
2021-06-30 00:00:00,2681883,6429
2021-07-01 00:00:00,2687991,6108
2021-07-02 00:00:00,2694575,6584
2021-07-03 00:00:00,2698472,3897
2021-07-04 00:00:00,2699302,830
2021-07-05 00:00:00,2704045,4743
2021-07-06 00:00:00,2710721,6676
2021-07-07 00:00:00,2717312,6591
2021-07-08 00:00:00,2723702,6390
2021-07-09 00:00:00,2733302,9600
2021-07-10 00:00:00,2738538,5236
2021-07-11 00:00:00,2741310,2772
2021-07-12 00:00:00,2746684,5374
2021-07-13 00:00:00,2752055,5371
2021-07-14 00:00:00,2756710,4655
2021-07-15 00:00:00,2760935,4225
2021-07-16 00:00:00,2766478,5543
2021-07-17 00:00:00,2770226,3748
2021-07-18 00:00:00,2770866,640
