date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20767,23408,21562,18830,13982,166
1/1/2022,935723,622877,634264,720047,1296892,568325
1/10/2021,34194,35697,33903,30760,31977,385
1/10/2022,947339,628637,639691,725671,1302787,587640
1/11/2021,36097,37516,35891,32476,36433,438
1/11/2022,948823,629383,640331,726318,1303533,589894
1/12/2021,38843,40198,38706,35048,44377,532
1/12/2022,950219,630093,640984,727035,1304220,592445
1/13/2021,41565,43121,41874,37830,53489,606
1/13/2022,951851,630852,641660,727744,1304923,594942
1/14/2021,44289,46180,45163,40909,63254,660
1/14/2022,953450,631659,642292,728361,1305444,598233
1/15/2021,47751,49421,48600,44082,72837,747
1/15/2022,954374,632158,642679,728701,1305638,600364
1/16/2021,49517,50986,50294,45702,78307,782
1/16/2022,954909,632406,642907,728905,1305815,601263
1/17/2021,50614,51988,51371,46792,81840,811
1/17/2022,955824,632837,643326,729354,1306226,602951
1/18/2021,52240,53506,53117,48543,89942,842
1/18/2022,957097,633435,643842,729867,1306758,604782
1/19/2021,54269,55357,55195,50751,100142,918
1/19/2022,958459,634100,644453,730453,1307292,607054
1/2/2021,22629,25126,23140,20254,15149,189
1/2/2022,936275,623179,634540,720348,1297177,568993
1/20/2021,56792,57912,58280,53960,112740,1021
1/20/2022,959712,634714,645004,731002,1307830,609080
1/21/2021,59592,60871,61806,57647,128897,1153
1/21/2022,960963,635342,645555,731462,1308246,611400
1/22/2021,64021,65018,66424,62585,144931,1273
1/22/2022,961684,635769,645892,731720,1308442,613024
1/23/2021,67244,67760,69504,65771,155588,1396
1/23/2022,962187,636061,646124,731879,1308570,613812
1/24/2021,68737,69135,71012,67453,163318,1442
1/24/2022,963248,636613,646575,732360,1309058,615408
1/25/2021,71087,71285,73602,70426,177163,1507
1/25/2022,964155,637085,647005,732761,1309478,616981
1/26/2021,73963,73799,76500,73682,194651,1596
1/26/2022,965167,637594,647444,733175,1309906,618768
1/27/2021,77063,76454,79469,77126,213751,1677
1/27/2022,966152,638090,647840,733566,1310277,620367
1/28/2021,80173,79114,82553,80888,235303,1787
1/28/2022,967166,638599,648270,733948,1310588,622380
1/29/2021,84003,82287,85954,84686,255572,1950
1/29/2022,967765,638905,648601,734163,1310723,623915
1/3/2021,23507,25868,23804,20813,15548,205
1/3/2022,937661,623808,635202,721100,1298065,571149
1/30/2021,86776,84414,88299,87140,267116,2100
1/30/2022,968244,639122,648785,734296,1310857,624662
1/31/2021,87679,85142,89164,88196,273234,2135
