date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,286,385,437,502,375,7
1/1/2022,8890,6814,9308,18108,45287,3966
1/10/2021,436,555,648,748,857,10
1/10/2022,9046,6912,9413,18291,45485,4110
1/11/2021,453,569,678,785,958,10
1/11/2022,9062,6920,9426,18314,45514,4127
1/12/2021,473,592,708,834,1124,10
1/12/2022,9072,6926,9437,18329,45541,4137
1/13/2021,490,623,745,881,1296,11
1/13/2022,9091,6934,9444,18341,45567,4151
1/14/2021,524,652,794,947,1499,12
1/14/2022,9112,6947,9460,18358,45591,4196
1/15/2021,550,697,831,1015,1735,12
1/15/2022,9123,6955,9463,18365,45601,4207
1/16/2021,561,714,847,1055,2004,13
1/16/2022,9127,6958,9467,18367,45605,4210
1/17/2021,562,716,848,1057,2029,13
1/17/2022,9134,6963,9478,18384,45622,4216
1/18/2021,579,735,873,1092,2267,13
1/18/2022,9143,6973,9485,18395,45644,4228
1/19/2021,595,752,905,1140,2450,14
1/19/2022,9153,6985,9490,18405,45671,4237
1/2/2021,292,395,446,513,387,7
1/2/2022,8904,6819,9314,18122,45296,3971
1/20/2021,627,781,930,1206,2726,14
1/20/2022,9158,6990,9492,18412,45686,4242
1/21/2021,646,806,958,1247,2907,14
1/21/2022,9174,6999,9503,18423,45703,4267
1/22/2021,672,830,985,1293,3149,14
1/22/2022,9183,7002,9507,18428,45710,4274
1/23/2021,685,840,995,1310,3749,14
1/23/2022,9185,7002,9511,18429,45714,4276
1/24/2021,685,846,1004,1316,4277,14
1/24/2022,9192,7012,9520,18446,45734,4284
1/25/2021,691,853,1014,1335,4527,15
1/25/2022,9200,7018,9527,18454,45752,4293
1/26/2021,706,858,1023,1362,4886,15
1/26/2022,9212,7024,9538,18464,45767,4301
1/27/2021,730,877,1050,1409,5304,15
1/27/2022,9225,7031,9543,18471,45781,4308
1/28/2021,747,901,1081,1457,5825,15
1/28/2022,9242,7045,9553,18484,45791,4323
1/29/2021,763,910,1095,1485,6226,15
1/29/2022,9248,7052,9556,18488,45796,4331
1/3/2021,294,396,455,519,395,7
1/3/2022,8920,6828,9331,18152,45339,3989
1/30/2021,766,915,1107,1505,6531,15
1/30/2022,9250,7053,9557,18490,45798,4336
1/31/2021,770,916,1114,1518,7004,15
1/31/2022,9259,7060,9560,18496,45814,4342
1/4/2021,312,426,486,564,462,8
1/4/2022,8940,6840,9348,18178,45364,4004
1/5/2021,327,449,508,591,507,8
1/5/2022,8966,6854,9361,18204,45399,4014
1/6/2021,369,483,548,653,581,8
1/6/2022,8979,6862,9374,18232,45427,4032
1/7/2021,394,512,594,688,698,10
1/7/2022,8998,6883,9394,18256,45453,4075
1/8/2021,425,545,634,729,805,10
1/8/2022,9020,6893,9404,18269,45467,4095
1/9/2021,431,553,643,742,824,10
1/9/2022,9031,6901,9408,18274,45470,4099
10/1/2021,7498,6023,8320,16495,41648,2874
10/10/2021,7624,6088,8393,16591,41778,2925
10/11/2021,7639,6100,8401,16608,41796,2930
10/12/2021,7661,6111,8416,16620,41819,2934
10/13/2021,7674,6122,8426,16631,41844,2939
10/14/2021,7688,6124,8441,16643,41869,2947
10/15/2021,7721,6143,8458,16653,41895,2962
10/16/2021,7737,6153,8469,16655,41900,2969
10/17/2021,7745,6154,8471,16659,41904,2973
10/18/2021,7777,6162,8485,16673,41921,2973
10/19/2021,7796,6176,8493,16688,41945,2987
10/2/2021,7507,6034,8326,16504,41666,2877
10/20/2021,7804,6185,8504,16696,41961,2990
10/21/2021,7824,6191,8514,16707,41976,2993
10/22/2021,7847,6209,8539,16718,42028,3000
10/23/2021,7856,6215,8546,16728,42076,3003
10/24/2021,7861,6218,8548,16734,42093,3007
10/25/2021,7876,6224,8563,16758,42188,3007
10/26/2021,7892,6231,8571,16773,42257,3010
10/27/2021,7904,6238,8587,16793,42339,3015
10/28/2021,7920,6242,8597,16820,42411,3021
10/29/2021,7940,6252,8608,16850,42471,3033
