date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,280,364,371,397,394,2
1/1/2022,5319,3572,3693,4736,6778,8794
1/10/2021,349,454,500,589,1065,9
1/10/2022,5360,3604,3723,4749,6793,9071
1/11/2021,363,473,519,621,1590,10
1/11/2022,5369,3610,3726,4751,6801,9093
1/12/2021,375,490,543,667,1877,10
1/12/2022,5377,3613,3732,4760,6805,9144
1/13/2021,387,515,588,724,2096,12
1/13/2022,5384,3614,3734,4765,6813,9166
1/14/2021,430,557,629,809,2474,15
1/14/2022,5396,3618,3737,4771,6815,9211
1/15/2021,453,582,666,855,2694,19
1/15/2022,5398,3618,3738,4771,6815,9221
1/16/2021,453,582,667,858,2708,19
1/16/2022,5399,3620,3740,4772,6816,9238
1/17/2021,453,582,668,858,2708,19
1/17/2022,5401,3621,3740,4772,6817,9243
1/18/2021,460,588,680,868,2734,19
1/18/2022,5410,3627,3742,4776,6820,9268
1/19/2021,485,612,707,914,2839,20
1/19/2022,5417,3633,3745,4781,6821,9324
1/2/2021,280,365,372,397,395,2
1/2/2022,5321,3573,3693,4736,6778,8802
1/20/2021,618,686,835,1163,2998,58
1/20/2022,5422,3640,3748,4783,6826,9353
1/21/2021,760,794,974,1371,3200,109
1/21/2022,5426,3640,3754,4784,6828,9373
1/22/2021,821,858,1053,1488,3340,120
1/22/2022,5429,3641,3754,4786,6828,9385
1/23/2021,823,859,1054,1491,3359,122
1/23/2022,5435,3642,3755,4786,6828,9393
1/24/2021,823,859,1055,1492,3361,122
1/24/2022,5438,3646,3757,4788,6831,9415
1/25/2021,833,877,1065,1516,3436,122
1/25/2022,5443,3650,3759,4791,6833,9433
1/26/2021,846,893,1084,1547,3540,128
1/26/2022,5449,3653,3760,4794,6834,9447
1/27/2021,892,936,1140,1630,3658,142
1/27/2022,5455,3656,3763,4797,6834,9470
1/28/2021,1011,1038,1310,1837,3825,148
1/28/2022,5460,3658,3766,4797,6835,9492
1/29/2021,1059,1090,1364,1911,3891,155
1/29/2022,5462,3660,3767,4798,6836,9504
1/3/2021,280,365,372,397,395,2
1/3/2022,5328,3579,3696,4737,6779,8836
1/30/2021,1062,1090,1364,1913,3892,162
1/30/2022,5465,3660,3767,4800,6837,9510
