date,Yavapai_cume,Yavapai
2020-12-01,2,
2020-12-06,3,1
2020-12-12,4,1
2020-12-16,7,3
2020-12-17,11,4
2020-12-19,14,3
2020-12-20,18,4
2020-12-21,22,4
2020-12-22,392,370
2020-12-23,844,452
2020-12-24,902,58
2020-12-25,919,17
2020-12-26,959,40
2020-12-27,974,15
2020-12-28,1053,79
2020-12-29,1350,297
2020-12-30,2122,772
2020-12-31,2267,145
2021-01-01,2302,35
2021-01-02,2429,127
2021-01-03,2435,6
2021-01-04,2485,50
2021-01-05,2564,79
2021-01-06,2662,98
2021-01-07,3342,680
2021-01-08,4101,759
2021-01-09,4294,193
2021-01-10,4303,9
2021-01-11,4395,92
2021-01-12,4628,233
2021-01-13,5156,528
2021-01-14,5501,345
2021-01-15,5623,122
2021-01-16,5962,339
2021-01-17,5994,32
2021-01-18,6188,194
2021-01-19,6966,778
2021-01-20,7962,996
2021-01-21,9424,1462
2021-01-22,11143,1719
2021-01-23,12630,1487
2021-01-24,13981,1351
2021-01-25,14953,972
2021-01-26,15572,619
2021-01-27,17443,1871
2021-01-28,19532,2089
2021-01-29,21423,1891
2021-01-30,22406,983
2021-01-31,23355,949
2021-02-01,25477,2122
2021-02-02,27820,2343
2021-02-03,30425,2605
2021-02-04,32489,2064
2021-02-05,34489,2000
2021-02-06,35765,1276
2021-02-07,36818,1053
2021-02-08,38491,1673
2021-02-09,40201,1710
2021-02-10,42513,2312
2021-02-11,44275,1762
2021-02-12,45904,1629
2021-02-13,47263,1359
2021-02-14,48293,1030
2021-02-15,49111,818
2021-02-16,50701,1590
2021-02-17,51723,1022
2021-02-18,52338,615
2021-02-19,52951,613
2021-02-20,53268,317
2021-02-21,53495,227
2021-02-22,53824,329
2021-02-23,55398,1574
2021-02-24,58611,3213
2021-02-25,61616,3005
2021-02-26,65025,3409
2021-02-27,66247,1222
2021-02-28,67458,1211
2021-03-01,70360,2902
2021-03-02,72791,2431
2021-03-03,75649,2858
2021-03-04,77473,1824
2021-03-05,79626,2153
2021-03-06,81317,1691
2021-03-07,82956,1639
2021-03-08,85663,2707
2021-03-09,88700,3037
2021-03-10,91845,3145
2021-03-11,94020,2175
2021-03-12,96021,2001
2021-03-13,97855,1834
2021-03-14,99595,1740
2021-03-15,101770,2175
2021-03-16,104069,2299
2021-03-17,106073,2004
2021-03-18,107418,1345
2021-03-19,108758,1340
2021-03-20,109798,1040
2021-03-21,110111,313
2021-03-22,111298,1187
2021-03-23,112465,1167
2021-03-24,114064,1599
2021-03-25,115614,1550
2021-03-26,117185,1571
2021-03-27,118126,941
2021-03-28,118356,230
2021-03-29,119467,1111
2021-03-30,120636,1169
2021-03-31,121894,1258
2021-04-01,123403,1509
2021-04-02,124840,1437
2021-04-03,125688,848
2021-04-04,125927,239
2021-04-05,127408,1481
2021-04-06,129137,1729
2021-04-07,130828,1691
2021-04-08,132818,1990
2021-04-09,134894,2076
2021-04-10,135732,838
2021-04-11,136438,706
2021-04-12,137770,1332
2021-04-13,138619,849
2021-04-14,140306,1687
2021-04-15,142113,1807
2021-04-16,143732,1619
2021-04-17,145454,1722
2021-04-18,146225,771
2021-04-19,147861,1636
2021-04-20,148780,919
2021-04-21,150189,1409
2021-04-22,151778,1589
2021-04-23,153316,1538
2021-04-24,154571,1255
2021-04-25,155090,519
2021-04-26,156328,1238
2021-04-27,157227,899
2021-04-28,158413,1186
2021-04-29,159338,925
2021-04-30,160379,1041
2021-05-01,161015,636
2021-05-02,161243,228
2021-05-03,162019,776
2021-05-04,162950,931
2021-05-05,163646,696
2021-05-06,164281,635
2021-05-07,164927,646
2021-05-08,165411,484
2021-05-09,165572,161
2021-05-10,166206,634
2021-05-11,166748,542
2021-05-12,167497,749
2021-05-13,168096,599
2021-05-14,168862,766
2021-05-15,169354,492
2021-05-16,169549,195
2021-05-17,170004,455
2021-05-18,170537,533
2021-05-19,171153,616
2021-05-20,171854,701
2021-05-21,172400,546
2021-05-22,172691,291
2021-05-23,172889,198
2021-05-24,173298,409
2021-05-25,173700,402
2021-05-26,174141,441
2021-05-27,174524,383
2021-05-28,174970,446
2021-05-29,175178,208
2021-05-30,175326,148
2021-05-31,175432,106
2021-06-01,175861,429
2021-06-02,176272,411
2021-06-03,176715,443
2021-06-04,177164,449
2021-06-05,177386,222
2021-06-06,177525,139
2021-06-07,177823,298
2021-06-08,178171,348
2021-06-09,178504,333
2021-06-10,178820,316
2021-06-11,179185,365
2021-06-12,179410,225
2021-06-13,179539,129
2021-06-14,179808,269
2021-06-15,180118,310
2021-06-16,180433,315
2021-06-17,180694,261
2021-06-18,181038,344
2021-06-19,181180,142
2021-06-20,181262,82
2021-06-21,181449,187
2021-06-22,181715,266
2021-06-23,182001,286
2021-06-24,182217,216
2021-06-25,182507,290
2021-06-26,182629,122
2021-06-27,182710,81
2021-06-28,182917,207
2021-06-29,183117,200
2021-06-30,183388,271
2021-07-01,183624,236
2021-07-02,183891,267
2021-07-03,184024,133
2021-07-04,184040,16
2021-07-05,184195,155
2021-07-06,184408,213
2021-07-07,184660,252
2021-07-08,184855,195
2021-07-09,185088,233
2021-07-10,185224,136
2021-07-11,185283,59
2021-07-12,185444,161
2021-07-13,185620,176
2021-07-14,185791,171
2021-07-15,185975,184
2021-07-16,186291,316
2021-07-17,186468,177
2021-07-18,186567,99
2021-07-19,186807,240
2021-07-20,187069,262
2021-07-21,187400,331
2021-07-22,187694,294
2021-07-23,188005,311
2021-07-24,188258,253
2021-07-25,188409,151
2021-07-26,188685,276
2021-07-27,188997,312
2021-07-28,189304,307
2021-07-29,189564,260
2021-07-30,190055,491
2021-07-31,190284,229
2021-08-01,190430,146
2021-08-02,190712,282
2021-08-03,191012,300
2021-08-04,191327,315
2021-08-05,191640,313
2021-08-06,192061,421
2021-08-07,192339,278
2021-08-08,192497,158
2021-08-09,192814,317
2021-08-10,193073,259
2021-08-11,193349,276
2021-08-12,193739,390
2021-08-13,194270,531
2021-08-14,194601,331
2021-08-15,194788,187
2021-08-16,195170,382
2021-08-17,195578,408
2021-08-18,195990,412
2021-08-19,196398,408
2021-08-20,196935,537
2021-08-21,197220,285
2021-08-22,197390,170
2021-08-23,197725,335
2021-08-24,198070,345
2021-08-25,198510,440
2021-08-26,198890,380
2021-08-27,199428,538
2021-08-28,199701,273
2021-08-29,199894,193
2021-08-30,200249,355
2021-08-31,200584,335
2021-09-01,200965,381
2021-09-02,201265,300
2021-09-03,201732,467
2021-09-04,201989,257
2021-09-05,202147,158
2021-09-06,202210,63
2021-09-07,202525,315
2021-09-08,202859,334
2021-09-09,203176,317
2021-09-10,203701,525
2021-09-11,203907,206
2021-09-12,204066,159
2021-09-13,204343,277
2021-09-14,204608,265
2021-09-15,204888,280
2021-09-16,205169,281
2021-09-17,205556,387
2021-09-18,205743,187
2021-09-19,205857,114
2021-09-20,206099,242
2021-09-21,206325,226
2021-09-22,206605,280
2021-09-23,206877,272
2021-09-24,207290,413
2021-09-25,207524,234
2021-09-26,207616,92
2021-09-27,207901,285
2021-09-28,208140,239
2021-09-29,208451,311
2021-09-30,208762,311
2021-10-01,209113,351
2021-10-02,209281,168
2021-10-03,209357,76
2021-10-04,209603,246
2021-10-05,209846,243
2021-10-06,210107,261
2021-10-07,210320,213
2021-10-08,210625,305
2021-10-09,210752,127
2021-10-10,210835,83
2021-10-11,211056,221
2021-10-12,211254,198
2021-10-13,211481,227
2021-10-14,211721,240
2021-10-15,211995,274
2021-10-16,212119,124
2021-10-17,212211,92
2021-10-18,212442,231
2021-10-19,212647,205
2021-10-20,212877,230
2021-10-21,213090,213
2021-10-22,213979,889
2021-10-23,214500,521
2021-10-24,214851,351
2021-10-25,215995,1144
2021-10-26,217120,1125
