date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,105,95,57,67,66,2
1/1/2022,11658,7500,7345,6929,10412,16760
1/10/2021,260,209,161,155,199,5
1/10/2022,11849,7609,7483,7084,10495,17129
1/11/2021,275,230,186,174,216,5
1/11/2022,11900,7627,7527,7125,10523,17226
1/12/2021,295,245,208,200,262,5
1/12/2022,11957,7666,7587,7189,10553,17308
1/13/2021,304,255,215,211,433,5
1/13/2022,12025,7704,7644,7243,10579,17391
1/14/2021,315,267,225,224,595,5
1/14/2022,12062,7730,7668,7263,10585,17484
1/15/2021,330,281,235,233,761,5
1/15/2022,12088,7748,7677,7270,10585,17538
1/16/2021,336,284,235,233,766,5
1/16/2022,12106,7752,7686,7273,10588,17561
1/17/2021,336,285,235,235,770,5
1/17/2022,12112,7760,7695,7283,10591,17584
1/18/2021,338,289,237,239,775,5
1/18/2022,12168,7801,7734,7347,10601,17668
1/19/2021,343,300,239,243,819,5
1/19/2022,12250,7852,7812,7398,10621,17783
1/2/2021,105,95,57,68,66,2
1/2/2022,11668,7503,7348,6934,10418,16773
1/20/2021,361,315,261,261,1145,7
1/20/2022,12274,7872,7836,7417,10630,17841
1/21/2021,376,335,280,279,1456,7
1/21/2022,12306,7889,7851,7425,10633,17893
1/22/2021,406,366,318,307,1859,8
1/22/2022,12318,7907,7863,7425,10634,17945
1/23/2021,410,370,318,309,1865,8
1/23/2022,12333,7919,7872,7432,10637,17973
1/24/2021,410,372,319,311,1867,8
1/24/2022,12353,7944,7902,7446,10646,18000
1/25/2021,425,380,334,330,1892,8
1/25/2022,12375,7972,7912,7467,10652,18051
1/26/2021,449,396,350,352,2185,9
1/26/2022,12397,7993,7935,7480,10655,18078
1/27/2021,470,415,365,376,2249,11
1/27/2022,12417,8010,7947,7487,10660,18110
1/28/2021,491,444,406,448,2542,11
1/28/2022,12443,8027,7967,7497,10662,18155
1/29/2021,541,506,496,519,2705,12
1/29/2022,12455,8040,7979,7501,10662,18185
1/3/2021,107,97,57,69,67,2
1/3/2022,11692,7514,7362,6951,10425,16823
1/30/2021,560,520,510,536,2712,12
1/30/2022,12471,8049,7982,7502,10665,18213
1/31/2021,572,526,515,547,2720,12
1/31/2022,12494,8056,7982,7510,10666,18234
1/4/2021,126,113,67,82,75,2
1/4/2022,11712,7522,7376,6967,10435,16862
1/5/2021,153,123,85,94,85,2
1/5/2022,11735,7541,7398,6990,10447,16909
1/6/2021,184,155,108,114,95,3
1/6/2022,11767,7560,7413,7005,10462,16970
1/7/2021,208,173,126,128,180,4
1/7/2022,11791,7570,7443,7027,10474,17034
1/8/2021,257,206,158,154,197,4
1/8/2022,11809,7579,7454,7043,10477,17070
1/9/2021,260,207,160,154,199,4
1/9/2022,11823,7590,7461,7052,10480,17095
10/1/2021,10296,6367,6376,6181,9591,6133
10/10/2021,10343,6396,6391,6199,9608,6211
10/11/2021,10347,6403,6399,6202,9612,6214
10/12/2021,10360,6405,6402,6203,9614,6246
10/13/2021,10374,6412,6406,6207,9617,6250
10/14/2021,10383,6419,6412,6211,9622,6260
10/15/2021,10402,6425,6419,6214,9625,6265
10/16/2021,10412,6425,6419,6214,9627,6272
10/17/2021,10420,6426,6419,6214,9627,6277
10/18/2021,10430,6432,6423,6217,9632,6282
10/19/2021,10448,6442,6430,6221,9638,6295
10/2/2021,10298,6368,6376,6183,9592,6135
10/20/2021,10452,6444,6433,6222,9643,6305
10/21/2021,10465,6446,6437,6224,9643,6311
10/22/2021,10475,6452,6440,6229,9647,6324
10/23/2021,10480,6457,6447,6232,9650,6332
10/24/2021,10481,6460,6449,6234,9652,6336
10/25/2021,10486,6466,6453,6234,9657,6341
10/26/2021,10499,6471,6459,6237,9664,6407
10/27/2021,10512,6477,6461,6239,9673,6476
10/28/2021,10525,6490,6468,6245,9683,6722
10/29/2021,10530,6496,6472,6247,9687,7354
10/3/2021,10302,6368,6377,6183,9594,6135
10/30/2021,10536,6500,6479,6257,9689,7356
10/31/2021,10536,6503,6481,6257,9689,7360
10/4/2021,10305,6369,6382,6184,9595,6140
10/5/2021,10316,6373,6384,6188,9603,6158
10/6/2021,10320,6380,6385,6189,9606,6162
10/7/2021,10332,6392,6390,6193,9607,6193
10/8/2021,10336,6396,6390,6194,9608,6203
10/9/2021,10341,6396,6391,6196,9608,6205
11/1/2021,10543,6511,6491,6261,9694,7366
11/10/2021,10716,6642,6612,6337,9777,11286
11/11/2021,10739,6670,6630,6348,9791,11352
11/12/2021,10755,6687,6642,6355,9808,11563
11/13/2021,10765,6694,6651,6360,9813,11635
11/14/2021,10774,6705,6665,6366,9817,11753
11/15/2021,10811,6744,6704,6385,9849,11878
11/16/2021,10844,6772,6727,6398,9863,12016
11/17/2021,10860,6795,6740,6412,9876,12287
11/18/2021,10884,6811,6748,6423,9881,12454
11/19/2021,10909,6834,6765,6434,9890,12558
11/2/2021,10558,6521,6502,6267,9705,7386
11/20/2021,10925,6847,6776,6443,9894,12613
11/21/2021,10942,6852,6786,6448,9898,12661
11/22/2021,10960,6859,6797,6460,9909,12710
11/23/2021,10978,6875,6807,6475,9935,12765
11/24/2021,10997,6897,6822,6487,9971,12831
11/25/2021,11002,6897,6822,6489,9979,12831
11/26/2021,11025,6913,6837,6515,10003,12901
11/27/2021,11049,6936,6845,6525,10005,12965
11/28/2021,11063,6948,6855,6528,10009,13008
11/29/2021,11081,6962,6867,6540,10026,13191
11/3/2021,10563,6528,6505,6271,9709,7478
11/30/2021,11138,7039,6943,6565,10053,14760
11/4/2021,10597,6551,6525,6290,9725,8362
11/5/2021,10629,6582,6550,6301,9732,9437
11/6/2021,10631,6583,6551,6301,9737,9454
11/7/2021,10637,6585,6554,6304,9738,9474
11/8/2021,10652,6598,6560,6311,9744,10081
11/9/2021,10683,6619,6583,6325,9769,10400
12/1/2020,,,1,,,
12/1/2021,11157,7061,6953,6580,10085,14866
12/10/2020,,1,1,,,
12/10/2021,11287,7177,7043,6705,10225,15603
12/11/2020,,1,1,,,
12/11/2021,11300,7186,7048,6716,10230,15634
12/12/2020,,1,1,,,
12/12/2021,11311,7194,7061,6726,10234,15660
12/13/2020,,1,1,,,
12/13/2021,11322,7208,7067,6736,10245,15705
12/14/2020,,1,1,,,
12/14/2021,11408,7288,7165,6766,10253,15992
12/15/2020,,1,1,,,
12/15/2021,11435,7314,7189,6779,10271,16089
12/16/2020,,1,1,,,
12/16/2021,11443,7333,7201,6789,10280,16146
12/17/2020,4,1,2,2,,
12/17/2021,11459,7344,7212,6796,10285,16191
12/18/2020,5,4,3,4,,
12/18/2021,11467,7352,7217,6801,10290,16232
12/19/2020,5,7,3,4,,
12/19/2021,11477,7365,7226,6805,10296,16264
12/2/2020,,,1,,,
12/2/2021,11171,7075,6968,6608,10120,14933
12/20/2020,6,7,3,4,,
12/20/2021,11490,7380,7235,6819,10308,16318
12/21/2020,6,8,3,4,1,
12/21/2021,11507,7388,7247,6829,10311,16369
12/22/2020,20,17,9,13,10,
12/22/2021,11525,7403,7252,6835,10326,16416
12/23/2020,27,24,9,18,13,
12/23/2021,11537,7408,7259,6843,10330,16445
12/24/2020,38,28,13,22,15,
12/24/2021,11545,7412,7264,6844,10334,16454
12/25/2020,38,28,13,22,15,
12/25/2021,11545,7412,7264,6844,10334,16454
12/26/2020,42,30,13,22,15,
12/26/2021,11552,7419,7270,6848,10335,16470
12/27/2020,42,30,13,22,15,
12/27/2021,11576,7437,7286,6874,10348,16521
12/28/2020,52,43,22,27,20,
12/28/2021,11609,7451,7306,6894,10372,16574
12/29/2020,73,64,32,34,21,
12/29/2021,11626,7476,7323,6911,10389,16671
12/3/2020,,1,1,,,
12/3/2021,11187,7093,6986,6620,10134,14998
12/30/2020,91,79,40,47,36,1
12/30/2021,11649,7490,7339,6923,10399,16742
12/31/2020,105,94,50,57,50,1
12/31/2021,11655,7498,7344,6929,10410,16755
12/4/2020,,1,1,,,
12/4/2021,11203,7108,6998,6633,10144,15018
12/5/2020,,1,1,,,
12/5/2021,11215,7118,7007,6644,10150,15056
12/6/2020,,1,1,,,
12/6/2021,11224,7128,7017,6659,10159,15114
12/7/2020,,1,1,,,
12/7/2021,11246,7138,7025,6675,10183,15207
12/8/2020,,1,1,,,
12/8/2021,11261,7151,7032,6687,10199,15349
12/9/2020,,1,1,,,
12/9/2021,11269,7161,7041,6694,10213,15518
2/1/2021,590,539,537,568,2753,12
2/1/2022,12505,8062,7986,7518,10671,18258
2/10/2021,851,837,983,1196,3684,19
2/11/2021,886,884,1079,1305,3822,19
2/12/2021,909,965,1221,1385,3926,19
2/13/2021,972,1053,1367,1463,4016,22
2/14/2021,1043,1122,1480,1538,4107,26
2/15/2021,1059,1130,1490,1553,4145,26
2/16/2021,1070,1134,1499,1563,4174,28
2/17/2021,1075,1136,1504,1564,4186,28
2/18/2021,1078,1136,1504,1565,4200,28
2/19/2021,1080,1137,1505,1569,4207,28
2/2/2021,636,591,629,679,2973,12
2/2/2022,12510,8069,7991,7526,10673,18271
2/20/2021,1083,1139,1506,1573,4218,28
2/21/2021,1083,1139,1507,1573,4223,28
2/22/2021,1087,1140,1512,1574,4235,28
2/23/2021,1098,1148,1520,1578,4259,29
2/24/2021,1118,1161,1529,1598,4356,30
2/25/2021,1126,1170,1554,1608,4426,31
2/26/2021,1149,1195,1571,1628,4551,32
2/27/2021,1156,1196,1576,1643,4590,33
2/28/2021,1158,1198,1577,1646,4622,33
2/3/2021,645,601,642,687,3007,14
2/3/2022,12525,8081,7997,7532,10681,18371
2/4/2021,692,654,742,800,3153,15
2/4/2022,12551,8109,8005,7538,10683,18482
2/5/2021,757,744,849,948,3293,15
2/5/2022,12574,8121,8015,7543,10685,18534
2/6/2021,762,745,852,952,3300,15
2/6/2022,12584,8130,8017,7545,10685,18568
2/7/2021,764,745,853,953,3305,15
2/7/2022,12631,8167,8020,7549,10689,18619
2/8/2021,772,748,857,962,3333,17
2/9/2021,825,804,906,1067,3532,19
3/1/2021,1171,1212,1596,1663,4701,34
3/10/2021,1429,1423,1847,2075,6173,48
3/11/2021,1464,1445,1871,2135,6283,48
3/12/2021,1494,1465,1893,2180,6371,48
3/13/2021,1512,1478,1911,2212,6390,48
3/14/2021,1540,1529,1956,2311,6555,50
3/15/2021,1558,1538,1978,2347,6603,52
3/16/2021,1622,1594,2074,2619,6805,61
3/17/2021,1785,1702,2222,2751,7004,68
3/18/2021,1866,1816,2425,2880,7185,70
3/19/2021,2051,1943,2590,3064,7371,78
3/2/2021,1209,1245,1637,1710,4934,36
3/20/2021,2064,1950,2598,3093,7403,79
3/21/2021,2079,1957,2608,3119,7426,82
3/22/2021,2117,1980,2649,3179,7477,85
3/23/2021,2263,2075,2756,3346,7672,102
3/24/2021,2429,2151,2871,3537,7792,112
3/25/2021,2580,2270,2971,3706,7876,138
3/26/2021,2773,2382,3091,3831,7971,165
3/27/2021,2797,2392,3101,3861,7994,173
3/28/2021,2812,2394,3109,3869,7997,177
3/29/2021,2852,2418,3139,3904,8019,184
3/3/2021,1278,1311,1729,1807,5320,38
3/30/2021,3041,2532,3241,3998,8113,206
3/31/2021,3123,2574,3290,4037,8140,227
3/4/2021,1305,1333,1752,1862,5617,39
3/5/2021,1335,1361,1788,1907,5815,39
3/6/2021,1353,1369,1794,1928,5849,41
3/7/2021,1362,1373,1798,1938,5867,42
3/8/2021,1381,1388,1815,1978,5925,43
3/9/2021,1396,1399,1831,2022,6028,45
4/1/2021,3293,2662,3380,4133,8263,252
4/10/2021,4594,3362,4083,4827,8671,582
4/11/2021,4606,3368,4088,4831,8673,590
4/12/2021,4706,3424,4120,4867,8708,607
4/13/2021,4787,3480,4168,4900,8728,625
4/14/2021,4876,3547,4232,4937,8752,652
4/15/2021,4976,3597,4287,4974,8778,665
4/16/2021,5057,3651,4357,5009,8791,677
4/17/2021,5085,3665,4366,5018,8795,698
4/18/2021,5098,3669,4371,5022,8796,708
4/19/2021,5138,3698,4398,5042,8810,737
4/2/2021,3409,2721,3460,4211,8333,282
4/20/2021,5215,3736,4433,5067,8821,746
4/21/2021,5286,3787,4470,5090,8827,751
4/22/2021,5351,3838,4535,5121,8844,762
4/23/2021,5409,3872,4578,5157,8867,777
4/24/2021,5434,3887,4610,5174,8871,1050
4/25/2021,5439,3891,4616,5174,8871,1052
4/26/2021,5509,3937,4659,5197,8889,1287
4/27/2021,5586,4000,4710,5225,8907,1303
4/28/2021,5727,4133,4834,5282,8926,1331
4/29/2021,5809,4174,4875,5298,8946,1336
4/3/2021,3435,2732,3466,4220,8342,298
4/30/2021,5857,4212,4906,5324,8953,1344
4/4/2021,3445,2739,3474,4222,8343,307
4/5/2021,3573,2812,3547,4319,8405,358
4/6/2021,3795,2921,3652,4416,8465,394
4/7/2021,4013,3036,3778,4537,8514,446
