date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,260,335,332,393,953,5
1/1/2022,7429,5361,5858,8185,16352,9887
1/10/2021,421,553,565,672,2297,29
1/10/2022,7515,5408,5902,8226,16394,10107
1/11/2021,460,601,637,727,2549,32
1/11/2022,7526,5411,5904,8231,16401,10148
1/12/2021,489,627,701,801,2814,33
1/12/2022,7536,5415,5910,8235,16408,10208
1/13/2021,512,657,731,881,3033,33
1/13/2022,7544,5420,5918,8237,16413,10248
1/14/2021,547,706,778,972,3296,41
1/14/2022,7555,5429,5927,8246,16422,10324
1/15/2021,583,754,842,1066,3585,42
1/15/2022,7559,5432,5930,8250,16422,10333
1/16/2021,587,755,843,1068,3594,42
1/16/2022,7560,5432,5931,8250,16423,10335
1/17/2021,589,756,843,1070,3596,42
1/17/2022,7560,5437,5933,8251,16427,10338
1/18/2021,600,768,870,1099,3619,42
1/18/2022,7564,5440,5933,8251,16428,10369
1/19/2021,636,796,921,1182,3792,43
1/19/2022,7576,5444,5937,8253,16436,10422
1/2/2021,260,336,332,393,954,5
1/2/2022,7432,5361,5860,8185,16352,9888
1/20/2021,672,843,990,1295,3974,49
1/20/2022,7584,5447,5939,8261,16438,10455
1/21/2021,778,937,1109,1490,4196,63
1/21/2022,7600,5457,5943,8262,16445,10496
1/22/2021,855,998,1171,1604,4342,75
1/22/2022,7602,5458,5946,8264,16447,10500
1/23/2021,862,1003,1176,1609,4466,107
1/23/2022,7604,5459,5946,8265,16450,10506
1/24/2021,863,1004,1176,1610,4478,109
1/24/2022,7610,5463,5952,8271,16458,10523
1/25/2021,881,1026,1210,1670,4612,110
1/25/2022,7616,5469,5957,8277,16463,10570
1/26/2021,926,1047,1246,1732,4755,112
1/26/2022,7618,5473,5958,8278,16467,10585
1/27/2021,960,1081,1289,1787,4931,125
1/27/2022,7629,5475,5960,8281,16471,10618
1/28/2021,1124,1173,1415,1933,5159,171
1/28/2022,7637,5483,5965,8282,16479,10636
1/29/2021,1211,1224,1492,2048,5403,223
1/29/2022,7640,5485,5965,8283,16479,10640
1/3/2021,260,336,332,394,956,5
1/3/2022,7448,5368,5866,8194,16365,9919
1/30/2021,1221,1244,1539,2080,5423,223
1/30/2022,7641,5485,5965,8283,16481,10641
1/31/2021,1221,1245,1542,2084,5434,223
1/31/2022,7647,5489,5969,8286,16486,10682
1/4/2021,277,363,354,429,1098,5
1/4/2022,7458,5378,5871,8198,16373,9959
1/5/2021,322,401,404,471,1336,5
1/5/2022,7478,5385,5878,8203,16377,9992
1/6/2021,337,428,427,508,1691,24
1/6/2022,7491,5388,5884,8207,16381,10020
1/7/2021,380,506,523,615,2080,29
1/7/2022,7497,5398,5891,8211,16384,10070
1/8/2021,420,552,564,667,2294,29
1/8/2022,7506,5404,5897,8220,16388,10075
1/9/2021,421,553,564,672,2297,29
1/9/2022,7510,5406,5899,8220,16389,10081
10/1/2021,6523,4849,5321,7558,15325,6638
10/10/2021,6587,4894,5357,7600,15401,6694
10/11/2021,6599,4904,5358,7609,15413,6707
10/12/2021,6617,4906,5362,7614,15425,6713
10/13/2021,6633,4908,5369,7620,15438,6732
10/14/2021,6646,4914,5374,7629,15452,6742
10/15/2021,6658,4925,5377,7636,15468,6755
10/16/2021,6663,4925,5378,7638,15471,6756
10/17/2021,6664,4925,5378,7640,15471,6756
10/18/2021,6677,4930,5379,7647,15482,6760
10/19/2021,6687,4936,5382,7656,15496,6768
10/2/2021,6526,4851,5323,7563,15331,6639
10/20/2021,6693,4938,5384,7662,15515,6776
10/21/2021,6701,4946,5389,7665,15527,6782
10/22/2021,6720,4956,5400,7670,15544,6792
10/23/2021,6725,4958,5401,7671,15550,6795
10/24/2021,6727,4959,5401,7673,15555,6797
10/25/2021,6736,4961,5407,7682,15578,6800
10/26/2021,6742,4967,5415,7688,15600,6810
10/27/2021,6753,4972,5421,7699,15623,6822
10/28/2021,6772,4990,5437,7718,15651,6827
10/29/2021,6789,5000,5446,7733,15675,6839
10/3/2021,6527,4851,5323,7563,15332,6639
10/30/2021,6795,5003,5450,7735,15682,6844
10/31/2021,6797,5003,5451,7736,15687,6844
10/4/2021,6535,4856,5324,7568,15345,6648
10/5/2021,6549,4864,5329,7578,15355,6656
10/6/2021,6559,4872,5336,7584,15372,6668
10/7/2021,6570,4879,5345,7594,15386,6680
10/8/2021,6581,4891,5356,7599,15401,6694
10/9/2021,6585,4892,5357,7600,15401,6694
11/1/2021,6813,5006,5460,7749,15704,6846
11/10/2021,6892,5062,5529,7814,15853,7849
11/11/2021,6899,5068,5531,7823,15861,7874
11/12/2021,6916,5076,5541,7830,15876,8035
11/13/2021,6924,5077,5542,7837,15882,8059
11/14/2021,6929,5078,5543,7840,15886,8064
11/15/2021,6947,5089,5550,7854,15905,8123
11/16/2021,6960,5097,5554,7863,15926,8172
11/17/2021,6977,5112,5572,7875,15934,8278
11/18/2021,6991,5114,5576,7880,15952,8312
11/19/2021,7008,5123,5590,7894,15964,8407
11/2/2021,6824,5017,5469,7758,15725,6851
11/20/2021,7017,5127,5594,7904,15972,8484
11/21/2021,7017,5127,5597,7906,15978,8486
11/22/2021,7028,5139,5609,7912,15991,8557
11/23/2021,7039,5145,5617,7918,16004,8598
11/24/2021,7046,5150,5625,7927,16012,8638
11/25/2021,7046,5150,5625,7927,16012,8638
11/26/2021,7059,5159,5629,7932,16022,8677
11/27/2021,7065,5159,5631,7935,16023,8687
11/28/2021,7071,5161,5631,7938,16025,8695
11/29/2021,7087,5166,5646,7949,16049,8727
11/3/2021,6829,5021,5478,7764,15746,6858
11/30/2021,7113,5185,5671,7963,16069,8778
11/4/2021,6842,5028,5486,7775,15768,6881
11/5/2021,6857,5035,5500,7784,15788,6947
11/6/2021,6863,5041,5512,7789,15810,7009
11/7/2021,6864,5046,5513,7790,15816,7025
11/8/2021,6872,5051,5518,7798,15833,7145
11/9/2021,6882,5057,5523,7807,15844,7273
12/1/2020,,2,,,,
12/1/2021,7121,5194,5684,7975,16087,8936
12/10/2020,1,2,1,1,1,1
12/10/2021,7246,5258,5759,8066,16203,9278
12/11/2020,1,2,1,1,1,1
12/11/2021,7251,5264,5761,8072,16209,9312
12/12/2020,1,2,1,1,1,1
12/12/2021,7255,5264,5764,8072,16214,9320
12/13/2020,2,2,1,1,1,1
12/13/2021,7274,5281,5772,8079,16227,9351
12/14/2020,2,2,1,3,1,1
12/14/2021,7283,5289,5782,8091,16238,9417
12/15/2020,5,7,5,4,4,1
12/15/2021,7289,5292,5788,8095,16247,9459
12/16/2020,14,17,17,15,9,1
12/16/2021,7302,5295,5798,8102,16254,9476
12/17/2020,26,44,43,41,17,1
12/17/2021,7315,5303,5805,8112,16263,9507
12/18/2020,40,69,59,59,36,1
12/18/2021,7317,5306,5809,8116,16269,9522
12/19/2020,41,69,59,60,36,1
12/19/2021,7320,5310,5811,8118,16273,9524
12/2/2020,,2,,,,1
12/2/2021,7134,5199,5697,7984,16100,8963
12/20/2020,41,69,59,62,37,1
12/20/2021,7332,5315,5817,8124,16283,9553
12/21/2020,43,69,61,66,42,1
12/21/2021,7343,5319,5820,8131,16290,9588
12/22/2020,47,82,80,78,80,1
12/22/2021,7354,5326,5825,8138,16302,9643
12/23/2020,84,121,112,118,131,1
12/23/2021,7363,5335,5836,8152,16310,9673
12/24/2020,96,140,126,134,177,1
12/24/2021,7368,5338,5837,8154,16312,9673
12/25/2020,98,141,127,134,177,1
12/25/2021,7368,5338,5837,8154,16312,9673
12/26/2020,98,141,128,135,177,1
12/26/2021,7370,5340,5839,8155,16316,9673
12/27/2020,99,141,128,135,177,1
12/27/2021,7391,5346,5844,8167,16324,9716
12/28/2020,136,193,189,211,296,1
12/28/2021,7402,5352,5847,8174,16332,9766
12/29/2020,161,244,246,275,486,2
12/29/2021,7409,5356,5849,8178,16338,9831
12/3/2020,,2,,,,1
12/3/2021,7154,5207,5705,8004,16116,9045
12/30/2020,209,287,295,334,679,3
12/30/2021,7426,5359,5856,8179,16349,9878
12/31/2020,256,330,331,388,871,5
12/31/2021,7429,5361,5858,8184,16352,9884
12/4/2020,,2,,,,1
12/4/2021,7171,5214,5713,8017,16144,9096
12/5/2020,,2,,,,1
12/5/2021,7174,5217,5716,8018,16146,9099
12/6/2020,,2,1,,,1
12/6/2021,7189,5227,5725,8030,16160,9136
12/7/2020,1,2,1,,,1
12/7/2021,7201,5231,5731,8039,16168,9166
12/8/2020,1,2,1,,,1
12/8/2021,7214,5239,5743,8049,16181,9198
12/9/2020,1,2,1,,,1
12/9/2021,7227,5246,5752,8057,16190,9232
2/1/2021,1253,1280,1586,2181,5704,236
2/1/2022,7652,5492,5969,8290,16488,10696
2/10/2021,1650,1603,2073,2941,7482,429
2/11/2021,1783,1693,2161,3051,7746,468
2/12/2021,1852,1751,2211,3134,7998,484
2/13/2021,2064,1858,2302,3213,8106,513
2/14/2021,2068,1859,2304,3220,8137,515
2/15/2021,2074,1865,2310,3234,8224,516
2/16/2021,2103,1889,2344,3270,8523,538
2/17/2021,2163,1935,2394,3322,8763,619
2/18/2021,2203,1965,2430,3384,8970,637
2/19/2021,2256,1996,2469,3435,9056,653
2/2/2021,1278,1299,1622,2217,5956,243
2/2/2022,7658,5493,5969,8291,16490,10705
2/20/2021,2294,2016,2482,3453,9077,672
2/21/2021,2300,2017,2486,3454,9089,675
2/22/2021,2360,2057,2526,3490,9145,686
2/23/2021,2430,2101,2563,3562,9272,719
2/24/2021,2472,2126,2586,3607,9399,727
2/25/2021,2521,2179,2636,3683,9688,857
2/26/2021,2583,2221,2685,3717,9810,937
2/27/2021,2611,2235,2693,3738,9852,940
2/28/2021,2614,2235,2697,3742,9858,942
2/3/2021,1311,1330,1665,2286,6274,245
2/3/2022,7666,5498,5972,8297,16497,10727
2/4/2021,1339,1362,1720,2350,6493,265
2/4/2022,7671,5502,5976,8300,16500,10763
2/5/2021,1360,1385,1755,2483,6662,273
2/5/2022,7674,5505,5976,8301,16500,10767
2/6/2021,1537,1488,1940,2788,6805,371
2/6/2022,7675,5506,5977,8302,16501,10767
2/7/2021,1537,1488,1941,2788,6811,372
2/7/2022,7678,5510,5977,8307,16504,10786
2/8/2021,1569,1535,1987,2816,7009,385
2/9/2021,1579,1558,2014,2867,7217,396
3/1/2021,2657,2257,2720,3772,9951,951
3/10/2021,2941,2424,2945,4286,10943,1124
3/11/2021,2982,2460,2968,4405,11143,1132
3/12/2021,3017,2472,2985,4481,11249,1136
3/13/2021,3027,2474,2994,4501,11285,1139
3/14/2021,3027,2475,2995,4508,11300,1140
3/15/2021,3058,2501,3049,4662,11472,1154
3/16/2021,3090,2520,3076,4702,11549,1161
3/17/2021,3134,2558,3123,4807,11663,1164
3/18/2021,3184,2594,3161,4947,11880,1190
3/19/2021,3213,2618,3191,5022,11971,1200
3/2/2021,2693,2281,2741,3818,10076,960
3/20/2021,3223,2626,3194,5031,11997,1205
3/21/2021,3225,2626,3198,5034,12014,1209
3/22/2021,3262,2654,3221,5081,12095,1215
3/23/2021,3304,2696,3277,5199,12307,1251
3/24/2021,3361,2757,3332,5292,12429,1283
3/25/2021,3408,2783,3373,5363,12540,1317
3/26/2021,3441,2811,3420,5424,12601,1354
3/27/2021,3482,2834,3440,5442,12617,1361
3/28/2021,3490,2836,3442,5448,12620,1363
3/29/2021,3535,2870,3482,5506,12703,1370
3/3/2021,2720,2301,2779,3885,10248,1011
3/30/2021,3582,2894,3509,5559,12764,1384
3/31/2021,3647,2942,3556,5629,12843,1411
3/4/2021,2746,2315,2797,3958,10474,1061
3/5/2021,2779,2332,2820,4005,10542,1079
3/6/2021,2829,2356,2860,4055,10577,1087
3/7/2021,2830,2358,2864,4068,10586,1089
3/8/2021,2846,2366,2877,4117,10683,1095
3/9/2021,2893,2393,2906,4182,10769,1106
4/1/2021,3691,2975,3610,5683,12931,1424
4/10/2021,4007,3192,3833,5950,13338,1567
4/11/2021,4012,3197,3838,5959,13349,1571
4/12/2021,4052,3246,3881,5993,13402,1580
4/13/2021,4074,3263,3908,6026,13449,1603
4/14/2021,4113,3291,3926,6058,13489,1613
4/15/2021,4158,3318,3960,6087,13520,1628
4/16/2021,4198,3344,3982,6117,13537,1642
4/17/2021,4210,3352,3989,6129,13551,1644
4/18/2021,4213,3355,3992,6132,13559,1644
4/19/2021,4247,3391,4012,6157,13585,1651
4/2/2021,3727,3008,3642,5714,12985,1461
4/20/2021,4289,3436,4032,6181,13613,1661
4/21/2021,4323,3476,4065,6195,13643,1667
4/22/2021,4375,3515,4095,6216,13657,1673
4/23/2021,4404,3539,4111,6234,13677,1685
4/24/2021,4412,3544,4122,6240,13691,1686
4/25/2021,4413,3549,4125,6243,13692,1689
4/26/2021,4428,3558,4141,6260,13719,1694
4/27/2021,4450,3574,4149,6282,13752,1707
4/28/2021,4475,3592,4158,6299,13783,1715
4/29/2021,4500,3607,4179,6320,13812,1729
4/3/2021,3739,3013,3649,5722,12996,1462
4/30/2021,4515,3617,4195,6336,13827,1742
4/4/2021,3740,3015,3651,5726,12997,1462
4/5/2021,3764,3040,3678,5756,13073,1475
4/6/2021,3807,3066,3701,5798,13134,1488
4/7/2021,3865,3099,3730,5830,13179,1506
4/8/2021,3936,3150,3787,5884,13257,1519
4/9/2021,3986,3177,3816,5921,13312,1528
5/1/2021,4519,3619,4199,6344,13833,1743
5/10/2021,4655,3683,4268,6442,13966,1785
5/11/2021,4673,3687,4273,6457,13986,1818
5/12/2021,4692,3696,4284,6470,13996,1840
5/13/2021,4710,3715,4293,6484,14011,1995
