date,pcr_tests_APACHE,pcr_pos_test_APACHE,pcr_positivity_APACHE
2022-02-07 00:00:00,169,35,0.2071005917159763
2022-02-06 00:00:00,72,17,0.2361111111111111
2022-02-05 00:00:00,80,28,0.35
2022-02-04 00:00:00,249,77,0.3092369477911647
2022-02-03 00:00:00,210,59,0.280952380952381
2022-02-02 00:00:00,350,77,0.22
2022-02-01 00:00:00,579,115,0.1986183074265976
2022-01-31 00:00:00,508,139,0.2736220472440945
2022-01-30 00:00:00,123,36,0.2926829268292683
2022-01-29 00:00:00,166,56,0.3373493975903614
2022-01-28 00:00:00,515,106,0.2058252427184466
2022-01-27 00:00:00,429,124,0.2890442890442891
2022-01-26 00:00:00,521,141,0.2706333973128599
2022-01-25 00:00:00,642,182,0.2834890965732087
2022-01-24 00:00:00,580,184,0.3172413793103449
2022-01-23 00:00:00,253,102,0.4031620553359684
2022-01-22 00:00:00,285,111,0.3894736842105263
2022-01-21 00:00:00,828,243,0.2934782608695653
2022-01-20 00:00:00,707,182,0.2574257425742575
2022-01-19 00:00:00,933,252,0.2700964630225081
2022-01-18 00:00:00,698,205,0.2936962750716333
2022-01-17 00:00:00,319,104,0.3260188087774295
2022-01-16 00:00:00,180,63,0.35
2022-01-15 00:00:00,176,60,0.3409090909090909
2022-01-14 00:00:00,974,211,0.2166324435318275
2022-01-13 00:00:00,573,155,0.2705061082024433
2022-01-12 00:00:00,966,226,0.2339544513457557
2022-01-11 00:00:00,933,213,0.2282958199356913
2022-01-10 00:00:00,669,168,0.2511210762331839
2022-01-09 00:00:00,189,52,0.2751322751322751
2022-01-08 00:00:00,279,49,0.1756272401433692
2022-01-07 00:00:00,616,158,0.2564935064935065
2022-01-06 00:00:00,594,121,0.2037037037037037
2022-01-05 00:00:00,853,159,0.186400937866354
2022-01-04 00:00:00,874,143,0.1636155606407323
2022-01-03 00:00:00,453,96,0.2119205298013245
2022-01-02 00:00:00,158,41,0.259493670886076
2022-01-01 00:00:00,79,13,0.1645569620253165
2021-12-31 00:00:00,148,28,0.1891891891891892
2021-12-30 00:00:00,306,53,0.173202614379085
2021-12-29 00:00:00,277,46,0.1660649819494585
