Category,value
tests,791035
YUMA,13075
YAVAPAI,23066
SANTA CRUZ,2446
PINAL,48322
PIMA,69544
NAVAJO,6526
MOHAVE,18456
MARICOPA,567437
LA PAZ,1924
GREENLEE,319
GRAHAM,1693
GILA,7932
COCONINO,10327
COCHISE,7532
APACHE,1713
Unknown,739
65 years and older,190601
55 - 64 years,156564
45 - 54 years,142948
20 - 44 years,263441
Less than 20 years,36742
positive,0.2349112239028615
