date,Navajo_cume,Navajo
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,5,2
1/14/2021,12,7
1/15/2021,29,17
1/16/2021,60,31
1/18/2021,61,1
1/19/2021,66,5
1/2/2021,159,93
1/20/2021,338,179
1/21/2021,444,106
1/22/2021,809,365
1/23/2021,1189,380
1/24/2021,1569,380
1/25/2021,1945,376
1/26/2021,2035,90
1/27/2021,2036,1
1/28/2021,2038,2
1/29/2021,2276,238
1/3/2021,2683,407
1/30/2021,3163,480
1/31/2021,3920,757
1/4/2021,4287,367
1/5/2021,4288,1
1/6/2021,4719,431
1/7/2021,5173,454
1/8/2021,5482,309
1/9/2021,5880,398
12/14/2020,6317,437
12/15/2020,6322,5
12/16/2020,6508,186
12/17/2020,6964,456
12/18/2020,7472,508
12/2/2020,8149,677
12/20/2020,8564,415
12/21/2020,8816,252
12/22/2020,8838,22
12/23/2020,9402,564
12/24/2020,9955,553
12/28/2020,10710,755
12/29/2020,11869,1159
12/30/2020,12566,697
12/31/2020,12709,143
12/4/2020,12712,3
2/1/2021,13433,721
2/10/2021,14166,733
2/11/2021,15292,1126
2/12/2021,16203,911
2/13/2021,16840,637
2/14/2021,17550,710
2/15/2021,17552,2
2/16/2021,18346,794
2/17/2021,19264,918
2/18/2021,20034,770
2/19/2021,21098,1064
2/2/2021,22042,944
2/20/2021,22772,730
2/21/2021,22825,53
2/22/2021,23022,197
2/23/2021,23976,954
2/24/2021,25006,1030
2/25/2021,25816,810
2/26/2021,26342,526
2/27/2021,26398,56
2/28/2021,26430,32
2/3/2021,26881,451
2/4/2021,27529,648
2/5/2021,28127,598
2/6/2021,29130,1003
2/7/2021,29939,809
2/8/2021,30352,413
2/9/2021,30376,24
3/1/2021,31048,672
3/10/2021,31624,576
3/11/2021,32429,805
3/12/2021,33197,768
3/13/2021,33646,449
3/14/2021,34381,735
3/15/2021,34417,36
3/16/2021,34908,491
3/17/2021,35475,567
3/18/2021,36451,976
3/19/2021,37546,1095
3/2/2021,38280,734
3/20/2021,38979,699
3/21/2021,39049,70
3/22/2021,39724,675
3/23/2021,40352,628
3/24/2021,41163,811
3/25/2021,42261,1098
3/26/2021,42819,558
3/27/2021,42913,94
3/28/2021,42987,74
3/29/2021,43516,529
3/3/2021,44318,802
3/30/2021,45230,912
3/31/2021,46219,989
3/4/2021,46933,714
3/5/2021,47097,164
3/6/2021,47160,63
3/7/2021,47750,590
3/8/2021,48186,436
3/9/2021,49137,951
4/1/2021,49575,438
4/10/2021,49982,407
4/11/2021,50182,200
4/12/2021,50220,38
4/13/2021,50622,402
4/14/2021,51090,468
4/15/2021,51505,415
4/16/2021,52332,827
4/17/2021,52720,388
4/18/2021,52922,202
4/19/2021,53010,88
4/2/2021,53741,731
4/20/2021,54116,375
4/21/2021,54590,474
4/22/2021,55193,603
4/23/2021,55546,353
4/24/2021,55639,93
4/25/2021,55693,54
4/26/2021,56174,481
4/27/2021,56548,374
4/28/2021,56972,424
4/29/2021,57363,391
4/3/2021,57636,273
4/30/2021,57789,153
4/4/2021,57821,32
4/5/2021,58135,314
4/6/2021,58418,283
4/7/2021,58738,320
4/8/2021,59107,369
4/9/2021,59323,216
5/1/2021,59393,70
5/10/2021,59415,22
5/11/2021,59584,169
5/12/2021,59870,286
5/13/2021,60047,177
5/14/2021,60455,408
5/15/2021,60600,145
5/16/2021,60664,64
5/17/2021,60684,20
5/18/2021,60991,307
5/19/2021,61178,187
5/2/2021,61342,164
5/20/2021,61653,311
5/21/2021,62110,457
5/22/2021,62166,56
5/23/2021,62221,55
5/24/2021,62644,423
5/25/2021,62995,351
5/26/2021,63371,376
5/27/2021,63885,514
5/28/2021,64142,257
5/29/2021,64421,279
5/3/2021,64469,48
5/30/2021,64693,224
5/31/2021,64957,264
5/4/2021,65158,201
5/5/2021,65398,240
5/6/2021,65544,146
5/7/2021,65592,48
5/8/2021,65619,27
5/9/2021,65655,36
6/1/2021,65895,240
6/10/2021,66020,125
6/11/2021,66249,229
6/12/2021,66573,324
6/13/2021,66597,24
6/14/2021,66637,40
6/15/2021,66860,223
6/16/2021,67071,211
6/17/2021,67453,382
6/18/2021,67718,265
6/19/2021,67952,234
6/2/2021,68145,193
6/20/2021,68165,20
6/21/2021,68384,219
6/22/2021,68644,260
6/23/2021,68849,205
6/24/2021,69029,180
6/25/2021,69176,147
6/26/2021,69211,35
6/27/2021,69245,34
6/28/2021,69392,147
6/29/2021,69605,213
6/3/2021,69738,133
6/30/2021,69877,139
6/4/2021,69999,122
6/5/2021,70024,25
6/6/2021,70038,14
6/7/2021,70147,109
6/8/2021,70308,161
6/9/2021,70463,155
7/1/2021,70596,133
7/10/2021,70699,103
7/11/2021,70712,13
7/12/2021,70723,11
7/13/2021,70772,49
7/14/2021,70924,152
7/15/2021,71044,120
7/16/2021,71212,168
7/17/2021,71370,158
7/18/2021,71387,17
7/19/2021,71400,13
7/2/2021,71536,136
7/20/2021,71668,132
7/21/2021,71855,187
7/22/2021,71948,93
7/23/2021,72097,149
7/24/2021,72142,45
7/25/2021,72167,25
7/26/2021,72340,173
7/27/2021,72528,188
7/28/2021,72689,161
7/29/2021,72867,178
7/3/2021,72994,127
7/30/2021,73041,47
7/31/2021,73056,15
7/4/2021,73210,154
7/5/2021,73365,155
7/6/2021,73525,160
7/7/2021,73699,174
7/8/2021,73842,143
7/9/2021,73891,49
8/1/2021,73905,14
8/10/2021,74074,169
8/11/2021,74271,197
8/12/2021,74453,182
8/13/2021,74604,151
8/14/2021,74835,231
8/15/2021,74886,51
8/16/2021,74908,22
8/17/2021,75061,153
8/18/2021,75259,198
8/19/2021,75522,263
8/2/2021,75722,200
8/20/2021,76018,296
8/21/2021,76097,79
8/22/2021,76128,31
8/23/2021,76402,274
8/24/2021,76659,257
8/25/2021,76840,181
8/26/2021,77015,175
8/27/2021,77243,228
8/28/2021,77293,50
8/29/2021,77329,36
8/3/2021,77512,183
8/30/2021,77672,160
8/31/2021,77826,154
8/4/2021,77987,161
8/5/2021,78223,236
8/6/2021,78305,82
8/7/2021,78361,56
