date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,341,317,269,279,201,3
1/10/2021,463,451,379,389,630,6
1/11/2021,475,465,401,405,828,6
1/12/2021,481,470,406,414,1042,6
1/13/2021,500,502,428,438,1352,6
1/14/2021,505,510,441,449,1600,6
1/15/2021,510,517,451,459,2026,6
1/16/2021,526,522,459,471,2382,6
1/17/2021,529,523,462,472,2395,6
1/18/2021,532,528,469,481,2572,6
1/19/2021,549,540,481,496,2777,6
1/2/2021,342,320,272,282,204,3
1/20/2021,558,555,496,519,3154,6
1/21/2021,564,569,510,539,3531,6
1/22/2021,577,577,518,547,3698,6
1/23/2021,603,614,553,581,4057,6
1/24/2021,613,618,560,601,4129,6
1/25/2021,635,637,596,645,4316,6
1/26/2021,657,680,645,703,4532,8
1/27/2021,686,717,687,750,4915,8
1/28/2021,736,756,742,826,5526,9
1/29/2021,778,799,811,896,5892,10
1/3/2021,354,334,283,296,229,3
1/30/2021,780,804,813,901,5910,10
1/31/2021,785,807,817,909,5937,10
1/4/2021,360,343,288,298,250,3
1/5/2021,379,370,302,313,259,3
1/6/2021,400,389,320,338,274,4
1/7/2021,408,395,331,346,304,4
1/8/2021,438,428,360,370,334,5
1/9/2021,456,449,379,387,627,6
12/1/2020,,,,1,1,
12/10/2020,,,,1,1,
12/11/2020,,,,1,1,
12/12/2020,,,,1,1,
12/13/2020,,,,1,1,
12/14/2020,,,,1,1,
12/15/2020,,,1,1,1,
12/16/2020,,,2,1,1,
12/17/2020,,,7,4,4,
12/18/2020,1,2,8,7,4,
12/19/2020,1,4,10,8,5,
12/2/2020,,,,1,1,
12/20/2020,1,4,10,8,5,
12/21/2020,3,5,11,12,7,
12/22/2020,74,78,62,60,18,
12/23/2020,181,177,154,150,43,1
12/24/2020,212,205,179,165,53,1
12/25/2020,212,205,179,165,53,1
12/26/2020,214,210,181,176,54,1
12/27/2020,214,210,181,176,54,1
12/28/2020,231,225,199,196,65,1
12/29/2020,249,243,211,215,72,1
12/3/2020,,,,1,1,
12/30/2020,293,281,245,248,127,1
12/31/2020,339,315,268,279,185,3
12/4/2020,,,,1,1,
12/5/2020,,,,1,1,
12/6/2020,,,,1,1,
12/7/2020,,,,1,1,
12/8/2020,,,,1,1,
12/9/2020,,,,1,1,
2/1/2021,793,823,828,928,6095,10
2/10/2021,1056,1062,1074,1222,8003,19
2/11/2021,1173,1177,1206,1382,9032,23
2/12/2021,1243,1235,1270,1461,9706,29
2/13/2021,1267,1250,1294,1493,9889,30
2/14/2021,1267,1251,1294,1493,9901,30
2/15/2021,1270,1262,1308,1508,10054,30
2/16/2021,1277,1268,1317,1531,10285,32
2/17/2021,1283,1276,1331,1556,10460,32
2/18/2021,1288,1288,1348,1578,10650,32
2/19/2021,1292,1293,1360,1594,10832,33
2/2/2021,800,835,839,946,6235,11
2/20/2021,1297,1299,1369,1601,10844,33
2/21/2021,1298,1299,1372,1605,10850,33
2/22/2021,1300,1303,1378,1613,10885,33
2/23/2021,1302,1303,1379,1614,10930,33
2/24/2021,1334,1325,1407,1637,11161,34
2/25/2021,1374,1348,1458,1739,11902,36
2/26/2021,1410,1378,1496,1818,12355,39
2/27/2021,1470,1435,1555,1906,12667,41
2/28/2021,1472,1437,1557,1908,12696,41
2/3/2021,826,865,863,976,6502,12
2/4/2021,846,883,879,1003,6765,13
2/5/2021,881,923,937,1041,6953,14
2/6/2021,884,924,943,1054,7036,14
2/7/2021,885,927,944,1056,7053,14
2/8/2021,895,936,955,1070,7167,15
2/9/2021,931,971,998,1123,7466,16
3/1/2021,1474,1442,1563,1936,12926,44
3/10/2021,1729,1715,1910,3850,15584,61
3/11/2021,1781,1767,1976,4084,15872,64
3/12/2021,1819,1803,2004,4257,16049,68
3/13/2021,1843,1825,2028,4395,16199,69
3/14/2021,1845,1827,2029,4404,16215,69
3/15/2021,1907,1867,2069,4707,16437,71
3/16/2021,1970,1922,2153,4915,16626,79
3/17/2021,2013,1971,2216,5139,16858,91
3/18/2021,2152,2053,2385,5450,17230,104
3/19/2021,2226,2117,2506,5709,17466,115
3/2/2021,1482,1454,1578,1979,13164,44
3/20/2021,2285,2170,2718,6032,17701,119
3/21/2021,2290,2177,2732,6040,17707,119
