date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4376,4435,3673,3446,2069,25
1/10/2021,6670,6395,5547,5367,4547,63
1/11/2021,6986,6671,5819,5653,4923,74
1/12/2021,7318,6930,6083,5912,5432,84
1/13/2021,7538,7167,6322,6160,5868,94
1/14/2021,7848,7476,6640,6454,6288,99
1/15/2021,8480,8046,7218,7022,7584,110
1/16/2021,8723,8240,7403,7187,7855,113
1/17/2021,8806,8300,7448,7244,7985,116
1/18/2021,9152,8613,7764,7533,9554,123
1/19/2021,9525,8901,8090,7857,11224,134
1/2/2021,4547,4558,3771,3557,2172,27
1/20/2021,10020,9451,8601,8333,13350,149
1/21/2021,10427,9896,9092,8816,16456,158
1/22/2021,11137,10580,9845,9556,19504,173
1/23/2021,11418,10813,10040,9755,21317,178
1/24/2021,11564,10943,10150,9858,21637,181
1/25/2021,12295,11580,10897,10610,24885,196
1/26/2021,13012,12165,11557,11255,27919,206
1/27/2021,13745,12762,12223,11982,31096,215
1/28/2021,14595,13406,12896,12711,34412,231
1/29/2021,15525,14127,13628,13465,37502,253
1/3/2021,4639,4646,3841,3613,2217,29
1/30/2021,16186,14558,13981,13863,40244,261
1/31/2021,16353,14672,14097,14001,40988,266
1/4/2021,4984,4949,4101,3896,2456,38
1/5/2021,5322,5268,4370,4181,2760,43
1/6/2021,5745,5609,4790,4545,3090,50
1/7/2021,6047,5841,5007,4823,3490,55
1/8/2021,6320,6123,5295,5105,3741,58
1/9/2021,6572,6296,5462,5292,4478,63
12/1/2020,9,5,8,7,15,
12/10/2020,12,6,12,12,21,
12/11/2020,12,7,15,14,23,
12/12/2020,12,7,15,16,24,
12/13/2020,13,7,15,17,24,
12/14/2020,13,10,18,17,25,
12/15/2020,17,13,22,22,31,
12/16/2020,18,15,24,23,32,
12/17/2020,266,323,336,280,115,
12/18/2020,587,680,631,549,229,1
12/19/2020,795,889,775,651,292,1
12/2/2020,10,5,10,7,15,
12/20/2020,797,891,779,654,296,1
12/21/2020,1214,1268,1061,931,424,3
12/22/2020,1616,1658,1397,1213,555,5
12/23/2020,2122,2151,1774,1526,725,6
12/24/2020,2387,2427,1974,1740,813,8
12/25/2020,2388,2428,1974,1742,816,8
12/26/2020,2595,2631,2124,1894,886,9
12/27/2020,2643,2675,2154,1925,901,9
12/28/2020,3111,3119,2511,2254,1084,11
12/29/2020,3576,3577,2859,2644,1326,17
12/3/2020,10,6,11,9,17,
12/30/2020,4020,4043,3306,3068,1599,18
12/31/2020,4343,4399,3617,3381,1845,23
12/4/2020,10,6,12,9,17,
12/5/2020,11,6,12,9,17,
12/6/2020,11,6,12,10,17,
12/7/2020,11,6,12,11,17,
12/8/2020,11,6,12,12,17,
12/9/2020,12,6,12,12,20,
2/1/2021,16984,15220,14673,14623,43200,276
2/10/2021,21361,18330,18200,18853,68898,405
2/11/2021,21710,18582,18434,19172,73079,417
2/12/2021,22079,18876,18731,19602,76878,429
2/13/2021,22296,19021,18888,19810,80139,442
2/14/2021,22366,19052,18947,19861,80618,449
2/15/2021,22529,19161,19064,20001,82460,453
2/16/2021,22733,19290,19246,20226,84674,463
2/17/2021,23041,19504,19453,20498,86795,479
2/18/2021,23265,19661,19599,20700,88712,485
2/19/2021,23517,19804,19783,20892,89689,492
2/2/2021,17659,15787,15333,15291,45597,292
2/20/2021,23794,19995,19947,21069,90426,508
2/21/2021,23828,20027,19991,21109,90683,511
2/22/2021,23968,20096,20068,21222,91677,516
2/23/2021,24126,20197,20179,21377,93233,522
2/24/2021,24436,20389,20364,21637,95165,558
2/25/2021,24638,20556,20518,21907,98056,571
2/26/2021,25009,20814,20801,22427,101480,588
2/27/2021,25201,20973,20979,22681,103891,598
2/28/2021,25301,21057,21054,22816,105922,613
2/3/2021,18238,16279,15860,15919,48680,307
2/4/2021,18799,16707,16308,16504,52089,324
2/5/2021,19547,17248,16959,17339,55949,346
2/6/2021,20043,17522,17264,17709,57674,359
2/7/2021,20117,17568,17317,17790,58278,361
2/8/2021,20497,17819,17606,18137,61033,369
2/9/2021,20894,18048,17889,18468,64281,383
3/1/2021,25532,21243,21258,23211,108666,639
3/10/2021,28742,23485,23702,30964,135507,891
3/11/2021,29248,23864,24153,32580,139000,946
3/12/2021,29917,24292,24636,34071,142409,1008
3/13/2021,30305,24548,24972,35248,143966,1047
3/14/2021,30626,24732,25187,36079,145164,1088
3/15/2021,31012,25067,25508,38386,147388,1135
3/16/2021,31762,25615,26124,40803,149980,1221
3/17/2021,32824,26445,26945,43676,152413,1318
3/18/2021,33846,27192,27750,46506,154645,1402
3/19/2021,35113,28127,28673,49344,156569,1515
3/2/2021,25803,21435,21458,23569,111760,663
3/20/2021,35954,28656,29285,51140,157664,1576
3/21/2021,36615,29237,29921,52582,158388,1665
3/22/2021,37771,29949,30694,54544,160096,1783
3/23/2021,39195,30928,31692,56804,161868,1929
3/24/2021,41007,32139,32928,58866,163525,2223
3/25/2021,43075,33721,34591,61114,165090,2617
3/26/2021,45218,35294,36200,63217,166499,3112
3/27/2021,46488,36184,37107,64420,167227,3481
3/28/2021,47321,36843,37827,64836,167437,3797
3/29/2021,49422,38314,39252,65658,168003,4403
3/3/2021,26210,21727,21753,24196,115728,698
3/30/2021,51751,39878,40795,66693,168987,5057
3/31/2021,54181,41372,42509,67952,170065,5763
3/4/2021,26522,21927,21972,24961,118867,717
3/5/2021,26925,22206,22271,25884,121916,749
3/6/2021,27199,22409,22500,26606,124225,771
3/7/2021,27458,22593,22703,27275,126061,780
3/8/2021,27775,22791,22945,28314,128977,797
3/9/2021,28125,23083,23243,29537,131987,828
4/1/2021,56226,42575,43953,68748,170944,6436
4/10/2021,72724,51849,54124,76071,177632,11501
4/11/2021,73582,52259,54567,76418,177889,11780
4/12/2021,75082,52992,55458,77174,178556,12100
4/13/2021,76277,53580,56044,77696,179024,12365
4/14/2021,77624,54287,56737,78249,179443,12680
4/15/2021,78678,54932,57299,78691,179800,12928
4/16/2021,79839,55601,58027,79260,180264,13297
4/17/2021,80460,55945,58405,79560,180458,13506
4/18/2021,80859,56166,58620,79707,180567,13666
4/19/2021,81479,56570,59033,80135,180922,13862
4/2/2021,58390,43864,45483,69541,171670,7138
4/20/2021,82172,56889,59392,80460,181232,14019
4/21/2021,82940,57360,59841,80849,181560,14183
4/22/2021,83719,57808,60260,81236,181901,14397
4/23/2021,84646,58428,60833,81735,182294,14669
4/24/2021,85285,58766,61249,82079,182554,14911
4/25/2021,85670,58939,61449,82200,182658,15072
4/26/2021,86439,59388,61889,82623,182982,15269
4/27/2021,87222,59826,62324,82998,183290,15483
4/28/2021,88026,60214,62756,83449,183637,15683
4/29/2021,88771,60601,63132,83803,183987,15843
4/3/2021,59804,44670,46370,70108,172015,7668
4/30/2021,89531,61029,63645,84241,184364,16023
4/4/2021,60681,45071,46839,70352,172197,7977
4/5/2021,62733,46207,48157,71352,173167,8623
4/6/2021,64673,47287,49412,72343,174280,9230
4/7/2021,67227,48750,50829,73414,175327,9934
4/8/2021,69397,49930,52095,74452,176293,10524
4/9/2021,71583,51177,53432,75507,177212,11099
5/1/2021,89913,61286,63956,84521,184540,16157
5/10/2021,93604,63428,66151,86633,186382,17191
5/11/2021,93948,63653,66374,86867,186621,17297
5/12/2021,94373,63877,66602,87078,186845,17549
5/13/2021,94820,64163,66850,87320,187061,19192
5/14/2021,95326,64468,67120,87557,187269,20597
5/15/2021,95767,64750,67388,87782,187397,22346
5/16/2021,96124,64947,67594,87933,187493,23381
5/17/2021,96696,65262,67934,88232,187770,24185
5/18/2021,97182,65542,68155,88434,187976,24761
5/19/2021,97632,65784,68411,88645,188164,25356
5/2/2021,90218,61471,64108,84665,184635,16270
5/20/2021,98053,66044,68659,88862,188342,25943
5/21/2021,98571,66363,68949,89143,188545,26877
5/22/2021,98961,66581,69149,89322,188663,27871
5/23/2021,99208,66728,69285,89417,188723,28294
5/24/2021,99642,67010,69505,89585,188876,28840
