date,Santa Cruz_cume,Santa Cruz
2020-12-22 00:00:00,61,
2020-12-23 00:00:00,81,20
2020-12-24 00:00:00,101,20
2020-12-28 00:00:00,141,40
2020-12-29 00:00:00,201,60
2020-12-30 00:00:00,265,64
2020-12-31 00:00:00,309,44
2021-01-04 00:00:00,350,41
2021-01-05 00:00:00,430,80
2021-01-06 00:00:00,564,134
2021-01-07 00:00:00,735,171
2021-01-08 00:00:00,914,179
2021-01-11 00:00:00,1009,95
2021-01-12 00:00:00,1163,154
2021-01-13 00:00:00,1372,209
2021-01-14 00:00:00,1593,221
2021-01-15 00:00:00,1794,201
2021-01-19 00:00:00,1911,117
2021-01-20 00:00:00,2350,439
2021-01-21 00:00:00,2768,418
2021-01-22 00:00:00,3270,502
2021-01-25 00:00:00,3384,114
2021-01-26 00:00:00,3793,409
2021-01-27 00:00:00,3974,181
2021-01-28 00:00:00,4489,515
2021-01-29 00:00:00,4902,413
2021-02-01 00:00:00,5019,117
2021-02-02 00:00:00,5590,571
2021-02-03 00:00:00,5775,185
2021-02-04 00:00:00,6340,565
2021-02-05 00:00:00,7020,680
2021-02-06 00:00:00,7026,6
2021-02-08 00:00:00,7195,169
2021-02-09 00:00:00,7758,563
2021-02-10 00:00:00,8375,617
2021-02-11 00:00:00,9003,628
2021-02-12 00:00:00,9634,631
2021-02-13 00:00:00,10112,478
2021-02-14 00:00:00,10551,439
2021-02-15 00:00:00,10639,88
2021-02-16 00:00:00,10726,87
2021-02-17 00:00:00,10729,3
2021-02-18 00:00:00,10740,11
2021-02-19 00:00:00,10787,47
2021-02-22 00:00:00,10827,40
2021-02-23 00:00:00,11455,628
2021-02-24 00:00:00,12253,798
2021-02-25 00:00:00,13012,759
2021-02-26 00:00:00,13734,722
2021-02-27 00:00:00,13746,12
2021-03-01 00:00:00,13889,143
2021-03-02 00:00:00,14747,858
2021-03-03 00:00:00,15482,735
2021-03-04 00:00:00,16282,800
2021-03-05 00:00:00,17067,785
2021-03-06 00:00:00,17141,74
2021-03-07 00:00:00,17157,16
2021-03-08 00:00:00,17319,162
2021-03-09 00:00:00,17974,655
2021-03-10 00:00:00,18688,714
2021-03-11 00:00:00,19381,693
2021-03-12 00:00:00,20068,687
2021-03-13 00:00:00,20580,512
2021-03-14 00:00:00,20947,367
2021-03-15 00:00:00,21108,161
2021-03-16 00:00:00,21801,693
2021-03-17 00:00:00,22551,750
2021-03-18 00:00:00,23245,694
2021-03-19 00:00:00,24087,842
2021-03-20 00:00:00,24109,22
2021-03-21 00:00:00,24120,11
2021-03-22 00:00:00,24308,188
2021-03-23 00:00:00,25065,757
2021-03-24 00:00:00,25766,701
2021-03-25 00:00:00,26409,643
2021-03-26 00:00:00,27152,743
2021-03-27 00:00:00,27198,46
2021-03-28 00:00:00,27199,1
2021-03-29 00:00:00,27358,159
2021-03-30 00:00:00,28194,836
2021-03-31 00:00:00,29018,824
2021-04-01 00:00:00,29874,856
2021-04-02 00:00:00,30563,689
2021-04-03 00:00:00,30589,26
2021-04-04 00:00:00,30600,11
2021-04-05 00:00:00,31143,543
2021-04-06 00:00:00,31853,710
2021-04-07 00:00:00,32651,798
2021-04-08 00:00:00,33376,725
2021-04-09 00:00:00,34094,718
2021-04-10 00:00:00,34650,556
2021-04-11 00:00:00,34660,10
2021-04-12 00:00:00,34993,333
2021-04-13 00:00:00,35792,799
2021-04-14 00:00:00,36660,868
2021-04-15 00:00:00,37489,829
2021-04-16 00:00:00,38450,961
2021-04-17 00:00:00,38474,24
2021-04-18 00:00:00,38513,39
2021-04-19 00:00:00,38751,238
2021-04-20 00:00:00,39540,789
2021-04-21 00:00:00,40266,726
2021-04-22 00:00:00,41047,781
2021-04-23 00:00:00,41840,793
2021-04-24 00:00:00,42203,363
2021-04-26 00:00:00,42748,545
2021-04-27 00:00:00,43500,752
2021-04-28 00:00:00,44177,677
2021-04-29 00:00:00,44850,673
2021-04-30 00:00:00,45425,575
2021-05-01 00:00:00,45441,16
2021-05-02 00:00:00,45453,12
2021-05-03 00:00:00,45936,483
2021-05-04 00:00:00,46519,583
2021-05-05 00:00:00,47237,718
2021-05-06 00:00:00,47808,571
2021-05-07 00:00:00,48467,659
2021-05-08 00:00:00,48477,10
2021-05-09 00:00:00,48489,12
2021-05-10 00:00:00,48920,431
2021-05-11 00:00:00,49026,106
2021-05-12 00:00:00,49384,358
2021-05-13 00:00:00,50246,862
2021-05-14 00:00:00,50939,693
2021-05-15 00:00:00,50953,14
2021-05-16 00:00:00,50967,14
2021-05-17 00:00:00,51813,846
2021-05-18 00:00:00,52326,513
2021-05-19 00:00:00,52740,414
2021-05-20 00:00:00,53412,672
2021-05-21 00:00:00,53792,380
2021-05-22 00:00:00,53835,43
2021-05-23 00:00:00,53847,12
