Category,value
tests,758383
YUMA,12785
YAVAPAI,22251
SANTA CRUZ,2322
PINAL,46211
PIMA,67160
NAVAJO,6211
MOHAVE,17090
MARICOPA,543809
LA PAZ,1911
GREENLEE,307
GRAHAM,1641
GILA,7564
COCONINO,10167
COCHISE,6967
APACHE,1660
Unknown,705
65 years and older,184129
55 - 64 years,151077
45 - 54 years,136838
20 - 44 years,251652
Less than 20 years,33982
positive,0.2227436532728186
