date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21181,22645,20568,17920,11795,211
1/10/2021,34937,34750,32632,29534,28369,499
1/11/2021,36877,36562,34580,31196,32096,560
1/12/2021,39698,39246,37364,33705,39593,678
1/13/2021,42488,42160,40441,36405,48295,774
1/14/2021,45270,45199,43665,39391,57595,846
1/15/2021,48772,48435,47023,42500,66662,972
1/16/2021,50581,50014,48691,44107,72012,1020
1/17/2021,51696,51034,49766,45195,75451,1064
1/18/2021,53350,52572,51504,46926,83201,1113
1/19/2021,55396,54452,53530,49103,93219,1214
1/2/2021,23098,24338,22099,19331,12795,244
1/20/2021,57819,56963,56452,52034,105407,1345
1/21/2021,60534,59834,59787,55500,121047,1498
1/22/2021,65054,63981,64403,60358,136651,1673
1/23/2021,68369,66751,67503,63523,147134,1829
1/24/2021,69911,68143,69024,65207,154760,1884
1/25/2021,72315,70291,71627,68144,168323,1970
1/26/2021,75256,72811,74528,71397,185535,2088
1/27/2021,78387,75427,77469,74759,204398,2194
1/28/2021,81437,78006,80435,78404,225602,2345
1/29/2021,85309,81132,83795,82166,245483,2565
1/3/2021,24001,25079,22745,19877,13131,266
1/30/2021,88138,83268,86126,84633,256876,2755
1/31/2021,89047,84008,86993,85663,262829,2804
1/4/2021,25735,26715,24330,21353,14974,292
1/5/2021,27532,28353,25904,22905,17053,329
1/6/2021,29749,30301,27936,24920,20072,398
1/7/2021,31566,31924,29707,26702,23369,436
1/8/2021,33297,33478,31370,28351,25753,465
1/9/2021,34399,34310,32213,29142,27916,492
12/1/2020,31,21,25,17,28,1
12/10/2020,43,29,38,35,49,2
12/11/2020,43,32,40,40,51,2
12/12/2020,44,32,42,43,52,2
12/13/2020,45,33,44,44,54,2
12/14/2020,46,37,47,45,61,2
12/15/2020,55,48,60,59,69,2
12/16/2020,163,195,219,180,125,2
12/17/2020,792,1026,1011,832,374,9
12/18/2020,1653,2029,1849,1484,663,10
12/19/2020,2276,2744,2424,1917,861,15
12/2/2020,34,22,27,21,33,2
12/20/2020,2488,3007,2677,2128,954,17
12/21/2020,3856,4428,3936,3097,1425,26
12/22/2020,5718,6469,5739,4531,2053,35
12/23/2020,7989,9028,7972,6345,2936,53
12/24/2020,8960,9996,8782,7080,3284,56
12/25/2020,8998,10030,8809,7105,3300,56
12/26/2020,10525,11755,10238,8373,3842,70
12/27/2020,11150,12409,10842,8880,4088,81
12/28/2020,13301,14578,12836,10723,5299,106
12/29/2020,16168,17514,15555,13235,7428,154
12/3/2020,37,22,30,23,36,2
12/30/2020,19337,20844,18761,16207,9708,186
12/31/2020,21041,22506,20404,17737,11079,205
12/4/2020,37,22,32,26,37,2
12/5/2020,38,22,32,26,38,2
12/6/2020,39,22,32,27,38,2
12/7/2020,39,24,36,28,39,2
12/8/2020,40,25,36,31,40,2
12/9/2020,41,25,37,33,45,2
2/1/2021,90886,85683,88756,87938,278326,2922
2/10/2021,110444,101562,106850,111633,441582,4880
2/11/2021,113169,103774,109140,114831,464200,5259
2/12/2021,116456,106469,111982,118537,491352,5591
2/13/2021,120124,109300,114965,121917,510674,6010
2/14/2021,121052,110008,115876,123080,518036,6062
2/15/2021,122213,110984,116948,124522,532269,6131
2/16/2021,124110,112320,118446,126573,548952,6295
2/17/2021,126527,114170,120265,128858,565571,6944
2/18/2021,128002,115383,121534,130600,581644,7071
