date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,640,991,939,753,531,5
1/10/2021,1180,1726,1738,1468,2286,14
1/11/2021,1229,1810,1823,1534,2465,18
1/12/2021,1319,1924,1946,1634,2746,18
1/13/2021,1428,2063,2099,1808,3154,21
1/14/2021,1528,2245,2258,1958,3676,22
1/15/2021,1648,2402,2436,2093,4054,24
1/16/2021,1707,2493,2536,2182,4672,27
1/17/2021,1726,2525,2578,2218,4727,27
1/18/2021,1791,2637,2649,2311,4947,28
1/19/2021,1863,2714,2733,2394,5452,31
1/2/2021,722,1111,1064,860,611,6
1/20/2021,1940,2843,2839,2517,6223,36
1/21/2021,2035,2976,3008,2685,6970,40
1/22/2021,2184,3143,3197,2871,7724,42
1/23/2021,2269,3308,3359,3027,8317,45
1/24/2021,2306,3341,3420,3057,8478,47
1/25/2021,2387,3410,3512,3179,9074,49
1/26/2021,2463,3492,3608,3295,9645,50
1/27/2021,2576,3618,3769,3484,10369,52
1/28/2021,2652,3735,3888,3635,11382,53
1/29/2021,2763,3859,4027,3821,12385,62
1/3/2021,750,1157,1110,883,633,6
1/30/2021,2833,3951,4160,3980,13170,65
1/31/2021,2869,3973,4192,4010,13322,67
1/4/2021,814,1257,1203,970,861,7
1/5/2021,910,1366,1293,1065,1095,8
1/6/2021,1022,1492,1427,1186,1362,10
1/7/2021,1085,1582,1542,1287,1696,12
1/8/2021,1137,1666,1678,1420,2129,14
1/9/2021,1170,1710,1723,1457,2265,14
10/1/2021,35808,29797,31438,36828,75231,18296
10/10/2021,36479,30219,31732,37020,75473,18649
10/11/2021,36582,30286,31781,37048,75512,18709
10/12/2021,36639,30318,31806,37064,75533,18733
10/13/2021,36697,30353,31836,37079,75554,18762
10/14/2021,36769,30398,31871,37112,75574,18785
10/15/2021,36854,30452,31914,37155,75608,18828
10/16/2021,36902,30480,31941,37172,75622,18855
10/17/2021,36938,30505,31957,37186,75630,18871
10/18/2021,37016,30560,32001,37219,75669,18894
10/19/2021,37077,30594,32031,37245,75694,18939
10/2/2021,35856,29837,31471,36856,75245,18337
10/20/2021,37132,30633,32069,37276,75728,18961
10/21/2021,37198,30671,32097,37305,75748,18990
10/22/2021,37270,30733,32143,37342,75797,19026
10/23/2021,37330,30782,32170,37359,75826,19052
10/24/2021,37356,30797,32185,37368,75849,19066
10/25/2021,37416,30847,32225,37393,75925,19085
10/26/2021,37499,30901,32271,37416,75980,19129
10/27/2021,37590,30959,32314,37458,76044,19163
10/28/2021,37712,31020,32357,37502,76121,19187
10/29/2021,37798,31072,32411,37542,76165,19218
10/3/2021,35906,29865,31486,36866,75252,18355
10/30/2021,37846,31109,32437,37559,76186,19233
10/31/2021,37870,31128,32450,37568,76193,19244
10/4/2021,35989,29926,31530,36888,75305,18413
10/5/2021,36081,29978,31556,36917,75343,18459
10/6/2021,36189,30041,31603,36945,75384,18526
10/7/2021,36270,30090,31631,36967,75426,18562
10/8/2021,36366,30154,31676,36998,75446,18598
10/9/2021,36444,30196,31712,37012,75458,18632
11/1/2021,37909,31165,32473,37594,76242,19266
11/2/2021,37945,31182,32495,37615,76267,19279
11/3/2021,37997,31216,32524,37640,76314,19298
11/4/2021,38009,31225,32539,37652,76336,19307
12/1/2020,1,1,2,,1,
12/10/2020,1,1,2,,2,
12/11/2020,1,1,2,,2,
12/12/2020,1,1,2,,2,
12/13/2020,1,1,2,,2,
12/14/2020,1,1,2,,2,
12/15/2020,1,1,2,,2,
12/16/2020,2,2,5,,2,
12/17/2020,10,14,16,4,4,
12/18/2020,20,23,24,9,5,
12/19/2020,24,32,29,15,8,
12/2/2020,1,1,2,,1,
12/20/2020,24,37,30,19,9,
12/21/2020,50,84,75,36,21,1
12/22/2020,109,155,132,81,37,1
12/23/2020,169,244,240,159,70,2
12/24/2020,186,264,257,172,73,2
12/25/2020,186,264,257,172,73,2
12/26/2020,242,362,334,229,96,3
12/27/2020,258,392,350,240,98,3
12/28/2020,319,508,480,337,134,3
12/29/2020,425,674,640,475,189,4
12/3/2020,1,1,2,,1,
12/30/2020,560,892,830,655,318,4
12/31/2020,637,986,934,746,493,5
12/4/2020,1,1,2,,1,
12/5/2020,1,1,2,,1,
12/6/2020,1,1,2,,1,
12/7/2020,1,1,2,,1,
12/8/2020,1,1,2,,1,
12/9/2020,1,1,2,,2,
2/1/2021,2948,4078,4290,4115,14159,72
2/10/2021,3662,4878,5200,5384,24483,101
2/11/2021,3731,4945,5282,5524,26236,104
2/12/2021,3833,5054,5421,5716,28262,110
2/13/2021,4032,5292,5688,5941,29742,121
2/14/2021,4061,5332,5737,5999,30091,122
2/15/2021,4109,5375,5785,6086,30878,127
2/16/2021,4184,5444,5833,6161,31892,136
2/17/2021,4266,5500,5889,6254,32931,141
2/18/2021,4339,5559,5947,6315,34059,153
2/19/2021,4409,5628,6016,6388,34691,162
2/2/2021,3020,4170,4409,4270,15087,72
2/20/2021,4548,5723,6103,6462,35191,181
2/21/2021,4560,5736,6115,6483,35469,182
2/22/2021,4593,5775,6140,6540,35886,186
2/23/2021,4632,5814,6189,6607,36485,187
2/24/2021,4687,5879,6246,6678,37494,192
2/25/2021,4773,5973,6339,6859,39139,199
2/26/2021,4861,6060,6435,7031,40937,204
2/27/2021,4909,6094,6482,7109,41479,206
2/28/2021,4921,6106,6507,7160,41841,206
2/3/2021,3133,4319,4537,4412,16119,74
2/4/2021,3211,4418,4650,4534,17155,76
2/5/2021,3366,4572,4826,4725,18221,80
2/6/2021,3423,4650,4918,4882,19598,88
2/7/2021,3441,4656,4933,4910,19961,88
2/8/2021,3496,4707,5005,5043,21271,89
2/9/2021,3549,4777,5089,5221,22726,94
3/1/2021,4974,6165,6592,7359,42964,210
3/10/2021,5622,6824,7478,11867,51728,267
3/11/2021,5790,7063,7674,12874,52941,274
3/12/2021,5937,7151,7853,13582,53795,284
3/13/2021,6022,7239,7941,14024,54180,290
3/14/2021,6063,7276,8009,14388,54393,294
3/15/2021,6168,7356,8167,15159,54968,303
3/16/2021,6294,7499,8380,16000,55845,311
3/17/2021,6519,7681,8652,16904,56760,326
3/18/2021,6711,7868,8925,17777,57768,336
3/19/2021,6976,8138,9264,18540,58490,369
3/2/2021,5026,6224,6694,7572,44254,217
3/20/2021,7103,8271,9490,18881,58880,382
3/21/2021,7210,8408,9668,19179,59135,396
3/22/2021,7480,8711,10017,19732,59678,443
3/23/2021,7824,9048,10467,20354,60308,484
3/24/2021,8203,9427,10984,20969,60884,556
3/25/2021,8618,9790,11457,21409,61411,614
3/26/2021,8989,10160,11882,22062,61933,676
3/27/2021,9270,10454,12215,22317,62116,751
3/28/2021,9548,10691,12480,22536,62300,829
3/29/2021,9956,11032,12904,22831,62618,902
3/3/2021,5118,6308,6806,8043,45985,233
3/30/2021,10329,11362,13332,23107,62907,986
3/31/2021,10684,11712,13800,23434,63162,1088
3/4/2021,5228,6442,6946,8649,47628,236
3/5/2021,5335,6550,7074,9249,48600,245
3/6/2021,5383,6603,7146,9721,49304,249
3/7/2021,5414,6626,7180,9996,49613,250
3/8/2021,5468,6682,7253,10545,50287,253
3/9/2021,5544,6758,7379,11242,51089,258
4/1/2021,11040,12044,14271,23709,63436,1186
4/10/2021,13856,14570,17311,25997,65829,1899
4/11/2021,14009,14691,17456,26095,65910,1982
4/12/2021,14293,14924,17756,26317,66195,2063
4/13/2021,14569,15143,18007,26597,66482,2140
4/14/2021,14867,15460,18336,26807,66656,2210
4/15/2021,15243,15796,18693,27023,66825,2280
4/16/2021,15558,16125,18941,27185,66966,2339
4/17/2021,15716,16261,19110,27304,67085,2385
4/18/2021,15804,16343,19187,27368,67131,2432
4/19/2021,16007,16496,19378,27535,67333,2495
4/2/2021,11322,12315,14573,23899,63668,1277
4/20/2021,16246,16724,19587,27720,67534,2557
4/21/2021,16534,16991,19921,27894,67694,2632
4/22/2021,16762,17201,20134,28059,67836,2697
4/23/2021,17005,17397,20328,28234,67984,2758
4/24/2021,17131,17525,20466,28318,68084,2828
4/25/2021,17231,17592,20534,28379,68142,2879
4/26/2021,17420,17768,20690,28511,68289,2944
4/27/2021,17637,17947,20894,28699,68441,3011
4/28/2021,17816,18083,21050,28845,68590,3054
4/29/2021,18009,18240,21217,29001,68742,3112
4/3/2021,11554,12504,14813,24024,63793,1360
4/30/2021,18240,18429,21398,29166,68875,3189
4/4/2021,11686,12573,14935,24088,63841,1404
4/5/2021,11970,12820,15284,24404,64173,1475
4/6/2021,12377,13126,15725,24775,64564,1579
4/7/2021,12881,13668,16303,25109,64919,1662
4/8/2021,13173,13971,16629,25458,65291,1724
4/9/2021,13508,14266,17010,25765,65602,1812
5/1/2021,18378,18516,21538,29263,68937,3256
5/10/2021,19503,19267,22379,30045,69645,3647
5/11/2021,19642,19343,22473,30122,69764,3691
5/12/2021,19780,19448,22576,30224,69853,3753
5/13/2021,19927,19544,22673,30321,69961,4022
5/14/2021,20132,19666,22795,30432,70061,4254
5/15/2021,20253,19755,22913,30542,70130,4593
5/16/2021,20314,19828,22966,30577,70159,4836
5/17/2021,20454,19939,23072,30680,70259,5014
5/18/2021,20566,20028,23188,30782,70368,5227
5/19/2021,20717,20124,23290,30897,70469,5453
5/2/2021,18450,18552,21582,29309,68967,3299
5/20/2021,20861,20248,23402,30997,70560,5620
5/21/2021,20990,20369,23531,31090,70651,5848
5/22/2021,21151,20457,23633,31173,70695,6152
5/23/2021,21235,20494,23682,31211,70728,6252
5/24/2021,21388,20590,23773,31283,70792,6388
5/25/2021,21537,20689,23880,31346,70849,6523
5/26/2021,21648,20790,23969,31429,70910,6653
5/27/2021,21764,20884,24056,31487,70986,6811
5/28/2021,21936,20973,24150,31574,71056,7010
5/29/2021,22004,21028,24198,31616,71089,7129
5/3/2021,18602,18643,21682,29404,69059,3353
5/30/2021,22053,21051,24226,31644,71105,7201
5/31/2021,22074,21071,24244,31662,71117,7228
5/4/2021,18771,18745,21813,29515,69171,3402
5/5/2021,18939,18861,21950,29620,69268,3458
5/6/2021,19096,18978,22069,29743,69372,3510
5/7/2021,19225,19099,22191,29864,69485,3554
5/8/2021,19315,19155,22252,29915,69526,3596
5/9/2021,19367,19187,22282,29962,69555,3620
6/1/2021,22216,21158,24325,31725,71187,7357
6/10/2021,23179,21696,24909,32145,71632,8366
6/11/2021,23318,21795,24981,32188,71685,8484
6/12/2021,23400,21836,25019,32219,71694,8552
6/13/2021,23485,21866,25046,32230,71712,8576
6/14/2021,23586,21930,25102,32284,71744,8664
6/15/2021,23683,21999,25145,32332,71773,8742
6/16/2021,23783,22050,25188,32374,71804,8843
6/17/2021,23904,22131,25241,32421,71837,8953
6/18/2021,24031,22217,25316,32475,71873,9063
6/19/2021,24103,22247,25353,32509,71888,9130
6/2/2021,22311,21224,24415,31791,71253,7485
6/20/2021,24150,22277,25371,32530,71899,9166
6/21/2021,24241,22324,25431,32563,71935,9281
6/22/2021,24305,22375,25475,32604,71961,9358
6/23/2021,24397,22442,25526,32645,72009,9479
6/24/2021,24502,22491,25564,32682,72034,9565
6/25/2021,24607,22566,25627,32728,72069,9678
6/26/2021,24682,22607,25661,32774,72084,9741
6/27/2021,24753,22649,25689,32800,72098,9826
6/28/2021,24831,22704,25744,32843,72125,9928
6/29/2021,24928,22759,25786,32879,72159,10049
6/3/2021,22410,21285,24496,31853,71326,7596
6/30/2021,25012,22836,25841,32923,72198,10145
6/4/2021,22561,21353,24580,31918,71388,7748
6/5/2021,22656,21396,24638,31968,71436,7863
6/6/2021,22722,21426,24658,31982,71446,7934
6/7/2021,22834,21481,24739,32023,71489,8042
6/8/2021,22921,21540,24791,32057,71539,8152
6/9/2021,23077,21629,24856,32099,71588,8241
7/1/2021,25098,22895,25881,32954,72236,10250
7/10/2021,25870,23335,26298,33270,72458,10936
7/11/2021,25907,23355,26318,33287,72465,10971
7/12/2021,25981,23395,26378,33317,72498,11065
7/13/2021,26146,23451,26432,33344,72529,11165
7/14/2021,26218,23494,26470,33383,72555,11255
7/15/2021,26294,23544,26509,33413,72584,11344
7/16/2021,26402,23621,26580,33475,72625,11452
7/17/2021,26510,23685,26634,33513,72653,11532
7/18/2021,26588,23725,26659,33539,72661,11595
7/19/2021,26677,23793,26724,33595,72708,11738
7/2/2021,25220,22978,25954,33014,72275,10332
7/20/2021,26786,23847,26797,33642,72746,11892
7/21/2021,26892,23929,26883,33707,72792,12054
7/22/2021,27032,24030,26965,33761,72842,12167
7/23/2021,27167,24150,27079,33846,72895,12305
7/24/2021,27304,24230,27138,33915,72916,12425
7/25/2021,27400,24289,27204,33944,72934,12516
7/26/2021,27569,24382,27296,34018,72986,12606
7/27/2021,27707,24476,27366,34076,73030,12721
7/28/2021,27882,24573,27454,34136,73092,12861
7/29/2021,28059,24660,27533,34193,73146,12990
7/3/2021,25308,23033,26005,33050,72305,10403
7/30/2021,28230,24796,27667,34282,73201,13173
7/31/2021,28372,24874,27752,34337,73237,13326
7/4/2021,25344,23050,26016,33054,72306,10418
7/5/2021,25451,23096,26057,33086,72323,10493
7/6/2021,25568,23150,26091,33116,72350,10577
7/7/2021,25657,23200,26138,33153,72381,10680
7/8/2021,25713,23239,26192,33190,72407,10765
7/9/2021,25800,23298,26256,33242,72435,10857
8/1/2021,28475,24934,27808,34380,73258,13412
8/10/2021,29893,25987,28596,34930,73709,14549
8/11/2021,30026,26068,28675,34983,73759,14705
8/12/2021,30218,26194,28747,35028,73801,14841
8/13/2021,30412,26351,28865,35100,73853,15012
8/14/2021,30569,26463,28946,35148,73887,15132
8/15/2021,30668,26521,29002,35178,73906,15197
8/16/2021,30856,26655,29099,35234,73961,15324
8/17/2021,31008,26770,29178,35286,74000,15471
8/18/2021,31216,26921,29286,35336,74049,15575
8/19/2021,31349,27021,29347,35381,74085,15652
8/2/2021,28622,25042,27896,34451,73319,13527
8/20/2021,31531,27145,29445,35441,74122,15761
8/21/2021,31657,27229,29503,35486,74137,15869
8/22/2021,31759,27286,29532,35508,74159,15939
8/23/2021,31939,27380,29618,35569,74196,16065
8/24/2021,32099,27485,29686,35625,74234,16132
8/25/2021,32275,27591,29774,35690,74276,16223
8/26/2021,32401,27664,29822,35734,74307,16288
8/27/2021,32543,27753,29905,35791,74347,16387
8/28/2021,32644,27817,29959,35824,74364,16493
8/29/2021,32712,27863,29987,35843,74383,16535
8/3/2021,28782,25180,27971,34517,73366,13642
8/30/2021,32822,27961,30056,35892,74412,16603
8/31/2021,32934,28025,30107,35933,74443,16654
8/4/2021,28949,25299,28068,34579,73421,13794
8/5/2021,29128,25430,28161,34648,73488,13905
8/6/2021,29340,25606,28296,34729,73555,14108
8/7/2021,29488,25699,28375,34771,73581,14245
8/8/2021,29581,25755,28421,34804,73594,14328
8/9/2021,29766,25882,28527,34858,73654,14425
9/1/2021,33056,28107,30167,35970,74471,16736
9/10/2021,33898,28666,30567,36283,74694,17241
9/11/2021,34006,28725,30619,36328,74709,17306
9/12/2021,34063,28761,30639,36345,74723,17342
9/13/2021,34174,28842,30692,36385,74753,17405
9/14/2021,34280,28913,30750,36425,74777,17468
9/15/2021,34358,28974,30780,36448,74800,17507
9/16/2021,34450,29038,30817,36472,74820,17552
9/17/2021,34604,29131,30900,36522,74842,17617
9/18/2021,34685,29182,30936,36550,74864,17692
9/19/2021,34736,29213,30965,36564,74872,17726
9/2/2021,33143,28182,30206,36000,74504,16781
9/20/2021,34784,29250,30990,36577,74881,17749
9/21/2021,34873,29302,31027,36603,74900,17794
9/22/2021,34986,29351,31078,36627,74916,17847
9/23/2021,35085,29398,31124,36661,74942,17912
9/24/2021,35222,29476,31170,36693,74981,17966
9/25/2021,35304,29523,31197,36707,75005,18035
9/26/2021,35346,29546,31224,36721,75023,18054
9/27/2021,35442,29587,31268,36744,75062,18119
9/28/2021,35520,29631,31304,36769,75096,18168
9/29/2021,35624,29671,31343,36795,75149,18218
9/3/2021,33292,28265,30271,36050,74545,16874
9/30/2021,35709,29720,31381,36812,75187,18255
9/4/2021,33371,28315,30320,36091,74568,16939
9/5/2021,33418,28338,30342,36119,74576,16983
9/6/2021,33440,28359,30357,36131,74582,16997
9/7/2021,33535,28417,30405,36174,74617,17043
9/8/2021,33625,28490,30451,36203,74643,17107
9/9/2021,33731,28551,30490,36232,74658,17169
