date,cases_PIMA
2020-11-10 00:00:00,429
2020-11-09 00:00:00,509
2020-11-08 00:00:00,171
2020-11-07 00:00:00,205
2020-11-06 00:00:00,415
2020-11-05 00:00:00,395
2020-11-04 00:00:00,375
2020-11-03 00:00:00,279
2020-11-02 00:00:00,337
2020-11-01 00:00:00,116
2020-10-31 00:00:00,110
2020-10-30 00:00:00,279
2020-10-29 00:00:00,207
2020-10-28 00:00:00,234
2020-10-27 00:00:00,266
2020-10-26 00:00:00,178
2020-10-25 00:00:00,72
2020-10-24 00:00:00,114
2020-10-23 00:00:00,140
2020-10-22 00:00:00,179
2020-10-21 00:00:00,172
2020-10-20 00:00:00,150
2020-10-19 00:00:00,126
2020-10-18 00:00:00,56
2020-10-17 00:00:00,69
2020-10-16 00:00:00,90
2020-10-15 00:00:00,87
2020-10-14 00:00:00,95
2020-10-13 00:00:00,63
2020-10-12 00:00:00,89
2020-10-11 00:00:00,62
2020-10-10 00:00:00,47
2020-10-09 00:00:00,65
2020-10-08 00:00:00,78
2020-10-07 00:00:00,80
2020-10-06 00:00:00,72
2020-10-05 00:00:00,107
2020-10-04 00:00:00,32
2020-10-03 00:00:00,42
2020-10-02 00:00:00,104
2020-10-01 00:00:00,104
2020-09-30 00:00:00,79
2020-09-29 00:00:00,67
2020-09-28 00:00:00,108
2020-09-27 00:00:00,34
2020-09-26 00:00:00,36
2020-09-25 00:00:00,80
2020-09-24 00:00:00,89
2020-09-23 00:00:00,98
2020-09-22 00:00:00,103
2020-09-21 00:00:00,167
2020-09-20 00:00:00,50
2020-09-19 00:00:00,29
2020-09-18 00:00:00,129
2020-09-17 00:00:00,152
2020-09-16 00:00:00,226
2020-09-15 00:00:00,279
2020-09-14 00:00:00,351
2020-09-13 00:00:00,62
2020-09-12 00:00:00,108
2020-09-11 00:00:00,182
2020-09-10 00:00:00,234
2020-09-09 00:00:00,209
2020-09-08 00:00:00,303
2020-09-07 00:00:00,20
2020-09-06 00:00:00,39
2020-09-05 00:00:00,38
2020-09-04 00:00:00,109
2020-09-03 00:00:00,165
2020-09-02 00:00:00,188
2020-09-01 00:00:00,167
2020-08-31 00:00:00,157
2020-08-30 00:00:00,34
2020-08-29 00:00:00,52
2020-08-28 00:00:00,95
2020-08-27 00:00:00,95
2020-08-26 00:00:00,108
2020-08-25 00:00:00,95
2020-08-24 00:00:00,77
2020-08-23 00:00:00,43
2020-08-22 00:00:00,36
2020-08-21 00:00:00,65
2020-08-20 00:00:00,92
2020-08-19 00:00:00,124
2020-08-18 00:00:00,97
2020-08-17 00:00:00,93
2020-08-16 00:00:00,40
2020-08-15 00:00:00,70
2020-08-14 00:00:00,96
2020-08-13 00:00:00,125
2020-08-12 00:00:00,135
2020-08-11 00:00:00,290
2020-08-10 00:00:00,189
2020-08-09 00:00:00,42
2020-08-08 00:00:00,85
2020-08-07 00:00:00,129
2020-08-06 00:00:00,111
2020-08-05 00:00:00,149
2020-08-04 00:00:00,136
2020-08-03 00:00:00,170
2020-08-02 00:00:00,43
2020-08-01 00:00:00,103
2020-07-31 00:00:00,170
2020-07-30 00:00:00,644
2020-07-29 00:00:00,181
2020-07-28 00:00:00,179
2020-07-27 00:00:00,188
2020-07-26 00:00:00,56
2020-07-25 00:00:00,138
2020-07-24 00:00:00,205
2020-07-23 00:00:00,201
2020-07-22 00:00:00,212
2020-07-21 00:00:00,307
2020-07-20 00:00:00,234
2020-07-19 00:00:00,88
2020-07-18 00:00:00,129
2020-07-17 00:00:00,224
2020-07-16 00:00:00,259
2020-07-15 00:00:00,286
2020-07-14 00:00:00,409
2020-07-13 00:00:00,369
2020-07-12 00:00:00,109
2020-07-11 00:00:00,203
2020-07-10 00:00:00,353
2020-07-09 00:00:00,351
2020-07-08 00:00:00,396
2020-07-07 00:00:00,470
2020-07-06 00:00:00,450
2020-07-05 00:00:00,194
2020-07-04 00:00:00,139
2020-07-03 00:00:00,231
2020-07-02 00:00:00,493
2020-07-01 00:00:00,502
2020-06-30 00:00:00,498
2020-06-29 00:00:00,461
2020-06-28 00:00:00,159
2020-06-27 00:00:00,288
2020-06-26 00:00:00,343
2020-06-25 00:00:00,402
2020-06-24 00:00:00,355
2020-06-23 00:00:00,429
2020-06-22 00:00:00,373
2020-06-21 00:00:00,206
2020-06-20 00:00:00,292
2020-06-19 00:00:00,367
2020-06-18 00:00:00,386
2020-06-17 00:00:00,323
2020-06-16 00:00:00,288
2020-06-15 00:00:00,305
2020-06-14 00:00:00,124
2020-06-13 00:00:00,183
2020-06-12 00:00:00,235
2020-06-11 00:00:00,211
2020-06-10 00:00:00,232
2020-06-09 00:00:00,194
2020-06-08 00:00:00,164
2020-06-07 00:00:00,88
2020-06-06 00:00:00,111
2020-06-05 00:00:00,142
2020-06-04 00:00:00,146
2020-06-03 00:00:00,142
2020-06-02 00:00:00,145
2020-06-01 00:00:00,117
2020-05-31 00:00:00,55
2020-05-30 00:00:00,144
2020-05-29 00:00:00,93
2020-05-28 00:00:00,87
2020-05-27 00:00:00,74
2020-05-26 00:00:00,73
2020-05-25 00:00:00,36
2020-05-24 00:00:00,35
2020-05-23 00:00:00,42
2020-05-22 00:00:00,60
2020-05-21 00:00:00,43
2020-05-20 00:00:00,50
2020-05-19 00:00:00,41
2020-05-18 00:00:00,46
2020-05-17 00:00:00,14
2020-05-16 00:00:00,41
2020-05-15 00:00:00,46
2020-05-14 00:00:00,54
2020-05-13 00:00:00,44
2020-05-12 00:00:00,58
2020-05-11 00:00:00,42
2020-05-10 00:00:00,21
2020-05-09 00:00:00,42
2020-05-08 00:00:00,31
2020-05-07 00:00:00,36
2020-05-06 00:00:00,41
2020-05-05 00:00:00,47
2020-05-04 00:00:00,55
2020-05-03 00:00:00,25
2020-05-02 00:00:00,47
2020-05-01 00:00:00,27
2020-04-30 00:00:00,35
2020-04-29 00:00:00,35
2020-04-28 00:00:00,47
2020-04-27 00:00:00,47
2020-04-26 00:00:00,14
2020-04-25 00:00:00,15
2020-04-24 00:00:00,44
2020-04-23 00:00:00,40
2020-04-22 00:00:00,46
2020-04-21 00:00:00,29
2020-04-20 00:00:00,52
2020-04-19 00:00:00,14
2020-04-18 00:00:00,14
2020-04-17 00:00:00,33
2020-04-16 00:00:00,68
2020-04-15 00:00:00,40
2020-04-14 00:00:00,47
2020-04-13 00:00:00,58
2020-04-12 00:00:00,26
2020-04-11 00:00:00,14
2020-04-10 00:00:00,54
2020-04-09 00:00:00,45
2020-04-08 00:00:00,38
2020-04-07 00:00:00,36
2020-04-06 00:00:00,53
2020-04-05 00:00:00,25
2020-04-04 00:00:00,18
2020-04-03 00:00:00,43
2020-04-02 00:00:00,37
2020-04-01 00:00:00,35
2020-03-31 00:00:00,39
2020-03-30 00:00:00,29
2020-03-29 00:00:00,14
2020-03-28 00:00:00,21
2020-03-27 00:00:00,22
2020-03-26 00:00:00,31
2020-03-25 00:00:00,26
2020-03-24 00:00:00,26
2020-03-23 00:00:00,29
2020-03-22 00:00:00,14
2020-03-21 00:00:00,7
2020-03-20 00:00:00,18
2020-03-19 00:00:00,6
2020-03-18 00:00:00,8
2020-03-17 00:00:00,9
2020-03-16 00:00:00,6
2020-03-15 00:00:00,2
2020-03-14 00:00:00,4
2020-03-13 00:00:00,2
2020-03-12 00:00:00,2
2020-03-11 00:00:00,2
2020-03-04 00:00:00,1
