date,Arizona_cume,Arizona
2020-12-01 00:00:00,67,
2020-12-02 00:00:00,79,12
2020-12-03 00:00:00,89,10
2020-12-04 00:00:00,93,4
2020-12-05 00:00:00,95,2
2020-12-06 00:00:00,96,1
2020-12-07 00:00:00,102,6
2020-12-08 00:00:00,106,4
2020-12-09 00:00:00,113,7
2020-12-10 00:00:00,122,9
2020-12-11 00:00:00,131,9
2020-12-12 00:00:00,138,7
2020-12-13 00:00:00,142,4
2020-12-14 00:00:00,153,11
2020-12-15 00:00:00,196,43
2020-12-16 00:00:00,770,574
2020-12-17 00:00:00,3913,3143
2020-12-18 00:00:00,7549,3636
2020-12-19 00:00:00,10106,2557
2020-12-20 00:00:00,11125,1019
2020-12-21 00:00:00,16629,5504
2020-12-22 00:00:00,24407,7778
2020-12-23 00:00:00,34117,9710
2020-12-24 00:00:00,37960,3843
2020-12-25 00:00:00,38098,138
2020-12-26 00:00:00,44616,6518
2020-12-27 00:00:00,47267,2651
2020-12-28 00:00:00,56651,9384
2020-12-29 00:00:00,69533,12882
2020-12-30 00:00:00,84363,14830
2020-12-31 00:00:00,92167,7804
2021-01-01 00:00:00,93122,955
2021-01-02 00:00:00,100685,7563
2021-01-03 00:00:00,103891,3206
2021-01-04 00:00:00,112551,8660
2021-01-05 00:00:00,121480,8929
2021-01-06 00:00:00,133367,11887
2021-01-07 00:00:00,145953,12586
2021-01-08 00:00:00,157955,12002
2021-01-09 00:00:00,165893,7938
2021-01-10 00:00:00,169121,3228
2021-01-11 00:00:00,184866,15745
2021-01-12 00:00:00,208030,23164
2021-01-13 00:00:00,233270,25240
2021-01-14 00:00:00,257967,24697
2021-01-15 00:00:00,282930,24963
2021-01-16 00:00:00,298686,15756
2021-01-17 00:00:00,308013,9327
2021-01-18 00:00:00,327030,19017
2021-01-19 00:00:00,354064,27034
2021-01-20 00:00:00,386039,31975
2021-01-21 00:00:00,421063,35024
2021-01-22 00:00:00,459008,37945
2021-01-23 00:00:00,487741,28733
2021-01-24 00:00:00,503935,16194
2021-01-25 00:00:00,533399,29464
2021-01-26 00:00:00,570139,36740
2021-01-27 00:00:00,609997,39858
2021-01-28 00:00:00,649891,39894
2021-01-29 00:00:00,689793,39902
2021-01-30 00:00:00,716109,26316
2021-01-31 00:00:00,727707,11598
2021-02-01 00:00:00,758233,30526
2021-02-02 00:00:00,796956,38723
2021-02-03 00:00:00,840766,43810
2021-02-04 00:00:00,887504,46738
2021-02-05 00:00:00,931427,43923
2021-02-06 00:00:00,969678,38251
2021-02-07 00:00:00,986029,16351
2021-02-08 00:00:00,1024906,38877
2021-02-09 00:00:00,1069264,44358
2021-02-10 00:00:00,1119946,50682
2021-02-11 00:00:00,1171526,51580
2021-02-12 00:00:00,1233364,61838
2021-02-13 00:00:00,1279020,45656
2021-02-14 00:00:00,1296413,17393
2021-02-15 00:00:00,1327840,31427
2021-02-16 00:00:00,1372552,44712
2021-02-17 00:00:00,1419813,47261
2021-02-18 00:00:00,1465001,45188
2021-02-19 00:00:00,1507910,42909
2021-02-20 00:00:00,1543247,35337
2021-02-21 00:00:00,1558192,14945
2021-02-22 00:00:00,1586493,28301
2021-02-23 00:00:00,1630802,44309
2021-02-24 00:00:00,1687983,57181
2021-02-25 00:00:00,1748537,60554
2021-02-26 00:00:00,1815640,67103
2021-02-27 00:00:00,1867406,51766
2021-02-28 00:00:00,1893094,25688
2021-03-01 00:00:00,1939283,46189
2021-03-02 00:00:00,1990342,51059
2021-03-03 00:00:00,2049214,58872
2021-03-04 00:00:00,2107976,58762
2021-03-05 00:00:00,2167419,59443
2021-03-06 00:00:00,2212596,45177
2021-03-07 00:00:00,2238742,26146
2021-03-08 00:00:00,2290234,51492
2021-03-09 00:00:00,2347417,57183
2021-03-10 00:00:00,2415231,67814
2021-03-11 00:00:00,2486742,71511
2021-03-12 00:00:00,2560398,73656
2021-03-13 00:00:00,2612686,52288
2021-03-14 00:00:00,2641582,28896
2021-03-15 00:00:00,2689640,48058
2021-03-16 00:00:00,2745055,55415
2021-03-17 00:00:00,2808403,63348
2021-03-18 00:00:00,2872873,64470
2021-03-19 00:00:00,2933668,60795
2021-03-20 00:00:00,2980686,47018
2021-03-21 00:00:00,3012078,31392
2021-03-22 00:00:00,3056127,44049
2021-03-23 00:00:00,3105595,49468
2021-03-24 00:00:00,3169794,64199
2021-03-25 00:00:00,3241691,71897
2021-03-26 00:00:00,3312337,70646
2021-03-27 00:00:00,3365741,53404
2021-03-28 00:00:00,3403791,38050
2021-03-29 00:00:00,3465052,61261
2021-03-30 00:00:00,3532219,67167
2021-03-31 00:00:00,3609363,77144
2021-04-01 00:00:00,3684723,75360
2021-04-02 00:00:00,3753379,68656
2021-04-03 00:00:00,3802708,49329
2021-04-04 00:00:00,3823764,21056
2021-04-05 00:00:00,3882063,58299
2021-04-06 00:00:00,3947867,65804
2021-04-07 00:00:00,4022761,74894
2021-04-08 00:00:00,4098741,75980
2021-04-09 00:00:00,4169502,70761
2021-04-10 00:00:00,4218914,49412
2021-04-11 00:00:00,4250012,31098
2021-04-12 00:00:00,4302563,52551
2021-04-13 00:00:00,4352839,50276
2021-04-14 00:00:00,4412838,59999
2021-04-15 00:00:00,4477091,64253
2021-04-16 00:00:00,4539812,62721
2021-04-17 00:00:00,4582443,42631
2021-04-18 00:00:00,4611625,29182
2021-04-19 00:00:00,4663631,52006
2021-04-20 00:00:00,4716727,53096
2021-04-21 00:00:00,4775021,58294
2021-04-22 00:00:00,4835296,60275
2021-04-23 00:00:00,4891775,56479
2021-04-24 00:00:00,4931114,39339
2021-04-25 00:00:00,4956546,25432
2021-04-26 00:00:00,4999932,43386
2021-04-27 00:00:00,5047148,47216
2021-04-28 00:00:00,5094474,47326
2021-04-29 00:00:00,5138534,44060
2021-04-30 00:00:00,5181460,42926
2021-05-01 00:00:00,5206630,25170
2021-05-02 00:00:00,5227648,21018
2021-05-03 00:00:00,5257199,29551
2021-05-04 00:00:00,5294472,37273
2021-05-05 00:00:00,5327869,33397
2021-05-06 00:00:00,5364221,36352
2021-05-07 00:00:00,5401511,37290
2021-05-08 00:00:00,5425617,24106
2021-05-09 00:00:00,5438297,12680
2021-05-10 00:00:00,5461811,23514
2021-05-11 00:00:00,5485442,23631
2021-05-12 00:00:00,5514810,29368
2021-05-13 00:00:00,5553103,38293
2021-05-14 00:00:00,5591332,38229
2021-05-15 00:00:00,5620844,29512
2021-05-16 00:00:00,5636566,15722
2021-05-17 00:00:00,5667761,31195
2021-05-18 00:00:00,5694915,27154
2021-05-19 00:00:00,5730784,35869
2021-05-20 00:00:00,5760282,29498
2021-05-21 00:00:00,5793382,33100
2021-05-22 00:00:00,5818618,25236
2021-05-23 00:00:00,5828986,10368
2021-05-24 00:00:00,5849971,20985
2021-05-25 00:00:00,5871067,21096
2021-05-26 00:00:00,5893719,22652
2021-05-27 00:00:00,5914834,21115
2021-05-28 00:00:00,5938438,23604
2021-05-29 00:00:00,5951461,13023
2021-05-30 00:00:00,5958726,7265
2021-05-31 00:00:00,5963036,4310
2021-06-01 00:00:00,5982762,19726
2021-06-02 00:00:00,6002754,19992
2021-06-03 00:00:00,6025523,22769
2021-06-04 00:00:00,6050981,25458
2021-06-05 00:00:00,6071177,20196
2021-06-06 00:00:00,6080747,9570
2021-06-07 00:00:00,6099757,19010
2021-06-08 00:00:00,6117734,17977
2021-06-09 00:00:00,6132497,14763
2021-06-10 00:00:00,6146780,14283
2021-06-11 00:00:00,6158511,11731
2021-06-12 00:00:00,6167993,9482
2021-06-13 00:00:00,6170100,2107
