date,cases
2021-06-16 00:00:00,4
2021-06-15 00:00:00,91
2021-06-14 00:00:00,412
2021-06-13 00:00:00,254
2021-06-12 00:00:00,257
2021-06-11 00:00:00,354
2021-06-10 00:00:00,404
2021-06-09 00:00:00,483
2021-06-08 00:00:00,456
2021-06-07 00:00:00,489
2021-06-06 00:00:00,302
2021-06-05 00:00:00,314
2021-06-04 00:00:00,432
2021-06-03 00:00:00,471
2021-06-02 00:00:00,510
2021-06-01 00:00:00,530
2021-05-31 00:00:00,228
2021-05-30 00:00:00,273
2021-05-29 00:00:00,308
2021-05-28 00:00:00,461
2021-05-27 00:00:00,468
2021-05-26 00:00:00,498
2021-05-25 00:00:00,563
2021-05-24 00:00:00,594
2021-05-23 00:00:00,340
2021-05-22 00:00:00,331
2021-05-21 00:00:00,510
2021-05-20 00:00:00,539
2021-05-19 00:00:00,610
2021-05-18 00:00:00,607
2021-05-17 00:00:00,697
2021-05-16 00:00:00,430
2021-05-15 00:00:00,392
2021-05-14 00:00:00,578
2021-05-13 00:00:00,696
2021-05-12 00:00:00,632
2021-05-11 00:00:00,667
2021-05-10 00:00:00,741
2021-05-09 00:00:00,422
2021-05-08 00:00:00,469
2021-05-07 00:00:00,695
2021-05-06 00:00:00,742
2021-05-05 00:00:00,763
2021-05-04 00:00:00,862
2021-05-03 00:00:00,809
2021-05-02 00:00:00,491
2021-05-01 00:00:00,500
2021-04-30 00:00:00,744
2021-04-29 00:00:00,719
2021-04-28 00:00:00,817
2021-04-27 00:00:00,799
2021-04-26 00:00:00,911
2021-04-25 00:00:00,481
2021-04-24 00:00:00,479
2021-04-23 00:00:00,746
2021-04-22 00:00:00,771
2021-04-21 00:00:00,874
2021-04-20 00:00:00,890
2021-04-19 00:00:00,933
2021-04-18 00:00:00,445
2021-04-17 00:00:00,497
2021-04-16 00:00:00,750
2021-04-15 00:00:00,819
2021-04-14 00:00:00,846
2021-04-13 00:00:00,850
2021-04-12 00:00:00,916
2021-04-11 00:00:00,484
2021-04-10 00:00:00,506
2021-04-09 00:00:00,709
2021-04-08 00:00:00,714
2021-04-07 00:00:00,709
2021-04-06 00:00:00,785
2021-04-05 00:00:00,853
2021-04-04 00:00:00,274
2021-04-03 00:00:00,471
2021-04-02 00:00:00,639
2021-04-01 00:00:00,698
2021-03-31 00:00:00,737
2021-03-30 00:00:00,818
2021-03-29 00:00:00,754
2021-03-28 00:00:00,375
2021-03-27 00:00:00,440
2021-03-26 00:00:00,667
2021-03-25 00:00:00,692
2021-03-24 00:00:00,690
2021-03-23 00:00:00,696
2021-03-22 00:00:00,747
2021-03-21 00:00:00,357
2021-03-20 00:00:00,423
2021-03-19 00:00:00,529
2021-03-18 00:00:00,588
2021-03-17 00:00:00,670
2021-03-16 00:00:00,665
2021-03-15 00:00:00,750
2021-03-14 00:00:00,358
2021-03-13 00:00:00,433
2021-03-12 00:00:00,632
2021-03-11 00:00:00,685
2021-03-10 00:00:00,747
2021-03-09 00:00:00,775
2021-03-08 00:00:00,899
2021-03-07 00:00:00,458
2021-03-06 00:00:00,543
2021-03-05 00:00:00,785
2021-03-04 00:00:00,778
2021-03-03 00:00:00,916
2021-03-02 00:00:00,994
2021-03-01 00:00:00,1066
2021-02-28 00:00:00,540
2021-02-27 00:00:00,648
2021-02-26 00:00:00,931
2021-02-25 00:00:00,1005
2021-02-24 00:00:00,1109
2021-02-23 00:00:00,1164
2021-02-22 00:00:00,1427
2021-02-21 00:00:00,753
2021-02-20 00:00:00,899
2021-02-19 00:00:00,1324
2021-02-18 00:00:00,1593
2021-02-17 00:00:00,1663
2021-02-16 00:00:00,1823
2021-02-15 00:00:00,1701
2021-02-14 00:00:00,759
2021-02-13 00:00:00,1015
2021-02-12 00:00:00,1502
2021-02-11 00:00:00,1699
2021-02-10 00:00:00,2000
2021-02-09 00:00:00,1983
2021-02-08 00:00:00,2402
2021-02-07 00:00:00,1134
2021-02-06 00:00:00,1565
2021-02-05 00:00:00,2212
2021-02-04 00:00:00,2529
2021-02-03 00:00:00,2950
2021-02-02 00:00:00,3296
2021-02-01 00:00:00,3829
2021-01-31 00:00:00,1911
2021-01-30 00:00:00,2517
2021-01-29 00:00:00,3508
2021-01-28 00:00:00,4256
2021-01-27 00:00:00,4970
2021-01-26 00:00:00,5005
2021-01-25 00:00:00,5424
2021-01-24 00:00:00,2988
2021-01-23 00:00:00,4001
2021-01-22 00:00:00,5730
2021-01-21 00:00:00,6334
2021-01-20 00:00:00,6791
2021-01-19 00:00:00,7614
2021-01-18 00:00:00,6229
2021-01-17 00:00:00,4082
2021-01-16 00:00:00,4544
2021-01-15 00:00:00,7027
2021-01-14 00:00:00,7336
2021-01-13 00:00:00,8068
2021-01-12 00:00:00,8489
2021-01-11 00:00:00,9842
2021-01-10 00:00:00,5223
2021-01-09 00:00:00,6382
2021-01-08 00:00:00,8838
2021-01-07 00:00:00,9942
2021-01-06 00:00:00,10839
2021-01-05 00:00:00,11777
2021-01-04 00:00:00,12406
2021-01-03 00:00:00,6614
2021-01-02 00:00:00,6930
2021-01-01 00:00:00,4184
2020-12-31 00:00:00,8930
2020-12-30 00:00:00,11194
2020-12-29 00:00:00,11322
2020-12-28 00:00:00,11691
2020-12-27 00:00:00,6508
2020-12-26 00:00:00,4930
2020-12-25 00:00:00,1328
2020-12-24 00:00:00,5228
2020-12-23 00:00:00,8096
2020-12-22 00:00:00,8747
2020-12-21 00:00:00,9266
2020-12-20 00:00:00,4147
2020-12-19 00:00:00,5449
2020-12-18 00:00:00,7681
2020-12-17 00:00:00,8151
2020-12-16 00:00:00,7852
2020-12-15 00:00:00,6954
2020-12-14 00:00:00,9035
2020-12-13 00:00:00,3952
2020-12-12 00:00:00,5021
2020-12-11 00:00:00,7380
2020-12-10 00:00:00,7286
2020-12-09 00:00:00,7753
2020-12-08 00:00:00,8194
2020-12-07 00:00:00,8061
2020-12-06 00:00:00,2983
2020-12-05 00:00:00,4200
2020-12-04 00:00:00,5841
2020-12-03 00:00:00,7591
2020-12-02 00:00:00,7768
2020-12-01 00:00:00,7574
2020-11-30 00:00:00,8044
2020-11-29 00:00:00,3857
2020-11-28 00:00:00,3726
2020-11-27 00:00:00,4016
2020-11-26 00:00:00,1657
2020-11-25 00:00:00,5203
2020-11-24 00:00:00,5807
2020-11-23 00:00:00,6041
2020-11-22 00:00:00,2583
2020-11-21 00:00:00,3252
2020-11-20 00:00:00,4548
2020-11-19 00:00:00,4894
2020-11-18 00:00:00,4881
2020-11-17 00:00:00,4601
2020-11-16 00:00:00,4444
2020-11-15 00:00:00,1894
2020-11-14 00:00:00,2324
2020-11-13 00:00:00,3188
2020-11-12 00:00:00,3474
2020-11-11 00:00:00,2611
2020-11-10 00:00:00,3153
2020-11-09 00:00:00,3072
2020-11-08 00:00:00,1516
2020-11-07 00:00:00,1801
2020-11-06 00:00:00,2592
2020-11-05 00:00:00,2731
2020-11-04 00:00:00,2635
2020-11-03 00:00:00,2350
2020-11-02 00:00:00,2419
2020-11-01 00:00:00,1063
2020-10-31 00:00:00,1169
2020-10-30 00:00:00,1576
2020-10-29 00:00:00,1940
2020-10-28 00:00:00,1680
2020-10-27 00:00:00,1513
2020-10-26 00:00:00,1638
2020-10-25 00:00:00,660
2020-10-24 00:00:00,1059
2020-10-23 00:00:00,1271
2020-10-22 00:00:00,1305
2020-10-21 00:00:00,1360
2020-10-20 00:00:00,1254
2020-10-19 00:00:00,1374
2020-10-18 00:00:00,663
2020-10-17 00:00:00,740
2020-10-16 00:00:00,1015
2020-10-15 00:00:00,924
2020-10-14 00:00:00,1023
2020-10-13 00:00:00,1021
2020-10-12 00:00:00,996
2020-10-11 00:00:00,499
2020-10-10 00:00:00,544
2020-10-09 00:00:00,814
2020-10-08 00:00:00,797
2020-10-07 00:00:00,816
2020-10-06 00:00:00,840
2020-10-05 00:00:00,813
2020-10-04 00:00:00,375
2020-10-03 00:00:00,441
2020-10-02 00:00:00,683
2020-10-01 00:00:00,611
2020-09-30 00:00:00,659
2020-09-29 00:00:00,638
2020-09-28 00:00:00,661
2020-09-27 00:00:00,271
2020-09-26 00:00:00,391
2020-09-25 00:00:00,571
2020-09-24 00:00:00,555
2020-09-23 00:00:00,645
2020-09-22 00:00:00,647
2020-09-21 00:00:00,689
2020-09-20 00:00:00,306
2020-09-19 00:00:00,344
2020-09-18 00:00:00,552
2020-09-17 00:00:00,668
2020-09-16 00:00:00,745
2020-09-15 00:00:00,776
2020-09-14 00:00:00,873
2020-09-13 00:00:00,239
2020-09-12 00:00:00,353
2020-09-11 00:00:00,535
2020-09-10 00:00:00,632
2020-09-09 00:00:00,608
2020-09-08 00:00:00,722
2020-09-07 00:00:00,150
2020-09-06 00:00:00,197
