date,pcr_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_positivity_PIMA
2020-08-13 00:00:00,255,0.0784313725490196,13.0,0.0769230769230769
2020-08-12 00:00:00,862,0.0707656612529002,64.0,0.09375
2020-08-11 00:00:00,1725,0.0602898550724638,158.0,0.1075949367088608
2020-08-10 00:00:00,1771,0.0739695087521174,176.0,0.0965909090909091
2020-08-09 00:00:00,826,0.0544794188861985,64.0,0.125
2020-08-08 00:00:00,885,0.0757062146892655,80.0,0.05
2020-08-07 00:00:00,1349,0.0511489992587102,204.0,0.1029411764705882
2020-08-06 00:00:00,1513,0.0727032385988103,196.0,0.1071428571428571
2020-08-05 00:00:00,1337,0.0785340314136126,125.0,0.136
2020-08-04 00:00:00,1511,0.0635340833884845,332.0,0.0391566265060241
2020-08-03 00:00:00,1772,0.0863431151241535,296.0,0.0472972972972973
2020-08-02 00:00:00,458,0.074235807860262,50.0,0.06
2020-08-01 00:00:00,1007,0.0774577954319762,89.0,0.0337078651685393
2020-07-31 00:00:00,1568,0.0822704081632653,422.0,0.0781990521327014
2020-07-30 00:00:00,1751,0.0925185608223872,379.0,0.0448548812664908
2020-07-29 00:00:00,1627,0.082360172095882,369.0,0.0514905149051491
2020-07-28 00:00:00,1489,0.0899932840832774,486.0,0.0679012345679012
2020-07-27 00:00:00,1678,0.100119189511323,525.0,0.0419047619047619
2020-07-26 00:00:00,521,0.0671785028790787,44.0,0.0227272727272727
2020-07-25 00:00:00,1090,0.1146788990825688,78.0,0.0256410256410256
2020-07-24 00:00:00,1216,0.0912828947368421,532.0,0.0413533834586466
2020-07-23 00:00:00,1085,0.0995391705069124,429.0,0.0582750582750583
2020-07-22 00:00:00,1398,0.0801144492131617,445.0,0.0651685393258427
2020-07-21 00:00:00,1263,0.1060965954077593,548.0,0.0401459854014599
2020-07-20 00:00:00,1235,0.0995951417004049,529.0,0.0586011342155009
2020-07-19 00:00:00,557,0.1005385996409336,48.0,0.0833333333333333
2020-07-18 00:00:00,816,0.1237745098039216,65.0,0.0461538461538462
2020-07-17 00:00:00,1447,0.0891499654457498,255.0,0.0745098039215686
2020-07-16 00:00:00,1499,0.1067378252168112,187.0,0.1229946524064171
2020-07-15 00:00:00,1573,0.1163382072472982,178.0,0.1348314606741573
2020-07-14 00:00:00,1862,0.1417830290010741,222.0,0.1081081081081081
2020-07-13 00:00:00,1826,0.1221248630887185,239.0,0.0627615062761506
2020-07-12 00:00:00,724,0.1201657458563536,80.0,0.075
2020-07-11 00:00:00,1204,0.1378737541528239,70.0,0.0571428571428571
2020-07-10 00:00:00,2230,0.120627802690583,268.0,0.0783582089552239
2020-07-09 00:00:00,2227,0.1176470588235294,181.0,0.0883977900552486
2020-07-08 00:00:00,2495,0.1186372745490982,182.0,0.0824175824175824
2020-07-07 00:00:00,2368,0.1503378378378378,244.0,0.0491803278688525
2020-07-06 00:00:00,2326,0.1517626827171109,223.0,0.0493273542600897
2020-07-05 00:00:00,927,0.1715210355987055,71.0,0.0563380281690141
2020-07-04 00:00:00,617,0.1961102106969206,67.0,0.0597014925373134
2020-07-03 00:00:00,1517,0.1318391562294001,81.0,0.0246913580246914
2020-07-02 00:00:00,2507,0.1479856402074192,255.0,0.0745098039215686
2020-07-01 00:00:00,2794,0.139226914817466,235.0,0.0595744680851064
2020-06-30 00:00:00,2533,0.1456770627714173,292.0,0.0547945205479452
2020-06-29 00:00:00,2604,0.1328725038402458,322.0,0.0372670807453416
2020-06-28 00:00:00,987,0.137791286727457,68.0,0.0735294117647059
2020-06-27 00:00:00,1388,0.1678674351585015,110.0,0.0363636363636364
2020-06-26 00:00:00,1892,0.1337209302325581,337.0,0.0326409495548961
2020-06-25 00:00:00,2297,0.1345232912494558,250.0,0.048
2020-06-24 00:00:00,1932,0.1278467908902692,248.0,0.0403225806451613
2020-06-23 00:00:00,2279,0.1395348837209302,417.0,0.1534772182254197
2020-06-22 00:00:00,2013,0.1346249379036264,289.0,0.027681660899654
2020-06-21 00:00:00,1087,0.1517939282428703,78.0,0
2020-06-20 00:00:00,1437,0.1663187195546277,84.0,0.0476190476190476
2020-06-19 00:00:00,2116,0.1280718336483932,362.0,0.0414364640883978
2020-06-18 00:00:00,1882,0.1333687566418704,258.0,0.0465116279069767
2020-06-17 00:00:00,1580,0.15,226.0,0.0442477876106195
2020-06-16 00:00:00,1508,0.1412466843501326,310.0,0.0161290322580645
2020-06-15 00:00:00,1668,0.1396882494004796,435.0,0.0275862068965517
2020-06-14 00:00:00,653,0.1454823889739663,96.0,0.0104166666666667
2020-06-13 00:00:00,929,0.1733046286329386,123.0,0.024390243902439
2020-06-12 00:00:00,1338,0.1188340807174888,335.0,0.0238805970149254
2020-06-11 00:00:00,1005,0.1233830845771144,269.0,0.0223048327137546
2020-06-10 00:00:00,1207,0.1292460646230323,463.0,0.0453563714902808
2020-06-09 00:00:00,1310,0.116030534351145,358.0,0.0335195530726257
2020-06-08 00:00:00,1239,0.0936238902340597,483.0,0.0766045548654244
2020-06-07 00:00:00,511,0.1291585127201566,80.0,0.0125
2020-06-06 00:00:00,610,0.1327868852459016,267.0,0.0262172284644195
2020-06-05 00:00:00,1276,0.085423197492163,316.0,0.0158227848101266
2020-06-04 00:00:00,1222,0.0867430441898527,421.0,0.0997624703087886
2020-06-03 00:00:00,1087,0.0910763569457222,457.0,0.0284463894967177
2020-06-02 00:00:00,908,0.0947136563876652,332.0,0.0180722891566265
2020-06-01 00:00:00,986,0.0740365111561866,464.0,0.0193965517241379
2020-05-31 00:00:00,392,0.0918367346938776,82.0,0.0121951219512195
2020-05-30 00:00:00,1556,0.0796915167095116,118.0,0.0169491525423729
2020-05-29 00:00:00,1114,0.0583482944344704,434.0,0.0414746543778802
2020-05-28 00:00:00,1005,0.0527363184079602,356.0,0.0421348314606742
2020-05-27 00:00:00,888,0.0731981981981982,502.0,0.0597609561752988
2020-05-26 00:00:00,909,0.0572057205720572,414.0,0.0314009661835749
2020-05-25 00:00:00,365,0.0958904109589041,70.0,0.0142857142857143
2020-05-24 00:00:00,454,0.0638766519823789,78.0,0.0128205128205128
2020-05-23 00:00:00,537,0.0633147113594041,111.0,0.009009009009009
2020-05-22 00:00:00,845,0.0449704142011834,350.0,0.02
2020-05-21 00:00:00,675,0.0325925925925926,342.0,0.0116959064327485
2020-05-20 00:00:00,641,0.0514820592823713,375.0,0.024
2020-05-19 00:00:00,758,0.0395778364116095,412.0,0.0315533980582524
2020-05-18 00:00:00,829,0.0446320868516285,458.0,0.0218340611353712
2020-05-17 00:00:00,323,0.043343653250774,71.0,0
2020-05-16 00:00:00,1323,0.0272108843537415,99.0,0.0303030303030303
2020-05-15 00:00:00,821,0.0316686967113276,423.0,0.0378250591016548
2020-05-14 00:00:00,781,0.0537772087067862,355.0,0.047887323943662
2020-05-13 00:00:00,635,0.031496062992126,390.0,0.0358974358974359
2020-05-12 00:00:00,769,0.0390117035110533,442.0,0.0407239819004525
2020-05-11 00:00:00,975,0.0317948717948718,518.0,0.028957528957529
2020-05-10 00:00:00,213,0.0657276995305164,59.0,0.0169491525423729
2020-05-09 00:00:00,797,0.041405269761606,89.0,0.0112359550561798
2020-05-08 00:00:00,695,0.0345323741007194,579.0,0.0328151986183074
2020-05-07 00:00:00,1026,0.0224171539961014,483.0,0.0351966873706004
2020-05-06 00:00:00,652,0.0414110429447853,359.0,0.0389972144846797
2020-05-05 00:00:00,804,0.0447761194029851,425.0,0.04
2020-05-04 00:00:00,764,0.0471204188481675,419.0,0.0167064439140811
2020-05-03 00:00:00,197,0.0558375634517767,35.0,0
2020-05-02 00:00:00,640,0.040625,54.0,0
2020-05-01 00:00:00,520,0.0326923076923077,485.0,0.0577319587628866
2020-04-30 00:00:00,476,0.0420168067226891,481.0,0.0353430353430353
2020-04-29 00:00:00,368,0.0434782608695652,479.0,0.0521920668058455
2020-04-28 00:00:00,351,0.0427350427350427,297.0,0.0606060606060606
2020-04-27 00:00:00,307,0.0488599348534202,122.0,0.0081967213114754
2020-04-26 00:00:00,87,0.0919540229885058,2.0,0
2020-04-25 00:00:00,111,0.0630630630630631,4.0,0
2020-04-24 00:00:00,316,0.0759493670886076,18.0,0.0555555555555556
2020-04-23 00:00:00,286,0.0839160839160839,2.0,0
2020-04-22 00:00:00,257,0.0739299610894942,1.0,0
2020-04-21 00:00:00,212,0.0707547169811321,,
2020-04-20 00:00:00,251,0.1553784860557769,,
2020-04-19 00:00:00,57,0.2105263157894737,,
2020-04-18 00:00:00,62,0.1612903225806452,,
2020-04-17 00:00:00,227,0.118942731277533,1.0,0
2020-04-16 00:00:00,276,0.1956521739130435,,
2020-04-15 00:00:00,210,0.1190476190476191,,
2020-04-14 00:00:00,184,0.1684782608695652,,
2020-04-13 00:00:00,233,0.1716738197424893,,
2020-04-12 00:00:00,65,0.2461538461538462,,
2020-04-11 00:00:00,69,0.1449275362318841,,
2020-04-10 00:00:00,206,0.2184466019417476,,
2020-04-09 00:00:00,164,0.201219512195122,,
2020-04-08 00:00:00,208,0.1346153846153846,,
2020-04-07 00:00:00,214,0.1308411214953271,,
2020-04-06 00:00:00,241,0.1369294605809129,,
2020-04-05 00:00:00,67,0.208955223880597,,
2020-04-04 00:00:00,99,0.1616161616161616,,
2020-04-03 00:00:00,253,0.1185770750988142,,
2020-04-02 00:00:00,225,0.12,,
2020-04-01 00:00:00,212,0.1037735849056604,,
2020-03-31 00:00:00,198,0.1363636363636364,,
2020-03-30 00:00:00,241,0.0788381742738589,,
2020-03-29 00:00:00,61,0.1475409836065574,,
2020-03-28 00:00:00,132,0.143939393939394,,
2020-03-27 00:00:00,285,0.0596491228070175,,
2020-03-26 00:00:00,291,0.0652920962199313,,
2020-03-25 00:00:00,354,0.0508474576271187,,
2020-03-24 00:00:00,315,0.0761904761904762,,
2020-03-23 00:00:00,356,0.0702247191011236,,
2020-03-22 00:00:00,103,0.0970873786407767,,
2020-03-21 00:00:00,100,0.05,,
