date,ED_covid,ICU_covid,inpatient_beds_covid,ventilators_covid,deaths,hospitalizations,icu_covid,icu_non_covid,icu_empty,inpatient_covid,inpatient_non_covid,inpatient_empty,vents_in_use,vents_available
2021-05-09,828.0,191.0,565.0,84.0,6.0,35.0,191.0,1270.0,274.0,565.0,6870.0,1154.0,546.0,1804.0
2021-05-08,921.0,190.0,592.0,84.0,13.0,35.0,190.0,1314.0,236.0,592.0,6967.0,1034.0,574.0,1781.0
2021-05-07,913.0,184.0,612.0,81.0,7.0,53.0,184.0,1328.0,237.0,612.0,7061.0,929.0,577.0,1790.0
2021-05-06,965.0,182.0,666.0,80.0,10.0,50.0,182.0,1313.0,236.0,666.0,7015.0,919.0,550.0,1822.0
2021-05-05,975.0,191.0,672.0,82.0,6.0,49.0,191.0,1291.0,249.0,672.0,7008.0,915.0,572.0,1801.0
2021-05-04,945.0,183.0,636.0,87.0,9.0,74.0,183.0,1280.0,267.0,636.0,6896.0,1061.0,557.0,1810.0
2021-05-03,808.0,184.0,615.0,83.0,14.0,57.0,184.0,1273.0,274.0,615.0,6857.0,1120.0,556.0,1810.0
2021-05-02,833.0,189.0,607.0,80.0,11.0,39.0,189.0,1288.0,250.0,607.0,6875.0,1093.0,555.0,1819.0
2021-05-01,954.0,196.0,605.0,84.0,7.0,50.0,196.0,1294.0,241.0,605.0,6944.0,1034.0,557.0,1811.0
2021-04-30,959.0,187.0,635.0,87.0,5.0,68.0,187.0,1294.0,255.0,635.0,6967.0,989.0,557.0,1805.0
2021-04-29,954.0,189.0,618.0,86.0,6.0,41.0,189.0,1310.0,237.0,618.0,6987.0,984.0,566.0,1799.0
2021-04-28,1004.0,189.0,643.0,85.0,9.0,38.0,189.0,1327.0,221.0,643.0,6905.0,1038.0,547.0,1802.0
2021-04-27,1043.0,190.0,622.0,84.0,10.0,64.0,190.0,1301.0,235.0,622.0,6852.0,1105.0,542.0,1817.0
2021-04-26,900.0,185.0,615.0,78.0,7.0,61.0,185.0,1287.0,253.0,615.0,6787.0,1178.0,538.0,1834.0
2021-04-25,946.0,184.0,611.0,91.0,11.0,52.0,184.0,1303.0,233.0,611.0,6841.0,1127.0,560.0,1808.0
2021-04-24,993.0,185.0,591.0,90.0,2.0,48.0,185.0,1303.0,239.0,591.0,6965.0,1028.0,539.0,1823.0
2021-04-23,965.0,174.0,592.0,79.0,10.0,53.0,174.0,1305.0,246.0,592.0,7073.0,922.0,564.0,1827.0
2021-04-22,995.0,187.0,594.0,82.0,7.0,55.0,187.0,1287.0,253.0,594.0,7099.0,912.0,547.0,1843.0
2021-04-21,1030.0,175.0,585.0,75.0,5.0,51.0,175.0,1305.0,254.0,585.0,7095.0,929.0,536.0,1848.0
2021-04-20,1015.0,169.0,584.0,76.0,6.0,60.0,169.0,1320.0,248.0,584.0,6997.0,1005.0,526.0,1849.0
2021-04-19,969.0,155.0,562.0,76.0,12.0,65.0,155.0,1301.0,280.0,562.0,6786.0,1233.0,505.0,1867.0
2021-04-18,900.0,145.0,555.0,73.0,4.0,32.0,145.0,1301.0,291.0,555.0,6932.0,1070.0,509.0,1873.0
2021-04-17,1007.0,150.0,549.0,70.0,12.0,48.0,150.0,1310.0,275.0,549.0,6927.0,1104.0,519.0,1863.0
2021-04-16,989.0,154.0,567.0,66.0,7.0,47.0,154.0,1340.0,247.0,567.0,6956.0,1054.0,517.0,1909.0
2021-04-15,893.0,154.0,569.0,68.0,6.0,43.0,154.0,1332.0,254.0,569.0,6983.0,1025.0,529.0,1859.0
2021-04-14,968.0,162.0,584.0,69.0,9.0,56.0,162.0,1325.0,247.0,584.0,6968.0,1025.0,527.0,1873.0
2021-04-13,984.0,150.0,531.0,72.0,17.0,53.0,150.0,1314.0,269.0,531.0,6959.0,1084.0,517.0,1883.0
2021-04-12,881.0,150.0,565.0,70.0,11.0,51.0,150.0,1292.0,287.0,565.0,6786.0,1229.0,501.0,1885.0
2021-04-11,911.0,148.0,552.0,72.0,9.0,46.0,148.0,1324.0,260.0,552.0,6899.0,1109.0,492.0,1901.0
2021-04-10,1056.0,149.0,532.0,60.0,15.0,52.0,149.0,1315.0,269.0,532.0,6942.0,1092.0,493.0,1897.0
2021-04-09,1010.0,147.0,576.0,56.0,14.0,51.0,147.0,1331.0,256.0,576.0,7010.0,985.0,499.0,1922.0
2021-04-08,974.0,149.0,571.0,66.0,16.0,49.0,149.0,1325.0,264.0,571.0,7028.0,974.0,535.0,1865.0
2021-04-07,1022.0,140.0,541.0,63.0,6.0,50.0,140.0,1347.0,246.0,541.0,7047.0,996.0,545.0,1839.0
2021-04-06,1112.0,152.0,574.0,61.0,14.0,47.0,152.0,1350.0,235.0,574.0,6985.0,1023.0,538.0,1859.0
2021-04-05,892.0,149.0,546.0,60.0,8.0,40.0,149.0,1308.0,274.0,546.0,6990.0,1034.0,561.0,1856.0
2021-04-04,722.0,148.0,516.0,51.0,9.0,38.0,148.0,1308.0,273.0,516.0,7025.0,1038.0,535.0,1888.0
2021-04-03,1013.0,162.0,538.0,73.0,8.0,30.0,162.0,1318.0,259.0,538.0,7062.0,985.0,564.0,1865.0
2021-04-02,1001.0,153.0,541.0,69.0,11.0,37.0,153.0,1322.0,264.0,541.0,7112.0,931.0,565.0,1852.0
2021-04-01,1007.0,152.0,572.0,68.0,5.0,38.0,152.0,1322.0,264.0,572.0,7083.0,924.0,562.0,1868.0
2021-03-31,1016.0,168.0,604.0,75.0,7.0,48.0,,,,,,,556.0,1881.0
2021-03-30,1031.0,164.0,592.0,69.0,7.0,38.0,,,,,,,548.0,1887.0
2021-03-28,864.0,169.0,549.0,68.0,10.0,39.0,,,,,,,534.0,1880.0
2021-03-27,767.0,160.0,562.0,67.0,12.0,41.0,,,,,,,538.0,1870.0
2021-03-26,941.0,181.0,581.0,72.0,11.0,32.0,,,,,,,557.0,1863.0
2021-03-25,965.0,165.0,626.0,69.0,13.0,37.0,,,,,,,542.0,1881.0
2021-03-24,973.0,165.0,628.0,74.0,6.0,28.0,,,,,,,540.0,1885.0
2021-03-23,1109.0,162.0,653.0,77.0,12.0,42.0,,,,,,,560.0,1867.0
2021-03-22,879.0,175.0,650.0,79.0,10.0,43.0,,,,,,,578.0,1811.0
2021-03-21,940.0,180.0,647.0,84.0,11.0,44.0,,,,,,,572.0,1838.0
2021-03-20,908.0,173.0,631.0,79.0,17.0,39.0,,,,,,,558.0,1861.0
2021-03-19,1000.0,182.0,700.0,86.0,15.0,44.0,,,,,,,546.0,1870.0
2021-03-18,958.0,184.0,686.0,86.0,23.0,44.0,,,,,,,569.0,1859.0
2021-03-17,1031.0,200.0,743.0,93.0,18.0,45.0,,,,,,,581.0,1883.0
2021-03-16,1095.0,208.0,773.0,96.0,23.0,59.0,,,,,,,589.0,1871.0
2021-03-15,873.0,206.0,743.0,97.0,19.0,63.0,,,,,,,589.0,1873.0
2021-03-14,884.0,210.0,716.0,104.0,21.0,40.0,,,,,,,623.0,1806.0
2021-03-13,1013.0,215.0,765.0,102.0,20.0,45.0,,,,,,,611.0,1829.0
2021-03-12,1018.0,238.0,814.0,107.0,21.0,58.0,,,,,,,614.0,1815.0
2021-03-11,1097.0,236.0,831.0,110.0,20.0,35.0,,,,,,,639.0,1790.0
2021-03-10,1186.0,250.0,879.0,109.0,19.0,64.0,,,,,,,678.0,1774.0
2021-03-09,1118.0,251.0,868.0,109.0,26.0,73.0,,,,,,,694.0,1778.0
2021-03-08,918.0,255.0,925.0,112.0,20.0,68.0,,,,,,,657.0,1798.0
2021-03-07,990.0,256.0,919.0,127.0,27.0,51.0,,,,,,,678.0,1733.0
2021-03-06,1067.0,273.0,963.0,143.0,27.0,58.0,,,,,,,657.0,1743.0
2021-03-05,901.0,280.0,966.0,140.0,26.0,63.0,,,,,,,654.0,1793.0
2021-03-04,1116.0,325.0,1043.0,154.0,32.0,62.0,,,,,,,711.0,1730.0
2021-03-03,1154.0,343.0,1072.0,165.0,33.0,62.0,,,,,,,722.0,1697.0
2021-03-02,1087.0,381.0,1165.0,177.0,31.0,59.0,,,,,,,707.0,1703.0
2021-03-01,970.0,385.0,1202.0,203.0,31.0,69.0,,,,,,,737.0,1697.0
2021-02-28,952.0,382.0,1241.0,196.0,29.0,75.0,,,,,,,708.0,1726.0
2021-02-27,1039.0,402.0,1251.0,210.0,35.0,67.0,,,,,,,730.0,1727.0
2021-02-26,1159.0,415.0,1317.0,220.0,40.0,94.0,,,,,,,728.0,1724.0
2021-02-25,1190.0,419.0,1354.0,225.0,36.0,98.0,,,,,,,756.0,1715.0
2021-02-24,1210.0,415.0,1385.0,241.0,39.0,85.0,,,,,,,736.0,1731.0
2021-02-23,1208.0,430.0,1449.0,253.0,34.0,98.0,,,,,,,751.0,1715.0
2021-02-22,1072.0,447.0,1515.0,266.0,35.0,96.0,,,,,,,733.0,1735.0
2021-02-21,1117.0,478.0,1590.0,299.0,42.0,94.0,,,,,,,753.0,1703.0
2021-02-20,1187.0,501.0,1598.0,286.0,40.0,89.0,,,,,,,773.0,1674.0
2021-02-19,1278.0,517.0,1650.0,294.0,53.0,105.0,,,,,,,801.0,2372.0
2021-02-18,1228.0,563.0,1738.0,334.0,54.0,120.0,,,,,,,819.0,1646.0
2021-02-17,1280.0,566.0,1823.0,330.0,44.0,110.0,,,,,,,825.0,2334.0
2021-02-16,1272.0,593.0,1941.0,354.0,55.0,129.0,,,,,,,837.0,1624.0
2021-02-15,1175.0,601.0,2047.0,383.0,61.0,137.0,,,,,,,884.0,1602.0
2021-02-14,1208.0,644.0,2119.0,397.0,67.0,103.0,,,,,,,880.0,1597.0
2021-02-13,1376.0,661.0,2213.0,399.0,65.0,124.0,,,,,,,920.0,1577.0
2021-02-12,1387.0,701.0,2300.0,412.0,77.0,153.0,,,,,,,927.0,1578.0
2021-02-11,1554.0,705.0,2396.0,466.0,71.0,165.0,,,,,,,976.0,1525.0
2021-02-10,1535.0,719.0,2507.0,481.0,78.0,188.0,,,,,,,976.0,1534.0
2021-02-09,1489.0,763.0,2589.0,508.0,93.0,174.0,,,,,,,1029.0,1485.0
2021-02-08,1307.0,797.0,2744.0,524.0,84.0,199.0,,,,,,,1047.0,1435.0
2021-02-07,1419.0,828.0,2853.0,536.0,99.0,150.0,,,,,,,1058.0,2024.0
2021-02-06,1546.0,838.0,2910.0,561.0,91.0,160.0,,,,,,,1059.0,1436.0
2021-02-05,1631.0,849.0,3060.0,561.0,83.0,201.0,,,,,,,1086.0,1410.0
2021-02-04,1633.0,909.0,3167.0,573.0,95.0,206.0,,,,,,,1131.0,1360.0
2021-02-03,1633.0,946.0,3303.0,618.0,119.0,252.0,,,,,,,1191.0,1324.0
2021-02-02,1639.0,955.0,3456.0,646.0,117.0,242.0,,,,,,,1206.0,1306.0
2021-02-01,1486.0,944.0,3513.0,671.0,101.0,284.0,,,,,,,1208.0,1290.0
2021-01-31,1481.0,984.0,3654.0,662.0,113.0,216.0,,,,,,,1199.0,1274.0
2021-01-30,1634.0,979.0,3664.0,663.0,126.0,257.0,,,,,,,1206.0,1279.0
2021-01-29,1747.0,984.0,3828.0,645.0,103.0,316.0,,,,,,,1197.0,1312.0
2021-01-28,1723.0,1002.0,3970.0,678.0,120.0,265.0,,,,,,,1200.0,1277.0
2021-01-27,1829.0,1023.0,4087.0,692.0,125.0,345.0,,,,,,,1194.0,1286.0
2021-01-26,1922.0,1024.0,4250.0,686.0,134.0,349.0,,,,,,,1227.0,1265.0
2021-01-25,1734.0,1028.0,4221.0,687.0,113.0,378.0,,,,,,,1213.0,1272.0
2021-01-24,1834.0,1027.0,4229.0,702.0,129.0,308.0,,,,,,,1192.0,1268.0
2021-01-23,1944.0,1054.0,4320.0,720.0,144.0,343.0,,,,,,,1198.0,1288.0
2021-01-22,1931.0,1049.0,4442.0,728.0,132.0,357.0,,,,,,,1265.0,1264.0
2021-01-21,2007.0,1054.0,4495.0,739.0,135.0,425.0,,,,,,,1251.0,1256.0
2021-01-20,2046.0,1058.0,4580.0,731.0,144.0,412.0,,,,,,,1250.0,1246.0
2021-01-19,2006.0,1050.0,4663.0,778.0,145.0,462.0,,,,,,,1297.0,1209.0
2021-01-18,1839.0,1105.0,4780.0,797.0,177.0,438.0,,,,,,,1326.0,1182.0
2021-01-17,1844.0,1097.0,4752.0,797.0,158.0,369.0,,,,,,,1291.0,1193.0
2021-01-16,2012.0,1118.0,4773.0,800.0,136.0,422.0,,,,,,,1314.0,1197.0
2021-01-15,1991.0,1144.0,4849.0,821.0,152.0,437.0,,,,,,,1332.0,1715.0
2021-01-14,2120.0,1138.0,4866.0,753.0,158.0,462.0,,,,,,,1333.0,1710.0
2021-01-13,2055.0,1167.0,4930.0,821.0,172.0,475.0,,,,,,,1331.0,1212.0
2021-01-12,2085.0,1158.0,5055.0,805.0,147.0,475.0,,,,,,,1348.0,925.0
2021-01-11,1872.0,1183.0,5082.0,786.0,153.0,470.0,,,,,,,1347.0,918.0
2021-01-10,2054.0,1158.0,4997.0,783.0,153.0,443.0,,,,,,,1292.0,899.0
2021-01-09,2194.0,1122.0,4988.0,791.0,160.0,465.0,,,,,,,1301.0,892.0
2021-01-08,2109.0,688.0,4918.0,791.0,147.0,574.0,,,,,,,1271.0,881.0
2021-01-07,2188.0,1122.0,4907.0,799.0,144.0,530.0,,,,,,,1283.0,865.0
2021-01-06,2280.0,1101.0,4920.0,776.0,129.0,503.0,,,,,,,1294.0,879.0
2021-01-05,2253.0,1084.0,4877.0,747.0,159.0,541.0,,,,,,,1243.0,903.0
2021-01-04,1984.0,1096.0,4789.0,761.0,140.0,554.0,,,,,,,1235.0,924.0
2021-01-03,2001.0,1082.0,4647.0,782.0,144.0,469.0,,,,,,,1224.0,880.0
2021-01-02,2010.0,1081.0,4557.0,762.0,137.0,506.0,,,,,,,1219.0,888.0
2021-01-01,2066.0,1074.0,4484.0,761.0,131.0,519.0,,,,,,,1193.0,914.0
2020-12-31,2264.0,1072.0,4501.0,759.0,146.0,484.0,,,,,,,1214.0,898.0
2020-12-30,2304.0,1028.0,4564.0,746.0,126.0,463.0,,,,,,,1214.0,925.0
2020-12-29,2341.0,1076.0,4526.0,750.0,121.0,491.0,,,,,,,1253.0,903.0
2020-12-28,2117.0,1053.0,4475.0,720.0,131.0,495.0,,,,,,,1225.0,924.0
2020-12-27,1877.0,1007.0,4390.0,715.0,129.0,463.0,,,,,,,1198.0,968.0
2020-12-26,1699.0,988.0,4190.0,667.0,117.0,453.0,,,,,,,1147.0,988.0
2020-12-25,1827.0,983.0,4165.0,652.0,108.0,414.0,,,,,,,1120.0,1030.0
2020-12-24,2023.0,976.0,4226.0,636.0,114.0,415.0,,,,,,,1149.0,970.0
2020-12-23,1965.0,965.0,4221.0,620.0,121.0,469.0,,,,,,,1103.0,988.0
2020-12-22,1961.0,972.0,4163.0,673.0,131.0,447.0,,,,,,,1111.0,1013.0
2020-12-21,1817.0,943.0,4019.0,644.0,124.0,512.0,,,,,,,1075.0,988.0
2020-12-20,1795.0,904.0,3925.0,628.0,122.0,426.0,,,,,,,1050.0,1010.0
2020-12-19,1973.0,885.0,3899.0,595.0,125.0,411.0,,,,,,,1022.0,1026.0
2020-12-18,2052.0,939.0,4014.0,612.0,129.0,398.0,,,,,,,1088.0,986.0
2020-12-17,2017.0,915.0,3931.0,601.0,135.0,430.0,,,,,,,1070.0,1013.0
2020-12-16,1920.0,899.0,3884.0,618.0,99.0,401.0,,,,,,,1050.0,1045.0
2020-12-15,1856.0,882.0,3809.0,602.0,94.0,426.0,,,,,,,1031.0,1016.0
2020-12-14,1579.0,863.0,3702.0,579.0,116.0,459.0,,,,,,,994.0,1051.0
2020-12-13,1779.0,829.0,3677.0,542.0,80.0,321.0,,,,,,,990.0,1019.0
2020-12-12,1870.0,831.0,3622.0,537.0,85.0,328.0,,,,,,,980.0,1038.0
2020-12-11,1966.0,799.0,3534.0,515.0,93.0,331.0,,,,,,,959.0,1060.0
2020-12-10,2120.0,809.0,3482.0,508.0,113.0,315.0,,,,,,,972.0,1050.0
2020-12-09,2166.0,799.0,3408.0,496.0,99.0,403.0,,,,,,,951.0,1078.0
2020-12-08,1978.0,766.0,3287.0,492.0,82.0,396.0,,,,,,,921.0,1055.0
2020-12-07,1550.0,744.0,3157.0,487.0,90.0,467.0,,,,,,,950.0,1040.0
2020-12-06,1485.0,736.0,3059.0,459.0,69.0,341.0,,,,,,,916.0,1084.0
2020-12-05,1678.0,714.0,2977.0,462.0,92.0,321.0,,,,,,,922.0,1066.0
2020-12-04,1708.0,701.0,2931.0,431.0,74.0,344.0,,,,,,,904.0,1098.0
2020-12-03,1773.0,666.0,2899.0,412.0,62.0,316.0,,,,,,,868.0,1126.0
2020-12-02,1774.0,642.0,2743.0,386.0,56.0,370.0,,,,,,,856.0,1141.0
2020-12-01,1864.0,642.0,2699.0,386.0,62.0,348.0,,,,,,,850.0,1132.0
2020-11-30,1545.0,597.0,2594.0,369.0,52.0,335.0,,,,,,,825.0,1163.0
2020-11-29,1488.0,579.0,2513.0,352.0,60.0,293.0,,,,,,,787.0,1173.0
2020-11-28,1474.0,573.0,2458.0,356.0,50.0,312.0,,,,,,,787.0,1155.0
2020-11-27,1286.0,553.0,2383.0,343.0,43.0,289.0,,,,,,,769.0,1209.0
2020-11-26,1418.0,532.0,2301.0,325.0,43.0,221.0,,,,,,,752.0,1184.0
2020-11-25,1563.0,523.0,2289.0,335.0,47.0,278.0,,,,,,,752.0,1190.0
2020-11-24,1593.0,531.0,2217.0,335.0,58.0,272.0,,,,,,,771.0,1191.0
2020-11-23,1388.0,474.0,2084.0,310.0,45.0,296.0,,,,,,,739.0,1233.0
2020-11-22,1372.0,469.0,2008.0,294.0,44.0,226.0,,,,,,,718.0,1257.0
2020-11-21,1490.0,438.0,1932.0,256.0,41.0,227.0,,,,,,,683.0,1265.0
2020-11-20,1511.0,435.0,1916.0,253.0,32.0,219.0,,,,,,,682.0,1272.0
2020-11-19,1490.0,431.0,1835.0,244.0,31.0,233.0,,,,,,,673.0,1238.0
2020-11-18,1414.0,433.0,1796.0,227.0,23.0,200.0,,,,,,,678.0,1255.0
2020-11-17,1288.0,396.0,1700.0,218.0,42.0,223.0,,,,,,,613.0,1276.0
2020-11-16,1143.0,385.0,1624.0,191.0,31.0,191.0,,,,,,,608.0,1283.0
2020-11-15,1038.0,374.0,1557.0,194.0,29.0,146.0,,,,,,,590.0,1273.0
2020-11-14,1088.0,368.0,1506.0,183.0,26.0,185.0,,,,,,,597.0,1290.0
2020-11-13,1207.0,362.0,1470.0,189.0,19.0,178.0,,,,,,,603.0,1271.0
2020-11-12,1105.0,335.0,1381.0,176.0,23.0,135.0,,,,,,,609.0,1264.0
2020-11-11,1121.0,331.0,1368.0,180.0,22.0,149.0,,,,,,,604.0,1289.0
2020-11-10,1103.0,309.0,1360.0,156.0,19.0,144.0,,,,,,,592.0,1265.0
2020-11-09,1023.0,294.0,1289.0,148.0,17.0,135.0,,,,,,,571.0,1252.0
2020-11-08,992.0,292.0,1232.0,142.0,19.0,110.0,,,,,,,571.0,1295.0
2020-11-07,1030.0,272.0,1185.0,148.0,20.0,98.0,,,,,,,570.0,1306.0
2020-11-06,1093.0,249.0,1139.0,137.0,22.0,134.0,,,,,,,556.0,1297.0
2020-11-05,1077.0,250.0,1082.0,138.0,23.0,141.0,,,,,,,574.0,1306.0
2020-11-04,1007.0,254.0,1100.0,128.0,22.0,108.0,,,,,,,557.0,1324.0
2020-11-03,989.0,241.0,1065.0,127.0,20.0,99.0,,,,,,,532.0,1292.0
2020-11-02,826.0,227.0,956.0,112.0,19.0,104.0,,,,,,,508.0,1311.0
2020-11-01,848.0,231.0,918.0,120.0,16.0,87.0,,,,,,,524.0,1310.0
2020-10-31,885.0,222.0,875.0,112.0,12.0,93.0,,,,,,,515.0,1313.0
2020-10-30,874.0,197.0,889.0,104.0,20.0,101.0,,,,,,,500.0,1298.0
2020-10-29,898.0,188.0,900.0,99.0,16.0,88.0,,,,,,,503.0,1300.0
2020-10-28,855.0,186.0,874.0,95.0,12.0,94.0,,,,,,,514.0,1306.0
2020-10-27,857.0,188.0,871.0,94.0,16.0,89.0,,,,,,,515.0,1283.0
2020-10-26,784.0,187.0,861.0,100.0,13.0,83.0,,,,,,,524.0,1273.0
2020-10-25,770.0,179.0,837.0,97.0,9.0,68.0,,,,,,,538.0,1255.0
2020-10-24,846.0,181.0,828.0,91.0,12.0,71.0,,,,,,,531.0,1290.0
2020-10-23,839.0,191.0,819.0,87.0,14.0,77.0,,,,,,,514.0,1344.0
2020-10-22,815.0,172.0,815.0,85.0,6.0,76.0,,,,,,,483.0,1397.0
2020-10-21,858.0,164.0,848.0,92.0,8.0,77.0,,,,,,,476.0,1402.0
2020-10-20,853.0,171.0,832.0,91.0,16.0,77.0,,,,,,,468.0,1390.0
2020-10-19,747.0,170.0,777.0,91.0,7.0,78.0,,,,,,,463.0,1391.0
2020-10-18,717.0,177.0,721.0,94.0,8.0,51.0,,,,,,,464.0,1390.0
2020-10-17,701.0,176.0,714.0,85.0,9.0,57.0,,,,,,,470.0,1363.0
2020-10-16,739.0,174.0,757.0,81.0,10.0,61.0,,,,,,,476.0,1364.0
2020-10-15,801.0,167.0,747.0,79.0,9.0,59.0,,,,,,,469.0,1364.0
2020-10-14,753.0,173.0,726.0,75.0,10.0,55.0,,,,,,,455.0,1399.0
2020-10-13,774.0,163.0,711.0,85.0,6.0,54.0,,,,,,,458.0,1379.0
2020-10-12,676.0,146.0,706.0,88.0,11.0,63.0,,,,,,,496.0,1404.0
2020-10-11,710.0,155.0,667.0,80.0,5.0,54.0,,,,,,,458.0,1394.0
2020-10-10,688.0,144.0,630.0,79.0,11.0,49.0,,,,,,,440.0,1381.0
2020-10-09,726.0,145.0,685.0,71.0,9.0,53.0,,,,,,,453.0,1385.0
2020-10-08,740.0,155.0,706.0,70.0,12.0,45.0,,,,,,,441.0,1384.0
2020-10-07,774.0,156.0,728.0,63.0,8.0,51.0,,,,,,,437.0,1389.0
2020-10-06,728.0,147.0,681.0,66.0,13.0,45.0,,,,,,,426.0,1418.0
2020-10-05,644.0,138.0,665.0,65.0,7.0,50.0,,,,,,,410.0,1425.0
2020-10-04,706.0,134.0,567.0,57.0,8.0,40.0,,,,,,,424.0,1392.0
2020-10-03,651.0,133.0,545.0,59.0,11.0,40.0,,,,,,,443.0,1385.0
2020-10-02,738.0,127.0,605.0,52.0,5.0,42.0,,,,,,,435.0,1399.0
2020-10-01,760.0,125.0,586.0,48.0,4.0,35.0,,,,,,,418.0,1375.0
2020-09-30,753.0,122.0,620.0,54.0,6.0,39.0,,,,,,,413.0,1412.0
