date,pcr_tests,pcr_pos_test,pcr_positivity,pcr_tests_APACHE,pcr_pos_test_APACHE,pcr_positivity_APACHE,pcr_tests_YUMA,pcr_pos_test_YUMA,pcr_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_test_YAVAPAI,pcr_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_test_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_test_PINAL,pcr_positivity_PINAL,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_test_NAVAJO,pcr_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_test_MOHAVE,pcr_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_test_MARICOPA,pcr_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_test_LA_PAZ,pcr_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_test_GREENLEE,pcr_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_test_GRAHAM,pcr_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_test_GILA,pcr_positivity_GILA,pcr_tests_COCONINO,pcr_pos_test_COCONINO,pcr_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_test_COCHISE,pcr_positivity_COCHISE
2022-02-15 00:00:00,335,23,0.0686567164179105,1.0,0.0,0.0,7.0,0.0,0.0,14.0,1.0,0.0714285714285714,3.0,0.0,0.0,8.0,0.0,0.0,90.0,7.0,0.0777777777777778,2.0,1.0,0.5,5.0,1.0,0.2,167.0,9.0,0.0538922155688623,,,,,,,,,,,,,6.0,0.0,0.0,23.0,3.0,0.1304347826086957
2022-02-14 00:00:00,12040,1403,0.1165282392026578,136.0,37.0,0.2720588235294118,456.0,51.0,0.1118421052631579,421.0,24.0,0.0570071258907364,45.0,8.0,0.1777777777777778,659.0,87.0,0.1320182094081942,2378.0,317.0,0.1333052985702271,257.0,49.0,0.1906614785992218,341.0,55.0,0.1612903225806452,6330.0,685.0,0.1082148499210111,42.0,3.0,0.0714285714285714,,,,15.0,3.0,0.2,260.0,14.0,0.0538461538461539,181.0,25.0,0.138121546961326,252.0,16.0,0.0634920634920635
2022-02-13 00:00:00,10570,1676,0.158561967833491,81.0,19.0,0.2345679012345679,133.0,32.0,0.2406015037593985,238.0,38.0,0.1596638655462185,24.0,3.0,0.125,686.0,130.0,0.1895043731778426,1461.0,265.0,0.1813826146475017,123.0,24.0,0.1951219512195122,236.0,40.0,0.1694915254237288,6964.0,1038.0,0.1490522688110282,25.0,5.0,0.2,,,,5.0,2.0,0.4,26.0,5.0,0.1923076923076923,145.0,24.0,0.1655172413793104,107.0,18.0,0.1682242990654206
2022-02-12 00:00:00,13982,2490,0.1780861107137749,77.0,20.0,0.2597402597402597,245.0,58.0,0.2367346938775511,255.0,56.0,0.2196078431372549,24.0,6.0,0.25,993.0,224.0,0.2255790533736153,1946.0,392.0,0.2014388489208633,158.0,41.0,0.259493670886076,286.0,66.0,0.2307692307692308,8964.0,1452.0,0.1619812583668005,19.0,5.0,0.2631578947368421,4.0,0.0,0.0,5.0,2.0,0.4,32.0,10.0,0.3125,310.0,40.0,0.1290322580645161,268.0,51.0,0.1902985074626866
2022-02-11 00:00:00,27762,3947,0.1421727541243426,180.0,40.0,0.2222222222222222,588.0,111.0,0.1887755102040816,627.0,85.0,0.1355661881977672,127.0,26.0,0.2047244094488189,1949.0,366.0,0.1877886095433556,4756.0,636.0,0.1337258200168209,428.0,95.0,0.2219626168224299,538.0,115.0,0.2137546468401487,16291.0,2140.0,0.1313608741022651,43.0,8.0,0.186046511627907,4.0,1.0,0.25,25.0,5.0,0.2,109.0,22.0,0.2018348623853211,728.0,91.0,0.125,613.0,110.0,0.1794453507340946
2022-02-10 00:00:00,32283,4407,0.1365114766285661,180.0,47.0,0.2611111111111112,694.0,122.0,0.175792507204611,886.0,100.0,0.1128668171557562,296.0,30.0,0.1013513513513514,2054.0,417.0,0.2030185004868549,5469.0,713.0,0.1303711830316328,477.0,93.0,0.1949685534591195,733.0,118.0,0.1609822646657572,18259.0,2410.0,0.1319897037077606,247.0,18.0,0.0728744939271255,4.0,1.0,0.25,37.0,7.0,0.1891891891891892,315.0,25.0,0.0793650793650794,832.0,89.0,0.1069711538461538,663.0,100.0,0.1508295625942685
2022-02-09 00:00:00,33483,5181,0.1547352387778873,238.0,60.0,0.2521008403361345,612.0,153.0,0.25,785.0,104.0,0.132484076433121,222.0,34.0,0.1531531531531532,2005.0,434.0,0.2164588528678304,5977.0,837.0,0.1400368077630919,568.0,119.0,0.2095070422535211,668.0,132.0,0.1976047904191617,19319.0,2920.0,0.1511465396759667,86.0,24.0,0.2790697674418605,2.0,0.0,0.0,65.0,12.0,0.1846153846153846,121.0,14.0,0.115702479338843,916.0,112.0,0.1222707423580786,711.0,115.0,0.1617440225035162
2022-02-08 00:00:00,37374,5696,0.1524054155295125,549.0,86.0,0.156648451730419,724.0,178.0,0.2458563535911603,1001.0,162.0,0.1618381618381618,262.0,40.0,0.1526717557251909,2230.0,451.0,0.2022421524663677,6901.0,859.0,0.1244747138095928,612.0,143.0,0.2336601307189543,1330.0,201.0,0.1511278195488722,20224.0,3182.0,0.1573378164556962,107.0,22.0,0.205607476635514,3.0,1.0,0.3333333333333333,74.0,13.0,0.1756756756756757,214.0,12.0,0.0560747663551402,874.0,107.0,0.1224256292906179,647.0,117.0,0.1808346213292118
2022-02-07 00:00:00,42523,6910,0.1625002939585636,301.0,64.0,0.212624584717608,1010.0,250.0,0.2475247524752475,1001.0,132.0,0.1318681318681319,224.0,55.0,0.2455357142857143,2764.0,630.0,0.2279305354558611,7460.0,1080.0,0.1447721179624665,717.0,165.0,0.2301255230125523,942.0,244.0,0.2590233545647559,23157.0,3686.0,0.1591743317355443,128.0,52.0,0.40625,4.0,1.0,0.25,66.0,12.0,0.1818181818181818,500.0,59.0,0.118,1152.0,162.0,0.140625,1054.0,191.0,0.1812144212523719
2022-02-06 00:00:00,16198,3878,0.2394122731201383,94.0,20.0,0.2127659574468085,172.0,51.0,0.2965116279069768,275.0,78.0,0.2836363636363637,45.0,24.0,0.5333333333333334,1200.0,364.0,0.3033333333333334,2283.0,519.0,0.2273324572930355,172.0,42.0,0.2441860465116279,335.0,98.0,0.2925373134328359,10563.0,2417.0,0.2288175707658809,21.0,8.0,0.380952380952381,2.0,0.0,0.0,16.0,7.0,0.4375,75.0,19.0,0.2533333333333334,280.0,86.0,0.3071428571428572,204.0,66.0,0.3235294117647059
