date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,527,794,789,675,647,6
1/1/2022,38157,29407,30163,36684,83127,22053
1/10/2021,996,1414,1511,1379,3016,13
1/10/2022,38637,29677,30402,37012,83583,23111
1/11/2021,1032,1473,1579,1442,3212,17
1/11/2022,38693,29694,30436,37044,83634,23233
1/12/2021,1107,1565,1681,1534,3518,17
1/12/2022,38758,29726,30465,37071,83672,23369
1/13/2021,1194,1663,1800,1692,3932,17
1/13/2022,38828,29756,30504,37115,83722,23473
1/14/2021,1273,1812,1917,1826,4446,18
1/14/2022,38917,29798,30539,37152,83767,23621
1/15/2021,1374,1950,2070,1959,4845,19
1/15/2022,38972,29821,30556,37175,83781,23753
1/16/2021,1429,2028,2158,2048,5462,20
1/16/2022,38991,29833,30564,37183,83788,23792
1/17/2021,1446,2054,2185,2080,5517,21
1/17/2022,39034,29857,30578,37199,83829,23884
1/18/2021,1505,2160,2254,2174,5731,22
1/18/2022,39103,29880,30602,37213,83857,23983
1/19/2021,1567,2223,2328,2254,6245,24
1/19/2022,39150,29905,30632,37234,83883,24057
1/2/2021,597,884,892,769,735,7
1/2/2022,38179,29419,30172,36704,83162,22079
1/20/2021,1628,2329,2423,2366,7058,28
1/20/2022,39200,29940,30657,37268,83916,24150
1/21/2021,1714,2442,2562,2523,7815,31
1/21/2022,39233,29965,30684,37298,83940,24242
1/22/2021,1839,2576,2710,2703,8606,33
1/22/2022,39262,29984,30699,37313,83949,24332
1/23/2021,1915,2711,2856,2850,9957,35
1/23/2022,39281,29998,30703,37325,83957,24363
1/24/2021,1940,2740,2894,2875,10100,36
1/24/2022,39313,30029,30726,37349,83980,24424
1/25/2021,2007,2800,2964,2989,10704,38
1/25/2022,39356,30046,30746,37364,83997,24522
1/26/2021,2065,2862,3054,3093,11263,39
1/26/2022,39399,30071,30759,37384,84026,24620
1/27/2021,2166,2961,3191,3266,11976,40
1/27/2022,39452,30096,30787,37411,84048,24689
1/28/2021,2238,3062,3300,3406,12985,40
1/28/2022,39504,30125,30801,37429,84066,24754
1/29/2021,2329,3158,3431,3566,13961,46
1/29/2022,39530,30137,30817,37440,84071,24859
1/3/2021,617,920,926,789,766,8
1/3/2022,38228,29448,30206,36761,83230,22182
1/30/2021,2387,3230,3531,3689,15896,48
1/30/2022,39547,30143,30832,37447,84084,24891
1/31/2021,2415,3242,3553,3709,16037,49
1/31/2022,39592,30159,30843,37472,84099,24946
