Category,value
tests,4567883
Yuma,137017
Yavapai,109899
Santa Cruz,29807
Pinal,281487
Pima,676671
Navajo,57875
Mohave,101299
Maricopa,2726587
La Paz,7354
Greenlee,2023
Graham,12153
Gila,28831
Coconino,93377
Cochise,57556
Apache,28730
Unknown,10669
65 years and older,734358
55 - 64 years,560020
45 - 54 years,587453
20 - 44 years,1837445
Less than 20 years,837938
positive,0.1280179461689365
