date,pcr_tests_MOHAVE,pcr_pos_test_MOHAVE,pcr_positivity_MOHAVE
2022-01-19 00:00:00,13,4,0.3076923076923077
2022-01-18 00:00:00,967,183,0.1892450879007239
2022-01-17 00:00:00,1052,355,0.3374524714828898
2022-01-16 00:00:00,576,261,0.453125
2022-01-15 00:00:00,1082,554,0.512014787430684
2022-01-14 00:00:00,1501,728,0.4850099933377748
2022-01-13 00:00:00,2140,738,0.3448598130841122
2022-01-12 00:00:00,1947,844,0.433487416538264
2022-01-11 00:00:00,2753,923,0.3352706138757719
2022-01-10 00:00:00,2136,864,0.4044943820224719
2022-01-09 00:00:00,703,263,0.3741109530583215
2022-01-08 00:00:00,1007,435,0.4319761668321748
2022-01-07 00:00:00,1378,478,0.3468795355587808
2022-01-06 00:00:00,1966,538,0.2736520854526958
2022-01-05 00:00:00,1268,422,0.332807570977918
2022-01-04 00:00:00,1845,438,0.2373983739837399
2022-01-03 00:00:00,1416,437,0.3086158192090395
2022-01-02 00:00:00,550,188,0.3418181818181818
2022-01-01 00:00:00,111,37,0.3333333333333333
2021-12-31 00:00:00,600,183,0.305
2021-12-30 00:00:00,1104,206,0.1865942028985507
2021-12-29 00:00:00,1007,210,0.2085402184707051
2021-12-28 00:00:00,1391,175,0.1258087706685838
2021-12-27 00:00:00,1065,227,0.2131455399061033
2021-12-26 00:00:00,355,94,0.2647887323943662
2021-12-25 00:00:00,76,15,0.1973684210526316
2021-12-24 00:00:00,345,72,0.208695652173913
2021-12-23 00:00:00,769,94,0.1222366710013004
2021-12-22 00:00:00,721,113,0.1567267683772538
2021-12-21 00:00:00,1237,116,0.0937752627324171
2021-12-20 00:00:00,954,129,0.1352201257861635
2021-12-19 00:00:00,298,50,0.1677852348993289
2021-12-18 00:00:00,401,88,0.2194513715710723
2021-12-17 00:00:00,632,119,0.1882911392405063
2021-12-16 00:00:00,809,107,0.1322620519159456
2021-12-15 00:00:00,655,83,0.1267175572519084
2021-12-14 00:00:00,1253,90,0.0718276137270551
2021-12-13 00:00:00,958,127,0.1325678496868476
2021-12-12 00:00:00,304,48,0.1578947368421053
2021-12-11 00:00:00,350,80,0.2285714285714286
2021-12-10 00:00:00,581,87,0.1497418244406196
2021-12-09 00:00:00,855,83,0.0970760233918129
