date,Gila_cume,Gila
2020-12-01,1,
2020-12-17,69,68
2020-12-18,109,40
2020-12-19,111,2
2020-12-20,112,1
2020-12-21,148,36
2020-12-22,170,22
2020-12-23,224,54
2020-12-24,293,69
2020-12-26,321,28
2020-12-27,322,1
2020-12-28,457,135
2020-12-29,582,125
2020-12-30,738,156
2020-12-31,895,157
2021-01-01,901,6
2021-01-02,1097,196
2021-01-03,1100,3
2021-01-04,1251,151
2021-01-05,1562,311
2021-01-06,1838,276
2021-01-07,2327,489
2021-01-08,2712,385
2021-01-09,2748,36
2021-01-10,2749,1
2021-01-11,2935,186
2021-01-12,3029,94
2021-01-13,3126,97
2021-01-14,3375,249
2021-01-15,3626,251
2021-01-16,3632,6
2021-01-17,3635,3
2021-01-18,3759,124
2021-01-19,3950,191
2021-01-20,4231,281
2021-01-21,4557,326
2021-01-22,4677,120
2021-01-23,4827,150
2021-01-24,4840,13
2021-01-25,5046,206
2021-01-26,5165,119
2021-01-27,5508,343
2021-01-28,6018,510
2021-01-29,6318,300
2021-01-30,6554,236
2021-01-31,6562,8
2021-02-01,6918,356
2021-02-02,7576,658
2021-02-03,8269,693
2021-02-04,9276,1007
2021-02-05,10054,778
2021-02-06,10502,448
2021-02-07,10521,19
2021-02-08,10853,332
2021-02-09,11294,441
2021-02-10,11701,407
2021-02-11,12040,339
2021-02-12,12371,331
2021-02-13,13166,795
2021-02-14,13611,445
2021-02-15,13794,183
2021-02-16,14187,393
2021-02-17,14513,326
2021-02-18,14804,291
2021-02-19,15122,318
2021-02-20,15324,202
2021-02-21,15328,4
2021-02-22,15470,142
2021-02-23,15737,267
2021-02-24,15946,209
2021-02-25,16335,389
2021-02-26,16713,378
2021-02-27,18462,1749
2021-02-28,19346,884
2021-03-01,19598,252
2021-03-02,19954,356
2021-03-03,20282,328
2021-03-04,21004,722
2021-03-05,21264,260
2021-03-06,21653,389
2021-03-07,21665,12
2021-03-08,21883,218
2021-03-09,22168,285
2021-03-10,22477,309
2021-03-11,23759,1282
2021-03-12,24136,377
2021-03-13,25238,1102
2021-03-14,25656,418
2021-03-15,25834,178
2021-03-16,26135,301
2021-03-17,26281,146
2021-03-18,26603,322
2021-03-19,26853,250
2021-03-20,27186,333
2021-03-21,27200,14
2021-03-22,27374,174
2021-03-23,27542,168
2021-03-24,27670,128
2021-03-25,27927,257
2021-03-26,28099,172
2021-03-27,29765,1666
2021-03-28,30563,798
2021-03-29,30825,262
2021-03-30,30947,122
2021-03-31,31100,153
2021-04-01,31727,627
2021-04-02,31920,193
2021-04-03,31963,43
2021-04-04,31968,5
2021-04-05,32105,137
2021-04-06,32523,418
2021-04-07,32703,180
2021-04-08,32990,287
2021-04-09,33178,188
2021-04-10,33710,532
2021-04-11,33727,17
2021-04-12,33888,161
2021-04-13,33998,110
2021-04-14,34065,67
2021-04-15,34254,189
2021-04-16,34374,120
2021-04-17,34737,363
2021-04-18,34753,16
2021-04-19,34868,115
2021-04-20,34972,104
