date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-03,2,1
2020-12-17,10,8
2020-12-18,17,7
2020-12-19,21,4
2020-12-20,23,2
2020-12-21,26,3
2020-12-22,73,47
2020-12-23,99,26
2020-12-24,124,25
2020-12-26,130,6
2020-12-28,173,43
2020-12-29,235,62
2020-12-30,310,75
2020-12-31,375,65
2021-01-01,408,33
2021-01-02,411,3
2021-01-03,417,6
2021-01-04,485,68
2021-01-05,562,77
2021-01-06,682,120
2021-01-07,852,170
2021-01-08,1019,167
2021-01-09,1028,9
2021-01-10,1033,5
2021-01-11,1134,101
2021-01-12,1275,141
2021-01-13,1489,214
2021-01-14,1710,221
2021-01-15,1930,220
2021-01-16,1945,15
2021-01-17,1954,9
2021-01-18,1982,28
2021-01-19,2093,111
2021-01-20,2531,438
2021-01-21,2941,410
2021-01-22,3498,557
2021-01-23,3527,29
2021-01-24,3535,8
2021-01-25,3661,126
2021-01-26,4103,442
2021-01-27,4314,211
2021-01-28,4829,515
2021-01-29,5305,476
2021-01-30,5391,86
2021-01-31,5439,48
2021-02-01,5639,200
2021-02-02,6266,627
2021-02-03,6503,237
2021-02-04,7099,596
2021-02-05,7813,714
2021-02-06,7852,39
2021-02-07,7866,14
2021-02-08,8049,183
2021-02-09,8616,567
2021-02-10,9287,671
2021-02-11,9927,640
2021-02-12,10572,645
2021-02-13,11055,483
2021-02-14,11489,434
2021-02-15,11604,115
2021-02-16,11716,112
2021-02-17,11771,55
2021-02-18,11828,57
2021-02-19,11947,119
2021-02-20,11991,44
2021-02-21,12009,18
2021-02-22,12083,74
2021-02-23,12724,641
2021-02-24,13571,847
2021-02-25,14350,779
2021-02-26,15213,863
2021-02-27,15362,149
2021-02-28,15450,88
2021-03-01,15757,307
2021-03-02,16735,978
2021-03-03,17557,822
2021-03-04,18431,874
2021-03-05,19279,848
2021-03-06,19416,137
2021-03-07,19485,69
2021-03-08,19733,248
2021-03-09,20454,721
2021-03-10,21293,839
2021-03-11,22097,804
2021-03-12,22856,759
2021-03-13,23404,548
2021-03-14,23838,434
2021-03-15,24101,263
2021-03-16,24899,798
2021-03-17,25719,820
2021-03-18,26488,769
2021-03-19,27439,951
2021-03-20,27570,131
2021-03-21,27696,126
2021-03-22,27977,281
2021-03-23,28803,826
2021-03-24,29634,831
2021-03-25,30419,785
2021-03-26,31302,883
2021-03-27,31465,163
2021-03-28,31548,83
2021-03-29,31856,308
2021-03-30,32855,999
2021-03-31,33816,961
2021-04-01,34861,1045
2021-04-02,35683,822
2021-04-03,35814,131
2021-04-04,35886,72
2021-04-05,36590,704
2021-04-06,37441,851
2021-04-07,38366,925
2021-04-08,39282,916
2021-04-09,40155,873
2021-04-10,40801,646
2021-04-11,40882,81
2021-04-12,41342,460
2021-04-13,42259,917
2021-04-14,43238,979
2021-04-15,44197,959
2021-04-16,45269,1072
2021-04-17,45439,170
2021-04-18,45545,106
2021-04-19,45865,320
2021-04-20,46742,877
2021-04-21,47594,852
2021-04-22,48459,865
2021-04-23,49340,881
2021-04-24,49788,448
2021-04-25,49859,71
2021-04-26,50511,652
2021-04-27,51367,856
2021-04-28,52096,729
2021-04-29,52837,741
2021-04-30,53490,653
2021-05-01,53622,132
2021-05-02,53684,62
2021-05-03,54216,532
2021-05-04,54846,630
2021-05-05,55617,771
2021-05-06,56257,640
2021-05-07,56960,703
2021-05-08,57053,93
2021-05-09,57095,42
2021-05-10,57543,448
