date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,287,384,440,500,365,7
1/1/2022,8838,6779,9272,18059,45008,3949
1/10/2021,435,554,649,749,848,11
1/10/2022,8996,6876,9373,18238,45200,4097
1/11/2021,452,568,679,787,947,11
1/11/2022,9012,6884,9386,18260,45226,4114
1/12/2021,472,591,708,835,1113,11
1/12/2022,9022,6890,9397,18275,45252,4123
1/13/2021,490,622,747,882,1283,12
1/13/2022,9042,6898,9404,18287,45278,4137
1/14/2021,525,651,796,950,1487,13
1/14/2022,9064,6911,9420,18306,45302,4183
1/15/2021,551,695,833,1018,1722,13
1/15/2022,9075,6918,9423,18313,45312,4193
1/16/2021,562,712,849,1057,1994,14
1/16/2022,9079,6921,9427,18316,45315,4196
1/17/2021,563,715,849,1059,2019,14
1/17/2022,9086,6925,9438,18333,45329,4202
1/18/2021,581,735,877,1094,2258,14
1/18/2022,9094,6933,9444,18343,45349,4213
1/19/2021,599,755,909,1149,2448,15
1/19/2022,9099,6939,9448,18348,45365,4218
1/2/2021,293,394,449,511,378,7
1/2/2022,8852,6785,9277,18074,45016,3954
1/20/2021,632,785,934,1216,2726,15
1/21/2021,650,810,961,1258,2907,15
1/22/2021,678,833,988,1306,3152,15
1/23/2021,691,843,997,1324,3757,15
1/24/2021,691,849,1006,1330,4284,15
1/25/2021,697,856,1017,1351,4548,16
1/26/2021,712,864,1025,1377,4908,16
1/27/2021,736,883,1052,1427,5326,16
1/28/2021,754,907,1083,1475,5859,16
1/29/2021,769,916,1097,1504,6245,16
1/3/2021,295,395,458,517,386,7
1/3/2022,8868,6794,9293,18103,45057,3972
1/30/2021,774,921,1109,1523,6548,16
1/31/2021,777,922,1116,1535,7023,16
1/4/2021,313,425,490,562,453,8
1/4/2022,8890,6805,9309,18129,45081,3987
1/5/2021,328,448,512,590,497,8
1/5/2022,8916,6818,9321,18154,45116,3998
1/6/2021,367,482,552,653,571,9
1/6/2022,8929,6827,9334,18180,45144,4016
1/7/2021,393,511,596,688,688,11
1/7/2022,8948,6848,9354,18205,45168,4062
1/8/2021,424,544,635,730,797,11
1/8/2022,8970,6858,9364,18218,45182,4081
1/9/2021,430,552,644,743,815,11
1/9/2022,8981,6866,9368,18223,45185,4085
10/1/2021,7474,6007,8305,16501,41521,2871
10/10/2021,7601,6072,8378,16596,41643,2918
10/11/2021,7614,6083,8387,16613,41660,2923
10/12/2021,7636,6094,8400,16625,41681,2927
10/13/2021,7647,6105,8410,16634,41704,2932
10/14/2021,7662,6108,8425,16646,41730,2940
10/15/2021,7694,6127,8442,16656,41755,2955
10/16/2021,7710,6137,8453,16658,41761,2963
10/17/2021,7718,6138,8455,16662,41765,2966
10/18/2021,7748,6146,8469,16676,41781,2967
10/19/2021,7766,6160,8477,16691,41806,2980
10/2/2021,7483,6018,8311,16510,41539,2873
10/20/2021,7775,6169,8487,16698,41822,2982
10/21/2021,7798,6175,8497,16708,41837,2985
10/22/2021,7819,6194,8522,16719,41884,2992
10/23/2021,7827,6199,8528,16727,41932,2995
10/24/2021,7831,6201,8530,16733,41948,2999
10/25/2021,7845,6207,8544,16756,42037,2999
10/26/2021,7861,6214,8552,16768,42100,3002
10/27/2021,7872,6220,8568,16788,42177,3007
10/28/2021,7888,6225,8577,16814,42247,3012
10/29/2021,7905,6233,8586,16844,42303,3022
10/3/2021,7488,6020,8311,16510,41544,2877
10/30/2021,7913,6236,8596,16855,42330,3024
10/31/2021,7919,6237,8604,16859,42341,3025
10/4/2021,7506,6024,8323,16525,41561,2881
10/5/2021,7525,6036,8330,16539,41582,2888
10/6/2021,7548,6046,8333,16557,41600,2890
10/7/2021,7571,6053,8345,16571,41614,2892
10/8/2021,7590,6065,8361,16590,41635,2913
10/9/2021,7600,6071,8369,16595,41641,2917
11/1/2021,7924,6240,8609,16877,42396,3033
11/10/2021,8024,6308,8685,17006,42849,3194
11/11/2021,8048,6324,8707,17028,42927,3216
11/12/2021,8072,6340,8729,17064,42964,3242
11/13/2021,8087,6345,8736,17078,42987,3259
11/14/2021,8093,6349,8740,17083,43011,3265
11/15/2021,8115,6353,8760,17101,43083,3278
11/16/2021,8139,6364,8777,17113,43132,3294
11/17/2021,8165,6379,8792,17143,43190,3307
11/18/2021,8196,6397,8803,17171,43250,3324
11/19/2021,8225,6419,8830,17204,43313,3369
11/2/2021,7933,6247,8621,16891,42444,3034
11/20/2021,8238,6423,8837,17221,43342,3404
11/21/2021,8250,6433,8844,17238,43373,3422
11/22/2021,8281,6445,8854,17267,43426,3433
11/23/2021,8303,6448,8874,17299,43466,3452
11/24/2021,8316,6457,8884,17316,43492,3466
11/25/2021,8316,6458,8884,17316,43492,3466
11/26/2021,8342,6466,8895,17337,43520,3484
11/27/2021,8347,6475,8907,17352,43541,3493
11/28/2021,8356,6481,8911,17366,43557,3501
11/29/2021,8385,6503,8924,17391,43606,3508
11/3/2021,7951,6253,8625,16905,42495,3037
11/30/2021,8409,6515,8935,17414,43661,3520
11/4/2021,7961,6265,8633,16917,42572,3045
11/5/2021,7974,6272,8644,16929,42633,3061
11/6/2021,7981,6281,8653,16944,42658,3130
11/7/2021,7983,6281,8655,16949,42667,3147
11/8/2021,7995,6296,8663,16960,42744,3158
11/9/2021,8014,6302,8675,16985,42797,3170
12/1/2020,,,,,1,
12/1/2021,8442,6531,8953,17437,43723,3533
12/10/2020,,,,,1,
12/10/2021,8574,6618,9071,17671,44214,3659
12/11/2020,,,,,1,
12/11/2021,8586,6631,9079,17690,44260,3664
12/12/2020,,,,1,1,
12/12/2021,8593,6636,9085,17692,44296,3679
12/13/2020,,,,1,1,
12/13/2021,8606,6644,9099,17711,44351,3683
12/14/2020,,,,1,1,
12/14/2021,8615,6649,9105,17722,44409,3690
12/15/2020,,,,1,1,
12/15/2021,8624,6653,9112,17749,44478,3698
12/16/2020,,,1,2,1,
12/16/2021,8635,6657,9121,17765,44531,3717
12/17/2020,,,1,2,1,
12/17/2021,8648,6664,9135,17793,44586,3739
12/18/2020,,1,1,3,1,
12/18/2021,8656,6666,9143,17806,44606,3752
12/19/2020,,1,1,3,1,
12/19/2021,8662,6673,9151,17814,44622,3759
12/2/2020,,,,,1,
12/2/2021,8458,6547,8971,17471,43776,3546
12/20/2020,,1,1,3,1,
12/20/2021,8687,6679,9174,17850,44693,3766
12/21/2020,1,1,5,7,4,
12/21/2021,8708,6690,9183,17885,44757,3789
