date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,20762,23168,21372,18651,13755,179,168.0,157.0,201.0,249.0,285.0,3.0,628.0,743.0,579.0,453,363.0,3.0,338.0,325,285.0,287,225,2.0,178.0,181.0,162.0,195.0,246.0,5.0,15.0,18.0,26.0,21.0,36.0,,159,151.0,166.0,207.0,209.0,4.0,11.0,6.0,21.0,15.0,16.0,,11602,13127,12319,9930,6250,101,287.0,384.0,440.0,500.0,365,7.0,232.0,287.0,302.0,357.0,935.0,5.0,623,986,961,761.0,549,6.0,4295,4534,3858,3604,2544,25.0,310.0,412.0,427.0,651.0,449,6.0,110.0,97.0,59,68.0,68.0,3.0,923,869,658,489.0,248,5.0
1/1/2022,931300,621153,632772,719860,1291963,560760,4786.0,3139.0,3328.0,4327.0,6322.0,8380.0,24581.0,12858.0,11862.0,13690,20525.0,12880.0,14540.0,10014,9467.0,12356,25005,12097.0,4249.0,3080.0,2895.0,3349.0,5379.0,2610.0,839.0,725.0,659.0,697.0,1038.0,470.0,2965,2121.0,2673.0,4879.0,12279.0,1600.0,743.0,563.0,713.0,1389.0,4965.0,759.0,550772,380230,390313,408681,658281,314337,8838.0,6779.0,9272.0,18059.0,45008,3949.0,6855.0,5057.0,5584.0,7834.0,16024.0,9176.0,41771,33349,34588,39768.0,81557,25972.0,146816,92787,90458,107879,214982,93129.0,12514.0,8880.0,11432.0,21277.0,59178,6301.0,11648.0,7497.0,7376,7058.0,10718.0,15028.0,35475,20349,19750,22299.0,37302,26692.0
1/10/2021,34297,35486,33748,30629,31711,406,234.0,237.0,323.0,424.0,894.0,10.0,1139.0,1164.0,961.0,808,734.0,11.0,456.0,464,397.0,400,661,4.0,273.0,297.0,303.0,317.0,533.0,6.0,23.0,23.0,38.0,34.0,88.0,1.0,303,338.0,413.0,524.0,1044.0,14.0,28.0,20.0,43.0,37.0,33.0,,19768,20175,19242,16160,12175,208,435.0,554.0,649.0,749.0,848,11.0,382.0,484.0,512.0,614.0,2253.0,29.0,1164,1712,1776,1501.0,2329,16.0,6557,6552,5758,5583,5267,54.0,564.0,702.0,794.0,1126.0,989,9.0,265.0,213.0,164,161.0,202.0,6.0,1262,1213,949,723.0,532,9.0
1/10/2022,943069,626896,638164,725529,1297823,578697,4839.0,3175.0,3361.0,4346.0,6341.0,8655.0,24820.0,12941.0,11923.0,13749,20560.0,13336.0,14732.0,10144,9599.0,12471,25112,12476.0,4296.0,3096.0,2908.0,3363.0,5393.0,2729.0,847.0,727.0,661.0,699.0,1039.0,475.0,3020,2150.0,2700.0,4913.0,12308.0,1695.0,758.0,567.0,722.0,1408.0,5007.0,770.0,556753,383069,392947,411081,660393,323751,8996.0,6876.0,9373.0,18238.0,45200,4097.0,6938.0,5104.0,5625.0,7874.0,16066.0,9379.0,42298,33651,34853,40111.0,82044,27038.0,148784,93849,91406,108702,215692,96612.0,12686.0,8985.0,11512.0,21422.0,59382,6456.0,11839.0,7606.0,7514,7215.0,10805.0,15428.0,35861,20510,19905,22607.0,37831,27462.0
1/11/2021,36214,37312,35735,32340,36159,460,246.0,252.0,338.0,450.0,1411.0,11.0,1209.0,1248.0,1040.0,859,802.0,12.0,468.0,479,421.0,419,860,4.0,280.0,309.0,311.0,331.0,581.0,6.0,23.0,23.0,38.0,34.0,88.0,1.0,317,355.0,430.0,556.0,1122.0,14.0,28.0,20.0,43.0,38.0,36.0,,20995,21284,20474,17144,14055,240,452.0,568.0,679.0,787.0,947,11.0,421.0,532.0,581.0,665.0,2498.0,32.0,1211,1794,1863,1568.0,2509,21.0,6869,6833,6026,5868,5673,63.0,573.0,710.0,803.0,1142.0,1018,10.0,281.0,233.0,189,180.0,218.0,6.0,1324,1303,1013,760.0,878,9.0
1/11/2022,944537,627631,638780,726162,1298556,580889,4848.0,3182.0,3364.0,4348.0,6349.0,8678.0,24839.0,12947.0,11923.0,13752,20567.0,13361.0,14759.0,10158,9608.0,12482,25118,12502.0,4297.0,3099.0,2908.0,3363.0,5394.0,2751.0,850.0,729.0,661.0,699.0,1040.0,475.0,3028,2157.0,2706.0,4917.0,12318.0,1714.0,759.0,568.0,722.0,1411.0,5007.0,771.0,557488,383470,393247,411345,660649,324904,9012.0,6884.0,9386.0,18260.0,45226,4114.0,6948.0,5108.0,5627.0,7877.0,16072.0,9420.0,42360,33670,34888,40145.0,82103,27179.0,149029,93957,91499,108797,215762,97050.0,12707.0,8995.0,11519.0,21434.0,59404,6476.0,11891.0,7624.0,7558,7257.0,10833.0,15514.0,35924,20534,19925,22645.0,37896,27521.0
1/12/2021,38982,40029,38557,34920,44131,555,257.0,267.0,360.0,487.0,1688.0,11.0,1314.0,1335.0,1115.0,943,1003.0,13.0,475.0,487,429.0,429,1077,5.0,290.0,316.0,325.0,359.0,647.0,8.0,26.0,29.0,43.0,40.0,105.0,1.0,325,359.0,439.0,571.0,1157.0,14.0,28.0,20.0,45.0,39.0,42.0,,22965,23272,22486,18845,18930,318,472.0,591.0,708.0,835.0,1113,11.0,448.0,559.0,642.0,736.0,2751.0,33.0,1298,1911,1989,1665.0,2795,21.0,7198,7099,6295,6135,6224,73.0,592.0,734.0,832.0,1188.0,1111,10.0,301.0,248.0,212,208.0,263.0,6.0,1386,1375,1090,814.0,1203,10.0
1/12/2022,945872,628304,639364,726823,1299212,583364,4859.0,3185.0,3371.0,4357.0,6353.0,8729.0,24863.0,12958.0,11925.0,13764,20573.0,13413.0,14788.0,10171,9621.0,12502,25130,12558.0,4304.0,3102.0,2910.0,3366.0,5396.0,2768.0,850.0,729.0,662.0,699.0,1040.0,477.0,3034,2159.0,2710.0,4918.0,12320.0,1736.0,760.0,569.0,723.0,1413.0,5014.0,773.0,558133,383788,393536,411639,660888,326218,9022.0,6890.0,9397.0,18275.0,45252,4123.0,6957.0,5113.0,5634.0,7881.0,16079.0,9476.0,42426,33700,34916,40173.0,82140,27328.0,149277,94089,91600,108881,215845,97513.0,12725.0,9006.0,11525.0,21445.0,59425,6488.0,11923.0,7647.0,7587,7290.0,10853.0,15596.0,35996,20567,19945,22689.0,37935,27601.0
1/13/2021,41724,42982,41725,37701,53230,632,268.0,291.0,398.0,539.0,1889.0,13.0,1372.0,1404.0,1197.0,1017,1267.0,14.0,495.0,521,453.0,456,1393,5.0,300.0,326.0,337.0,376.0,745.0,8.0,29.0,35.0,44.0,43.0,133.0,1.0,330,365.0,449.0,579.0,1194.0,14.0,56.0,48.0,82.0,82.0,66.0,,24961,25397,24715,20527,24508,380,490.0,622.0,747.0,882.0,1283,12.0,467.0,585.0,669.0,809.0,2957.0,33.0,1407,2052,2139,1843.0,3202,23.0,7414,7335,6544,6385,6699,80.0,637.0,783.0,918.0,1282.0,1307,11.0,311.0,258.0,219,219.0,434.0,6.0,1474,1449,1166,882.0,1542,10.0
1/13/2022,947465,629042,639985,727479,1299887,585730,4866.0,3186.0,3373.0,4362.0,6361.0,8751.0,24884.0,12961.0,11930.0,13770,20576.0,13426.0,14825.0,10203,9647.0,12529,25154,12720.0,4314.0,3108.0,2917.0,3368.0,5400.0,2797.0,852.0,729.0,662.0,699.0,1040.0,479.0,3037,2162.0,2710.0,4919.0,12324.0,1742.0,760.0,569.0,723.0,1413.0,5014.0,778.0,558988,384159,393838,411924,661143,327397,9042.0,6898.0,9404.0,18287.0,45278,4137.0,6963.0,5119.0,5641.0,7882.0,16085.0,9514.0,42504,33731,34956,40222.0,82193,27445.0,149527,94202,91678,108978,215917,97938.0,12742.0,9022.0,11535.0,21462.0,59441,6510.0,11961.0,7672.0,7607,7305.0,10865.0,15675.0,36051,20593,19965,22715.0,37978,27728.0
