date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01 00:00:00,76,,,,1.0,,,,,,,,,,,,49.0,,,,,,1.0,,12.0,,,,1.0,,1.0,
2020-12-02 00:00:00,90,14.0,,,2.0,1.0,,,,,,,,,,,58.0,9.0,,,1.0,,,,14.0,2.0,,,,,,
2020-12-03 00:00:00,100,10.0,,,,,,,,,,,,,,,63.0,5.0,,,,,,,17.0,3.0,,,,,2.0,1.0
2020-12-04 00:00:00,105,5.0,,,3.0,1.0,,,,,,,,,,,64.0,1.0,,,2.0,1.0,,,18.0,1.0,,,,,3.0,1.0
2020-12-05 00:00:00,107,2.0,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,,,,,,
2020-12-06 00:00:00,109,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
2020-12-07 00:00:00,116,7.0,,,,,,,,,,,,,,,67.0,3.0,,,,,2.0,1.0,,,,,,,,
2020-12-08 00:00:00,121,5.0,1.0,,,,,,,,,,,,,,70.0,3.0,,,,,,,,,,,,,,
2020-12-09 00:00:00,128,7.0,,,,,,,,,,,,,,,74.0,4.0,,,,,,,22.0,3.0,,,,,,
2020-12-10 00:00:00,139,11.0,,,4.0,1.0,,,,,,,,,,,82.0,8.0,,,,,,,23.0,1.0,,,,,4.0,1.0
2020-12-11 00:00:00,150,11.0,,,,,,,,,,,,,,,86.0,4.0,,,,,,,26.0,3.0,,,,,,
2020-12-12 00:00:00,157,7.0,,,5.0,1.0,,,,,,,,,,,88.0,2.0,,,,,,,27.0,1.0,,,,,6.0,2.0
2020-12-13 00:00:00,161,4.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,28.0,1.0,,,,,,
2020-12-14 00:00:00,172,11.0,,,,,,,,,,,,,,,92.0,4.0,,,,,,,32.0,4.0,,,,,,
2020-12-15 00:00:00,217,45.0,,,10.0,4.0,,,,,,,,,,,104.0,12.0,,,3.0,1.0,,,49.0,17.0,,,,,,
2020-12-16 00:00:00,799,582.0,,,153.0,143.0,1.0,,,,,,,,,,140.0,36.0,,,10.0,7.0,3.0,1.0,53.0,4.0,,,,,13.0,7.0
2020-12-17 00:00:00,3946,3147.0,3.0,2.0,284.0,131.0,58.0,57.0,,,,,182.0,,,,1389.0,1249.0,,,25.0,15.0,5.0,2.0,1286.0,1233.0,,,,,38.0,25.0
2020-12-18 00:00:00,7589,3643.0,,,497.0,213.0,196.0,138.0,,,,,299.0,117.0,,,3045.0,1656.0,,,52.0,27.0,8.0,3.0,2691.0,1405.0,,,,,,
2020-12-19 00:00:00,10146,2557.0,,,545.0,48.0,270.0,74.0,,,,,,,,,4728.0,1683.0,,,,,,,3430.0,739.0,,,4.0,2.0,39.0,1.0
2020-12-20 00:00:00,11167,1021.0,,,547.0,2.0,306.0,36.0,,,,,300.0,1.0,,,5695.0,967.0,,,53.0,1.0,,,3434.0,4.0,,,,,41.0,2.0
2020-12-21 00:00:00,16677,5510.0,5.0,2.0,549.0,2.0,645.0,339.0,,,20.0,,390.0,90.0,30.0,,8954.0,3259.0,,,58.0,5.0,35.0,27.0,4957.0,1523.0,,,,,217.0,176.0
2020-12-22 00:00:00,24465,7788.0,7.0,2.0,585.0,36.0,1097.0,452.0,,,50.0,30.0,457.0,67.0,70.0,40.0,13211.0,4257.0,54.0,,150.0,92.0,132.0,97.0,6462.0,1505.0,61.0,,375.0,371.0,914.0,697.0
2020-12-23 00:00:00,34183,9718.0,51.0,44.0,920.0,335.0,1544.0,447.0,62.0,,60.0,10.0,587.0,130.0,88.0,18.0,18029.0,4818.0,287.0,233.0,325.0,175.0,365.0,233.0,8310.0,1848.0,81.0,20.0,806.0,431.0,1669.0,755.0
2020-12-24 00:00:00,38031,3848.0,52.0,1.0,1308.0,388.0,1672.0,128.0,,,70.0,10.0,728.0,141.0,,,19591.0,1562.0,443.0,156.0,429.0,104.0,402.0,37.0,9348.0,1038.0,101.0,20.0,817.0,11.0,1907.0,238.0
2020-12-25 00:00:00,38170,139.0,,,1430.0,122.0,1673.0,1.0,,,,,,,,,19592.0,1.0,,,,,,,9350.0,2.0,,,823.0,6.0,,
2020-12-26 00:00:00,44693,6523.0,54.0,2.0,1529.0,99.0,1695.0,22.0,72.0,10.0,,,753.0,25.0,,,24708.0,5116.0,623.0,180.0,,,563.0,161.0,10140.0,790.0,,,828.0,5.0,2011.0,104.0
2020-12-27 00:00:00,47344,2651.0,,,1621.0,92.0,,,,,,,759.0,6.0,,,27023.0,2315.0,684.0,61.0,,,564.0,1.0,10305.0,165.0,,,833.0,5.0,2012.0,1.0
2020-12-28 00:00:00,56738,9394.0,105.0,51.0,1844.0,223.0,1801.0,106.0,83.0,11.0,,,1072.0,313.0,,,32308.0,5285.0,1013.0,329.0,792.0,363.0,907.0,343.0,12154.0,1849.0,141.0,40.0,842.0,9.0,2441.0,429.0
2020-12-29 00:00:00,69633,12895.0,162.0,57.0,2199.0,355.0,1879.0,78.0,145.0,62.0,80.0,10.0,1314.0,242.0,,,40270.0,7962.0,1431.0,418.0,1095.0,303.0,1443.0,536.0,14234.0,2080.0,201.0,60.0,1056.0,214.0,2800.0,359.0
2020-12-30 00:00:00,84476,14843.0,231.0,69.0,2605.0,406.0,2096.0,217.0,186.0,41.0,100.0,20.0,1566.0,252.0,111.0,23.0,49080.0,8810.0,1794.0,363.0,1380.0,285.0,2182.0,739.0,16488.0,2254.0,265.0,64.0,1760.0,704.0,3232.0,432.0
2020-12-31 00:00:00,92285,7809.0,237.0,6.0,2815.0,210.0,2312.0,216.0,196.0,10.0,133.0,33.0,1800.0,234.0,,,52852.0,3772.0,2095.0,301.0,1665.0,285.0,2854.0,672.0,18146.0,1658.0,309.0,44.0,1959.0,199.0,3325.0,93.0
2021-01-01 00:00:00,93354,1069.0,,,2920.0,105.0,2321.0,9.0,201.0,5.0,,,1803.0,3.0,,,53343.0,491.0,2135.0,40.0,1751.0,86.0,2874.0,20.0,18321.0,175.0,,,1964.0,5.0,3340.0,15.0
2021-01-02 00:00:00,100927,7573.0,,,2985.0,65.0,2322.0,1.0,202.0,1.0,,,2005.0,202.0,,,59549.0,6206.0,2184.0,49.0,1752.0,1.0,3172.0,298.0,18934.0,613.0,,,2086.0,122.0,3341.0,1.0
2021-01-03 00:00:00,104136,3209.0,,,2992.0,7.0,2325.0,3.0,,,,,2006.0,1.0,,,62240.0,2691.0,2214.0,30.0,1753.0,1.0,3202.0,30.0,19368.0,434.0,,,2087.0,1.0,3342.0,1.0
2021-01-04 00:00:00,112823,8687.0,246.0,9.0,3344.0,352.0,2381.0,56.0,286.0,84.0,,,2237.0,231.0,,,66881.0,4641.0,2451.0,237.0,1982.0,229.0,3769.0,567.0,21176.0,1808.0,350.0,41.0,2121.0,34.0,3558.0,216.0
2021-01-05 00:00:00,121780,8957.0,304.0,58.0,3708.0,364.0,2467.0,86.0,351.0,65.0,155.0,22.0,2572.0,335.0,,,71248.0,4367.0,2602.0,151.0,2299.0,317.0,4466.0,697.0,22912.0,1736.0,430.0,80.0,2168.0,47.0,3887.0,329.0
2021-01-06 00:00:00,133699,11919.0,429.0,125.0,4214.0,506.0,2575.0,108.0,425.0,74.0,175.0,20.0,2841.0,269.0,151.0,40.0,76251.0,5003.0,2939.0,337.0,2676.0,377.0,5161.0,695.0,25071.0,2159.0,565.0,135.0,2209.0,41.0,4364.0,477.0
