Category,value
tests,10160744
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1536208
20 - 44 years,4387621
45 - 54 years,1369740
55 - 64 years,1288745
65 years and older,1560127
Unknown,18303
positive,0.0976670606010741
