date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21019,22754,20751,18088,12311,200
1/10/2021,34688,34885,32867,29766,29159,459
1/11/2021,36620,36692,34815,31449,32923,517
1/12/2021,39416,39380,37592,33978,40481,622
1/13/2021,42188,42295,40698,36670,49256,710
1/14/2021,44942,45333,43928,39669,58619,780
1/15/2021,48421,48572,47290,42790,67771,893
1/16/2021,50215,50147,48972,44399,73148,939
1/17/2021,51326,51166,50040,45488,76614,977
1/18/2021,52979,52701,51776,47211,84402,1017
1/19/2021,55016,54568,53812,49388,94481,1112
1/2/2021,22920,24455,22291,19502,13363,231
1/20/2021,57432,57068,56743,52332,106737,1235
1/21/2021,60139,59928,60095,55804,122437,1379
1/22/2021,64640,64061,64709,60656,138119,1538
1/23/2021,67930,66817,67812,63830,148649,1685
1/24/2021,69457,68204,69332,65516,156294,1738
1/25/2021,71843,70343,71930,68460,169901,1822
1/26/2021,74765,72860,74826,71698,187165,1931
1/27/2021,77878,75473,77763,75064,206064,2029
1/28/2021,80921,78040,80723,78707,227313,2168
1/29/2021,84777,81174,84083,82441,247263,2367
1/3/2021,23820,25194,22940,20050,13713,251
1/30/2021,87600,83305,86421,84893,258686,2541
1/31/2021,88504,84045,87286,85915,264666,2585
1/4/2021,25544,26827,24538,21539,15598,274
1/5/2021,27336,28465,26127,23105,17710,306
1/6/2021,29540,30405,28164,25134,20781,369
1/7/2021,31345,32029,29941,26917,24112,406
1/8/2021,33064,33600,31598,28573,26526,429
1/9/2021,34154,34438,32443,29368,28692,454
12/1/2020,46,31,39,24,39,1
12/10/2020,64,46,58,48,68,3
12/11/2020,65,49,61,54,70,3
12/12/2020,67,49,63,58,73,3
12/13/2020,68,50,65,60,75,3
12/14/2020,70,56,68,63,84,3
12/15/2020,86,69,83,81,94,3
12/16/2020,196,222,248,210,152,3
12/17/2020,819,1052,1049,860,417,8
12/18/2020,1667,2062,1891,1519,717,9
12/19/2020,2281,2783,2469,1951,921,14
12/2/2020,49,34,41,29,44,2
12/20/2020,2493,3048,2727,2167,1018,16
12/21/2020,3852,4471,3994,3143,1500,23
12/22/2020,5691,6510,5798,4591,2145,32
12/23/2020,7934,9084,8040,6413,3051,49
12/24/2020,8888,10064,8854,7148,3412,52
12/25/2020,8925,10099,8882,7174,3429,52
12/26/2020,10429,11831,10318,8445,3986,65
12/27/2020,11053,12481,10926,8953,4239,75
12/28/2020,13176,14661,12927,10801,5475,98
12/29/2020,16022,17590,15661,13315,7637,142
12/3/2020,53,35,47,33,48,2
12/30/2020,19159,20914,18881,16295,9955,174
12/31/2020,20844,22576,20531,17832,11352,193
12/4/2020,53,35,49,36,50,2
12/5/2020,54,35,49,36,51,2
12/6/2020,55,35,49,37,51,2
12/7/2020,58,36,54,39,54,3
12/8/2020,60,37,55,43,57,3
12/9/2020,62,40,56,44,64,3
2/1/2021,90361,85746,89097,88247,280532,2699
2/10/2021,109889,101687,107212,111848,444357,4547
2/11/2021,112609,103915,109518,115030,467031,4911
2/12/2021,115887,106605,112353,118735,494248,5226
2/13/2021,119544,109452,115355,122102,513626,5627
2/14/2021,120469,110158,116269,123255,521003,5677
2/15/2021,121615,111154,117336,124703,535293,5743
2/16/2021,123505,112489,118843,126733,552024,5899
2/17/2021,125929,114341,120665,129012,568686,6523
2/18/2021,127408,115563,121939,130749,584784,6643
2/19/2021,129351,117052,123486,132671,596775,7056
2/2/2021,92435,87589,91139,90909,298700,2800
2/20/2021,132131,119057,125456,134859,606636,7400
