date,Pinal_cume,Pinal
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,6,2
1/14/2021,13,7
1/15/2021,17,4
1/16/2021,18,1
1/17/2021,21,3
1/18/2021,50,29
1/19/2021,147,97
1/2/2021,382,235
1/20/2021,419,37
1/21/2021,580,161
1/22/2021,581,1
1/23/2021,927,346
1/24/2021,1467,540
1/25/2021,2207,740
1/26/2021,2881,674
1/27/2021,2903,22
1/28/2021,3202,299
1/29/2021,3233,31
1/3/2021,3803,570
1/30/2021,4501,698
1/31/2021,5196,695
1/4/2021,6082,886
1/5/2021,7038,956
1/6/2021,8013,975
1/7/2021,8035,22
1/8/2021,8487,452
1/9/2021,9106,619
12/1/2020,9909,803
12/15/2020,10892,983
12/16/2020,11794,902
12/17/2020,12867,1073
12/18/2020,12927,60
12/19/2020,13532,605
12/20/2020,14343,811
12/21/2020,15642,1299
12/22/2020,16940,1298
12/23/2020,18358,1418
12/24/2020,20316,1958
12/26/2020,20349,33
12/27/2020,21200,851
12/28/2020,22198,998
12/29/2020,23611,1413
12/3/2020,25198,1587
12/30/2020,26825,1627
12/31/2020,29355,2530
12/7/2020,29485,130
2/1/2021,30955,1470
2/10/2021,32605,1650
2/11/2021,34268,1663
2/12/2021,35990,1722
2/13/2021,37905,1915
2/14/2021,40232,2327
2/15/2021,40308,76
2/16/2021,41952,1644
2/17/2021,43481,1529
2/18/2021,45980,2499
2/19/2021,48711,2731
2/2/2021,51853,3142
2/20/2021,55231,3378
2/21/2021,55350,119
2/22/2021,56402,1052
2/23/2021,57962,1560
2/24/2021,59712,1750
2/25/2021,61554,1842
2/26/2021,63042,1488
2/27/2021,64713,1671
2/28/2021,64769,56
2/3/2021,65683,914
2/4/2021,66911,1228
2/5/2021,68756,1845
2/6/2021,71958,3202
2/7/2021,75157,3199
2/8/2021,78247,3090
2/9/2021,78604,357
3/1/2021,81205,2601
3/10/2021,84067,2862
3/11/2021,87640,3573
3/12/2021,91115,3475
3/13/2021,93791,2676
3/14/2021,96904,3113
3/15/2021,97262,358
3/16/2021,99691,2429
3/17/2021,102117,2426
3/18/2021,104949,2832
3/19/2021,109000,4051
3/2/2021,112367,3367
3/20/2021,115029,2662
3/21/2021,115403,374
3/22/2021,117616,2213
3/23/2021,120281,2665
3/24/2021,123203,2922
3/25/2021,126421,3218
3/26/2021,128962,2541
3/27/2021,129668,706
3/28/2021,130263,595
3/29/2021,132388,2125
3/3/2021,134910,2522
3/30/2021,138299,3389
3/31/2021,141595,3296
3/4/2021,145722,4127
3/5/2021,146965,1243
3/6/2021,148166,1201
3/7/2021,151214,3048
3/8/2021,154314,3100
3/9/2021,157949,3635
4/1/2021,161352,3403
4/10/2021,163254,1902
4/11/2021,165595,2341
4/12/2021,166089,494
4/13/2021,168505,2416
4/14/2021,171416,2911
4/15/2021,174884,3468
4/16/2021,177600,2716
4/17/2021,179771,2171
4/18/2021,181029,1258
4/19/2021,181497,468
4/2/2021,183878,2381
4/20/2021,185930,2052
4/21/2021,188701,2771
4/22/2021,191493,2792
4/23/2021,194584,3091
4/24/2021,195608,1024
4/25/2021,196312,704
4/26/2021,198542,2230
4/27/2021,201491,2949
4/28/2021,205102,3611
4/29/2021,207485,2383
4/3/2021,209208,1723
4/30/2021,210753,1545
4/4/2021,211866,1113
4/5/2021,213919,2053
4/6/2021,216217,2298
4/7/2021,218621,2404
4/8/2021,220158,1537
4/9/2021,221665,1507
5/1/2021,222365,700
5/10/2021,222850,485
5/11/2021,224245,1395
5/12/2021,226056,1811
5/13/2021,228205,2149
5/14/2021,230020,1815
5/15/2021,231480,1460
5/16/2021,232701,1221
5/17/2021,233179,478
5/18/2021,234442,1263
5/19/2021,235838,1396
5/2/2021,238532,2694
5/20/2021,240258,1726
5/21/2021,242349,2091
5/22/2021,243373,1024
5/23/2021,243988,615
5/24/2021,245620,1632
5/25/2021,247198,1578
5/26/2021,248921,1723
5/27/2021,250707,1786
5/28/2021,251915,1208
5/29/2021,252780,865
5/3/2021,253183,403
5/30/2021,254127,944
5/31/2021,255272,1145
5/4/2021,256559,1287
5/5/2021,257610,1051
5/6/2021,258826,1216
5/7/2021,259360,534
