date,Pima_cume,Pima
1/1/2021,20,
1/10/2021,22,2
1/11/2021,26,4
1/12/2021,27,1
1/13/2021,28,1
1/14/2021,33,5
1/15/2021,34,1
1/16/2021,38,4
1/17/2021,39,1
1/18/2021,40,1
1/19/2021,44,4
1/2/2021,63,19
1/20/2021,67,4
1/21/2021,1301,1234
1/22/2021,2711,1410
1/23/2021,3452,741
1/24/2021,3460,8
1/25/2021,4987,1527
1/26/2021,6499,1512
1/27/2021,8358,1859
1/28/2021,9401,1043
1/29/2021,9403,2
1/3/2021,10197,794
1/30/2021,10366,169
1/31/2021,12227,1861
1/4/2021,14320,2093
1/5/2021,16591,2271
1/6/2021,18252,1661
1/7/2021,18647,395
1/8/2021,19277,630
1/9/2021,19715,438
12/1/2020,21551,1836
12/10/2020,23302,1751
12/11/2020,25471,2169
12/12/2020,27728,2257
12/13/2020,30392,2664
12/14/2020,31917,1525
12/15/2020,32326,409
12/16/2020,35116,2790
12/17/2020,37862,2746
12/18/2020,40359,2497
12/19/2020,42799,2440
12/2/2020,46894,4095
12/20/2020,48305,1411
12/21/2020,48814,509
12/22/2020,52789,3975
12/23/2020,56907,4118
12/24/2020,61658,4751
12/25/2020,67016,5358
12/26/2020,73591,6575
12/27/2020,76156,2565
12/28/2020,77163,1007
12/29/2020,84513,7350
12/3/2020,91525,7012
12/30/2020,99096,7571
12/31/2020,106066,6970
12/4/2020,113365,7299
12/5/2020,117195,3830
12/9/2020,118718,1523
2/1/2021,124536,5818
2/10/2021,130885,6349
2/11/2021,137898,7013
2/12/2021,145168,7270
2/13/2021,154002,8834
2/14/2021,158373,4371
2/15/2021,159471,1098
2/16/2021,166366,6895
2/17/2021,172578,6212
2/18/2021,180109,7531
2/19/2021,187864,7755
2/2/2021,196668,8804
2/20/2021,200970,4302
2/21/2021,201901,931
2/22/2021,208063,6162
2/23/2021,214957,6894
2/24/2021,222513,7556
2/25/2021,229777,7264
2/26/2021,234114,4337
2/27/2021,236229,2115
2/28/2021,236915,686
2/3/2021,240754,3839
2/4/2021,245306,4552
2/5/2021,251709,6403
2/6/2021,259955,8246
2/7/2021,270150,10195
2/8/2021,274544,4394
2/9/2021,276719,2175
3/1/2021,284226,7507
3/10/2021,290921,6695
3/11/2021,299088,8167
3/12/2021,305431,6343
3/13/2021,313366,7935
3/14/2021,318093,4727
3/15/2021,320390,2297
3/16/2021,328353,7963
3/17/2021,336310,7957
3/18/2021,346202,9892
3/19/2021,355811,9609
3/2/2021,366294,10483
3/20/2021,371485,5191
3/21/2021,373326,1841
3/22/2021,380095,6769
3/23/2021,387759,7664
3/24/2021,396601,8842
3/25/2021,405226,8625
3/26/2021,414311,9085
3/27/2021,418741,4430
3/28/2021,422304,3563
3/29/2021,428773,6469
3/3/2021,436056,7283
3/30/2021,444840,8784
3/31/2021,454975,10135
3/4/2021,465319,10344
3/5/2021,470972,5653
3/6/2021,473942,2970
3/7/2021,480690,6748
3/8/2021,489092,8402
3/9/2021,498768,9676
4/1/2021,506711,7943
4/10/2021,515468,8757
4/11/2021,520531,5063
4/12/2021,522352,1821
4/13/2021,530369,8017
4/14/2021,539146,8777
4/15/2021,549995,10849
4/16/2021,560577,10582
4/17/2021,571786,11209
4/18/2021,577402,5616
4/19/2021,579354,1952
4/2/2021,587848,8494
4/20/2021,595099,7251
4/21/2021,603398,8299
4/22/2021,612088,8690
4/23/2021,621152,9064
4/24/2021,624722,3570
4/25/2021,627349,2627
4/26/2021,633753,6404
4/27/2021,640651,6898
4/28/2021,648587,7936
4/29/2021,656277,7690
4/3/2021,664727,8450
4/30/2021,669550,4823
4/4/2021,671112,1562
4/5/2021,678671,7559
4/6/2021,686013,7342
4/7/2021,693289,7276
4/8/2021,700265,6976
4/9/2021,706612,6347
5/1/2021,708815,2203
5/10/2021,710019,1204
5/11/2021,715747,5728
5/12/2021,721229,5482
5/13/2021,727431,6202
5/14/2021,732594,5163
5/15/2021,737982,5388
5/16/2021,740456,2474
5/17/2021,741446,990
5/18/2021,745358,3912
5/19/2021,748636,3278
5/2/2021,752316,3680
5/20/2021,756965,4649
5/21/2021,762340,5375
5/22/2021,765648,3308
5/23/2021,767546,1898
5/24/2021,771875,4329
5/25/2021,775172,3297
5/26/2021,778418,3246
5/27/2021,781602,3184
5/28/2021,786101,4499
5/29/2021,788839,2738
5/3/2021,790487,1648
5/30/2021,793509,3022
5/31/2021,796514,3005
5/4/2021,799340,2826
5/5/2021,801882,2542
5/6/2021,805235,3353
