Category,value
tests,554646
Yuma,10899
Yavapai,14321
Santa Cruz,2153
Pinal,35542
Pima,55052
Navajo,4587
Mohave,12646
Maricopa,385807
La Paz,1599
Greenlee,210
Graham,1159
Gila,6167
Coconino,6842
Cochise,6452
Apache,1268
Unknown,472
65 years and older,128859
55 - 64 years,104082
45 - 54 years,97771
20 - 44 years,194495
Less than 20 years,28967
positive,0.2066110636333806
