date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,411,432,644,440,6
1/1/2022,12415,8827,11398,21195,58525,6302
1/10/2021,565,699,799,1119,976,10
1/11/2021,574,707,808,1135,1004,11
1/12/2021,593,731,838,1181,1096,11
1/13/2021,637,779,925,1274,1288,12
1/14/2021,670,824,980,1346,1403,14
1/15/2021,685,835,992,1366,1452,14
1/16/2021,706,867,1036,1412,1599,16
1/17/2021,708,869,1040,1417,1615,17
1/18/2021,715,872,1053,1437,1765,18
1/19/2021,749,924,1106,1515,1920,19
1/2/2021,332,444,455,676,451,6
1/2/2022,12426,8833,11406,21204,58531,6312
1/20/2021,791,973,1171,1606,2203,19
1/21/2021,915,1129,1346,1846,2899,19
1/22/2021,1050,1264,1521,2096,3840,20
1/23/2021,1090,1321,1575,2203,4983,23
1/24/2021,1106,1338,1597,2278,6180,24
1/25/2021,1129,1362,1628,2357,6825,24
1/26/2021,1140,1373,1658,2401,7186,24
1/27/2021,1212,1427,1732,2583,8450,25
1/28/2021,1260,1499,1838,2785,9840,32
1/29/2021,1338,1557,1935,2956,11076,37
1/3/2021,332,446,455,678,453,6
1/3/2022,12431,8836,11412,21211,58544,6318
1/30/2021,1385,1584,1994,3042,11709,37
1/31/2021,1423,1609,2043,3129,12412,39
1/4/2021,341,450,465,690,459,6
1/5/2021,348,459,481,709,482,6
1/6/2021,356,466,492,734,519,7
1/7/2021,439,564,635,873,718,8
1/8/2021,531,669,761,1078,929,10
1/9/2021,564,698,798,1119,973,10
10/1/2021,10949,7957,10404,19574,54716,4494
10/10/2021,11093,8027,10478,19649,54841,4536
10/11/2021,11109,8038,10481,19663,54871,4542
10/12/2021,11119,8041,10488,19670,54882,4552
10/13/2021,11133,8045,10495,19679,54895,4566
10/14/2021,11150,8057,10505,19696,54918,4569
10/15/2021,11170,8064,10513,19708,54938,4576
10/16/2021,11182,8069,10517,19713,54946,4586
10/17/2021,11197,8077,10526,19718,54952,4589
10/18/2021,11211,8083,10531,19725,54965,4594
10/19/2021,11231,8092,10536,19735,54976,4603
10/2/2021,10970,7964,10411,19583,54729,4500
10/20/2021,11247,8098,10541,19744,55002,4605
10/21/2021,11269,8107,10551,19760,55016,4611
10/22/2021,11286,8115,10564,19780,55062,4617
10/23/2021,11287,8117,10575,19789,55102,4619
10/24/2021,11291,8122,10578,19793,55122,4623
10/25/2021,11306,8128,10588,19806,55203,4629
10/26/2021,11312,8138,10597,19818,55297,4633
10/27/2021,11328,8142,10608,19834,55388,4636
10/28/2021,11352,8151,10616,19855,55479,4641
10/29/2021,11370,8163,10629,19865,55567,4647
10/3/2021,10979,7965,10412,19584,54732,4502
10/30/2021,11383,8165,10632,19871,55587,4648
10/31/2021,11387,8170,10633,19876,55608,4649
10/4/2021,10997,7974,10428,19596,54748,4505
10/5/2021,11016,7984,10436,19611,54774,4509
10/6/2021,11032,7995,10444,19619,54794,4511
10/7/2021,11047,8008,10453,19628,54807,4513
10/8/2021,11066,8016,10466,19643,54829,4531
10/9/2021,11081,8024,10474,19647,54836,4535
11/1/2021,11400,8180,10641,19892,55678,4655
11/10/2021,11558,8271,10751,20070,56268,4936
11/11/2021,11581,8280,10763,20104,56341,5010
11/12/2021,11604,8303,10779,20137,56452,5073
11/13/2021,11613,8318,10786,20149,56483,5083
11/14/2021,11624,8323,10795,20159,56507,5089
11/15/2021,11644,8338,10806,20185,56569,5115
11/16/2021,11663,8352,10820,20205,56651,5201
11/17/2021,11682,8366,10830,20229,56738,5291
11/18/2021,11710,8382,10850,20257,56846,5333
11/19/2021,11737,8400,10866,20289,56921,5351
11/2/2021,11419,8189,10652,19909,55735,4660
11/20/2021,11749,8408,10876,20308,56959,5367
11/21/2021,11759,8411,10886,20320,56990,5372
11/22/2021,11781,8424,10900,20356,57058,5420
11/23/2021,11802,8439,10926,20380,57128,5499
11/24/2021,11826,8449,10942,20408,57178,5526
11/25/2021,11826,8449,10942,20408,57178,5526
11/26/2021,11841,8463,10952,20419,57201,5539
11/27/2021,11855,8472,10963,20431,57232,5555
11/28/2021,11866,8481,10972,20444,57250,5562
11/29/2021,11872,8492,10985,20473,57318,5585
11/3/2021,11432,8201,10666,19929,55792,4666
11/30/2021,11891,8505,11000,20505,57368,5620
11/4/2021,11451,8210,10677,19949,55866,4691
11/5/2021,11470,8221,10696,19979,55956,4738
11/6/2021,11482,8229,10709,19996,56001,4751
11/7/2021,11493,8238,10715,20002,56026,4760
11/8/2021,11507,8250,10729,20034,56104,4807
11/9/2021,11539,8261,10739,20052,56200,4884
12/1/2020,,,,,2,
12/1/2021,11918,8522,11017,20536,57446,5642
12/10/2020,1,,,,2,
12/10/2021,12083,8632,11165,20815,57901,5875
12/11/2020,1,,,,2,
12/11/2021,12093,8639,11174,20824,57914,5887
12/12/2020,1,,,,3,
12/12/2021,12105,8645,11182,20829,57939,5891
12/13/2020,1,,,,3,
12/13/2021,12128,8659,11201,20861,57975,5918
12/14/2020,1,,,,3,
12/14/2021,12137,8669,11213,20876,58005,5948
12/15/2020,1,,,,3,
12/15/2021,12168,8674,11223,20902,58052,5965
12/16/2020,1,1,1,1,3,
12/16/2021,12192,8691,11235,20925,58088,5986
12/17/2020,1,1,2,1,6,
12/17/2021,12206,8699,11251,20947,58130,6019
12/18/2020,1,1,2,1,6,
12/18/2021,12216,8709,11264,20963,58151,6027
12/19/2020,2,1,2,1,8,
12/19/2021,12235,8717,11278,20968,58167,6043
12/2/2020,,,,,2,
12/2/2021,11947,8541,11042,20580,57519,5680
12/20/2020,2,1,2,4,8,
12/20/2021,12255,8730,11290,20989,58217,6082
12/21/2020,2,3,2,5,8,
12/21/2021,12274,8737,11301,21018,58264,6111
12/22/2020,34,72,99,122,58,
12/22/2021,12296,8749,11313,21051,58302,6129
12/23/2020,108,164,177,271,106,1
12/23/2021,12317,8757,11322,21076,58346,6157
12/24/2020,118,175,184,285,113,2
12/24/2021,12321,8764,11325,21081,58357,6164
12/25/2020,122,178,188,287,116,2
12/25/2021,12321,8764,11325,21082,58357,6164
12/26/2020,127,184,195,302,121,2
12/26/2021,12330,8769,11332,21095,58365,6171
12/27/2020,130,187,197,307,122,2
12/27/2021,12349,8792,11350,21116,58400,6196
12/28/2020,146,192,205,329,148,2
12/28/2021,12375,8805,11360,21141,58435,6242
