Category,value
tests,15773317
day,
pos,
est_pos,
total_pos,
APACHE,90037
COCHISE,192487
COCONINO,409875
GILA,108734
GRAHAM,35309
GREENLEE,3874
LA PAZ,30594
MARICOPA,9527584
MOHAVE,334504
NAVAJO,206834
PIMA,2495516
PINAL,1018955
SANTA CRUZ,87103
YAVAPAI,338112
YUMA,345829
0_5,
Less than 20 years,2807147
20 - 44 years,6638426
45 - 54 years,2053466
55 - 64 years,1910894
65 years and older,2311227
Unknown,52157
positive,0.101687172076742
